Mr.	NP	Mr.
or	CC	or
had	VHD	have
inherited	VVN	inherit
it	PP	it
in	IN	in
that	DT	that
race	NN	race
memory	NN	memory
which	WDT	which
we	PP	we
call	VVP	call
instinct	NN	instinct
.	SENT	.
Gladys	NP	Gladys
was	VBD	be
full	JJ	full
of	IN	of
every	DT	every
womanly	JJ	womanly
quality	NN	quality
.	SENT	.
Some	DT	some
judged	VVD	judge
her	PP	her
to	TO	to
be	VB	be
cold	JJ	cold
and	CC	and
hard	JJ	hard
;	:	;
but	CC	but
such	PDT	such
a	DT	a
thought	NN	thought
was	VBD	be
treason	NN	treason
.	SENT	.
That	DT	that
delicately	RB	delicately
bronzed	VVN	bronze
skin	NN	skin
,	,	,
almost	RB	almost
oriental	JJ	oriental
in	IN	in
its	PP$	its
coloring	NN	coloring
,	,	,
that	DT	that
raven	JJ	raven
hair	NN	hair
,	,	,
the	DT	the
large	JJ	large
liquid	JJ	liquid
eyes	NNS	eye
,	,	,
the	DT	the
full	JJ	full
but	CC	but
exquisite	JJ	exquisite
lips	NNS	lip
,	,	,
---	NN	---
all	PDT	all
the	DT	the
stigmata	NN	stigmata
of	IN	of
passion	NN	passion
were	VBD	be
there	RB	there
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
sadly	RB	sadly
conscious	JJ	conscious
that	IN/that	that
up	RB	up
to	TO	to
now	RB	now
I	PP	I
had	VHD	have
never	RB	never
found	VVN	find
the	DT	the
secret	NN	secret
of	IN	of
drawing	VVG	draw
it	PP	it
forth	RB	forth
.	SENT	.
However	RB	however
,	,	,
come	VV	come
what	WP	what
might	MD	might
,	,	,
I	PP	I
should	MD	should
have	VH	have
done	VVN	do
with	IN	with
suspense	NN	suspense
and	CC	and
bring	VV	bring
matters	NNS	matter
to	TO	to
a	DT	a
head	NN	head
to-night	NN	to-night
.	SENT	.
She	PP	she
could	MD	could
but	RB	but
refuse	VV	refuse
me	PP	me
,	,	,
and	CC	and
better	RBR	well
be	VB	be
a	DT	a
repulsed	VVN	repulse
lover	NN	lover
than	IN	than
an	DT	an
accepted	JJ	accepted
brother	NN	brother
.	SENT	.
So	RB	so
far	RB	far
my	PP$	my
thoughts	NNS	thought
had	VHD	have
carried	VVN	carry
me	PP	me
,	,	,
and	CC	and
I	PP	I
was	VBD	be
about	RB	about
to	TO	to
break	VV	break
the	DT	the
long	JJ	long
and	CC	and
uneasy	JJ	uneasy
silence	NN	silence
,	,	,
when	WRB	when
two	CD	two
critical	JJ	critical
,	,	,
dark	JJ	dark
eyes	NNS	eye
looked	VVD	look
round	NN	round
at	IN	at
me	PP	me
,	,	,
and	CC	and
the	DT	the
proud	JJ	proud
head	NN	head
was	VBD	be
shaken	VVN	shake
in	IN	in
smiling	VVG	smile
reproof	NN	reproof
.	SENT	.
""""	``	""""
I	PP	I
have	VHP	have
a	DT	a
presentiment	NN	presentiment
that	IN/that	that
you	PP	you
are	VBP	be
going	VVG	go
to	TO	to
propose	VV	propose
,	,	,
Ned	NP	Ned
.	SENT	.
I	PP	I
do	VVP	do
wish	VV	wish
you	PP	you
would	MD	would
n't	RB	n't
;	:	;
for	IN	for
things	NNS	thing
are	VBP	be
so	RB	so
much	RB	much
nicer	JJR	nice
as	IN	as
they	PP	they
are	VBP	be
.	SENT	.
""""	''	""""
I	PP	I
drew	VVD	draw
my	PP$	my
chair	NN	chair
a	DT	a
little	RB	little
nearer	JJR	near
.	SENT	.
""""	''	""""
Now	RB	now
,	,	,
how	WRB	how
did	VVD	do
you	PP	you
know	VVP	know
that	IN/that	that
I	PP	I
was	VBD	be
going	VVG	go
to	TO	to
propose	VV	propose
?	SENT	?
""""	''	""""
I	PP	I
asked	VVD	ask
in	IN	in
genuine	JJ	genuine
wonder	NN	wonder
.	SENT	.
""""	``	""""
Do	VV	do
n't	RB	n't
women	NNS	woman
always	RB	always
know	VVP	know
?	SENT	?
Do	VV	do
you	PP	you
suppose	VV	suppose
any	DT	any
woman	NN	woman
in	IN	in
the	DT	the
world	NN	world
was	VBD	be
ever	RB	ever
taken	VVN	take
unawares	RB	unawares
?	SENT	?
But	CC	but
---	JJ	---
oh	UH	oh
,	,	,
Ned	NP	Ned
,	,	,
our	PP$	our
friendship	NN	friendship
has	VHZ	have
been	VBN	be
so	RB	so
good	JJ	good
and	CC	and
so	RB	so
pleasant	JJ	pleasant
!	SENT	!
What	WP	What
a	DT	a
pity	NN	pity
to	TO	to
spoil	VV	spoil
it	PP	it
!	SENT	!
Do	VVP	do
n't	RB	n't
you	PP	you
feel	VVP	feel
how	WRB	how
splendid	JJ	splendid
it	PP	it
is	VBZ	be
that	IN/that	that
a	DT	a
young	JJ	young
man	NN	man
and	CC	and
a	DT	a
young	JJ	young
woman	NN	woman
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
talk	VV	talk
face	NN	face
to	TO	to
face	VV	face
as	IN	as
we	PP	we
have	VHP	have
talked	VVN	talk
?	SENT	?
""""	''	""""
""""	``	""""
I	PP	I
do	VVP	do
not	RB	not
know	VV	know
,	,	,
Gladys	NP	Gladys
.	SENT	.
You	PP	you
see	VVP	see
,	,	,
I	PP	I
can	MD	can
talk	VV	talk
face	NN	face
to	TO	to
face	VV	face
with	IN	with
---	NN	---
with	IN	with
the	DT	the
station-master	NN	station-master
.	SENT	.
""""	``	""""
I	PP	I
ca	MD	ca
n't	RB	n't
imagine	VV	imagine
how	WRB	how
that	DT	that
official	NN	official
came	VVD	come
into	IN	into
the	DT	the
matter	NN	matter
;	:	;
but	CC	but
in	IN	in
he	PP	he
trotted	VVD	trot
,	,	,
and	CC	and
set	VVD	set
us	PP	us
both	CC	both
laughing	VVG	laugh
.	SENT	.
""""	''	""""
That	WDT	that
does	VVZ	do
not	RB	not
satisfy	VV	satisfy
me	PP	me
in	IN	in
the	DT	the
least	JJS	least
.	SENT	.
I	PP	I
want	VVP	want
my	PP$	my
arms	NNS	arm
round	VVP	round
you	PP	you
,	,	,
and	CC	and
your	PP$	your
head	NN	head
on	IN	on
my	PP$	my
breast	NN	breast
,	,	,
and	CC	and
---	JJ	---
oh	UH	oh
,	,	,
Gladys	NP	Gladys
,	,	,
I	PP	I
want	VVP	want
---	NN	---
---	NN	---
""""	``	""""
She	PP	she
had	VHD	have
sprung	VVN	spring
from	IN	from
her	PP$	her
chair	NN	chair
,	,	,
as	IN	as
she	PP	she
saw	VVD	see
signs	NNS	sign
that	IN/that	that
I	PP	I
proposed	VVD	propose
to	TO	to
demonstrate	VV	demonstrate
some	DT	some
of	IN	of
my	PP$	my
wants	NNS	want
.	SENT	.
""""	``	""""
You	PP	you
've	VHP	have
spoiled	VVN	spoil
everything	NN	everything
,	,	,
Ned	NP	Ned
,	,	,
""""	''	""""
she	PP	she
said	VVD	say
.	SENT	.
""""	``	""""
it	PP	it
is	VBZ	be
all	DT	all
so	RB	so
beautiful	JJ	beautiful
and	CC	and
natural	JJ	natural
until	IN	until
this	DT	this
kind	NN	kind
of	IN	of
thing	NN	thing
comes	VVZ	come
in	IN	in
!	SENT	!
It	PP	it
is	VBZ	be
such	PDT	such
a	DT	a
pity	NN	pity
!	SENT	!
Why	WRB	why
ca	MD	ca
n't	RB	n't
you	PP	you
control	VVP	control
yourself	PP	yourself
?	SENT	?
""""	''	""""
""""	''	""""
I	PP	I
did	VVD	do
not	RB	not
invent	VV	invent
it	PP	it
,	,	,
""""	''	""""
I	PP	I
pleaded	VVD	plead
.	SENT	.
""""	``	""""
it	PP	it
is	VBZ	be
nature	NN	nature
.	SENT	.
it	PP	it
is	VBZ	be
love	NN	love
.	SENT	.
""""	''	""""
""""	``	""""
Well	UH	Well
,	,	,
perhaps	RB	perhaps
if	IN	if
both	DT	both
love	NN	love
,	,	,
it	PP	it
may	MD	may
be	VB	be
different	JJ	different
.	SENT	.
I	PP	I
have	VHP	have
never	RB	never
felt	VVN	feel
it	PP	it
.	SENT	.
""""	''	""""
""""	``	""""
But	CC	but
you	PP	you
must	MD	must
---	NN	---
you	PP	you
,	,	,
with	IN	with
your	PP$	your
beauty	NN	beauty
,	,	,
with	IN	with
your	PP$	your
soul	NN	soul
!	SENT	!
Oh	UH	oh
,	,	,
Gladys	NP	Gladys
,	,	,
you	PP	you
were	VBD	be
made	VVN	make
for	IN	for
love	NN	love
!	SENT	!
You	PP	you
must	MD	must
love	VV	love
!	SENT	!
""""	''	""""
""""	``	""""
One	PP	one
must	MD	must
wait	VV	wait
till	IN	till
it	PP	it
comes	VVZ	come
.	SENT	.
""""	''	""""
""""	``	""""
But	CC	but
why	WRB	why
ca	MD	ca
n't	RB	n't
you	PP	you
love	VVP	love
me	PP	me
,	,	,
Gladys	NP	Gladys
?	SENT	?
Is	VBZ	be
it	PP	it
my	PP$	my
appearance	NN	appearance
,	,	,
or	CC	or
what	WP	what
?	SENT	?
""""	''	""""
She	PP	she
did	VVD	do
unbend	VV	unbend
a	DT	a
little	JJ	little
.	SENT	.
She	PP	she
put	VVD	put
forward	RB	forward
a	DT	a
hand	NN	hand
---	NN	---
such	PDT	such
a	DT	a
gracious	JJ	gracious
,	,	,
stooping	VVG	stoop
attitude	NN	attitude
it	PP	it
was	VBD	be
---	NN	---
and	CC	and
she	PP	she
pressed	VVD	press
back	RB	back
my	PP$	my
head	NN	head
.	SENT	.
Then	RB	then
she	PP	she
looked	VVD	look
into	IN	into
my	PP$	my
upturned	VVN	upturn
face	NN	face
with	IN	with
a	DT	a
very	RB	very
wistful	JJ	wistful
smile	NN	smile
.	SENT	.
""""	``	""""
No	RB	no
it	PP	it
is	VBZ	be
n't	RB	n't
that	DT	that
,	,	,
""""	''	""""
she	PP	she
said	VVD	say
at	IN	at
last	JJ	last
.	SENT	.
""""	``	""""
You	PP	you
're	VBP	be
not	RB	not
a	DT	a
conceited	JJ	conceited
boy	NN	boy
by	IN	by
nature	NN	nature
,	,	,
and	CC	and
so	RB	so
I	PP	I
can	MD	can
safely	RB	safely
tell	VV	tell
you	PP	you
it	PP	it
is	VBZ	be
not	RB	not
that	RB	that
.	SENT	.
it	PP	it
is	VBZ	be
deeper	JJR	deep
.	SENT	.
""""	''	""""
""""	``	""""
My	PP$	my
character	NN	character
?	SENT	?
""""	''	""""
She	PP	she
nodded	VVD	nod
severely	RB	severely
.	SENT	.
""""	``	""""
What	WP	What
can	MD	can
I	PP	I
do	VV	do
to	TO	to
mend	VV	mend
it	PP	it
?	SENT	?
Do	VV	do
sit	VV	sit
down	RP	down
and	CC	and
talk	VV	talk
it	PP	it
over	RP	over
.	SENT	.
No	UH	No
,	,	,
really	RB	really
,	,	,
I	PP	I
wo	MD	wo
n't	RB	n't
if	IN	if
you	PP	you
'll	MD	will
only	RB	only
sit	VV	sit
down	RP	down
!	SENT	!
""""	''	""""
She	PP	she
looked	VVD	look
at	IN	at
me	PP	me
with	IN	with
a	DT	a
wondering	VVG	wonder
distrust	NN	distrust
which	WDT	which
was	VBD	be
much	RB	much
more	JJR	more
to	TO	to
my	PP$	my
mind	NN	mind
than	IN	than
her	PP$	her
whole-hearted	JJ	whole-hearted
confidence	NN	confidence
.	SENT	.
How	WRB	How
primitive	JJ	primitive
and	CC	and
bestial	JJ	bestial
it	PP	it
looks	VVZ	look
when	WRB	when
you	PP	you
put	VVP	put
it	PP	it
down	RP	down
in	IN	in
black	JJ	black
and	CC	and
white	JJ	white
!	SENT	!
---	NN	---
and	CC	and
perhaps	RB	perhaps
after	IN	after
all	DT	all
it	PP	it
is	VBZ	be
only	RB	only
a	DT	a
feeling	NN	feeling
peculiar	JJ	peculiar
to	TO	to
myself	PP	myself
.	SENT	.
Anyhow	RB	anyhow
,	,	,
she	PP	she
sat	VVD	sit
down	RP	down
.	SENT	.
""""	``	""""
Now	RB	now
tell	VV	tell
me	PP	me
what	WP	what
's	VBZ	be
amiss	JJ	amiss
with	IN	with
me	PP	me
?	SENT	?
""""	''	""""
""""	``	""""
I	PP	I
'm	VBP	be
in	IN	in
love	NN	love
with	IN	with
somebody	NN	somebody
else	RB	else
,	,	,
""""	''	""""
said	VVD	say
she	PP	she
.	SENT	.
It	PP	it
was	VBD	be
my	PP$	my
turn	NN	turn
to	TO	to
jump	VV	jump
out	RP	out
of	IN	of
my	PP$	my
chair	NN	chair
.	SENT	.
""""	``	""""
it	PP	it
is	VBZ	be
nobody	NN	nobody
in	IN	in
particular	JJ	particular
,	,	,
""""	''	""""
she	PP	she
explained	VVD	explain
,	,	,
laughing	VVG	laugh
at	IN	at
the	DT	the
expression	NN	expression
of	IN	of
my	PP$	my
face	NN	face
:	:	:
""""	``	""""
only	RB	only
an	DT	an
ideal	NN	ideal
.	SENT	.
I	PP	I
have	VHP	have
never	RB	never
met	VVN	meet
the	DT	the
kind	NN	kind
of	IN	of
man	NN	man
I	PP	I
mean	VVP	mean
.	SENT	.
""""	''	""""
""""	``	""""
Tell	VV	tell
me	PP	me
about	IN	about
him	PP	him
.	SENT	.
What	WP	What
does	VVZ	do
he	PP	he
look	VV	look
like	IN	like
?	SENT	?
""""	''	""""
""""	``	""""
Oh	UH	oh
,	,	,
he	PP	he
might	MD	might
look	VV	look
very	RB	very
much	RB	much
like	IN	like
you	PP	you
.	SENT	.
""""	''	""""
""""	``	""""
How	WRB	How
dear	RB	dear
of	IN	of
you	PP	you
to	TO	to
say	VV	say
that	DT	that
!	SENT	!
Well	RB	well
,	,	,
what	WP	what
is	VBZ	be
it	PP	it
that	IN/that	that
he	PP	he
does	VVZ	do
that	IN/that	that
I	PP	I
do	VVP	do
not	RB	not
do	VV	do
?	SENT	?
Just	RB	just
say	VVP	say
the	DT	the
word	NN	word
,	,	,
---	NN	---
teetotal	JJ	teetotal
,	,	,
vegetarian	JJ	vegetarian
,	,	,
aeronaut	NN	aeronaut
,	,	,
theosophist	NN	theosophist
,	,	,
superman	NN	superman
.	SENT	.
I	PP	I
will	MD	will
have	VH	have
a	DT	a
try	NN	try
at	IN	at
it	PP	it
,	,	,
Gladys	NP	Gladys
,	,	,
if	IN	if
you	PP	you
will	MD	will
only	RB	only
give	VV	give
me	PP	me
an	DT	an
idea	NN	idea
what	WP	what
would	MD	would
please	VV	please
you	PP	you
.	SENT	.
""""	''	""""
She	PP	she
laughed	VVD	laugh
at	IN	at
the	DT	the
elasticity	NN	elasticity
of	IN	of
my	PP$	my
character	NN	character
.	SENT	.
""""	''	""""
Well	RB	well
,	,	,
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
,	,	,
I	PP	I
do	VVP	do
not	RB	not
think	VV	think
my	PP$	my
ideal	NN	ideal
would	MD	would
speak	VV	speak
like	IN	like
that	DT	that
,	,	,
""""	''	""""
said	VVD	say
she	PP	she
.	SENT	.
""""	``	""""
He	PP	he
would	MD	would
be	VB	be
a	DT	a
harder	JJR	hard
,	,	,
sterner	JJR	stern
man	NN	man
,	,	,
not	RB	not
so	RB	so
ready	JJ	ready
to	TO	to
adapt	VV	adapt
himself	PP	himself
to	TO	to
a	DT	a
silly	JJ	silly
girl	NN	girl
's	POS	's
whim	NN	whim
.	SENT	.
But	CC	but
,	,	,
above	IN	above
all	DT	all
,	,	,
he	PP	he
must	MD	must
be	VB	be
a	DT	a
man	NN	man
who	WP	who
could	MD	could
do	VV	do
,	,	,
who	WP	who
could	MD	could
act	VV	act
,	,	,
who	WP	who
could	MD	could
look	VV	look
Death	NN	death
in	IN	in
the	DT	the
face	NN	face
and	CC	and
have	VH	have
no	DT	no
fear	NN	fear
of	IN	of
him	PP	him
,	,	,
a	DT	a
man	NN	man
of	IN	of
great	JJ	great
deeds	NNS	deed
and	CC	and
strange	JJ	strange
experiences	NNS	experience
.	SENT	.
It	PP	it
is	VBZ	be
never	RB	never
a	DT	a
man	NN	man
that	IN/that	that
I	PP	I
should	MD	should
love	VV	love
,	,	,
but	CC	but
always	RB	always
the	DT	the
glories	NNS	glory
he	PP	he
had	VHD	have
won	VVN	win
;	:	;
for	IN	for
they	PP	they
would	MD	would
be	VB	be
reflected	VVN	reflect
upon	IN	upon
me	PP	me
.	SENT	.
Think	VV	think
of	IN	of
Richard	NP	Richard
Burton	NP	Burton
!	SENT	!
When	WRB	when
I	PP	I
read	VVP	read
his	PP$	his
wife	NN	wife
's	POS	's
life	NN	life
of	IN	of
him	PP	him
I	PP	I
could	MD	could
so	RB	so
understand	VV	understand
her	PP$	her
love	NN	love
!	SENT	!
And	CC	and
Lady	NP	Lady
Stanley	NP	Stanley
!	SENT	!
Did	VVD	do
you	PP	you
ever	RB	ever
read	VVP	read
the	DT	the
wonderful	JJ	wonderful
last	JJ	last
chapter	NN	chapter
of	IN	of
that	DT	that
book	NN	book
about	IN	about
her	PP$	her
husband	NN	husband
?	SENT	?
These	DT	these
are	VBP	be
the	DT	the
sort	NN	sort
of	IN	of
men	NNS	man
that	IN/that	that
a	DT	a
woman	NN	woman
could	MD	could
worship	VV	worship
with	IN	with
all	PDT	all
her	PP$	her
soul	NN	soul
,	,	,
and	CC	and
yet	RB	yet
be	VB	be
the	DT	the
greater	JJR	great
,	,	,
not	RB	not
the	DT	the
less	JJR	less
,	,	,
on	IN	on
account	NN	account
of	IN	of
her	PP$	her
love	NN	love
,	,	,
honored	VVN	honor
by	IN	by
all	PDT	all
the	DT	the
world	NN	world
as	IN	as
the	DT	the
inspirer	NN	inspirer
of	IN	of
noble	JJ	noble
deeds	NNS	deed
.	SENT	.
""""	''	""""
She	PP	she
looked	VVD	look
so	RB	so
beautiful	JJ	beautiful
in	IN	in
her	PP$	her
enthusiasm	NN	enthusiasm
that	IN/that	that
I	PP	I
nearly	RB	nearly
brought	VVD	bring
down	RP	down
the	DT	the
whole	JJ	whole
level	NN	level
of	IN	of
the	DT	the
interview	NN	interview
.	SENT	.
I	PP	I
gripped	VVD	grip
myself	PP	myself
hard	JJ	hard
,	,	,
and	CC	and
went	VVD	go
on	IN	on
with	IN	with
the	DT	the
argument	NN	argument
.	SENT	.
""""	``	""""
We	PP	we
ca	MD	ca
n't	RB	n't
all	RB	all
be	VB	be
Stanleys	NPS	Stanley
and	CC	and
Burtons	NPS	Burtons
,	,	,
""""	''	""""
said	VVD	say
I	PP	I
;	:	;
""""	``	""""
besides	RB	besides
,	,	,
we	PP	we
do	VVP	do
not	RB	not
get	VV	get
the	DT	the
chance	NN	chance
,	,	,
---	NN	---
at	IN	at
least	JJS	least
,	,	,
I	PP	I
never	RB	never
had	VHD	have
the	DT	the
chance	NN	chance
.	SENT	.
If	IN	if
I	PP	I
did	VVD	do
,	,	,
I	PP	I
should	MD	should
try	VV	try
to	TO	to
take	VV	take
it	PP	it
.	SENT	.
""""	''	""""
""""	``	""""
But	CC	but
chances	NNS	chance
are	VBP	be
all	RB	all
around	IN	around
you	PP	you
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
mark	NN	mark
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
man	NN	man
I	PP	I
mean	VVP	mean
that	IN/that	that
he	PP	he
makes	VVZ	make
his	PP$	his
own	JJ	own
chances	NNS	chance
.	SENT	.
You	PP	you
ca	MD	ca
n't	RB	n't
hold	VV	hold
him	PP	him
back	RB	back
.	SENT	.
I	PP	I
have	VHP	have
never	RB	never
met	VVN	meet
him	PP	him
,	,	,
and	CC	and
yet	RB	yet
I	PP	I
seem	VVP	seem
to	TO	to
know	VV	know
him	PP	him
so	RB	so
well	RB	well
.	SENT	.
There	EX	there
are	VBP	be
heroisms	NNS	heroism
all	RB	all
round	VVP	round
us	PP	us
waiting	VVG	wait
to	TO	to
be	VB	be
done	VVN	do
.	SENT	.
it	PP	it
is	VBZ	be
for	IN	for
men	NNS	man
to	TO	to
do	VV	do
them	PP	them
,	,	,
and	CC	and
for	IN	for
women	NNS	woman
to	TO	to
reserve	VV	reserve
their	PP$	their
love	NN	love
as	IN	as
a	DT	a
reward	NN	reward
for	IN	for
such	JJ	such
men	NNS	man
.	SENT	.
Look	VV	look
at	IN	at
that	DT	that
young	JJ	young
Frenchman	NN	Frenchman
who	WP	who
went	VVD	go
up	RP	up
last	JJ	last
week	NN	week
in	IN	in
a	DT	a
