Avertis	Vvc	AVERTIR
yeux	Nc	OEIL|YEUX
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
roi	Nc	ROI
pourrait	Vvc	POUVOIR
bien	Rg	BIEN
nous	Pp	NOUS
surprendre	Vvn	SURPRENDRE
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
depuis	S	DEPUIS
six	Nc	SIX
mois	Nc	MOI|MOIS
maître	Nc	MAÎTRE
de	S	DE
la	Da	LE
couronne	Nc	COURONNE
,	Fw	,
Soit	Vvc	SAVOIR
orgueil	Nc	ORGUEIL
,	Fw	,
soit	Vuc	ÊTRE
coutume	Nc	COUTUME
,	Fw	,
il	Pp	IL
cache	Vvc	CACHER
sa	Ds	SON
personne	Nc	PERSONNE
:	Fw	:
Zopire	Vvc	Zopire
,	Fw	,
tu	Pp	TU
sais	Vvc	SAVOIR
bien	Rg	BIEN
comme	Cs	COMME
il	Pp	IL
aimait	Vvc	AIMER
ma	Ds	MON
soeur	Nc	SUR
,	Fw	,
Comme	Vvc	Comme
il	Pp	IL
m'	Pp	JE
offrit	Vvc	OFFRIR
la	Da	LE
sienne	Ps	SIEN
,	Fw	,
et	Cc	ET
toute	Di	TOUT
sa	Ds	SON
faveur	Nc	FAVEUR
;	Fw	;
Maintenant	Ga	MAINTENIR
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
,	Fw	,
il	Pp	IL
fuit	Vvc	FUIR
ma	Ds	MON
confidence	Nc	CONFIDENCE
,	Fw	,
Et	Vvc	Et
tout	Di	TOUT
son	Ds	SON
procédé	Nc	PROCÉDÉ
marque	Vvc	MARQUER
son	Ds	SON
inconstance	Nc	INCONSTANCE
.	Fs	.
Il	Pp	IL
manque	Vvc	MANQUER
,	Fw	,
l'	Da	LE
infidèle	Nc	INFIDÈLE
,	Fw	,
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
promis	Ge	PROMETTRE
,	Fw	,
Il	Vvc	Il
trahit	Vvc	TRAHIR
mon	Ds	MON
amour	Nc	AMOUR
,	Fw	,
il	Pp	IL
trahit	Vvc	TRAHIR
ses	Ds	SON
amis	Nc	AMI
,	Fw	,
Et	Vvc	Et
sans	S	SANS
considérer	Vvn	CONSIDÉRER
le	Da	LE
rang	Nc	RANG
,	Fw	,
ni	Cc	NI
le	Da	LE
mérite	Nc	MÉRITE
,	Fw	,
Il	Vvc	Il
m'	Pp	JE
ose	Vvc	OSER
dans	S	DANS
son	Ds	SON
cour	Nc	COUR
préférer	Vvn	PRÉFÉRER
Patisite	Vvc	Patisite
;	Fw	;
Comme	Vvc	Comme
si	Rg	SI
pour	S	POUR
me	Pp	JE
perdre	Vvn	PERDRE
,	Fw	,
un	Dn	UN
infâme	Ag	INFÂME
démon	Nc	DÉMON
Avait	Vvc	Avait
pris	Ge	PRENDRE
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
,	Fw	,
et	Cc	ET
sa	Ds	SON
place	Nc	PLACE|PLACÉ
,	Fw	,
et	Cc	ET
son	Ds	SON
nom	Nc	NOM
.	Fs	.
Plus	Rg	PLUS
que	Cs	QUE
vous	Pp	VOUS
dans	S	DANS
l'	Da	LE
effroi	Nc	EFFROI
que	Cs	QUE
ce	Dd	CE
discours	Nc	DISCOURS
me	Pp	JE
donne	Vvc	DONNER
,	Fw	,
Le	Vvc	Le
procédé	Nc	PROCÉDÉ
du	S+Da	DE+LE
roi	Nc	ROI
me	Pp	JE
surprend	Vvc	SURPRENDRE
,	Fw	,
et	Cc	ET
m'	Pp	JE
étonne	Vvc	ÉTONNER
;	Fw	;
Cette	Vvc	Cette
infidélité	Nc	INFIDÉLITÉ
dont	Pr	DONT
il	Pp	IL
use	Vvc	USER
envers	S	ENVERS
vous	Pp	VOUS
,	Fw	,
Ce	Vvc	Ce
changement	Nc	CHANGEMENT
si	Rg	SI
grand	Ag	GRAND
,	Fw	,
si	Rg	SI
remarqué	Ge	REMARQUER
de	S	DE
tous	Pi	TOUT
,	Fw	,
Le	Vvc	Le
rendant	Ga	RENDRE
si	Rg	SI
contraire	Ag	CONTRAIRE
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
devrait	Vvc	DEVOIR
être	Vun	ÊTRE
,	Fw	,
M'	Vvc	M'
ouvrent	Vvc	OUVRER|OUVRIR
les	Da	LE
yeux	Nc	OEIL|YEUX
,	Fw	,
Darie	Vvc	Darie
,	Fw	,
et	Cc	ET
va	Vvc	ALLER
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
Un	Vvc	Un
malheur	Nc	MALHEUR
mille	Nc	MILLE
fois	Nc	FOI|FOIS
plus	Rg	PLUS
digne	Ag	DIGNE
d'	S	DE
être	Vun	ÊTRE
craint	Vvc	CRAINDRE
,	Fw	,
Que	Vvc	Que
tous	Di	TOUT
ceux	Pd	CELUI
dont	Pr	DONT
je	Pp	JE
vois	Vvc	ALLER|VOIR
que	Cs	QUE
votre	Ds	VOTRE
amour	Nc	AMOUR
se	Pp	IL
plaint	Vvc	PLAINDRE
.	Fs	.
La	Da	LE
Princesse	Nc	PRINCE|PRINCESSE
paraît	Vvc	PARAÎTRE
;	Fw	;
Darie	Vvc	Darie
,	Fw	,
en	S	EN
sa	Ds	SON
présence	Nc	PRÉSENCE
De	Vvc	De
mon	Ds	MON
retour	Nc	RETOUR
d'	S	DE
Égypte	Nc	Égypte
apprenez	Vvc	APPRENDRE
l'	Da	LE
importance	Nc	IMPORTANCE
;	Fw	;
Pour	Nc	POUR
en	S	EN
juger	Vvn	JUGER
sans	S	SANS
trouble	Nc	TROUBLE
,	Fw	,
et	Cc	ET
mieux	Rg	MIEUX
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
fais	Vvc	FAIRE
,	Fw	,
Rendez	Vvc	RENDRE
à	S	À
votre	Ds	VOTRE
esprit	Nc	ESPRIT
une	Dn	UN
profonde	Ag	PROFOND
paix	Nc	PAIX
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
,	Fw	,
grands	Ag	GRAND
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Mégabise	Vvc	Mégabise
avec	S	AVEC
elle	Pp	IL
?	Fs	?
Soupçonnez	Vvc	Soupçonnez
-vous	Nc	-vous
,	Fw	,
Zopire	Vvc	Zopire
,	Fw	,
un	Dn	UN
sujet	Nc	SUJET
si	Rg	SI
fidèle	Ag	FIDÈLE
?	Fs	?
Il	Pp	IL
doit	Vvc	DEVOIR
m'	Pp	JE
être	Vun	ÊTRE
suspect	Ag	SUSPECT
,	Fw	,
et	Cc	ET
dans	S	DANS
toute	Di	TOUT
la	Da	LE
cour	Nc	COUR
Il	Ag	Il
devait	Vvc	DEVOIR
le	Da	LE
dernier	Nc	DERNIER
apprendre	Vvn	APPRENDRE
mon	Ds	MON
retour	Nc	RETOUR
.	Fs	.
Un	Dn	UN
grand	Ag	GRAND
trouble	Nc	TROUBLE
paraît	Vvc	PARAÎTRE
dessus	S	DESSUS
votre	Ds	VOTRE
visage	Nc	VISAGE
,	Fw	,
Zopire	Vvc	Zopire
,	Fw	,
dans	S	DANS
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
je	Pp	JE
vous	Pp	VOUS
fais	Vvc	FAIRE
quelque	Di	QUELQUE
ombrage	Nc	OMBRAGE
,	Fw	,
La	Vvc	La
Princesse	Nc	PRINCE|PRINCESSE
m'	Pp	JE
a	Vuc	AVOIR
dit	Ge	DIRE
que	Cs	QUE
vous	Pp	VOUS
étiez	Vuc	ÊTRE
ici	Rg	ICI
,	Fw	,
Et	Vvc	Et
par	S	PAR
d'	Dn	UN
autres	Ag	AUTRE
avis	Nc	AVIS
j'	Pp	JE
en	Pp	EN
étais	Vuc	ÊTRE
éclairci	Ge	ÉCLAIRCIR
.	Fs	.
Seigneur	Nc	SEIGNEUR
...	Fs	...
J'	Vvc	J'
ai	Vuc	AVOIR
tout	Rg	TOUT
appris	Ge	APPRENDRE
d'	S	DE
un	Dn	UN
des	S+Da	DE+LE|DE+LES
chefs	Nc	CHEF
de	S	DE
l'	Da	LE
armée	Nc	ARMÉE
;	Fw	;
Et	Vvc	Et
de	S	DE
pareils	Ag	PAREIL
soupçons	Nc	SOUPÇON
l'	Da	LE
âme	Nc	ÂME
toute	Rg	TOUTE
alarmée	Ge	ALARMER
,	Fw	,
Je	Vvc	Je
viens	Vvc	VENIR
pour	S	POUR
m'	Pp	JE
éclaircir	Vvn	ÉCLAIRCIR
dans	S	DANS
ces	Dd	CE
obscurités	Nc	OBSCURITÉ
,	Fw	,
Et	Vvc	Et
peut-être	Rg	PEUT-ÊTRE
y	Pp	Y
chercher	Vvn	CHERCHER
de	S	DE
fatales	Ag	FATAL
clartés	Nc	CLARTÉ
.	Fs	.
Laissez	Vvc	LAISSER
-moi	Vvc	-moi
prévenir	Vvn	PRÉVENIR
le	Da	LE
rapport	Nc	RAPPORT
de	S	DE
Zopire	Nc	Zopire
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
mon	Ds	MON
discours	Nc	DISCOURS
vous	Pp	VOUS
pourra	Vvc	POUVOIR
mieux	Rg	MIEUX
instruire	Vvn	INSTRUIRE
:	Fw	:
Il	Pp	IL
a	Vuc	AVOIR
des	Dn	UN
intérêts	Nc	INTÉRÊT
qui	Pr	QUI
ne	Rp	NE
sont	Vuc	ÊTRE
pas	Rg	PAS
pour	S	POUR
nous	Pp	NOUS
,	Fw	,
Et	Vvc	Et
mon	Ds	MON
zèle	Nc	ZÈLE
est	Vuc	ÊTRE
entier	Ag	ENTIER
pour	S	POUR
l'	Da	LE
Empire	Nc	EMPIRE
,	Fw	,
et	Cc	ET
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
Parlez	Nc	PARLÉ
,	Fw	,
et	Cc	ET
je	Pp	JE
suis	Vuc	ÊTRE
prêt	Ag	PRÊT
à	S	À
vous	Pp	VOUS
prêter	Vvn	PRÊTER
silence	Nc	SILENCE
.	Fs	.
Si	Cs	SI
vous	Pp	VOUS
craignez	Vvc	CRAINDRE
ici	Rg	ICI
ma	Ds	MON
soeur	Nc	SUR
et	Cc	ET
ma	Ds	MON
présence	Nc	PRÉSENCE
...	Fs	...
Non	Vvc	Non
,	Fw	,
non	Rg	NON
,	Fw	,
Prince	Vvc	Prince
,	Fw	,
arrêtez	Vvc	ARRÊTER
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
princesse	Nc	PRINCE|PRINCESSE
aussi	Rg	AUSSI
.	Fs	.
Vois	Vvc	ALLER|VOIR
si	Cs	SI
l'	Pp	IL
on	Pp	ON
nous	Pp	NOUS
écoute	Vvc	ÉCOUTER
,	Fw	,
et	Cc	ET
que	Cs	QUE
nul	Pi	NUL
n'	Rp	NE
entre	Vvc	ENTRER
ici	Rg	ICI
.	Fs	.
Pardon	Nc	PARDON
,	Fw	,
si	Cs	SI
le	Da	LE
discours	Nc	DISCOURS
que	Pr	QUE
je	Pp	JE
m'	Pp	JE
en	Pp	EN
vais	Vvc	ALLER
vous	Pp	VOUS
faire	Vvn	FAIRE
,	Fw	,
Retraçant	Ga	Retraçant
les	Da	LE
malheurs	Nc	MALHEUR
du	S+Da	DE+LE
feu	Nc	FEU
Roi	Vvc	Roi
votre	Ds	VOTRE
frère	Nc	FRÈRE
,	Fw	,
Rappelle	Vvc	RAPPELER
dans	S	DANS
votre	Ds	VOTRE
âme	Nc	ÂME
un	Dn	UN
cruel	Ag	CRUEL
souvenir	Nc	SOUVENIR
,	Fw	,
Que	Vvc	Que
peut-être	Rg	PEUT-ÊTRE
le	Da	LE
temps	Nc	TEMPS
commençait	Vvc	COMMENCER
d'	S	DE
en	Pp	EN
bannir	Vvn	BANNIR
.	Fs	.
L'	Da	LE
Égypte	Nc	Égypte
allait	Vvc	ALLER
tomber	Vvn	TOMBER
sous	S	SOUS
le	Da	LE
joug	Nc	JOUG
de	S	DE
Cambise	Nc	Cambise
,	Fw	,
Et	Vvc	Et
l'	Da	LE
Afrique	Nc	Afrique
au	S+Da	À+LE
seul	Ag	SEUL
bruit	Nc	BRUIT
de	S	DE
ses	Ds	SON
armes	Nc	ARME|ARMÉ
soumise	Ge	SOUMETTRE
,	Fw	,
Déjà	Vvc	Déjà
de	S	DE
toutes	Di	TOUT
parts	Nc	PART
nous	Pp	NOUS
envoyait	Vvc	ENVOYER
ses	Ds	SON
Rois	Vvc	Rois
Reconnaître	Nc	Reconnaître
Cambise	Vvc	Cambise
,	Fw	,
et	Cc	ET
recevoir	Vvn	RECEVOIR
ses	Ds	SON
lois	Nc	LOI
:	Fw	:
Il	Pp	IL
était	Vuc	ÊTRE
tout	Rg	TOUT
rempli	Ge	REMPLIR
de	S	DE
l'	Da	LE
heur	Nc	HEUR
de	S	DE
sa	Ds	SON
victoire	Nc	VICTOIRE
,	Fw	,
Quand	Nc	Quand
le	Da	LE
ciel	Nc	CIEL
se	Pp	IL
servit	Vvc	SERVIR
,	Fw	,
pour	S	POUR
confondre	Vvn	CONFONDRE
sa	Ds	SON
gloire	Nc	GLOIRE
,	Fw	,
Montrer	Vvn	MONTRER
notre	Ds	NOTRE
faiblesse	Nc	FAIBLESSE
,	Fw	,
et	Cc	ET
son	Ds	SON
divin	Ag	DIVIN
pouvoir	Nc	POUVOIR
,	Fw	,
Du	Vvc	Du
plus	Rg	PLUS
faible	Ag	FAIBLE
moyen	Nc	MOYEN
qu'	Pr	QUE
on	Pp	ON
puisse	Vvc	POUVOIR
concevoir	Vvn	CONCEVOIR
.	Fs	.
Un	Dn	UN
songe	Nc	SONGE
à	S	À
ce	Dd	CE
vainqueur	Nc	VAINQUEUR
,	Fw	,
à	S	À
ce	Dd	CE
foudre	Nc	FOUDRE
de	S	DE
guerre	Nc	GUERRE
,	Fw	,
À	Nc	À
ce	Dd	CE
maître	Nc	MAÎTRE
absolu	Ag	ABSOLU
des	S+Da	DE+LE|DE+LES
trois	Nc	TROIS
parts	Nc	PART
de	S	DE
la	Da	LE
terre	Nc	TERRE
,	Fw	,
Ôta	Vvc	Ôta
tout	Di	TOUT
le	Da	LE
repos	Nc	REPOS
,	Fw	,
et	Cc	ET
lui	Pp	IL
fit	Vvc	FAIRE
souhaiter	Vvn	SOUHAITER
Le	Vvc	Le
sort	Nc	SORT
des	S+Da	DE+LE|DE+LES
malheureux	Ag	MALHEUREUX
qu'	Cs	QUE
il	Pp	IL
venait	Vvc	VENIR
de	S	DE
dompter	Vvn	DOMPTER
:	Fw	:
De	S	DE
cent	Nc	CENT
vaines	Ag	VAIN
frayeurs	Nc	FRAYEUR
son	Ds	SON
cour	Nc	COUR
devint	Vvc	DEVENIR
la	Da	LE
proie	Nc	PROIE
;	Fw	;
Ses	Vvc	Ses
progrès	Nc	PROGRÈS
le	Pp	IL
troublaient	Vvc	TROUBLER
,	Fw	,
loin	Rg	LOIN
d'	S	DE
exciter	Vvn	EXCITER
sa	Ds	SON
joie	Nc	JOIE
;	Fw	;
Tout	Vvc	Tout
lui	Pp	IL
devint	Vvc	DEVENIR
suspect	Ag	SUSPECT
,	Fw	,
et	Cc	ET
ses	Ds	SON
timidités	Nc	TIMIDITÉ
Abaissant	Ga	ABAISSER
son	Ds	SON
orgueil	Nc	ORGUEIL
à	S	À
cent	Nc	CENT
indignités	Nc	INDIGNITÉ
,	Fw	,
Il	Vvc	Il
flattait	Vvc	FLATTER
le	Da	LE
soldat	Nc	SOLDAT
,	Fw	,
et	Cc	ET
se	Pp	IL
donnait	Vvc	DONNER
la	Da	LE
gêne	Nc	GÊNE
Pour	Ag	Pour
gagner	Vvn	GAGNER
l'	Da	LE
amitié	Nc	AMITIÉ
du	S+Da	DE+LE
moindre	Ag	MOINDRE
capitaine	Nc	CAPITAINE
.	Fs	.
Quel	Pt	LEQUEL|QUEL
songe	Vvc	SONGER
si	Rg	SI
fatal	Ag	FATAL
a	Vuc	AVOIR
pu	Ge	POUVOIR
par	S	PAR
tant	Rg	TANT
d'	S	DE
effroi	Nc	EFFROI
Ébranler	Nc	Ébranler
tout	Rg	TOUT
d'	S	DE
un	Dn	UN
coup	Nc	COUP
l'	Da	LE
âme	Nc	ÂME
d'	S	DE
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
roi	Nc	ROI
?	Fs	?
Un	Dn	UN
songe	Nc	SONGE
,	Fw	,
où	Pr	OÙ
le	Da	LE
Roi	Nc	ROI
vit	Vvc	VIVRE|VOIR
par	S	PAR
une	Dn	UN
indigne	Ag	INDIGNE
audace	Nc	AUDACE
Tonaxare	Vvc	Tonaxare
son	Ds	SON
frère	Nc	FRÈRE
oser	Vvn	OSER
prendre	Vvn	PRENDRE
sa	Ds	SON
place	Nc	PLACE|PLACÉ
,	Fw	,
Couronné	Vvc	Couronné
dedans	Rg	DEDANS
Bactre	Vvn	BATTRE
arracher	Vvn	ARRACHER
de	S	DE
sa	Ds	SON
main	Nc	MAIN
Le	Vvc	Le
titre	Nc	TITRE
glorieux	Ag	GLORIEUX
du	S+Da	DE+LE
pouvoir	Nc	POUVOIR
souverain	Ag	SOUVERAIN
:	Fw	:
Le	Da	LE
roi	Nc	ROI
,	Fw	,
sans	S	SANS
consulter	Vvn	CONSULTER
que	Cs	QUE
sa	Ds	SON
fureur	Nc	FUREUR
timide	Ag	TIMIDE
,	Fw	,
Veut	Vvc	VOULOIR
qu'	Cs	QUE
il	Pp	IL
meure	Vvc	MURER
,	Fw	,
et	Cc	ET
choisit	Vvc	CHOISIR
pour	S	POUR
ce	Dd	CE
noir	Ag	NOIR
parricide	Nc	PARRICIDE
Préxaspe	Vvc	Préxaspe
,	Fw	,
et	Cc	ET
Patisite	Vvc	Patisite
.	Fs	.
Et	Cc	ET
Patisite	Vvc	Patisite
,	Fw	,
ô	I	OH
Dieux	Ag	Dieux
!	Fs	!
Votre	Ds	VOTRE
fils	Nc	FIL|FILS
,	Fw	,
Mégabise	Vvc	Mégabise
?	Fs	?
Oui	Rg	OUI
,	Fw	,
ce	Dd	CE
fils	Nc	FIL|FILS
odieux	Ag	ODIEUX
:	Fw	:
Hélas	Vvc	Hélas
!	Fs	!
J'	Pp	JE
avais	Vuc	AVOIR
deux	Nc	DEUX
fils	Nc	FIL|FILS
,	Fw	,
dont	Pr	DONT
l'	Da	LE
un	Pi	UN
périt	Vvc	PÉRIR
dans	S	DANS
l'	Da	LE
onde	Nc	ONDE
,	Fw	,
Lui	Pd	Lui
qui	Pr	QUI
fut	Vuc	ÊTRE
autrefois	Rg	AUTREFOIS
l'	Da	LE
amour	Nc	AMOUR
de	S	DE
tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
;	Fw	;
L'	Vvc	L'
autre	Pi	AUTRE
à	S	À
tant	Rg	TANT
de	S	DE
forfaits	Nc	FORFAIT
osa	Vvc	OSER
s'	Pp	SE
abandonner	Vvn	ABANDONNER
,	Fw	,
Que	Vvc	Que
du	S+Da	DE+LE
meurtre	Nc	MEURTRE
du	S+Da	DE+LE
Prince	Nc	PRINCE
on	Pp	ON
l'	Pp	IL
ose	Vvc	OSER
soupçonner	Vvn	SOUPÇONNER
.	Fs	.
Oui	Rg	OUI
,	Fw	,
ce	Dd	CE
fils	Nc	FIL|FILS
est	Vuc	ÊTRE
partout	Rg	PARTOUT
en	S	EN
si	Rg	SI
mauvaise	Ag	MAUVAIS
estime	Nc	ESTIME
,	Fw	,
Que	Vvc	Que
plusieurs	Di	PLUSIEURS
l'	Pp	IL
ont	Vuc	AVOIR
jugé	Ge	JUGER
capable	Ag	CAPABLE
de	S	DE
ce	Dd	CE
crime	Nc	CRIME
.	Fs	.
Et	Cc	ET
mon	Ds	MON
frère	Nc	FRÈRE
Cambise	Vvc	Cambise
,	Fw	,
ô	I	OH
honte	Nc	HONTE
!	Fs	!
Ô	Vvc	Ô
lâcheté	Nc	LÂCHETÉ
!	Fs	!
A	Vuc	AVOIR
passé	Ge	PASSER
sur	S	SUR
un	Dn	UN
songe	Nc	SONGE
à	S	À
cette	Dd	CE
cruauté	Nc	CRUAUTÉ
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
sur	S	SUR
ce	Dd	CE
bruit	Nc	BRUIT
qu'	Pr	QUE
on	Pp	ON
croit	Vvc	CROIRE|CROÎTRE
Préxaspe	Vvc	Préxaspe
,	Fw	,
et	Cc	ET
son	Ds	SON
complice	Nc	COMPLICE
,	Fw	,
Avoir	Vvc	Avoir
fait	Ge	FAIRE
du	S+Da	DE+LE
vrai	Ag	VRAI
Prince	Vvc	Prince
un	Dn	UN
sanglant	Ag	SANGLANT
sacrifice	Nc	SACRIFICE
;	Fw	;
Et	Vvc	Et
que	Cs	QUE
Préxaspe	Nc	Préxaspe
étant	Ga	ÊTRE
retourné	Ge	RETOURNER
près	Rg	PRÈS
du	S+Da	DE+LE
Roi	Nc	ROI
,	Fw	,
Avait	Vvc	Avait
par	S	PAR
ce	Dd	CE
rapport	Nc	RAPPORT
apaisé	Ge	APAISER
son	Ds	SON
effroi	Nc	EFFROI
.	Fs	.
Cambise	Vvc	Cambise
en	S	EN
cet	Dd	CE
état	Nc	ÉTAT
n'	Rp	NE
avait	Vuc	AVOIR
rien	Pi	RIEN
de	S	DE
contraire	Nc	CONTRAIRE
Que	Vvc	Que
le	Da	LE
secret	Ag	SECRET
remords	Nc	REMORD
du	S+Da	DE+LE
meurtre	Nc	MEURTRE
de	S	DE
son	Ds	SON
frère	Nc	FRÈRE
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
apprend	Vvc	APPRENDRE
qu'	Cs	QUE
à	S	À
Bactre	Nc	BATTRE
on	Pp	ON
avait	Vuc	AVOIR
couronné	Ge	COURONNER
Celui	Nc	Celui
que	Cs	QUE
par	S	PAR
son	Ds	SON
ordre	Nc	ORDRE
il	Pp	IL
croit	Vvc	CROIRE|CROÎTRE
assassiné	Ge	ASSASSINER
:	Fw	:
Son	Ds	SON
cour	Nc	COUR
en	Pp	EN
est	Vuc	ÊTRE
frappé	Ge	FRAPPER
comme	Cs	COMME
d'	S	DE
un	Dn	UN
coup	Nc	COUP
de	S	DE
foudre	Nc	FOUDRE
;	Fw	;
Confus	Ag	CONFUS
,	Fw	,
et	Cc	ET
ne	Rp	NE
sachant	Ga	SAVOIR
que	Cs	QUE
croire	Vvn	CROIRE
et	Cc	ET
que	Cs	QUE
résoudre	Vvn	RÉSOUDRE
;	Fw	;
À	Nc	À
ce	Dd	CE
mortel	Ag	MORTEL
avis	Nc	AVIS
plein	Ag	PLEIN
de	S	DE
trouble	Nc	TROUBLE
et	Cc	ET
d'	S	DE
effroi	Nc	EFFROI
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
trahi	Ge	TRAHIR
(	Fw	(
dit-il	Vvc	dit-il
)	Fw	)
enfin	Rg	ENFIN
mon	Ds	MON
frère	Nc	FRÈRE
est	Vuc	ÊTRE
roi	Nc	ROI
.	Fs	.
Ô	Vvc	Ô
trop	Rg	TROP
funeste	Ag	FUNESTE
effet	Nc	EFFET
d'	S	DE
un	Dn	UN
songe	Nc	SONGE
inévitable	Ag	INÉVITABLE
!	Fs	!
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
prévenir	Vvn	PRÉVENIR
ce	Dd	CE
malheur	Nc	MALHEUR
effroyable	Ag	EFFROYABLE
.	Fs	.
Qu'	Cs	QUE
on	Pp	ON
amène	Vvc	AMENER
Préxaspe	Vvc	Préxaspe
.	Fs	.
Alors	Rg	ALORS
s'	Pp	SE
abandonnant	Ga	ABANDONNER
À	Nc	À
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
a	Vuc	AVOIR
d'	S	DE
affreux	Nc	AFFREUX
,	Fw	,
de	S	DE
cruel	Ag	CRUEL
,	Fw	,
d'	S	DE
étonnant	Ga	ÉTONNER
,	Fw	,
La	Vvc	La
crainte	Nc	CRAINTE
,	Fw	,
la	Da	LE
douleur	Nc	DOULEUR
,	Fw	,
le	Da	LE
désespoir	Nc	DÉSESPOIR
,	Fw	,
la	Da	LE
rage	Nc	RAGE
,	Fw	,
Il	Vvc	Il
querelle	Nc	QUERELLE
les	Da	LE
dieux	Nc	DIEU|DIEUX
,	Fw	,
et	Cc	ET
lui-même	Pp	LUI-MÊME
il	Pp	IL
s'	Pp	SE
outrage	Vvc	OUTRAGER
,	Fw	,
Il	Vvc	Il
s'	Pp	SE
aveugle	Vvc	AVEUGLER
à	S	À
tel	Di	TEL
point	Nc	POINT
,	Fw	,
que	Cs	QUE
courant	Nc	COURANT
en	S	EN
fureur	Nc	FUREUR
Pour	Ag	Pour
porter	Vvn	PORTER
à	S	À
Préxaspe	Vvc	Préxaspe
