Après	Vvc	Après
ma	Ds	MON
reine	Nc	REINE|ROI
.	Fs	.
Vous	Pp	VOUS
en	Pp	EN
aviez	Vuc	AVOIR
besoin	Nc	BESOIN
,	Fw	,
madame	Nc	MADAME
,	Fw	,
et	Cc	ET
je	Pp	JE
le	Pp	IL
vois	Vvc	ALLER|VOIR
,	Fw	,
Puisque	Vvc	Puisque
Flaminius	Nc	Flaminius
obsède	Vvc	OBSÉDER
encore	Rg	ENCORE
le	Da	LE
roi	Nc	ROI
.	Fs	.
Si	Rg	SI
de	S	DE
son	Ds	SON
arrivée	Nc	ARRIVÉ|ARRIVÉE
Annibal	Ag	Annibal
fut	Vuc	ÊTRE
la	Da	LE
cause	Nc	CAUSE
,	Fw	,
Lui	Nc	Lui
mort	Ge	MOURIR
,	Fw	,
ce	Dd	CE
long	Ag	LONG
séjour	Nc	SÉJOUR
prétend	Vvc	PRÉTENDRE
quelque	Di	QUELQUE
autre	Ag	AUTRE
chose	Nc	CHOSE
;	Fw	;
Et	Vvc	Et
je	Pp	JE
ne	Rp	NE
vois	Vvc	ALLER|VOIR
que	Cs	QUE
vous	Pp	VOUS
qui	Pr	QUI
le	Pp	IL
puisse	Vvc	POUVOIR
arrêter	Vvn	ARRÊTER
,	Fw	,
Pour	Nc	POUR
aider	Vvn	AIDER
à	S	À
mon	Ds	MON
frère	Nc	FRÈRE
à	S	À
vous	Pp	VOUS
persécuter	Vvn	PERSÉCUTER
.	Fs	.
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
douter	Vvn	DOUTER
que	Cs	QUE
sa	Ds	SON
vertu	Nc	VERTU
romaine	Ag	ROMAIN
N'	Vvc	N'
embrasse	Vvc	EMBRASSER
avec	S	AVEC
chaleur	Nc	CHALEUR
l'	Da	LE
intérêt	Nc	INTÉRÊT
de	S	DE
la	Da	LE
reine	Nc	REINE|ROI
:	Fw	:
Annibal	Nc	Annibal
,	Fw	,
qu'	Cs	QUE
elle	Pp	IL
vient	Vvc	VENIR
de	S	DE
lui	Pp	IL
sacrifier	Vvn	SACRIFIER
,	Fw	,
L'	Vvc	L'
engage	Vvc	ENGAGER
en	S	EN
sa	Ds	SON
querelle	Nc	QUERELLE
,	Fw	,
et	Cc	ET
m'	Pp	JE
en	Pp	EN
fait	Vvc	FAIRE
défier	Vvn	DÉFIER
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
jusqu'	S	JUSQUE
ici	Rg	ICI
j'	Pp	JE
aurais	Vuc	AVOIR
tort	Nc	TORT
de	S	DE
m'	Pp	JE
en	S	EN
plaindre	Vvn	PLAINDRE
;	Fw	;
Et	Vvc	Et
quoi	Pt	QUE|QUOI
qu'	Cs	QUE
il	Pp	IL
entreprenne	Vvc	ENTREPRENDRE
,	Fw	,
avez	Vuc	AVOIR
-vous	Ge	-vous
lieu	Nc	LIEU
de	S	DE
craindre	Vvn	CRAINDRE
?	Fs	?
Ma	Ds	MON
gloire	Nc	GLOIRE
et	Cc	ET
mon	Ds	MON
amour	Nc	AMOUR
peuvent	Vvc	POUVOIR
bien	Rg	BIEN
peu	Rg	PEU
sur	S	SUR
moi	Pp	JE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
votre	Ds	VOTRE
présence	Nc	PRÉSENCE
à	S	À
soutenir	Vvn	SOUTENIR
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Et	Vvc	Et
si	Cs	SI
je	Pp	JE
puis	Vvc	POUVOIR
tomber	Vvn	TOMBER
en	S	EN
cette	Dd	CE
frénésie	Nc	FRÉNÉSIE
De	Vvc	De
préférer	Vvn	PRÉFÉRER
Attale	Vvc	Attale
au	S+Da	À+LE
vainqueur	Nc	VAINQUEUR
de	S	DE
l'	Da	LE
Asie	Nc	Asie
:	Fw	:
Attale	Np	µATTALE
,	Fw	,
qu'	Cs	QUE
en	S	EN
otage	Nc	OTAGE
ont	Vuc	AVOIR
nourri	Ge	NOURRIR
les	Da	LE
Romains	Nc	ROMAIN
,	Fw	,
Ou	Vvc	Ou
plutôt	Rg	PLUTÔT
qu'	Cs	QUE
en	S	EN
esclave	Nc	ESCLAVE
ont	Vuc	AVOIR
façonné	Ge	FAÇONNER
leurs	Ds	LEUR
mains	Nc	MAIN
,	Fw	,
Sans	Vvc	Sans
lui	Pp	IL
rien	Pi	RIEN
mettre	Vvn	METTRE
au	S+Da	À+LE
coeur	Nc	CUR
qu'	Cs	QUE
une	Dn	UN
crainte	Nc	CRAINTE
servile	Ag	SERVILE
Qui	Vvc	Qui
tremble	Nc	TREMBLE|TREMBLÉ
à	S	À
voir	Vvn	VOIR
un	Dn	UN
aigle	Nc	AIGLE
,	Fw	,
et	Cc	ET
respecte	Vvc	RESPECTER
un	Dn	UN
édile	Nc	ÉDILE
!	Fs	!
Plutôt	Vvc	Plutôt
,	Fw	,
plutôt	Rg	PLUTÔT
la	Da	LE
mort	Nc	MORT
,	Fw	,
que	Cs	QUE
mon	Ds	MON
esprit	Nc	ESPRIT
jaloux	Ag	JALOUX
Forme	Vvc	FORMER
des	Dn	UN
sentiments	Nc	SENTIMENT
si	Rg	SI
peu	Rg	PEU
dignes	Ag	DIGNE
de	S	DE
vous	Pp	VOUS
.	Fs	.
Je	Pp	JE
crains	Vvc	CRAINDRE
la	Da	LE
violence	Nc	VIOLENCE
,	Fw	,
et	Cc	ET
non	Rg	NON
votre	Ds	VOTRE
faiblesse	Nc	FAIBLESSE
;	Fw	;
Et	Vvc	Et
si	Cs	SI
Rome	Vvc	Rome
une	Dn	UN
fois	Nc	FOI|FOIS
contre	S	CONTRE
nous	Pp	NOUS
s'	Pp	SE
intéresse	Vvc	INTÉRESSER
...	Fs	...
Je	Vvc	Je
suis	Vuc	ÊTRE
reine	Nc	REINE|ROI
,	Fw	,
Seigneur	Nc	SEIGNEUR
;	Fw	;
et	Cc	ET
Rome	Vvc	Rome
a	S	À
beau	Ag	BEAU
tonner	Nc	TONNER
,	Fw	,
Elle	Vvc	Elle
ni	Cc	NI
votre	Ds	VOTRE
roi	Nc	ROI
n'	Rp	NE
ont	Vuc	AVOIR
rien	Pi	RIEN
à	S	À
m'	Pp	JE
ordonner	Vvn	ORDONNER
:	Fw	:
Si	Cs	SI
de	S	DE
mes	Ds	MON
jeunes	Ag	JEUNE
ans	Nc	AN
il	Pp	IL
est	Vuc	ÊTRE
dépositaire	Nc	DÉPOSITAIRE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
exécuter	Vvn	EXÉCUTER
les	Da	LE
ordres	Nc	ORDRE
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
;	Fw	;
Il	Vvc	Il
m'	Pp	JE
a	Vuc	AVOIR
donnée	Ge	DONNER
à	S	À
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
nul	Pi	NUL
autre	Ag	AUTRE
que	Cs	QUE
moi	Pp	JE
N'	Vvc	N'
a	S	À
droit	Nc	DROIT
de	S	DE
l'	Pp	IL
en	S	EN
dédire	Vvn	DÉDIRE
,	Fw	,
et	Cc	ET
me	Pp	JE
choisir	Vvn	CHOISIR
un	Dn	UN
roi	Nc	ROI
.	Fs	.
Par	S	PAR
son	Ds	SON
ordre	Nc	ORDRE
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
,	Fw	,
la	Da	LE
reine	Nc	REINE|ROI
d'	S	DE
Arménie	Nc	Arménie
Est	Vvc	Est
due	Ge	DEVOIR
à	S	À
l'	Da	LE
héritier	Nc	HÉRITIER
du	S+Da	DE+LE
roi	Nc	ROI
de	S	DE
Bithynie	Nc	Bithynie
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
prendra	Vvc	PRENDRE
jamais	Rg	JAMAIS
un	Dn	UN
coeur	Nc	CUR
assez	Rg	ASSEZ
abject	Ag	ABJECT
Pour	Nc	POUR
se	Pp	IL
laisser	Vvn	LAISSER
réduire	Vvn	RÉDUIRE
à	S	À
l'	Da	LE
hymen	Nc	HYMEN
d'	S	DE
un	Dn	UN
sujet	Nc	SUJET
.	Fs	.
Mettez	Vvc	METTRE
-vous	Nc	-vous
en	S	EN
repos	Nc	REPOS
.	Fs	.
Et	Cc	ET
le	Pp	IL
puis	Vvc	POUVOIR
-je	Nc	-je
,	Fw	,
madame	Nc	MADAME
,	Fw	,
Vous	Nc	Vous
voyant	Ga	VOIR
exposée	Ge	EXPOSER
aux	S+Da	À+LES
fureurs	Nc	FUREUR
d'	S	DE
une	Dn	UN
femme	Nc	FEMME
,	Fw	,
Qui	Vvc	Qui
pouvant	Ga	POUVOIR
tout	Pi	TOUT
ici	Rg	ICI
,	Fw	,
se	Pp	IL
croira	Vvc	CROIRE
tout	Pi	TOUT
permis	Ge	PERMETTRE
Pour	Nc	POUR
se	Pp	IL
mettre	Vvn	METTRE
en	S	EN
état	Nc	ÉTAT
de	S	DE
voir	Vvn	VOIR
régner	Vvn	RÉGNER
son	Ds	SON
fils	Nc	FIL|FILS
?	Fs	?
Il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
rien	Pi	RIEN
de	S	DE
si	Rg	SI
saint	Ag	SAINT
qu'	Cs	QUE
elle	Pp	IL
ne	Rp	NE
fasse	Vvc	FAIRE
enfreindre	Vvn	ENFREINDRE
.	Fs	.
Qui	Pt	QUI
livrait	Vvc	LIVRER
Annibal	Ag	Annibal
pourra	Vvc	POUVOIR
bien	Rg	BIEN
vous	Pp	VOUS
contraindre	Vvn	CONTRAINDRE
,	Fw	,
Et	Vvc	Et
saura	Vvc	SAURER|SAVOIR
vous	Pp	VOUS
garder	Vvn	GARDER
même	Ag	MÊME
fidélité	Nc	FIDÉLITÉ
Qu'	Vvc	Qu'
elle	Pp	IL
a	Vuc	AVOIR
gardée	Ge	GARDER
aux	S+Da	À+LES
droits	Nc	DROIT|DROITS
de	S	DE
l'	Da	LE
hospitalité	Nc	HOSPITALITÉ
.	Fs	.
Mais	Cc	MAIS
ceux	Pd	CELUI
de	S	DE
la	Da	LE
nature	Nc	NATURE
ont	Vuc	AVOIR
-ils	Ge	-ils
un	Dn	UN
privilège	Nc	PRIVILÈGE
Qui	Vvc	Qui
vous	Pp	VOUS
assure	Vvc	ASSURER
d'	S	DE
elle	Pp	IL
après	S	APRÈS
ce	Dd	CE
sacrilège	Nc	SACRILÈGE
?	Fs	?
Seigneur	Nc	SEIGNEUR
,	Fw	,
votre	Ds	VOTRE
retour	Nc	RETOUR
,	Fw	,
loin	Rg	LOIN
de	S	DE
rompre	Vvn	ROMPRE
ses	Ds	SON
coups	Nc	COUP
,	Fw	,
Vous	Nc	Vous
expose	Nc	EXPOSÉ
vous	Pp	VOUS
-même	Vvc	-même
,	Fw	,
et	Cc	ET
m'	Pp	JE
expose	Vvc	EXPOSER
après	S	APRÈS
vous	Pp	VOUS
.	Fs	.
Comme	Cs	COMME
il	Pp	IL
est	Vuc	ÊTRE
fait	Ge	FAIRE
sans	S	SANS
ordre	Nc	ORDRE
,	Fw	,
il	Pp	IL
passera	Vvc	PASSER
pour	S	POUR
crime	Nc	CRIME
;	Fw	;
Et	Vvc	Et
vous	Pp	VOUS
serez	Vuc	ÊTRE
bientôt	Rg	BIENTÔT
la	Da	LE
première	Ag	PREMIER
victime	Nc	VICTIME
Que	Vvc	Que
la	Da	LE
mère	Nc	MÈRE
et	Cc	ET
le	Da	LE
fils	Nc	FIL|FILS
,	Fw	,
ne	Rp	NE
pouvant	Ga	POUVOIR
m'	Pp	JE
ébranler	Vvn	ÉBRANLER
,	Fw	,
Pour	Nc	POUR
m'	Pp	JE
ôter	Vvn	ÔTER
mon	Ds	MON
appui	Nc	APPUI
se	Pp	IL
voudront	Vvc	VOULOIR
immoler	Vvn	IMMOLER
.	Fs	.
Si	Cs	SI
j'	Pp	JE
ai	Vuc	AVOIR
besoin	Nc	BESOIN
de	S	DE
vous	Pp	VOUS
de	S	DE
peur	Nc	PEUR
qu'	Pr	QUE
on	Pp	ON
me	Pp	JE
contraigne	Vvc	CONTRAINDRE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
besoin	Nc	BESOIN
que	Cs	QUE
le	Da	LE
roi	Nc	ROI
,	Fw	,
qu'	Cs	QUE
elle	Pp	IL
-même	Vvc	-même
vous	Pp	VOUS
craigne	Vvc	CRAINDRE
.	Fs	.
Retournez	Vvc	RETOURNER
à	S	À
l'	Da	LE
armée	Nc	ARMÉE
,	Fw	,
et	Cc	ET
pour	S	POUR
me	Pp	JE
protéger	Vvn	PROTÉGER
Montrez	Vvc	MONTRER
cent	Nc	CENT
mille	Nc	MILLE
bras	Nc	BRAS
tous	Di	TOUT
prêts	Nc	PRÊT
à	S	À
me	Pp	JE
venger	Vvn	VENGER
.	Fs	.
Parlez	Vvc	PARLER
la	Da	LE
force	Nc	FORCE|FORCÉ
en	S	EN
main	Nc	MAIN
,	Fw	,
et	Cc	ET
hors	S	HORS
de	S	DE
leur	Ds	LEUR
atteinte	Nc	ATTEINTE
:	Fw	:
S'	Cs	SI
ils	Pp	ILS
vous	Pp	VOUS
tiennent	Vvc	TENIR
ici	Rg	ICI
,	Fw	,
tout	Pi	TOUT
est	Vuc	ÊTRE
pour	S	POUR
eux	Pp	EUX
sans	S	SANS
crainte	Nc	CRAINTE
;	Fw	;
Et	Vvc	Et
ne	Rp	NE
vous	Pp	VOUS
flattez	Vvc	FLATTER
point	Rg	POINT
ni	Cc	NI
sur	S	SUR
votre	Ds	VOTRE
grand	Ag	GRAND
coeur	Nc	CUR
,	Fw	,
Ni	Vvc	Ni
sur	S	SUR
l'	Da	LE
éclat	Nc	ÉCLAT
d'	S	DE
un	Dn	UN
nom	Nc	NOM
cent	Nc	CENT
et	Cc	ET
cent	Nc	CENT
fois	Nc	FOI|FOIS
vainqueur	Nc	VAINQUEUR
;	Fw	;
Quelque	Vvc	Quelque
haute	Ag	HAUT
valeur	Nc	VALEUR
que	Pr	QUE
puisse	Vvc	POUVOIR
être	Vun	ÊTRE
la	Da	LE
vôtre	As#Ps	VÔTRE
,	Fw	,
Vous	Nc	Vous
n'	Rp	NE
avez	Vuc	AVOIR
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
que	Pr	QUE
deux	Nc	DEUX
bras	Nc	BRAS
comme	S	COMME
un	Dn	UN
autre	Pi	AUTRE
;	Fw	;
Et	Vvc	Et
fussiez	Vuc	ÊTRE
-vous	Nc	-vous
du	S+Da	DE+LE
monde	Nc	MONDE
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
et	Cc	ET
l'	Da	LE
effroi	Nc	EFFROI
,	Fw	,
Quiconque	Vvc	Quiconque
entre	S	ENTRE
au	S+Da	À+LE
palais	Nc	PALAIS
porte	Vvc	PORTER
sa	Ds	SON
tête	Nc	TÊTE
au	S+Da	À+LE
roi	Nc	ROI
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
dis	Vvc	DIRE
encore	Rg	ENCORE
,	Fw	,
retournez	Vvc	RETOURNER
à	S	À
l'	Da	LE
armée	Nc	ARMÉE
;	Fw	;
Ne	Vvc	Ne
montrez	Vvc	MONTRER
à	S	À
la	Da	LE
cour	Nc	COUR
que	Cs	QUE
votre	Ds	VOTRE
renommée	Nc	RENOMMÉE
;	Fw	;
Assurez	Vvc	ASSURER
votre	Ds	VOTRE
sort	Nc	SORT
pour	S	POUR
assurer	Vvn	ASSURER
le	Da	LE
mien	Ps	MIEN
;	Fw	;
Faites	Vvc	FAIRE
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
vous	Pp	VOUS
craigne	Vvc	CRAINDRE
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
craindrai	Vvc	CRAINDRE
rien	Pi	RIEN
.	Fs	.
Retourner	Vvn	RETOURNER
à	S	À
l'	Da	LE
armée	Nc	ARMÉE
!	Fs	!
Ah	I	AH
!	Fs	!
Sachez	Vvc	SAVOIR
que	Cs	QUE
la	Da	LE
reine	Nc	REINE|ROI
La	Vvc	La
sème	Nc	SÈME
d'	S	DE
assassins	Nc	ASSASSIN
achetés	Ge	ACHETER
par	S	PAR
sa	Ds	SON
haine	Nc	HAINE
.	Fs	.
Deux	Nc	DEUX
s'	Pp	SE
y	Pp	Y
sont	Vuc	ÊTRE
découverts	Ge	DÉCOUVRIR
,	Fw	,
que	Cs	QUE
j'	Pp	JE
amène	Vvc	AMENER
avec	S	AVEC
moi	Pp	JE
Afin	Nc	Afin
de	S	DE
la	Pp	IL
convaincre	Vvn	CONVAINCRE
et	Cc	ET
détromper	Vvn	DÉTROMPER
le	Da	LE
roi	Nc	ROI
.	Fs	.
Quoiqu'il	Nc	Quoiqu'il
soit	Vuc	ÊTRE
son	Ds	SON
époux	Nc	ÉPOUX
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
encore	Rg	ENCORE
mon	Ds	MON
père	Nc	PÈRE
;	Fw	;
Et	Vvc	Et
quand	Cs	QUAND
il	Pp	IL
forcera	Vvc	FORCER
la	Da	LE
nature	Nc	NATURE
à	S	À
se	Pp	IL
taire	Vvn	TAIRE
,	Fw	,
Trois	Vvc	TRAIRE
sceptres	Nc	SCEPTRE
à	S	À
son	Ds	SON
trône	Nc	TRÔNE
attachés	Ge	ATTACHER
par	S	PAR
mon	Ds	MON
bras	Nc	BRAS
Parleront	Vvc	PARLER
au	S+Da	À+LE
lieu	Nc	LIEU
d'	S	DE
elle	Pp	IL
,	Fw	,
et	Cc	ET
ne	Rp	NE
se	Pp	IL
tairont	Vvc	TAIRE
pas	Rg	PAS
.	Fs	.
Que	Cs	QUE
si	Cs	SI
notre	Ds	NOTRE
fortune	Nc	FORTUNE
à	S	À
ma	Ds	MON
perte	Nc	PERTE
animée	Ge	ANIMER
La	Vvc	La
prépare	Vvc	PRÉPARER
à	S	À
la	Da	LE
cour	Nc	COUR
aussi	Rg	AUSSI
bien	Rg	BIEN
qu'	Cs	QUE
à	S	À
l'	Da	LE
armée	Nc	ARMÉE
,	Fw	,
Dans	Vvc	Dans
ce	Dd	CE
péril	Nc	PÉRIL
égal	Ag	ÉGAL
qui	Pr	QUI
me	Pp	JE
suit	Vvc	SUIVRE
en	S	EN
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
M'	Ag	M'
envierez	Vvc	ENNUYER|ENVIER
-vous	Nc	-vous
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
mourir	Vvn	MOURIR
à	S	À
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
?	Fs	?
Non	Rg	NON
,	Fw	,
je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
dis	Vvc	DIRE
plus	Rg	PLUS
désormais	Rg	DÉSORMAIS
que	Cs	QUE
je	Pp	JE
tremble	Vvc	TREMBLER
,	Fw	,
Mais	Vvc	Mais
que	Rg	QUE
,	Fw	,
s'	Pp	SE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
périr	Vvn	PÉRIR
,	Fw	,
nous	Pp	NOUS
périrons	Vvc	PÉRIR
ensemble	Rg	ENSEMBLE
.	Fs	.
Armons-nous	Vvc	Armons-nous
de	S	DE
courage	Nc	COURAGE
,	Fw	,
et	Cc	ET
nous	Pp	NOUS
ferons	Vvc	FAIRE|FERRER
trembler	Vvn	TREMBLER
Ceux	Nc	Ceux
dont	Pr	DONT
les	Da	LE
lâchetés	Nc	LÂCHETÉ
pensent	Vvc	PENSER
nous	Pp	NOUS
accabler	Vvn	ACCABLER
.	Fs	.
Le	Da	LE
peuple	Nc	PEUPLE
ici	Rg	ICI
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
et	Cc	ET
hait	Vvc	HAÏR
ces	Dd	CE
coeurs	Nc	CUR
infâmes	Ag	INFÂME
;	Fw	;
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
être	Vun	ÊTRE
bien	Rg	BIEN
fort	Rg	FORT
que	Cs	QUE
régner	Vvn	RÉGNER
sur	S	SUR
tant	Rg	TANT
d'	S	DE
âmes	Nc	ÂME
.	Fs	.
Mais	Cc	MAIS
votre	Ds	VOTRE
frère	Nc	FRÈRE
Attale	Vvc	Attale
adresse	Nc	ADRESSE
ici	Rg	ICI
ses	Ds	SON
pas	Nc	PAS
.	Fs	.
Il	Pp	IL
ne	Rp	NE
m'	Pp	JE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
vu	Ge	VOIR
:	Fw	:
ne	Rp	NE
me	Pp	JE
découvrez	Vvc	DÉCOUVRIR
pas	Rg	PAS
.	Fs	.
