Quoi	Pt	QUE|QUOI
famille	Nc	FAMILLE
,	Fw	,
Elle	Vvc	Elle
court	Rg	COURT
grand	Ag	GRAND
hasard	Nc	HASARD
de	S	DE
vivre	Vvn	VIVRE
et	Cc	ET
mourir	Vvn	MOURIR
fille	Nc	FILLE
.	Fs	.
Non	Rg	NON
:	Fw	:
Léandre	Nc	Léandre
est	Vuc	ÊTRE
l'	Da	LE
époux	Nc	ÉPOUX
que	Pr	QUE
je	Pp	JE
veux	Vvc	VOULOIR
lui	Pp	IL
donner	Vvn	DONNER
.	Fs	.
Léandre	Nc	Léandre
!	Fs	!
Ce	Dd	CE
parti	Nc	PARTI
semble	Vvc	SEMBLER
vous	Pp	VOUS
étonner	Vvn	ÉTONNER
!	Fs	!
Mais	Cc	MAIS
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
fait	Nc	FAIT
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
dont	Pr	DONT
peu	Rg	PEU
je	Pp	JE
me	Pp	JE
soucie	Vvc	SOUCIER
;	Fw	;
Et	Vvc	Et
je	Pp	JE
le	Pp	IL
trouve	Vvc	TROUVER
,	Fw	,
moi	Pp	JE
,	Fw	,
selon	S	SELON
ma	Ds	MON
fantaisie	Nc	FANTAISIE
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
bien	Rg	BIEN
qu'	Cs	QUE
à	S	À
parler	Vvn	PARLER
de	S	DE
lui	Pp	IL
sans	S	SANS
passion	Nc	PASSION
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
particulier	Ag	PARTICULIER
en	S	EN
sa	Ds	SON
distraction	Nc	DISTRACTION
;	Fw	;
Il	Vvc	Il
répond	Vvc	RÉPONDRE
rarement	Rg	RAREMENT
à	S	À
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
lui	Pp	IL
propose	Vvc	PROPOSER
;	Fw	;
On	Vvc	On
ne	Rp	NE
le	Pp	IL
voit	Vvc	VOIR
jamais	Rg	JAMAIS
à	S	À
lui	Pp	IL
dans	S	DANS
nulle	Di	NUL
chose	Nc	CHOSE
:	Fw	:
Mais	Cc	MAIS
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
un	Dn	UN
crime	Nc	CRIME
enfin	Rg	ENFIN
d'	S	DE
être	Vun	ÊTRE
ainsi	Rg	AINSI
fait	Ge	FAIRE
.	Fs	.
On	Pp	ON
peut	Vvc	POUVOIR
être	Vun	ÊTRE
,	Fw	,
à	S	À
mon	Ds	MON
sens	Nc	SENS
,	Fw	,
homme	Nc	HOMME
sage	Ag	SAGE
et	Cc	ET
distrait	Vvc	DISTRAIRE
.	Fs	.
Je	Pp	JE
croyois	Vvc	CROIRE
,	Fw	,
à	S	À
parler	Vvn	PARLER
aussi	Rg	AUSSI
sans	S	SANS
artifice	Nc	ARTIFICE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
avait	Vuc	AVOIR
quelque	Di	QUELQUE
goût	Nc	GOÛT
pour	S	POUR
ma	Ds	MON
nièce	Nc	NIÈCE
Clarice	Nc	Clarice
.	Fs	.
Oh	I	OH
bien	Rg	BIEN
!	Fs	!
Je	Pp	JE
vous	Pp	VOUS
apprends	Vvc	APPRENDRE
que	Cs	QUE
vous	Pp	VOUS
vous	Pp	VOUS
abusiez	Vvc	ABUSER
;	Fw	;
Et	Vvc	Et
,	Fw	,
pour	S	POUR
vous	Pp	VOUS
détromper	Vvn	DÉTROMPER
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
vous	Pp	VOUS
sachiez	Vvc	SAVOIR
Que	Vvc	Que
je	Pp	JE
suis	Vuc	ÊTRE
dès	S	DÈS
longtemps	Rg	LONGTEMPS
liée	Ge	LIER
à	S	À
sa	Ds	SON
famille	Nc	FAMILLE
;	Fw	;
Et	Vvc	Et
que	Rg	QUE
,	Fw	,
pour	S	POUR
m'	Pp	JE
engager	Vvn	ENGAGER
à	S	À
lui	Pp	IL
donner	Vvn	DONNER
ma	Ds	MON
fille	Nc	FILLE
,	Fw	,
L'	Vvc	L'
oncle	Nc	ONCLE
dont	Pr	DONT
il	Pp	IL
attend	Vvc	ATTENDRE
sa	Ds	SON
fortune	Nc	FORTUNE
et	Cc	ET
son	Ds	SON
bien	Ag	BIEN
D'	Nc	D'
un	Dn	UN
dédit	Vvc	DÉDIRE
mutuel	Ag	MUTUEL
cimenta	Vvc	CIMENTER
ce	Dd	CE
lien	Nc	LIEN
.	Fs	.
Léandre	Nc	Léandre
est	Vuc	ÊTRE
allé	Ge	ALLER
voir	Vvn	VOIR
cet	Dd	CE
oncle	Nc	ONCLE
à	S	À
l'	Da	LE
agonie	Nc	AGONIE
,	Fw	,
Et	Vvc	Et
j'	Pp	JE
attends	Vvc	ATTENDRE
son	Ds	SON
retour	Nc	RETOUR
pour	S	POUR
la	Da	LE
cérémonie	Nc	CÉRÉMONIE
.	Fs	.
Si	Cs	SI
je	Pp	JE
n'	Rp	NE
avais	Vuc	AVOIR
en	S	EN
vue	Nc	VUE
un	Dn	UN
tel	Ag	TEL
engagement	Nc	ENGAGEMENT
,	Fw	,
Il	Vvc	Il
n'	Rp	NE
aurait	Vuc	AVOIR
pas	Rg	PAS
chez	S	CHEZ
moi	Pp	JE
pris	Ge	PRENDRE
un	Dn	UN
appartement	Nc	APPARTEMENT
.	Fs	.
Vous	Pp	VOUS
qui	Pr	QUI
logez	Vvc	LOGER
céans	Rg	CÉANS
avecque	Vvc	avecque
votre	Ds	VOTRE
nièce	Nc	NIÈCE
,	Fw	,
Vous	Nc	Vous
êtes	Vuc	ÊTRE
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
témoin	Ag	TÉMOIN
de	S	DE
sa	Ds	SON
tendresse	Nc	TENDRESSE
.	Fs	.
Mais	Cc	MAIS
m'	Pp	JE
assurerez	Vvc	ASSURER
-vous	Nc	-vous
que	Pr	QUE
Léandre	Vvc	Léandre
,	Fw	,
en	S	EN
son	Ds	SON
coeur	Nc	CUR
,	Fw	,
Malgré	Vvc	Malgré
votre	Ds	VOTRE
dédit	Vvc	DÉDIRE
,	Fw	,
n'	Rp	NE
ait	Vuc	AVOIR
point	Rg	POINT
une	Dn	UN
autre	Ag	AUTRE
ardeur	Nc	ARDEUR
;	Fw	;
Et	Vvc	Et
que	Rg	QUE
,	Fw	,
d'	S	DE
une	Dn	UN
autre	Ag	AUTRE
part	Nc	PART
,	Fw	,
votre	Ds	VOTRE
fille	Nc	FILLE
Isabelle	Ag	Isabelle
À	Nc	À
vos	Ds	VOTRE
intentions	Nc	INTENTION
n'	Rp	NE
ait	Vuc	AVOIR
pas	Rg	PAS
un	Dn	UN
coeur	Nc	CUR
rebelle	Ag	REBELLE
?	Fs	?
Léandre	Nc	Léandre
aime	Vvc	AIMER
ma	Ds	MON
fille	Nc	FILLE
;	Fw	;
et	Cc	ET
ma	Ds	MON
fille	Nc	FILLE
fera	Vvc	FAIRE|FERRER
,	Fw	,
Lorsque	Vvc	Lorsque
j'	Pp	JE
aurai	Vuc	AVOIR
parlé	Ge	PARLER
,	Fw	,
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
plaira	Vvc	PLAIRE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
fille	Nc	FILLE
simple	Ag	SIMPLE
,	Fw	,
à	S	À
mes	Ds	MON
desirs	Nc	DÉSIR
sujette	Nc	sujette
:	Fw	:
Et	Cc	ET
je	Pp	JE
voudrais	Vvc	VOULOIR
bien	Rg	BIEN
voir	Vvn	VOIR
qu'	Cs	QUE
elle	Pp	IL
eût	Vuc	AVOIR
quelque	Di	QUELQUE
Amourette	Nc	AMOURETTE
!	Fs	!
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
sur	S	SUR
ce	Dd	CE
point	Nc	POINT
nous	Pp	NOUS
la	Pp	IL
fassions	Vvc	FAIRE
parler	Vvn	PARLER
;	Fw	;
Son	Nc	SON
coeur	Nc	CUR
s'	Pp	SE
expliquera	Vvc	EXPLIQUER
sans	S	SANS
rien	Pi	RIEN
dissimuler	Vvn	DISSIMULER
.	Fs	.
D'	S	DE
accord	Nc	ACCORD
.	Fs	.
Lisette	Nc	LISETTE
!	Fs	!
Holà	Vvc	Holà
!	Fs	!
Lisette	Nc	LISETTE
!	Fs	!
De	S	DE
la	Da	LE
vie	Nc	VIE
On	Vvc	On
ne	Rp	NE
vit	Vvc	VIVRE|VOIR
dans	S	DANS
Paris	Ag	Paris
femme	Nc	FEMME
si	Rg	SI
mal	Rg	MAL
servie	Ge	SERVIR
.	Fs	.
Lisette	Nc	LISETTE
!	Fs	!
Eh	I	EH
bien	Rg	BIEN
,	Fw	,
Lisette	Nc	LISETTE
!	Fs	!
Est	Vuc	ÊTRE
-ce	Ge	-ce
fait	Ge	FAIRE
?	Fs	?
Me	Pp	JE
voilà	I	VOILÀ
.	Fs	.
Que	Pt	QUE
fait	Vvc	FAIRE
ma	Ds	MON
fille	Nc	FILLE
?	Fs	?
Quoi	Pt	QUE|QUOI
!	Fs	!
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
que	Rg	QUE
pour	S	POUR
cela	Pd	CELA
?	Fs	?
Vous	Pp	VOUS
avez	Vuc	AVOIR
bonne	Ag	BON
voix	Nc	VOIX
.	Fs	.
Quel	Dt	QUEL
bruit	Nc	BRUIT
!	Fs	!
À	Vvc	À
vous	Pp	VOUS
entendre	Vvn	ENTENDRE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
cru	Ge	CROIRE|CROÎTRE
qu'	Cs	QUE
à	S	À
la	Da	LE
maison	Nc	MAISON
le	Da	LE
feu	Nc	FEU
venait	Vvc	VENIR
de	S	DE
prendre	Vvn	PRENDRE
.	Fs	.
Vous	Pp	VOUS
plairait-il	Vvc	plairait-il
vous	Pp	VOUS
taire	Vvn	TAIRE
,	Fw	,
et	Cc	ET
finir	Vvn	FINIR
vos	Ds	VOTRE
discours	Nc	DISCOURS
?	Fs	?
Oh	I	OH
!	Fs	!
Vous	Pp	VOUS
grondez	Vvc	GRONDER
sans	S	SANS
cesse	Nc	CESSE
.	Fs	.
Et	Cc	ET
vous	Pp	VOUS
parlez	Vvc	PARLER
toujours	Rg	TOUJOURS
.	Fs	.
Répondez	Vvc	Répondez
seulement	Rg	SEULEMENT
à	S	À
ce	Pd	CE
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
souhaite	Vvc	SOUHAITER
.	Fs	.
Que	Pt	QUE
fait	Vvc	FAIRE
ma	Ds	MON
fille	Nc	FILLE
?	Fs	?
Elle	Pp	IL
est	Vuc	ÊTRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
à	S	À
sa	Ds	SON
toilette	Nc	TOILETTE
.	Fs	.
Toujours	Rg	TOUJOURS
à	S	À
sa	Ds	SON
toilette	Nc	TOILETTE
,	Fw	,
et	Cc	ET
devant	S	DEVANT
un	Dn	UN
miroir	Nc	MIROIR
!	Fs	!
Voilà	Vvc	Voilà
tout	Di	TOUT
son	Ds	SON
emploi	Nc	EMPLOI
du	S+Da	DE+LE
matin	Nc	MATIN|MÂTIN
jusqu'	S	JUSQUE
au	S+Da	À+LE
soir	Nc	SOIR
.	Fs	.
Vous	Pp	VOUS
parlez	Vvc	PARLER
bien	Rg	BIEN
à	S	À
l'	Da	LE
aise	Nc	AISE
,	Fw	,
avec	S	AVEC
votre	Ds	VOTRE
censure	Nc	CENSURE
.	Fs	.
Il	Pp	IL
m'	Pp	JE
a	Vuc	AVOIR
fallu	Ge	FALLOIR
trois	Vvc	TRAIRE
fois	Nc	FOI|FOIS
réformer	Vvn	RÉFORMER
sa	Ds	SON
coiffure	Nc	COIFFURE
.	Fs	.
Nous	Pp	NOUS
avons	Vuc	AVOIR
toutes	Di	TOUT
deux	Nc	DEUX
enragé	Ge	ENRAGER
tout	Di	TOUT
le	Da	LE
jour	Nc	JOUR
Contre	Vvc	CONTRER
un	Dn	UN
maudit	Nc	MAUDIT
crochet	Nc	CROCHET
qui	Pr	QUI
prenait	Vvc	PRENDRE
mal	Rg	MAL
son	Ds	SON
tour	Nc	TOUR
.	Fs	.
Belle	Ag	BEAU
occupation	Nc	OCCUPATION
,	Fw	,
vraiment	Rg	VRAIMENT
!	Fs	!
Qu'	Cs	QUE
elle	Pp	IL
descende	Vvc	DESCENDRE
.	Fs	.
Dites	Vvc	DIRE
-lui	Nc	-lui
de	S	DE
ma	Ds	MON
part	Nc	PART
qu'	Pr	QUE
ici	Rg	ICI
je	Pp	JE
la	Pp	IL
demande	Vvc	DEMANDER
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
vous	Pp	VOUS
l'	Pp	IL
amener	Vvn	AMENER
.	Fs	.
N'	Rp	NE
allez	Vvc	ALLER
pas	Rg	PAS
la	Da	LE
gronder	Nc	GRONDER
,	Fw	,
Ni	Vvc	Ni
par	S	PAR
votre	Ds	VOTRE
air	Nc	AIR
sévère	Ag	SÉVÈRE
ici	Rg	ICI
l'	Pp	IL
intimider	Vvn	INTIMIDER
.	Fs	.
Mon	Ds	MON
dieu	Nc	DIEU
!	Fs	!
Je	Pp	JE
sais	Vvc	SAVOIR
assez	Rg	ASSEZ
comme	Cs	COMME
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
se	Pp	IL
conduire	Vvn	CONDUIRE
,	Fw	,
Et	Vvc	Et
je	Pp	JE
ne	Rp	NE
dirai	Vvc	DIRE
rien	Pi	RIEN
que	Cs	QUE
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
faudra	Vvc	FAILLIR|FALLOIR
dire	Vvn	DIRE
.	Fs	.
La	Da	LE
voilà	I	VOILÀ
.	Fs	.
Vous	Pp	VOUS
verrez	Vvc	VOIR
quels	Dt	QUEL
sont	Vuc	ÊTRE
ses	Ds	SON
sentiments	Nc	SENTIMENT
.	Fs	.
Venez	Vvc	VENIR
,	Fw	,
mademoiselle	Nc	MONSIEUR
,	Fw	,
et	Cc	ET
saluez	Vvc	SALUER
les	Da	LE
gens	Nc	GENS|GENT
.	Fs	.
Isabelle	Nc	Isabelle
fait	Vvc	FAIRE
la	Da	LE
révérence	Nc	RÉVÉRENCE
.	Fs	.
Plus	Rg	PLUS
bas	Ag	BAS
;	Fw	;
encor	Nc	encor
plus	Rg	PLUS
bas	Ag	BAS
.	Fs	.
Ô	Vvc	Ô
ciel	Nc	CIEL
!	Fs	!
Quelle	Dt	QUEL
ignorance	Nc	IGNORANCE
!	Fs	!
Ne	Rp	NE
savoir	Vvn	SAVOIR
pas	Rg	PAS
encor	Nc	encor
faire	Vvn	FAIRE
la	Da	LE
révérence	Nc	RÉVÉRENCE
,	Fw	,
Depuis	Vvc	Depuis
trois	Nc	TROIS
ans	Nc	AN
et	Cc	ET
plus	Rg	PLUS
qu'	Cs	QUE
elle	Pp	IL
apprend	Vvc	APPRENDRE
à	S	À
danser	Vvn	DANSER
!	Fs	!
Son	Ds	SON
maître	Nc	MAÎTRE
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
vient	Vvc	VENIR
pourtant	Rg	POURTANT
l'	Pp	IL
exercer	Vvn	EXERCER
:	Fw	:
Mais	Cc	MAIS
que	Pr	QUE
peut	Vvc	POUVOIR
-on	Nc	-on
apprendre	Vvn	APPRENDRE
en	S	EN
trois	Nc	TROIS
ans	Nc	AN
?	Fs	?
À	Vvc	À
se	Pp	IL
taire	Vvn	TAIRE
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
bien	Rg	BIEN
aujourd'hui	Rg	AUJOURD'HUI
l'	Da	LE
esprit	Nc	ESPRIT
atrabilaire	Ag	ATRABILAIRE
.	Fs	.
Haut	Nc	HAUT
.	Fs	.
Nous	Pp	NOUS
attendons	Vvc	ATTENDRE
encore	Rg	ENCORE
un	Dn	UN
maître	Nc	MAÎTRE
italien	Ag	ITALIEN
,	Fw	,
Qui	Vvc	Qui
doit	Vvc	DEVOIR
venir	Vvn	VENIR
tantôt	Rg	TANTÔT
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
défends	Vvc	DÉFENDRE
bien	Rg	BIEN
.	Fs	.
Je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
chez	S	CHEZ
moi	Pp	JE
gens	Nc	GENS|GENT
de	S	DE
cette	Dd	CE
séquelle	Nc	SÉQUELLE
;	Fw	;
Ce	Vvc	Ce
sont	Vuc	ÊTRE
courtiers	Nc	COURTIER
d'	S	DE
amour	Nc	AMOUR
pour	S	POUR
une	Dn	UN
demoiselle	Nc	DEMOISELLE
.	Fs	.
À	Vvc	À
Isabelle	Nc	Isabelle
.	Fs	.
Levez	Vvc	LEVER
la	Da	LE
tête	Nc	TÊTE
.	Fs	.
Encor	Nc	Encor
.	Fs	.
Soyez	Vuc	ÊTRE
droite	Ag	DROIT
.	Fs	.
Approchez	Vvc	APPROCHER
.	Fs	.
Faut-il	Vvc	Faut-il
tendre	Ag	TENDRE
toujours	Rg	TOUJOURS
le	Da	LE
dos	Nc	DOS
quand	Cs	QUAND
vous	Pp	VOUS
marchez	Vvc	MARCHER
?	Fs	?
Présentez	Vvc	Présentez
mieux	Rg	MIEUX
la	Da	LE
gorge	Nc	GORGE
,	Fw	,
et	Cc	ET
baissez	Vvc	BAISSER
