Viens	Vvc	VENIR
empire	Nc	EMPIRE
ottoman	Ag	OTTOMAN
.	Fs	.
Qu'	Pt	QUE
as	Vuc	AVOIR
-tu	Ge	-tu
vu	Ge	VOIR
dans	S	DANS
l'	Da	LE
armée	Nc	ARMÉE
,	Fw	,
et	Cc	ET
que	Pr	QUE
fait	Vvc	FAIRE
le	Da	LE
sultan	Nc	SULTAN
?	Fs	?
Babylone	Vvc	Babylone
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
à	S	À
son	Ds	SON
prince	Nc	PRINCE
fidèle	Ag	FIDÈLE
,	Fw	,
Voyait	Vvc	VOIR
sans	S	SANS
s'	Pp	SE
étonner	Vvn	ÉTONNER
notre	Ds	NOTRE
armée	Nc	ARMÉE
autour	Rg	AUTOUR
d'	S	DE
elle	Pp	IL
,	Fw	,
Les	Vvc	Les
Persans	Ga	Persans
rassemblés	Ge	RASSEMBLER
marchaient	Vvc	MARCHER
à	S	À
son	Ds	SON
secours	Nc	SECOURS
,	Fw	,
Et	Vvc	Et
du	S+Da	DE+LE
camp	Nc	CAMP
d'	S	DE
Amurat	Vvc	AMURER
s'	Pp	SE
approchaient	Vvc	APPROCHER
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
.	Fs	.
Lui-même	Pp	Lui-même
fatigué	Ge	FATIGUER
d'	S	DE
un	Dn	UN
long	Ag	LONG
siège	Nc	SIÈGE
inutile	Ag	INUTILE
,	Fw	,
Semblait	Vvc	SEMBLER
vouloir	Vvn	VOULOIR
laisser	Vvn	LAISSER
Babylone	Vvc	Babylone
tranquille	Ag	TRANQUILLE
,	Fw	,
Et	Vvc	Et
sans	S	SANS
renouveler	Vvn	RENOUVELER
ses	Ds	SON
assauts	Nc	ASSAUT
impuissants	Ag	IMPUISSANT
,	Fw	,
Résolu	Vvc	Résolu
de	S	DE
combattre	Vvn	COMBATTRE
,	Fw	,
attendait	Vvc	ATTENDRE
les	Da	LE
Persans	Nc	PERSAN
.	Fs	.
Mais	Cc	MAIS
comme	Cs	COMME
vous	Pp	VOUS
savez	Vvc	SAVOIR
,	Fw	,
malgré	S	MALGRÉ
ma	Ds	MON
diligence	Nc	DILIGENCE
,	Fw	,
Un	Vvc	Un
long	Ag	LONG
chemin	Nc	CHEMIN
sépare	Vvc	SÉPARER
et	Cc	ET
le	Da	LE
camp	Nc	CAMP
et	Cc	ET
Byzance	Nc	Byzance
.	Fs	.
Mille	Nc	MILLE
obstacles	Nc	OBSTACLE
divers	Ag	DIVERS
m'	Pp	JE
ont	Vuc	AVOIR
même	Rg	MÊME
traversé	Ge	TRAVERSER
,	Fw	,
Et	Vvc	Et
je	Pp	JE
puis	Vvc	POUVOIR
ignorer	Vvn	IGNORER
tout	Pi	TOUT
ce	Pd	CE
qui	Pr	QUI
s'	Pp	SE
est	Vuc	ÊTRE
passé	Ge	PASSER
.	Fs	.
Que	Pt	QUE
faisaient	Vvc	FAIRE
cependant	Rg	CEPENDANT
nos	Ds	NOTRE
braves	Ag	BRAVE
janissaires	Nc	JANISSAIRE
?	Fs	?
Rendent	Vvc	RENDRE
-ils	Vvn	-ils
au	S+Da	À+LE
sultan	Nc	SULTAN
des	S+Da	DE+LE|DE+LES
hommages	Nc	HOMMAGE
sincères	Ag	SINCÈRE
?	Fs	?
Dans	S	DANS
le	Da	LE
secret	Nc	SECRET
des	S+Da	DE+LE|DE+LES
cours	Nc	COUR|COURS|COURT
,	Fw	,
Osmin	Nc	Osmin
,	Fw	,
n'	Rp	NE
as	Vuc	AVOIR
-tu	Vvc	-tu
rien	Pi	RIEN
lu	Ge	LIRE
?	Fs	?
Amurat	Vvc	AMURER
jouit-il	Vvc	jouit-il
d'	S	DE
un	Dn	UN
pouvoir	Nc	POUVOIR
absolu	Ag	ABSOLU
?	Fs	?
Amurat	Vvc	AMURER
est	Vuc	ÊTRE
content	Ag	CONTENT
,	Fw	,
si	Cs	SI
nous	Pp	NOUS
le	Pp	IL
voulons	Vvc	VOULOIR
croire	Vvn	CROIRE
,	Fw	,
Et	Vvc	Et
semblait	Vvc	SEMBLER
se	Pp	IL
promettre	Vvn	PROMETTRE
une	Dn	UN
heureuse	Ag	HEUREUX
victoire	Nc	VICTOIRE
.	Fs	.
Mais	Cc	MAIS
en	S	EN
vain	Ag	VAIN
par	S	PAR
ce	Dd	CE
calme	Nc	CALME
il	Pp	IL
croit	Vvc	CROIRE|CROÎTRE
nous	Pp	NOUS
éblouir	Vvn	ÉBLOUIR
.	Fs	.
Il	Pp	IL
affecte	Vvc	AFFECTER
un	Dn	UN
repos	Nc	REPOS
dont	Pr	DONT
il	Pp	IL
ne	Rp	NE
peut	Vvc	POUVOIR
jouir	Vvn	JOUIR
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
forçant	Ga	FORCER
ses	Ds	SON
soupçons	Nc	SOUPÇON
ordinaires	Ag	ORDINAIRE
Il	Vvc	Il
se	Pp	IL
rend	Vvc	RENDRE
accessible	Ag	ACCESSIBLE
à	S	À
tous	Di	TOUT
les	Da	LE
janissaires	Nc	JANISSAIRE
.	Fs	.
Il	Pp	IL
se	Pp	IL
souvient	Vvc	SOUVENIR
toujours	Rg	TOUJOURS
que	Cs	QUE
son	Ds	SON
inimitié	Nc	INIMITIÉ
Voulut	Vvc	VOULOIR
de	S	DE
ce	Dd	CE
grand	Ag	GRAND
corps	Nc	CORPS
retrancher	Vvn	RETRANCHER
la	Da	LE
moitié	Nc	MOITIÉ
,	Fw	,
Lorsque	Vvc	Lorsque
pour	S	POUR
affermir	Vvn	AFFERMIR
sa	Ds	SON
puissance	Nc	PUISSANCE
nouvelle	Ag	NOUVEAU
Il	Vvc	Il
voulait	Vvc	VOULOIR
,	Fw	,
disait-il	Vvc	disait-il
,	Fw	,
sortir	Vvn	SORTIR
de	S	DE
leur	Ds	LEUR
tutelle	Nc	TUTELLE
.	Fs	.
Moi-même	Pp	Moi-même
j'	Pp	JE
ai	Vuc	AVOIR
souvent	Rg	SOUVENT
entendu	Ge	ENTENDRE
leurs	Ds	LEUR
discours	Nc	DISCOURS
:	Fw	:
Comme	Cs	COMME
il	Pp	IL
les	Pp	ILS
craint	Vvc	CRAINDRE
sans	S	SANS
cesse	Nc	CESSE
ils	Pp	ILS
le	Pp	IL
craignent	Vvc	CRAINDRE
toujours	Rg	TOUJOURS
.	Fs	.
Ses	Ds	SON
caresses	Nc	CARESSE
n'	Rp	NE
ont	Vuc	AVOIR
point	Rg	POINT
effacé	Ge	EFFACER
cette	Dd	CE
injure	Nc	INJURE
.	Fs	.
Votre	Ds	VOTRE
absence	Nc	ABSENCE
est	Vuc	ÊTRE
pour	S	POUR
eux	Pp	EUX
un	Dn	UN
sujet	Nc	SUJET
de	S	DE
murmure	Nc	MURMURE
.	Fs	.
Ils	Pp	ILS
regrettent	Vvc	REGRETTER
le	Da	LE
temps	Nc	TEMPS
à	S	À
leur	Ds	LEUR
grand	Ag	GRAND
cœur	Nc	cœur
si	Rg	SI
doux	Ag	DOUX
,	Fw	,
Lorsque	Vvc	Lorsque
assurés	Ge	ASSURER
de	S	DE
vaincre	Vvn	VAINCRE
ils	Pp	ILS
combattaient	Vvc	COMBATTRE
sous	S	SOUS
vous	Pp	VOUS
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Tu	Pp	TU
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
cher	Ag	CHER
Osmin	Nc	Osmin
,	Fw	,
que	Cs	QUE
ma	Ds	MON
gloire	Nc	GLOIRE
passée	Ge	PASSER
Flatte	Vvc	FLATTER
encor	Nc	encor
leur	Ds	LEUR
valeur	Nc	VALEUR
,	Fw	,
et	Cc	ET
vit	Vvc	VIVRE|VOIR
dans	S	DANS
leur	Ds	LEUR
pensée	Nc	PENSÉE
?	Fs	?
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
qu'	Cs	QUE
ils	Pp	ILS
me	Pp	JE
suivraient	Vvc	SUIVRE
encore	Rg	ENCORE
avec	S	AVEC
plaisir	Nc	PLAISIR
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
ils	Pp	ILS
reconnaîtraient	Vvc	RECONNAÎTRE
la	Da	LE
voix	Nc	VOIX
de	S	DE
leur	Ds	LEUR
vizir	Nc	VIZIR
?	Fs	?
Le	Da	LE
succès	Nc	SUCCÈS
du	S+Da	DE+LE
combat	Nc	COMBAT
réglera	Vvc	RÉGLER
leur	Ds	LEUR
conduite	Nc	CONDUITE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
voir	Vvn	VOIR
du	S+Da	DE+LE
sultan	Nc	SULTAN
la	Da	LE
victoire	Nc	VICTOIRE
ou	Cc	OU
la	Da	LE
fuite	Nc	FUITE
.	Fs	.
Quoique	Cs	QUOIQUE
à	S	À
regret	Nc	REGRET
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
ils	Pp	ILS
marchent	Vvc	MARCHER
sous	S	SOUS
ses	Ds	SON
lois	Nc	LOI
,	Fw	,
Ils	Vvc	Ils
ont	Vuc	AVOIR
à	S	À
soutenir	Vvn	SOUTENIR
le	Da	LE
bruit	Nc	BRUIT
de	S	DE
leurs	Ds	LEUR
exploits	Nc	EXPLOIT
.	Fs	.
Ils	Pp	ILS
ne	Rp	NE
trahiront	Vvc	TRAHIR
point	Rg	POINT
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
tant	Rg	TANT
d'	S	DE
années	Nc	ANNÉE
.	Fs	.
Mais	Cc	MAIS
enfin	Rg	ENFIN
le	Da	LE
succès	Nc	SUCCÈS
dépend	Vvc	DÉPENDRE
des	Dn	UN
destinées	Nc	DESTINÉE
.	Fs	.
Si	Cs	SI
l'	Da	LE
heureux	Ag	HEUREUX
Amurat	Vvc	AMURER
secondant	Ga	SECONDER
leur	Ds	LEUR
grand	Ag	GRAND
cœur	Nc	cœur
Aux	Vvc	Aux
champs	Nc	CHAMP|CHAMPS
de	S	DE
Babylone	Nc	Babylone
est	Vuc	ÊTRE
déclaré	Ge	DÉCLARER
vainqueur	Nc	VAINQUEUR
,	Fw	,
Vous	Nc	Vous
les	Pp	ILS
verrez	Vvc	VOIR
soumis	Ge	SOUMETTRE
rapporter	Vvn	RAPPORTER
dans	S	DANS
Byzance	Nc	Byzance
L'	Vvc	L'
exemple	Nc	EXEMPLE
d'	S	DE
une	Dn	UN
aveugle	Ag	AVEUGLE
et	Cc	ET
basse	Ag	BAS
obéissance	Nc	OBÉISSANCE
.	Fs	.
Mais	Cc	MAIS
si	Cs	SI
dans	S	DANS
le	Da	LE
combat	Nc	COMBAT
le	Da	LE
destin	Nc	DESTIN
plus	Rg	PLUS
puissant	Ag	PUISSANT
Marque	Nc	MARQUE
de	S	DE
quelque	Di	QUELQUE
affront	Nc	AFFRONT
son	Ds	SON
empire	Nc	EMPIRE
naissant	Ag	NAISSANT
;	Fw	;
S'	Vvc	S'
il	Pp	IL
fuit	Vvc	FUIR
,	Fw	,
ne	Rp	NE
doutez	Vvc	DOUTER
point	Rg	POINT
que	Rg	QUE
fiers	Ag	FIER
de	S	DE
sa	Ds	SON
disgrâce	Nc	DISGRÂCE
À	Nc	À
la	Da	LE
haine	Nc	HAINE
bientôt	Rg	BIENTÔT
ils	Pp	ILS
ne	Rp	NE
joignent	Vvc	JOINDRE
l'	Da	LE
audace	Nc	AUDACE
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
expliquent	Vvc	EXPLIQUER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
la	Da	LE
perte	Nc	PERTE
du	S+Da	DE+LE
combat	Nc	COMBAT
,	Fw	,
Comme	Vvc	Comme
un	Dn	UN
arrêt	Nc	ARRÊT
du	S+Da	DE+LE
ciel	Nc	CIEL
qui	Pr	QUI
réprouve	Vvc	RÉPROUVER
Amurat	Vvc	AMURER
.	Fs	.
Cependant	Rg	CEPENDANT
,	Fw	,
s'	Cs	SI
il	Pp	IL
en	Pp	EN
faut	Vvc	FAILLIR|FALLOIR
croire	Vvn	CROIRE
la	Da	LE
renommée	Nc	RENOMMÉE
,	Fw	,
Il	Vvc	Il
a	Vuc	AVOIR
depuis	S	DEPUIS
trois	Nc	TROIS
mois	Nc	MOI|MOIS
fait	Vvc	FAIRE
partir	Vvn	PARTIR
de	S	DE
l'	Da	LE
armée	Nc	ARMÉE
Un	Vvc	Un
esclave	Nc	ESCLAVE
chargé	Ge	CHARGER
de	S	DE
quelque	Di	QUELQUE
ordre	Nc	ORDRE
secret	Ag	SECRET
.	Fs	.
Tout	Di	TOUT
le	Da	LE
camp	Nc	CAMP
interdit	Nc	INTERDIT
tremblait	Vvc	TREMBLER
pour	S	POUR
Bajazet	Nc	Bajazet
.	Fs	.
On	Pp	ON
craignait	Vvc	CRAINDRE
qu'	Cs	QUE
Amurat	Vvc	AMURER
par	S	PAR
un	Dn	UN
ordre	Nc	ORDRE
sévère	Ag	SÉVÈRE
N'	Vvc	N'
envoyât	Vvc	ENVOYER
demander	Vvn	DEMANDER
la	Da	LE
tête	Nc	TÊTE
de	S	DE
son	Ds	SON
frère	Nc	FRÈRE
.	Fs	.
Tel	Di	TEL
était	Vuc	ÊTRE
son	Ds	SON
dessein	Nc	DESSEIN
.	Fs	.
Cet	Dd	CE
esclave	Nc	ESCLAVE
est	Vuc	ÊTRE
venu	Ge	VENIR
.	Fs	.
Il	Pp	IL
a	Vuc	AVOIR
montré	Ge	MONTRER
son	Ds	SON
ordre	Nc	ORDRE
et	Cc	ET
n'	Rp	NE
a	Vuc	AVOIR
rien	Pi	RIEN
obtenu	Ge	OBTENIR
.	Fs	.
Quoi	Pt	QUE|QUOI
,	Fw	,
Seigneur	Nc	SEIGNEUR
!	Fs	!
Le	Da	LE
sultan	Nc	SULTAN
reverra	Vvc	REVOIR
son	Ds	SON
visage	Nc	VISAGE
,	Fw	,
Sans	Vvc	Sans
que	Cs	QUE
de	S	DE
vos	Ds	VOTRE
respects	Nc	RESPECT
il	Pp	IL
lui	Pp	IL
porte	Vvc	PORTER
ce	Dd	CE
gage	Nc	GAGE
?	Fs	?
Cet	Dd	CE
esclave	Nc	ESCLAVE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
.	Fs	.
Un	Dn	UN
ordre	Nc	ORDRE
,	Fw	,
cher	Ag	CHER
Osmin	Nc	Osmin
,	Fw	,
L'	Vvc	L'
a	Vuc	AVOIR
fait	Ge	FAIRE
précipiter	Vvn	PRÉCIPITER
dans	S	DANS
le	Da	LE
fond	Nc	FOND
de	S	DE
l'	Da	LE
Euxin	Nc	Euxin
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
sultan	Nc	SULTAN
surpris	Ge	SURPRENDRE
d'	S	DE
une	Dn	UN
trop	Rg	TROP
longue	Ag	LONG
absence	Nc	ABSENCE
,	Fw	,
En	Vvc	En
cherchera	Vvc	CHERCHER
bientôt	Rg	BIENTÔT
la	Da	LE
cause	Nc	CAUSE
et	Cc	ET
la	Da	LE
vengeance	Nc	VENGEANCE
.	Fs	.
Que	Cs	QUE
lui	Pp	IL
répondrez	Vvc	RÉPONDRE
-vous	Nc	-vous
?	Fs	?
Peut-être	Vvc	Peut-être
avant	S	AVANT
ce	Dd	CE
temps	Nc	TEMPS
Je	Ag	Je
saurai	Vvc	SAURER|SAVOIR
l'	Pp	IL
occuper	Vvn	OCCUPER
de	S	DE
soins	Nc	SOIN
plus	Rg	PLUS
importants	Ag	IMPORTANT
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
bien	Rg	BIEN
qu'	Cs	QUE
Amurat	Vvc	AMURER
a	Vuc	AVOIR
juré	Ge	JURER
ma	Ds	MON
ruine	Nc	RUINE
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
à	S	À
son	Ds	SON
retour	Nc	RETOUR
l'	Da	LE
accueil	Nc	ACCUEIL
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
destine	Vvc	DESTINER
.	Fs	.
Tu	Pp	TU
vois	Vvc	ALLER|VOIR
pour	S	POUR
m'	Pp	JE
arracher	Vvn	ARRACHER
du	S+Da	DE+LE
cœur	Nc	cœur
de	S	DE
ses	Ds	SON
soldats	Nc	SOLDAT
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
va	Vvc	ALLER
chercher	Vvn	CHERCHER
sans	S	SANS
moi	Pp	JE
les	Da	LE
sièges	Nc	SIÈGE
,	Fw	,
les	Da	LE
combats	Nc	COMBAT
.	Fs	.
Il	Pp	IL
commande	Vvc	COMMANDER
l'	Da	LE
armée	Nc	ARMÉE
.	Fs	.
Et	Cc	ET
moi	Pp	JE
dans	S	DANS
une	Dn	UN
ville	Nc	VILLE
Il	Vvc	Il
me	Pp	JE
laisse	Vvc	LAISSER
exercer	Vvn	EXERCER
un	Dn	UN
pouvoir	Nc	POUVOIR
inutile	Ag	INUTILE
.	Fs	.
Quel	Dt	QUEL
emploi	Nc	EMPLOI
,	Fw	,
quel	Dt	QUEL
séjour	Nc	SÉJOUR
,	Fw	,
Osmin	Nc	Osmin
,	Fw	,
pour	S	POUR
un	Dn	UN
Vizir	Nc	VIZIR
!	Fs	!
Mais	Cc	MAIS
j'	Pp	JE
ai	Vuc	AVOIR
plus	Rg	PLUS
dignement	Rg	DIGNEMENT
employé	Ge	EMPLOYER
ce	Dd	CE
loisir	Nc	LOISIR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
su	Ge	SAVOIR
lui	Pp	IL
préparer	Vvn	PRÉPARER
des	Dn	UN
craintes	Nc	CRAINTE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
veilles	Nc	VEILLE
.	Fs	.
Et	Cc	ET
le	Da	LE
bruit	Nc	BRUIT
en	Pp	EN
ira	Vvc	ALLER
bientôt	Rg	BIENTÔT
a	S	À
ses	Ds	SON
oreilles	Nc	OREILLE
.	Fs	.
Quoi	Pt	QUE|QUOI
donc	Rg	DONC
?	Fs	?
Qu'	Pt	QUE
avez	Vuc	AVOIR
-vous	Nc	-vous
fait	Ge	FAIRE
?	Fs	?
J'	Pp	JE
espère	Vvc	ESPÉRER
qu'	Cs	QUE
aujourd'hui	Rg	AUJOURD'HUI
Bajazet	Nc	Bajazet
se	Pp	IL
déclare	Vvc	DÉCLARER
,	Fw	,
et	Cc	ET
Roxane	Vvc	Roxane
avec	S	AVEC
lui	Pp	IL
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Roxane	Vvc	Roxane
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
qu'	Pr	QUE
Amurat	Vvc	AMURER
a	Vuc	AVOIR
choisie	Ge	CHOISIR
Entre	Vvc	ENTRER
tant	Rg	TANT
de	S	DE
beautés	Nc	BEAUTÉ
,	Fw	,
dont	Pr	DONT
l'	Pp	IL
Europe	Vvc	Europe
et	Cc	ET
l'	Da	LE
Asie	Nc	Asie
Dépeuplent	Vvc	Dépeuplent
leurs	Ds	LEUR
États	Nc	États
et	Cc	ET
remplissent	Vvc	REMPLIR
sa	Ds	SON
cour	Nc	COUR
?	Fs	?
Car	Cc	CAR
on	Pp	ON
dit	Vvc	DIRE
qu'	Cs	QUE
elle	Pp	IL
seule	Ag	SEUL
a	Vuc	AVOIR
fixé	Ge	FIXER
son	Ds	SON
amour	Nc	AMOUR
.	Fs	.
Et	Cc	ET
même	Rg	MÊME
il	Pp	IL
a	Vuc	AVOIR
voulu	Ge	VOULOIR
que	Cs	QUE
l'	Da	LE
heureuse	Ag	HEUREUX
Roxane	Nc	Roxane
,	Fw	,
Avant	Ga	Avant
qu'	Cs	QUE
elle	Pp	IL
eut	Vuc	AVOIR
un	Dn	UN
fils	Nc	FIL|FILS
,	Fw	,
prît	Vvc	PRENDRE
le	Da	LE
nom	Nc	NOM
de	S	DE
sultane	Nc	SULTANE
.	Fs	.
Il	Pp	IL
a	Vuc	AVOIR
fait	Ge	FAIRE
plus	Rg	PLUS
pour	S	POUR
elle	Pp	IL
,	Fw	,
Osmin	Nc	Osmin
.	Fs	.
Il	Pp	IL
a	Vuc	AVOIR
voulu	Ge	VOULOIR
Qu'	Vvc	Qu'
elle	Pp	IL
eut	Vuc	AVOIR
dans	S	DANS
son	Ds	SON
absence	Nc	ABSENCE
un	Dn	UN
pouvoir	Nc	POUVOIR
absolu	Ag	ABSOLU
.	Fs	.
Tu	Pp	TU
sais	Vvc	SAVOIR
de	S	DE
nos	Ds	NOTRE
sultans	Nc	SULTAN
les	Da	LE
rigueurs	Nc	RIGUEUR
ordinaires	Ag	ORDINAIRE
.	Fs	.
Le	Da	LE
frère	Nc	FRÈRE
rarement	Rg	RAREMENT
laisse	Vvc	LAISSER
jouir	Vvn	JOUIR
ses	Ds	SON
frères	Nc	FRÈRE
De	Vvc	De
l'	Da	LE
honneur	Nc	HONNEUR
dangereux	Ag	DANGEREUX
d'	S	DE
être	Vun	ÊTRE
sortis	Ge	SORTIR
d'	S	DE
un	Dn	UN
sang	Nc	SANG
,	Fw	,
Qui	Vvc	Qui
les	Pp	ILS
a	Vuc	AVOIR
de	S	DE
trop	Rg	TROP
près	Rg	PRÈS
approchés	Ge	APPROCHER
de	S	DE
son	Ds	SON
rang	Nc	RANG
.	Fs	.
L'	Da	LE
imbécile	Ag	IMBÉCILE
Ibrahim	Nc	Ibrahim
,	Fw	,
sans	S	SANS
craindre	Vvn	CRAINDRE
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Traîne	Vvc	Traîne
,	Fw	,
exempt	Ag	EXEMPT
de	S	DE
péril	Nc	PÉRIL
,	Fw	,
une	Dn	UN
éternelle	Ag	ÉTERNEL
enfance	Nc	ENFANCE
.	Fs	.
Indigne	Vvc	INDIGNER
également	Rg	ÉGALEMENT
de	S	DE
vivre	Vvn	VIVRE
et	Cc	ET
de	S	DE
mourir	Vvn	MOURIR
,	Fw	,
On	Vvc	On
l'	Da	LE
abandonne	Nc	ABANDONNÉ
aux	S+Da	À+LES
mains	Nc	MAIN
qui	Pr	QUI
daignent	Vvc	DAIGNER
le	Pp	IL
nourrir	Vvn	NOURRIR
.	Fs	.
L'	Da	LE
autre	Pi	AUTRE
trop	Rg	TROP
redoutable	Ag	REDOUTABLE
,	Fw	,
et	Cc	ET
trop	Rg	TROP
digne	Ag	DIGNE
d'	S	DE
envie	Nc	ENVIE
,	Fw	,
Voit	Vvc	VOIR
sans	S	SANS
cesse	Nc	CESSE
Amurat	Vvc	AMURER
armé	Ge	ARMER
contre	S	CONTRE
sa	Ds	SON
vie	Nc	VIE
.	Fs	.
Car	Cc	CAR
enfin	Rg	ENFIN
Bajazet	Nc	Bajazet
dédaigna	Vvc	DÉDAIGNER
de	S	DE
tout	Di	TOUT
temps	Nc	TEMPS
.	Fs	.
La	Da	LE
molle	Ag	MOU
oisiveté	Nc	OISIVETÉ
des	S+Da	DE+LE|DE+LES
enfants	Nc	ENFANT
des	S+Da	DE+LE|DE+LES
sultans	Nc	SULTAN
.	Fs	.
Il	Pp	IL
vint	Vvc	VENIR
chercher	Vvn	CHERCHER
la	Da	LE
guerre	Nc	GUERRE
au	S+Da	À+LE
sortir	Vvn	SORTIR
de	S	DE
l'	Da	LE
enfance	Nc	ENFANCE
,	Fw	,
Et	Vvc	Et
même	Rg	MÊME
en	Pp	EN
fit	Vvc	FAIRE
sous	S	SOUS
moi	Pp	JE
la	Da	LE
noble	Ag	NOBLE
expérience	Nc	EXPÉRIENCE
.	Fs	.
Toi-même	Pp	Toi-même
tu	Pp	TU
l'	Pp	IL
as	Vuc	AVOIR
vu	Ge	VOIR
courir	Vvn	COURIR
dans	S	DANS
les	Da	LE
combats	Nc	COMBAT
Emportant	Ga	EMPORTER
après	S	APRÈS
lui	Pp	IL
tous	Di	TOUT
les	Da	LE
cœurs	Nc	cœurs
des	S+Da	DE+LE|DE+LES
soldats	Nc	SOLDAT
,	Fw	,
Et	Vvc	Et
goûter	Vvn	GOÛTER
tout	Rg	TOUT
sanglant	Ga	SANGLER
le	Da	LE
plaisir	Nc	PLAISIR
et	Cc	ET
la	Da	LE
gloire	Nc	GLOIRE
Que	Ag	Que
