Donne	Vvc	DONNER
rendre	Vvn	RENDRE
aimable	Ag	AIMABLE
,	Fw	,
Mais	Vvc	Mais
de	S	DE
vos	Ds	VOTRE
sens	Nc	SENS
séduits	Ge	SÉDUIRE
c'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
croire	Vvn	CROIRE
l'	Da	LE
erreur	Nc	ERREUR
,	Fw	,
Que	Vvc	Que
de	S	DE
le	Pp	IL
préférer	Vvn	PRÉFÉRER
au	S+Da	À+LE
Fils	Nc	FIL|FILS
d'	S	DE
un	Dn	UN
Empereur	Nc	EMPEREUR
.	Fs	.
Constantin	Nc	Constantin
vous	Pp	VOUS
offrant	Ga	OFFRIR
l'	Da	LE
Empire	Nc	EMPIRE
de	S	DE
la	Da	LE
Grèce	Nc	Grèce
,	Fw	,
Méritait	Vvc	Méritait
pour	S	POUR
ce	Dd	CE
fils	Nc	FIL|FILS
toute	Di	TOUT
votre	Ds	VOTRE
tendresse	Nc	TENDRESSE
;	Fw	;
Il	Vvc	Il
vous	Pp	VOUS
l'	Pp	IL
a	Vuc	AVOIR
demandée	Ge	DEMANDER
,	Fw	,
et	Cc	ET
ses	Ds	SON
Ambassadeurs	Nc	AMBASSADEUR
Ont	Vvc	Ont
longtemps	Rg	LONGTEMPS
combattu	Ge	COMBATTRE
vos	Ds	VOTRE
injustes	Ag	INJUSTE
froideurs	Nc	FROIDEUR
.	Fs	.
Cependant	Rg	CEPENDANT
c'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
Léon	Nc	Léon
vient	Vvc	VENIR
en	S	EN
France	Nc	France
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
rend	Vvc	RENDRE
toute	Di	TOUT
la	Da	LE
Cour	Nc	COUR
témoin	Ag	TÉMOIN
de	S	DE
sa	Ds	SON
constance	Nc	CONSTANCE
,	Fw	,
Vous	Nc	Vous
dédaignez	Vvc	DÉDAIGNER
ses	Ds	SON
voeux	Nc	VU
,	Fw	,
et	Cc	ET
les	Da	LE
lois	Nc	LOI
du	S+Da	DE+LE
devoir	Nc	DEVOIR
Pour	Ag	Pour
vous	Pp	VOUS
faire	Vvn	FAIRE
obéir	Vvn	OBÉIR
demeurent	Vvc	DEMEURER
sans	S	SANS
pouvoir	Nc	POUVOIR
.	Fs	.
Qu'	Pt	QUE
a	Vuc	AVOIR
donc	Rg	DONC
fait	Ge	FAIRE
ce	Dd	CE
Roger	Nc	Roger
de	S	DE
si	Rg	SI
digne	Ag	DIGNE
de	S	DE
plaire	Vvn	PLAIRE
,	Fw	,
Qu'	Vvc	Qu'
au	S+Da	À+LE
Diadème	Nc	Diadème
,	Fw	,
à	S	À
tout	Pi	TOUT
,	Fw	,
votre	Ds	VOTRE
amour	Nc	AMOUR
le	Pp	IL
préfère	Vvc	PRÉFÉRER
?	Fs	?
Par	S	PAR
quels	Dt	QUEL
soins	Nc	SOIN
,	Fw	,
quels	Dt	QUEL
devoirs	Nc	DEVOIR
a-t-il	V	AVOIR
pu	Ge	POUVOIR
vous	Pp	VOUS
charmer	Vvn	CHARMER
?	Fs	?
Il	Pp	IL
m'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
pour	S	POUR
me	Pp	JE
le	Pp	IL
faire	Vvn	FAIRE
aimer	Vvn	AIMER
,	Fw	,
Mille	Nc	MILLE
et	Cc	ET
mille	Nc	MILLE
vertus	Nc	VERTU
,	Fw	,
dont	Pr	DONT
l'	Da	LE
éclat	Nc	ÉCLAT
l'	Pp	IL
environne	Vvc	ENVIRONNER
,	Fw	,
L'	Vvc	L'
emportent	Vvc	EMPORTER
sur	S	SUR
celui	Pd	CELUI
dont	Pr	DONT
brille	Vvc	BRILLER
une	Dn	UN
Couronne	Nc	COURONNE
.	Fs	.
Pour	S	POUR
un	Dn	UN
coeur	Nc	CUR
noble	Ag	NOBLE
et	Cc	ET
grand	Ag	GRAND
,	Fw	,
la	Da	LE
gloire	Nc	GLOIRE
a	Vuc	AVOIR
des	Dn	UN
appas	Nc	APPAS
Que	Vvc	Que
sans	S	SANS
un	Dn	UN
nom	Nc	NOM
fameux	Ag	FAMEUX
le	Da	LE
plus	Rg	PLUS
haut	Ag	HAUT
rang	Nc	RANG
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
.	Fs	.
Mais	Cc	MAIS
Aimon	Nc	Aimon
votre	Ds	VOTRE
père	Nc	PÈRE
à	S	À
cet	Dd	CE
amour	Nc	AMOUR
s'	Pp	SE
oppose	Vvc	OPPOSER
?	Fs	?
Cet	Dd	CE
amour	Nc	AMOUR
,	Fw	,
je	Pp	JE
l'	Pp	IL
avoue	Vvc	AVOUER
,	Fw	,
à	S	À
son	Ds	SON
courroux	Nc	COURROUX
m'	Pp	JE
expose	Vvc	EXPOSER
,	Fw	,
Mais	Vvc	Mais
lorsque	Cs	LORSQUE
autorisés	Ge	AUTORISER
à	S	À
disposer	Vvn	DISPOSER
de	S	DE
moi	Pp	JE
,	Fw	,
Mes	Vvc	Mes
frères	Ag	FRÈRE
à	S	À
Roger	Nc	Roger
engagèrent	Vvc	ENGAGER
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Satisfait	Vvc	SATISFAIRE
de	S	DE
leur	Ds	LEUR
choix	Nc	CHOIX
,	Fw	,
il	Pp	IL
l'	Pp	IL
apprit	Vvc	APPRENDRE
sans	S	SANS
colère	Nc	COLÈRE
;	Fw	;
Et	Vvc	Et
parce	Vvc	parce
que	Cs	QUE
Léon	Nc	Léon
met	Vvc	METTRE
ses	Ds	SON
soins	Nc	SOIN
à	S	À
me	Pp	JE
plaire	Vvn	PLAIRE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
m'	Pp	JE
offre	Vvc	OFFRIR
un	Dn	UN
Diadème	Nc	Diadème
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
,	Fw	,
pour	S	POUR
l'	Pp	IL
accepter	Vvn	ACCEPTER
,	Fw	,
Trahir	Nc	TRAHIR
mille	Nc	MILLE
serments	Nc	SERMENT
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
respecter	Vvn	RESPECTER
?	Fs	?
De	S	DE
cette	Dd	CE
lâcheté	Nc	LÂCHETÉ
mon	Ds	MON
coeur	Nc	CUR
est	Vuc	ÊTRE
incapable	Ag	INCAPABLE
.	Fs	.
Où	Vvc	Où
l'	Da	LE
amour	Nc	AMOUR
est	Vuc	ÊTRE
parfait	Ag	PARFAIT
,	Fw	,
l'	Da	LE
inconstance	Nc	INCONSTANCE
est	Vuc	ÊTRE
blâmable	Ag	BLÂMABLE
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
voudrais	Vvc	VOULOIR
savoir	Vvn	SAVOIR
par	S	PAR
où	Pr	OÙ
vous	Pp	VOUS
présumez	Vvc	PRÉSUMER
Que	Vvc	Que
vous	Pp	VOUS
êtes	Vuc	ÊTRE
aimée	Ge	AIMER
autant	Rg	AUTANT
que	Cs	QUE
vous	Pp	VOUS
aimez	Vvc	AIMER
.	Fs	.
Roger	Nc	Roger
qui	Pr	QUI
par	S	PAR
Léon	Nc	Léon
voit	Vvc	VOIR
traverser	Vvn	TRAVERSER
sa	Ds	SON
flamme	Nc	FLAMME
,	Fw	,
S'	Vvc	S'
abandonne	Vvc	ABANDONNER
aux	S+Da	À+LES
fureurs	Nc	FUREUR
qui	Pr	QUI
possèdent	Vvc	POSSÉDER
son	Ds	SON
âme	Nc	ÂME
.	Fs	.
Il	Pp	IL
part	Vvc	PARTIR
,	Fw	,
il	Pp	IL
doit	Vvc	DEVOIR
en	Pp	EN
Grèce	Vvc	Grèce
aller	Vvn	ALLER
sur	S	SUR
son	Ds	SON
rival	Nc	RIVAL
Jusqu'	Vvc	Jusqu'
au	S+Da	À+LE
milieu	Nc	MILIEU
des	S+Da	DE+LE|DE+LES
siens	Ps	SIEN
porter	Vvn	PORTER
le	Da	LE
coup	Nc	COUP
fatal	Ag	FATAL
.	Fs	.
Cependant	Rg	CEPENDANT
ce	Dd	CE
Roger	Nc	Roger
qu'	Pr	QUE
on	Pp	ON
veut	Vvc	VOULOIR
qui	Pr	QUI
vous	Pp	VOUS
adore	Vvc	ADORER
,	Fw	,
Cache	Vvc	CACHER
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
devient	Vvc	DEVENIR|DÉVIER
,	Fw	,
et	Cc	ET
Léon	Nc	Léon
vit	Vvc	VIVRE|VOIR
encore	Rg	ENCORE
.	Fs	.
Cruelle	Ag	CRUEL
,	Fw	,
n'	Rp	NE
ai	Vuc	AVOIR
-je	Ge	-je
point	Rg	POINT
d'	S	DE
assez	Rg	ASSEZ
vives	Ag	VIF
douleurs	Nc	DOULEUR
?	Fs	?
Quel	Dt	QUEL
plaisir	Nc	PLAISIR
te	Pp	TU
fais	Vvc	FAIRE
-tu	Vvn	-tu
de	S	DE
voir	Vvn	VOIR
couler	Vvn	COULER
mes	Ds	MON
pleurs	Nc	PLEUR
?	Fs	?
Roger	Nc	Roger
...	Fs	...
Ah	Vvc	Ah
,	Fw	,
quel	Dt	QUEL
surcroît	Nc	SURCROÎT
aux	S+Da	À+LES
maux	Nc	MAL
dont	Pr	DONT
je	Pp	JE
soupire	Vvc	SOUPIRER
!	Fs	!
Sans	S	SANS
doute	Nc	DOUTE
il	Pp	IL
ne	Rp	NE
vit	Vvc	VIVRE|VOIR
plus	Rg	PLUS
puisque	Cs	PUISQUE
Léon	Nc	Léon
respire	Vvc	RESPIRER
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
je	Pp	JE
cherche	Vvc	CHERCHER
à	S	À
douter	Vvn	DOUTER
de	S	DE
son	Ds	SON
sort	Nc	SORT
,	Fw	,
Les	Vvc	Les
jours	Nc	JOUR|JOURS
de	S	DE
son	Ds	SON
rival	Nc	RIVAL
m'	Pp	JE
assurent	Vvc	ASSURER
de	S	DE
sa	Ds	SON
mort	Nc	MORT
.	Fs	.
Elle	Pp	IL
aurait	Vuc	AVOIR
fait	Ge	FAIRE
éclat	Nc	ÉCLAT
;	Fw	;
jamais	Rg	JAMAIS
un	Dn	UN
long	Ag	LONG
silence	Nc	SILENCE
D'	Nc	D'
un	Dn	UN
Guerrier	Nc	GUERRIER
tel	Ag	TEL
que	Pr	QUE
lui	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
trahi	Ge	TRAHIR
l'	Da	LE
espérance	Nc	ESPÉRANCE
.	Fs	.
S'	Pp	SE
il	Pp	IL
meurt	Vvc	MOURIR
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
en	S	EN
Héros	Nc	Héros
qu'	Pr	QUE
il	Pp	IL
termine	Vvc	TERMINER
ses	Ds	SON
jours	Nc	JOUR|JOURS
,	Fw	,
Mais	Vvc	Mais
croyez	Vvc	CROIRE
-moi	Vvc	-moi
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
suit	Vvc	SUIVRE
d'	S	DE
autres	Ag	AUTRE
amours	Nc	AMOUR
,	Fw	,
Et	Vvc	Et
tâche	Nc	TÂCHE
de	S	DE
cacher	Vvn	CACHER
dans	S	DANS
une	Dn	UN
obscure	Ag	OBSCUR
vie	Nc	VIE
,	Fw	,
La	Vvc	La
honte	Nc	HONTE
qu'	Pr	QUE
il	Pp	IL
se	Pp	IL
fait	Vvc	FAIRE
de	S	DE
vous	Pp	VOUS
avoir	Vun	AVOIR
trahie	Ge	TRAHIR
.	Fs	.
Sans	S	SANS
cela	Pd	CELA
,	Fw	,
pensez	Vvc	PENSER
-vous	Nc	-vous
qu'	Pr	QUE
il	Pp	IL
vous	Pp	VOUS
pût	Vvc	POUVOIR
oublier	Vvn	OUBLIER
?	Fs	?
Il	Pp	IL
sait	Vvc	SAVOIR
ce	Pd	CE
qu'	Pr	QUE
en	S	EN
tous	Di	TOUT
lieux	Nc	LIEU|LIEUX
on	Pp	ON
a	Vuc	AVOIR
fait	Ge	FAIRE
publier	Vvn	PUBLIER
,	Fw	,
Que	Vvc	Que
qui	Pr	QUI
pourra	Vvc	POUVOIR
sur	S	SUR
vous	Pp	VOUS
remporter	Vvn	REMPORTER
la	Da	LE
victoire	Nc	VICTOIRE
Du	Vvc	Du
nom	Nc	NOM
de	S	DE
votre	Ds	VOTRE
époux	Nc	ÉPOUX
doit	Vvc	DEVOIR
espérer	Vvn	ESPÉRER
la	Da	LE
gloire	Nc	GLOIRE
.	Fs	.
Tantôt	Vvc	Tantôt
contre	S	CONTRE
Léon	Nc	Léon
le	Da	LE
champ	Nc	CHAMP|CHAMPAGNE
doit	Vvc	DEVOIR
être	Vun	ÊTRE
ouvert	Ge	OUVRIR
.	Fs	.
Pourquoi	Rt	POURQUOI
ne	Rp	NE
prendre	Vvn	PRENDRE
pas	Rg	PAS
un	Dn	UN
diadème	Nc	DIADÈME
offert	Ge	OFFRIR
,	Fw	,
Et	Vvc	Et
vouloir	Vvn	VOULOIR
nous	Pp	NOUS
réduire	Vvn	RÉDUIRE
aux	S+Da	À+LES
mortelles	Ag	MORTEL
alarmes	Nc	ALARME
Que	Vvc	Que
nous	Pp	NOUS
donne	Vvc	DONNER
pour	S	POUR
vous	Pp	VOUS
le	Da	LE
sort	Nc	SORT
douteux	Ag	DOUTEUX
des	S+Da	DE+LE|DE+LES
armes	Nc	ARME|ARMÉ
?	Fs	?
Vous	Pp	VOUS
pouvez	Vvc	POUVOIR
y	Pp	Y
périr	Vvn	PÉRIR
,	Fw	,
Léon	Nc	Léon
est	Vuc	ÊTRE
renommé	Ge	RENOMMER
.	Fs	.
Je	Pp	JE
le	Pp	IL
sais	Vvc	SAVOIR
,	Fw	,
son	Ds	SON
courage	Nc	COURAGE
est	Vuc	ÊTRE
partout	Rg	PARTOUT
estimé	Ge	ESTIMER
,	Fw	,
Mais	Vvc	Mais
à	S	À
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
suis	Vuc	ÊTRE
ta	Ds	TON
crainte	Nc	CRAINTE
fait	Ge	FAIRE
injure	Nc	INJURE
,	Fw	,
Je	Vvc	Je
combats	Nc	COMBAT
pour	S	POUR
Roger	Nc	Roger
,	Fw	,
la	Da	LE
victoire	Nc	VICTOIRE
m'	Pp	JE
est	Vuc	ÊTRE
sûre	Ag	SÛR
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
bras	Nc	BRAS
,	Fw	,
toujours	Rg	TOUJOURS
prêt	Ag	PRÊT
à	S	À
soutenir	Vvn	SOUTENIR
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Fera	Vvc	FAIRE|FERRER
voir	Vvn	VOIR
que	Cs	QUE
lui	Pp	IL
seul	Ag	SEUL
était	Vuc	ÊTRE
digne	Ag	DIGNE
de	S	DE
moi	Pp	JE
.	Fs	.
Si	Cs	SI
je	Pp	JE
ne	Rp	NE
craignais	Vvc	CRAINDRE
pas	Rg	PAS
...	Fs	...
Mais	Vvc	Mais
Léon	Nc	Léon
qui	Pr	QUI
s'	Pp	SE
avance	Vvc	AVANCER
Mieux	Ag	Mieux
que	Cs	QUE
moi	Pp	JE
là-dessus	Rg	LÀ-DESSUS
vous	Pp	VOUS
dira	Vvc	DIRE
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
pense	Vvc	PENSER
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
permettez	Vvc	PERMETTRE
pour	S	POUR
la	Da	LE
dernière	Ag	DERNIER
fois	Nc	FOI|FOIS
Que	Vvc	Que
je	Pp	JE
me	Pp	JE
plaigne	Vvc	PLAINDRE
à	S	À
vous	Pp	VOUS
de	S	DE
vos	Ds	VOTRE
injustes	Ag	INJUSTE
lois	Nc	LOI
.	Fs	.
Plus	Rg	PLUS
je	Pp	JE
touche	Vvc	TOUCHER
au	S+Da	À+LE
moment	Nc	MOMENT
où	Pr	OÙ
j'	Pp	JE
y	Pp	Y
dois	Vvc	DEVOIR
satisfaire	Vvn	SATISFAIRE
,	Fw	,
Plus	Vvc	PLAIRE
je	Pp	JE
sens	Vvc	SENTIR
que	Cs	QUE
mon	Ds	MON
coeur	Nc	CUR
à	S	À
moi-même	Pp	LUI-MÊME
est	Vuc	ÊTRE
contraire	Ag	CONTRAIRE
.	Fs	.
Pour	S	POUR
lui	Pp	IL
votre	Ds	VOTRE
conquête	Nc	CONQUÊTE
est	Vuc	ÊTRE
le	Da	LE
plus	Rg	PLUS
grand	Ag	GRAND
des	S+Da	DE+LE|DE+LES
biens	Nc	BIEN
;	Fw	;
Mais	Vvc	Mais
quand	Cs	QUAND
je	Pp	JE
m'	Pp	JE
y	Pp	Y
prépare	Vvc	PRÉPARER
,	Fw	,
il	Pp	IL
en	Pp	EN
hait	Vvc	HAÏR
les	Da	LE
moyens	Nc	MOYEN|MOYENS
,	Fw	,
Et	Vvc	Et
confus	Ag	CONFUS
dans	S	DANS
ses	Ds	SON
voeux	Nc	VU
qu'	Pr	QUE
il	Pp	IL
approuve	Vvc	APPROUVER
et	Cc	ET
rejette	Vvc	REJETER
,	Fw	,
Voulant	Ga	VOULOIR
vous	Pp	VOUS
acquérir	Vvn	ACQUÉRIR
,	Fw	,
il	Pp	IL
craint	Vvc	CRAINDRE
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
souhaite	Vvc	SOUHAITER
.	Fs	.
Non	Rg	NON
qu'	Cs	QUE
un	Dn	UN
combat	Nc	COMBAT
l'	Pp	IL
étonne	Vvc	ÉTONNER
;	Fw	;
il	Pp	IL
sait	Vvc	SAVOIR
trop	Rg	TROP
de	S	DE
quel	Dt	QUEL
prix	Nc	PRIX
Est	Vvc	Est
l'	Da	LE
adorable	Ag	ADORABLE
objet	Nc	OBJET
dont	Pr	DONT
on	Pp	ON
le	Pp	IL
voit	Vvc	VOIR
épris	Ge	ÉPRENDRE
.	Fs	.
Viennent	Vvc	VENIR
tous	Di	TOUT
ces	Dd	CE
Guerriers	Nc	GUERRIER
,	Fw	,
dont	Pr	DONT
la	Da	LE
haute	Ag	HAUT
vaillance	Nc	VAILLANCE
A	Vvc	A
rempli	Ge	REMPLIR
l'	Da	LE
Univers	Nc	UNIVERS
du	S+Da	DE+LE
renom	Nc	RENOM
de	S	DE
la	Da	LE
France	Nc	France
.	Fs	.
Qu'	Cs	QUE
ils	Pp	ILS
m'	Pp	JE
osent	Vvc	OSER
disputer	Vvn	DISPUTER
le	Da	LE
nom	Nc	NOM
de	S	DE
votre	Ds	VOTRE
époux	Nc	ÉPOUX
,	Fw	,
Ferme	Vvc	FERMER
,	Fw	,
et	Cc	ET
sans	S	SANS
m'	Pp	JE
étonner	Vvn	ÉTONNER
,	Fw	,
je	Pp	JE
les	Pp	ILS
attendrai	Vvc	ATTENDRE
tous	Pi	TOUT
,	Fw	,
Et	Vvc	Et
pour	S	POUR
en	Pp	EN
triompher	Vvn	TRIOMPHER
,	Fw	,
malgré	S	MALGRÉ
leur	Ds	LEUR
avantage	Nc	AVANTAGE
,	Fw	,
Il	Vvc	Il
suffit	Vvc	SUFFIRE
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
seconde	Vvc	SECONDER
mon	Ds	MON
courage	Nc	COURAGE
.	Fs	.
Mais	Cc	MAIS
ce	Dd	CE
même	Ag	MÊME
courage	Nc	COURAGE
,	Fw	,
intrépide	Ag	INTRÉPIDE
aux	S+Da	À+LES
combats	Nc	COMBAT
,	Fw	,
Où	Vvc	Où
contre	S	CONTRE
mes	Ds	MON
Rivaux	Nc	RIVAL
je	Pp	JE
laisse	Vvc	LAISSER
agir	Vvn	AGIR
mon	Ds	MON
bras	Nc	BRAS
,	Fw	,
Ce	Vvc	Ce
courage	Nc	COURAGE
si	Rg	SI
ferme	Vvc	FERMER
,	Fw	,
et	Cc	ET
que	Cs	QUE
rien	Pi	RIEN
n'	Rp	NE
épouvante	Vvc	ÉPOUVANTER
,	Fw	,
Frémit	Vvc	Frémit
,	Fw	,
se	Pp	IL
laisse	Vvc	LAISSER
abattre	Vvn	ABATTRE
au	S+Da	À+LE
nom	Nc	NOM
de	S	DE
Bradamante	Ga	Bradamante
,	Fw	,
Il	Vvc	Il
se	Pp	IL
rend	Vvc	RENDRE
,	Fw	,
il	Pp	IL
lui	Pp	IL
cède	Vvc	CÉDER
,	Fw	,
et	Cc	ET
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
plus	Rg	PLUS
de	S	DE
coeur	Nc	CUR
Dès	Vvc	Dès
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
acquérir	Vvn	ACQUÉRIR
le	Da	LE
nom	Nc	NOM
de	S	DE
son	Ds	SON
vainqueur	Nc	VAINQUEUR
.	Fs	.
Ah	I	AH
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
changez	Vvc	CHANGER
une	Dn	UN
loi	Nc	LOI
si	Rg	SI
cruelle	Ag	CRUEL
.	Fs	.
Ne	Rp	NE
désespérez	Vvc	DÉSESPÉRER
point	Rg	POINT
l'	Da	LE
amant	Nc	AMANT
le	Da	LE
plus	Rg	PLUS
fidèle	Ag	FIDÈLE
,	Fw	,
Et	Vvc	Et
par	S	PAR
mes	Ds	MON
seuls	Ag	SEUL
devoirs	Nc	DEVOIR
laissez	Vvc	LAISSER
-moi	Vvc	-moi
remporter	Vvn	REMPORTER
Ce	Vvc	Ce
qu'	Cs	QUE
en	S	EN
vous	Pp	VOUS
combattant	Ga	COMBATTRE
je	Pp	JE
n'	Rp	NE
ose	Vvc	OSER
mériter	Vvn	MÉRITER
.	Fs	.
Prince	Nc	PRINCE
,	Fw	,
depuis	S	DEPUIS
un	Dn	UN
mois	Nc	MOI|MOIS
je	Pp	JE
vous	Pp	VOUS
ai	Vuc	AVOIR
fait	Ge	FAIRE
connaître	Vvn	CONNAÎTRE
Quelle	Vvc	Quelle
je	Pp	JE
fus	Vuc	ÊTRE
toujours	Rg	TOUJOURS
,	Fw	,
et	Cc	ET
quelle	Dt	QUEL
je	Pp	JE
veux	Vvc	VOULOIR
être	Vun	ÊTRE
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
aviez	Vuc	AVOIR
demandé	Ge	DEMANDER
ce	Dd	CE
temps	Nc	TEMPS
pour	S	POUR
m'	Pp	JE
engager	Vvn	ENGAGER
À	Nc	À
quitter	Vvn	QUITTER
un	Dn	UN
dessein	Nc	DESSEIN
que	Cs	QUE
rien	Pi	RIEN
ne	Rp	NE
peut	Vvc	POUVOIR
changer	Vvn	CHANGER
.	Fs	.
À	Vvc	À
quoi	Pt	QUE|QUOI
que	Cs	QUE
votre	Ds	VOTRE
amour	Nc	AMOUR
pour	S	POUR
le	Pp	IL
rompre	Vvn	ROMPRE
s'	Pp	SE
obstine	Vvc	OBSTINER
,	Fw	,
Ce	Vvc	Ce
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
à	S	À
mon	Ds	MON
vainqueur	Nc	VAINQUEUR
que	Cs	QUE
ma	Ds	MON
main	Nc	MAIN
se	Pp	IL
destine	Vvc	DESTINER
,	Fw	,
Et	Vvc	Et
prêts	Ag	PRÊT
à	S	À
disputer	Vvn	DISPUTER
la	Da	LE
victoire	Nc	VICTOIRE
entre	S	ENTRE
nous	Pp	NOUS
,	Fw	,
Le	Vvc	Le
trouble	Ag	TROUBLE
qui	Pr	QUI
vous	Pp	VOUS
gêne	Vvc	GÊNER
est	Vuc	ÊTRE
indigne	Ag	INDIGNE
de	S	DE
vous	Pp	VOUS
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
vois	Vvc	ALLER|VOIR
ce	Pd	CE
qui	Pr	QUI
met	Vvc	METTRE
ce	Dd	CE
trouble	Nc	TROUBLE
dans	S	DANS
votre	Ds	VOTRE
âme	Nc	ÂME
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
paraît	Vvc	PARAÎTRE
honteux	Ag	HONTEUX
de	S	DE
combattre	Vvn	COMBATTRE
une	Dn	UN
Femme	Nc	FEMME
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
ne	Rp	NE
vous	Pp	VOUS
donner	Vvn	DONNER
à	S	À
vaincre	Vvn	VAINCRE
qu'	Cs	QUE
à	S	À
demi	Nc	DEMI
,	Fw	,
Que	Vvc	Que
de	S	DE
vous	Pp	VOUS
mettre	Vvn	METTRE
en	S	EN
tête	Nc	TÊTE
un	Dn	UN
si	Rg	SI
faible	Ag	FAIBLE
ennemi	Nc	ENNEMI
.	Fs	.
Avec	S	AVEC
tout	Di	TOUT
l'	Da	LE
Univers	Nc	UNIVERS
qui	Pr	QUI
les	Pp	ILS
vante	Vvc	VANTER
,	Fw	,
les	Da	LE
prise	Nc	PRISE
,	Fw	,
Je	Vvc	Je
sais	Vvc	SAVOIR
qu'	Cs	QUE
on	Pp	ON
craint	Vvc	CRAINDRE
partout	Rg	PARTOUT
Bradamante	Ga	Bradamante
et	Cc	ET
Marphise	Vvc	Marphise
,	Fw	,
Que	Vvc	Que
leur	Ds	LEUR
valeur	Nc	VALEUR
est	Vuc	ÊTRE
rare	Ag	RARE
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
en	S	EN
plus	Rg	PLUS
d'	S	DE
un	Dn	UN
combat	Nc	COMBAT
Des	Vvc	Des
plus	Rg	PLUS
fameux	Ag	FAMEUX
