Arrêtons	Vvc	Arrêtons
bientôt	Rg	BIENTÔT
lui	Pp	IL
parler	Vvn	PARLER
sans	S	SANS
témoins	Nc	TÉMOIN
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
,	Fw	,
Antiochus	Vvc	Antiochus
,	Fw	,
es	Vuc	ÊTRE
-tu	Ge	-tu
toujours	Rg	TOUJOURS
le	Da	LE
même	Pi	MÊME
?	Fs	?
Pourrai	Vvc	POUVOIR
je	Pp	JE
sans	S	SANS
trembler	Vvn	TREMBLER
lui	Pp	IL
dire	Vvn	DIRE
:	Fw	:
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
?	Fs	?
Mais	Cc	MAIS
quoi	Pt	QUE|QUOI
!	Fs	!
Déjà	Nc	Déjà
je	Pp	JE
tremble	Vvc	TREMBLER
,	Fw	,
et	Cc	ET
mon	Ds	MON
coeur	Nc	CUR
agité	Ge	AGITER
Craint	Vvc	CRAINDRE
autant	Rg	AUTANT
ce	Dd	CE
moment	Nc	MOMENT
que	Pr	QUE
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
souhaité	Ge	SOUHAITER
.	Fs	.
Bérénice	Vvc	Bérénice
autrefois	Rg	AUTREFOIS
m'	Pp	JE
ôta	Vvc	ÔTER
toute	Di	TOUT
espérance	Nc	ESPÉRANCE
.	Fs	.
Elle	Pp	IL
m'	Pp	JE
imposa	Vvc	IMPOSER
même	Rg	MÊME
un	Dn	UN
éternel	Ag	ÉTERNEL
silence	Nc	SILENCE
.	Fs	.
Je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
tu	Pp	TU
cinq	Nc	CINQ
ans	Nc	AN
.	Fs	.
Et	Cc	ET
jusques	Nc	jusques
à	S	À
ce	Dd	CE
jour	Nc	JOUR
D'	Nc	D'
un	Dn	UN
voile	Nc	VOILE
d'	S	DE
amitié	Nc	AMITIÉ
j'	Pp	JE
ai	Vuc	AVOIR
couvert	Ge	COUVRIR
mon	Ds	MON
amour	Nc	AMOUR
.	Fs	.
Dois	Vvc	DEVOIR
-je	Vvc	-je
croire	Vvn	CROIRE
qu'	Cs	QUE
au	S+Da	À+LE
rang	Nc	RANG
où	Pr	OÙ
Titus	Nc	Titus
la	Pp	IL
destine	Vvc	DESTINER
,	Fw	,
Elle	Vvc	Elle
m'	Pp	JE
écoute	Vvc	ÉCOUTER
mieux	Rg	MIEUX
que	Cs	QUE
dans	S	DANS
la	Da	LE
Palestine	Nc	Palestine
?	Fs	?
Il	Pp	IL
l'	Pp	IL
épouse	Vvc	ÉPOUSER
.	Fs	.
Ai	Vuc	AVOIR
-je	Ge	-je
donc	Rg	DONC
attendu	Ge	ATTENDRE
ce	Dd	CE
moment	Nc	MOMENT
Pour	Ag	Pour
me	Pp	JE
venir	Vvn	VENIR
encor	Nc	encor
déclarer	Vvn	DÉCLARER
son	Ds	SON
amant	Nc	AMANT
?	Fs	?
Quel	Dt	QUEL
fruit	Nc	FRUIT
me	Pp	JE
reviendra	Vvc	REVENIR
d'	S	DE
un	Dn	UN
aveu	Nc	AVEU
téméraire	Ag	TÉMÉRAIRE
?	Fs	?
Ah	I	AH
!	Fs	!
Puisqu'il	Nc	Puisqu'il
faut	Vvc	FAILLIR|FALLOIR
partir	Vvn	PARTIR
,	Fw	,
partons	Vvc	PARTIR
sans	S	SANS
lui	Pp	IL
déplaire	Vvn	DÉPLAIRE
.	Fs	.
Retirons-nous	Vvc	Retirons-nous
,	Fw	,
sortons	Vvc	SORTIR
,	Fw	,
et	Cc	ET
sans	S	SANS
nous	Pp	NOUS
découvrir	Vvn	DÉCOUVRIR
,	Fw	,
Allons	Vvc	ALLER
loin	Rg	LOIN
de	S	DE
ses	Ds	SON
yeux	Nc	OEIL|YEUX
l'	Pp	IL
oublier	Vvn	OUBLIER
,	Fw	,
ou	Cc	OU
mourir	Vvn	MOURIR
.	Fs	.
Hé	Vvc	Hé
quoi	Pt	QUE|QUOI
!	Fs	!
Souffrir	Vvn	SOUFFRIR
toujours	Rg	TOUJOURS
un	Dn	UN
tourment	Nc	TOURMENT
qu'	Pr	QUE
elle	Pp	IL
ignore	Vvc	IGNORER
?	Fs	?
Toujours	Rg	TOUJOURS
verser	Vvn	VERSER
des	Dn	UN
pleurs	Nc	PLEUR
qu'	Pr	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
dévore	Vvc	DÉVORER
?	Fs	?
Quoi	Pt	QUE|QUOI
?	Fs	?
Même	Vvc	Même
en	S	EN
la	Da	LE
perdant	Nc	PERDANT
redouter	Vvn	REDOUTER
son	Ds	SON
courroux	Nc	COURROUX
?	Fs	?
Belle	Ag	BEAU
reine	Nc	REINE|ROI
:	Fw	:
et	Cc	ET
pourquoi	Rt	POURQUOI
vous	Pp	VOUS
offenseriez	Vvc	OFFENSER
-vous	Nc	-vous
?	Fs	?
Viens	Vvc	VENIR
-je	Vvc	-je
vous	Pp	VOUS
demander	Vvn	DEMANDER
que	Cs	QUE
vous	Pp	VOUS
quittiez	Vvc	QUITTER
l'	Da	LE
Empire	Nc	EMPIRE
?	Fs	?
Que	Cs	QUE
vous	Pp	VOUS
m'	Pp	JE
aimiez	Vvc	AIMER
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
je	Pp	JE
ne	Rp	NE
viens	Vvc	VENIR
que	Cs	QUE
vous	Pp	VOUS
dire	Vvn	DIRE
Qu'	Vvc	Qu'
après	S	APRÈS
m'	Pp	JE
être	Vun	ÊTRE
longtemps	Rg	LONGTEMPS
flatté	Ge	FLATTER
que	Cs	QUE
mon	Ds	MON
rival	Nc	RIVAL
Trouverait	Vvc	TROUVER
à	S	À
ses	Ds	SON
voeux	Nc	VU
quelque	Di	QUELQUE
obstacle	Nc	OBSTACLE
fatal	Ag	FATAL
;	Fw	;
Aujourd'hui	Rg	AUJOURD'HUI
qu'	Cs	QUE
il	Pp	IL
peut	Vvc	POUVOIR
tout	Pi	TOUT
,	Fw	,
que	Cs	QUE
votre	Ds	VOTRE
hymen	Nc	HYMEN
s'	Pp	SE
avance	Vvc	AVANCER
,	Fw	,
Exemple	Nc	EXEMPLE
infortuné	Ag	INFORTUNÉ
d'	S	DE
une	Dn	UN
longue	Ag	LONG
constance	Nc	CONSTANCE
,	Fw	,
Après	Vvc	Après
cinq	Nc	CINQ
ans	Nc	AN
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
d'	S	DE
espoir	Nc	ESPOIR
superflus	Ag	SUPERFLU
,	Fw	,
Je	Vvc	Je
pars	Nc	PAR|PART
,	Fw	,
fidèle	Ag	FIDÈLE
encor	Nc	encor
quand	Cs	QUAND
je	Pp	JE
n'	Rp	NE
espère	Vvc	ESPÉRER
plus	Rg	PLUS
.	Fs	.
Au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
s'	Pp	SE
offenser	Vvn	OFFENSER
,	Fw	,
elle	Pp	IL
pourra	Vvc	POUVOIR
me	Pp	JE
plaindre	Vvn	PLAINDRE
.	Fs	.
Quoi	Pt	QUE|QUOI
qu'	Cs	QUE
il	Pp	IL
en	Pp	EN
soit	Vuc	ÊTRE
,	Fw	,
parlons	Vvc	PARLER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
nous	Pp	NOUS
contraindre	Vvn	CONTRAINDRE
.	Fs	.
Et	Cc	ET
que	Pr	QUE
peut	Vvc	POUVOIR
craindre	Vvn	CRAINDRE
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
un	Dn	UN
amant	Nc	AMANT
sans	S	SANS
espoir	Nc	ESPOIR
Qui	Ag	Qui
peut	Vvc	POUVOIR
bien	Rg	BIEN
se	Pp	IL
résoudre	Vvn	RÉSOUDRE
à	S	À
ne	Rp	NE
la	Pp	IL
jamais	Rg	JAMAIS
voir	Vvn	VOIR
?	Fs	?
Arsace	Vvc	Arsace
,	Fw	,
entrerons-nous	Vvc	entrerons-nous
?	Fs	?
Seigneur	Nc	SEIGNEUR
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
vu	Ge	VOIR
la	Da	LE
reine	Nc	REINE|ROI
.	Fs	.
Mais	Cc	MAIS
pour	S	POUR
me	Pp	JE
faire	Vvn	FAIRE
voir	Vvn	VOIR
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
percé	Ge	PERCER
qu'	Cs	QUE
à	S	À
peine	Nc	PEINE
Les	Vvc	Les
flots	Nc	FLOT
toujours	Rg	TOUJOURS
nouveaux	Ag	NOUVEAU
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
adorateur	Nc	ADORATEUR
Qu'	Ag	Qu'
attire	Vvc	ATTIRER
sur	S	SUR
ses	Ds	SON
pas	Nc	PAS
sa	Ds	SON
prochaine	Ag	PROCHAIN
grandeur	Nc	GRANDEUR
.	Fs	.
Titus	Nc	Titus
après	S	APRÈS
huit	Nc	HUIT
jours	Nc	JOUR|JOURS
d'	S	DE
une	Dn	UN
retraite	Nc	RETRAITE|RETRAITÉ
austère	Ag	AUSTÈRE
Cesse	Vvc	CESSER
enfin	Rg	ENFIN
de	S	DE
pleurer	Vvn	PLEURER
Vespasien	Nc	Vespasien
son	Ds	SON
père	Nc	PÈRE
.	Fs	.
Cet	Dd	CE
amant	Nc	AMANT
se	Pp	IL
redonne	Vvc	REDONNER
aux	S+Da	À+LES
soins	Nc	SOIN
de	S	DE
son	Ds	SON
amour	Nc	AMOUR
.	Fs	.
Et	Cc	ET
si	Cs	SI
j'	Pp	JE
en	Pp	EN
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
l'	Da	LE
entretien	Nc	ENTRETIEN
de	S	DE
la	Da	LE
cour	Nc	COUR
,	Fw	,
Peut-être	Vvc	Peut-être
avant	S	AVANT
la	Da	LE
nuit	Nc	NUIT
l'	Da	LE
heureuse	Ag	HEUREUX
Bérénice	Nc	Bérénice
Change	Vvc	CHANGER
le	Da	LE
nom	Nc	NOM
de	S	DE
reine	Nc	REINE|ROI
au	S+Da	À+LE
nom	Nc	NOM
d'	S	DE
impératrice	Nc	EMPEREUR
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
Quoi	Pt	QUE|QUOI
!	Fs	!
Ce	Dd	CE
discours	Nc	DISCOURS
pourrait-il	Vvc	pourrait-il
vous	Pp	VOUS
troubler	Vvn	TROUBLER
?	Fs	?
Ainsi	Rg	AINSI
donc	Rg	DONC
sans	S	SANS
témoins	Nc	TÉMOIN
je	Pp	JE
ne	Rp	NE
lui	Pp	IL
puis	Vvc	POUVOIR
parler	Vvn	PARLER
?	Fs	?
Vous	Pp	VOUS
la	Pp	IL
verrez	Vvc	VOIR
,	Fw	,
Seigneur	Nc	SEIGNEUR
.	Fs	.
Bérénice	Nc	Bérénice
est	Vuc	ÊTRE
instruite	Ge	INSTRUIRE
Que	Vvc	Que
vous	Pp	VOUS
voulez	Vvc	VOULOIR
ici	Rg	ICI
la	Da	LE
voir	Vvn	VOIR
seule	Ag	SEUL
,	Fw	,
et	Cc	ET
sans	S	SANS
suite	Nc	SUITE
.	Fs	.
La	Da	LE
reine	Nc	REINE|ROI
d'	S	DE
un	Dn	UN
regard	Nc	REGARD
a	Vuc	AVOIR
daigné	Ge	DAIGNER
m'	Pp	JE
avertir	Vvn	AVERTIR
Qu'	Vvc	Qu'
à	S	À
votre	Ds	VOTRE
empressement	Nc	EMPRESSEMENT
elle	Pp	IL
allait	Vvc	ALLER
consentir	Vvn	CONSENTIR
.	Fs	.
Et	Cc	ET
sans	S	SANS
doute	Nc	DOUTE
elle	Pp	IL
attend	Vvc	ATTENDRE
le	Da	LE
moment	Nc	MOMENT
favorable	Ag	FAVORABLE
Pour	Nc	POUR
disparaître	Vvn	DISPARAÎTRE
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
d'	S	DE
une	Dn	UN
cour	Nc	COUR
qui	Pr	QUI
l'	Pp	IL
accable	Vvc	ACCABLER
.	Fs	.
Il	Pp	IL
suffit	Vvc	SUFFIRE
.	Fs	.
Cependant	Rg	CEPENDANT
n'	Rp	NE
as	Vuc	AVOIR
-tu	Vvc	-tu
rien	Pi	RIEN
négligé	Ge	NÉGLIGER
Des	Vvc	Des
ordres	Nc	ORDRE
importants	Ag	IMPORTANT
dont	Pr	DONT
je	Pp	JE
t'	Pp	TU
avais	Vuc	AVOIR
chargé	Ge	CHARGER
?	Fs	?
Seigneur	Nc	SEIGNEUR
,	Fw	,
vous	Pp	VOUS
connaissez	Vvc	CONNAÎTRE
ma	Ds	MON
prompte	Ag	PROMPT
obéissance	Nc	OBÉISSANCE
.	Fs	.
Des	S+Da	DE+LE|DE+LES
vaisseaux	Nc	VAISSEAU
dans	S	DANS
Ostie	Nc	Ostie
armés	Ge	ARMER
en	S	EN
diligence	Nc	DILIGENCE
,	Fw	,
Prêts	Vvc	Prêts
à	S	À
quitter	Vvn	QUITTER
le	Da	LE
port	Nc	PORT
de	S	DE
moments	Nc	MOMENT
en	S	EN
moments	Nc	MOMENT
,	Fw	,
N'	Vvc	N'
attendent	Vvc	ATTENDRE
pour	S	POUR
partir	Vvn	PARTIR
que	Cs	QUE
vos	Ds	VOTRE
commandements	Nc	COMMANDEMENT
.	Fs	.
Mais	Cc	MAIS
qui	Pr	QUI
renvoyez	Vvc	RENVOYER
-vous	Nc	-vous
dans	S	DANS
votre	Ds	VOTRE
Comagène	Nc	Comagène
?	Fs	?
Arsace	Vvc	Arsace
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
partir	Vvn	PARTIR
quand	Cs	QUAND
j'	Pp	JE
aurai	Vuc	AVOIR
vu	Ge	VOIR
la	Da	LE
reine	Nc	REINE|ROI
.	Fs	.
Qui	Pt	QUI
doit	Vvc	DEVOIR
partir	Vvn	PARTIR
?	Fs	?
Moi	Pp	JE
.	Fs	.
Vous	Pp	VOUS
?	Fs	?
En	Pp	EN
sortant	Ga	SORTIR
du	S+Da	DE+LE
palais	Nc	PALAIS
,	Fw	,
Je	Vvc	Je
sors	Vvc	SORTIR
de	S	DE
Rome	Nc	Rome
,	Fw	,
Arsace	Vvc	Arsace
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
sors	Vvc	SORTIR
pour	S	POUR
jamais	Rg	JAMAIS
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
surpris	Ge	SURPRENDRE
sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
avec	S	AVEC
justice	Nc	JUSTICE
.	Fs	.
Quoi	Pt	QUE|QUOI
!	Fs	!
Depuis	S	DEPUIS
si	Rg	SI
longtemps	Rg	LONGTEMPS
la	Da	LE
reine	Nc	REINE|ROI
Bérénice	Vvc	Bérénice
Vous	Nc	Vous
arrache	Vvc	ARRACHER
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
du	S+Da	DE+LE
sein	Nc	SEIN
de	S	DE
vos	Ds	VOTRE
États	Nc	États
,	Fw	,
Depuis	Vvc	Depuis
trois	Nc	TROIS
ans	Nc	AN
dans	S	DANS
Rome	Nc	Rome
elle	Pp	IL
arrête	Vvc	ARRÊTER
vos	Ds	VOTRE
pas	Nc	PAS
,	Fw	,
Et	Vvc	Et
lorsque	Cs	LORSQUE
cette	Dd	CE
reine	Nc	REINE|ROI
assurant	Ga	ASSURER
sa	Ds	SON
conquête	Nc	CONQUÊTE
Vous	Nc	Vous
attend	Vvc	ATTENDRE
pour	S	POUR
témoin	Nc	TÉMOIN
de	S	DE
cette	Dd	CE
illustre	Ag	ILLUSTRE
fête	Nc	FÊTE
,	Fw	,
Quand	Nc	Quand
l'	Da	LE
amoureux	Ag	AMOUREUX
Titus	Nc	Titus
devenant	Ga	DEVENIR
son	Ds	SON
époux	Nc	ÉPOUX
,	Fw	,
Lui	Nc	Lui
prépare	Vvc	PRÉPARER
un	Dn	UN
éclat	Nc	ÉCLAT
qui	Pr	QUI
rejaillit	Vvc	REJAILLIR
sur	S	SUR
vous	Pp	VOUS
...	Fs	...
Arsace	Vvc	Arsace
,	Fw	,
laisse	Vvc	LAISSER
-la	Vvc	-la
jouir	Vvn	JOUIR
de	S	DE
sa	Ds	SON
fortune	Nc	FORTUNE
,	Fw	,
Et	Vvc	Et
quitte	Vvc	QUITTER
un	Dn	UN
entretien	Nc	ENTRETIEN
dont	Pr	DONT
le	Da	LE
cours	Nc	COUR|COURS|COURT
m'	Pp	JE
importune	Vvc	IMPORTUNER
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
,	Fw	,
Seigneur	Nc	SEIGNEUR
.	Fs	.
Ces	Dd	CE
mêmes	Ag	MÊME
dignités	Nc	DIGNITÉ
Ont	Vvc	Ont
rendu	Ge	RENDRE
Bérénice	Nc	Bérénice
ingrate	Ag	INGRAT
à	S	À
vos	Ds	VOTRE
bontés	Nc	BONTÉ
.	Fs	.
L'	Da	LE
inimitié	Nc	INIMITIÉ
succède	Vvc	SUCCÉDER
à	S	À
l'	Da	LE
amitié	Nc	AMITIÉ
trahie	Ge	TRAHIR
.	Fs	.
Non	Rg	NON
,	Fw	,
Arsace	Vvc	Arsace
,	Fw	,
jamais	Rg	JAMAIS
je	Pp	JE
ne	Rp	NE
l'	Pp	IL
ai	Vuc	AVOIR
moins	Rg	MOINS
haïe	Ge	HAÏR
.	Fs	.
Quoi	Pt	QUE|QUOI
donc	Rg	DONC
!	Fs	!
De	S	DE
sa	Ds	SON
grandeur	Nc	GRANDEUR
déjà	Rg	DÉJÀ
trop	Rg	TROP
prévenu	Ge	PRÉVENIR
,	Fw	,
Le	Vvc	Le
nouvel	Ag	NOUVEAU
empereur	Nc	EMPEREUR
vous	Pp	VOUS
a-t-il	V	AVOIR
méconnu	Ge	MÉCONNAÎTRE
?	Fs	?
Quelque	Di	QUELQUE
pressentiment	Nc	PRESSENTIMENT
de	S	DE
son	Ds	SON
indifférence	Nc	INDIFFÉRENCE
Vous	Ga	Vous
fait-il	V	FAIRE
loin	Rg	LOIN
de	S	DE
Rome	Vvc	Rome
éviter	Vvn	ÉVITER
sa	Ds	SON
présence	Nc	PRÉSENCE
?	Fs	?
Titus	Nc	Titus
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
pour	S	POUR
moi	Pp	JE
paru	Ge	PARAÎTRE
se	Pp	IL
démentir	Vvn	DÉMENTIR
,	Fw	,
J'	Vvc	J'
aurais	Vuc	AVOIR
tort	Nc	TORT
de	S	DE
me	Pp	JE
plaindre	Vvn	PLAINDRE
.	Fs	.
Et	Cc	ET
pourquoi	Rt	POURQUOI
donc	Rg	DONC
partir	Vvn	PARTIR
?	Fs	?
Quel	Dt	QUEL
caprice	Nc	CAPRICE
vous	Pp	VOUS
rend	Vvc	RENDRE
ennemi	Nc	ENNEMI
de	S	DE
vous	Pp	VOUS
-même	Vvc	-même
?	Fs	?
Le	Da	LE
ciel	Nc	CIEL
met	Vvc	METTRE
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
un	Dn	UN
prince	Nc	PRINCE
qui	Pr	QUI
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
Un	Vvc	Un
prince	Nc	PRINCE
qui	Pr	QUI
jadis	Rg	JADIS
témoin	Ag	TÉMOIN
de	S	DE
vos	Ds	VOTRE
combats	Nc	COMBAT
Vous	Nc	Vous
vit	Vvc	VIVRE|VOIR
chercher	Vvn	CHERCHER
la	Da	LE
gloire	Nc	GLOIRE
et	Cc	ET
la	Da	LE
mort	Nc	MORT
sur	S	SUR
ses	Ds	SON
pas	Nc	PAS
,	Fw	,
Et	Vvc	Et
de	S	DE
qui	Pr	QUI
la	Da	LE
valeur	Nc	VALEUR
par	S	PAR
vos	Ds	VOTRE
soins	Nc	SOIN
secondée	Ge	SECONDER
Mit	Vvc	METTRE
enfin	Rg	ENFIN
sous	S	SOUS
le	Da	LE
joug	Nc	JOUG
la	Da	LE
rebelle	Nc	REBELLE
Judée	Vvc	Judée
.	Fs	.
Il	Pp	IL
se	Pp	IL
souvient	Vvc	SOUVENIR
du	S+Da	DE+LE
jour	Nc	JOUR
illustre	Ag	ILLUSTRE
et	Cc	ET
douloureux	Ag	DOULOUREUX
Qui	Nc	Qui
décida	Vvc	DÉCIDER
du	S+Da	DE+LE
sort	Nc	SORT
d'	S	DE
un	Dn	UN
long	Ag	LONG
siège	Nc	SIÈGE
douteux	Ag	DOUTEUX
:	Fw	:
Sur	S	SUR
leur	Ds	LEUR
triple	Ag	TRIPLE
rempart	Nc	REMPART
les	Da	LE
ennemis	Nc	ENNEMI
tranquilles	Ag	TRANQUILLE
Contemplaient	Vvc	CONTEMPLER
sans	S	SANS
péril	Nc	PÉRIL
nos	Ds	NOTRE
assauts	Nc	ASSAUT
inutiles	Ag	INUTILE
,	Fw	,
Le	Vvc	Le
bélier	Nc	BÉLIER
impuissant	Ag	IMPUISSANT
les	Pp	ILS
menaçait	Vvc	MENACER
en	S	EN
vain	Ag	VAIN
.	Fs	.
Vous	Pp	VOUS
seul	Ag	SEUL
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
vous	Pp	VOUS
seul	Ag	SEUL
,	Fw	,
une	Dn	UN
échelle	Nc	ÉCHELLE
à	S	À
la	Da	LE
main	Nc	MAIN
,	Fw	,
Vous	Nc	Vous
portâtes	Vvc	PORTER
la	Da	LE
mort	Nc	MORT
jusque	S	JUSQUE
sur	S	SUR
leurs	Ds	LEUR
murailles	Nc	MURAILLE
.	Fs	.
Ce	Dd	CE
jour	Nc	JOUR
presque	Rg	PRESQUE
éclaira	Vvc	ÉCLAIRER
vos	Ds	VOTRE
propres	Ag	PROPRE
funérailles	Nc	FUNÉRAILLE
,	Fw	,
Titus	Nc	Titus
vous	Pp	VOUS
embrassa	Vvc	EMBRASSER
mourant	Ga	MOURIR
entre	S	ENTRE
mes	Ds	MON
bras	Nc	BRAS
,	Fw	,
Et	Vvc	Et
tout	Di	TOUT
le	Da	LE
camp	Nc	CAMP
vainqueur	Nc	VAINQUEUR
pleura	Vvc	PLEURER
votre	Ds	VOTRE
trépas	Nc	TRÉPAS
.	Fs	.
Voici	S	VOICI
le	Da	LE
temps	Nc	TEMPS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
où	Pr	OÙ
vous	Pp	VOUS
devez	Vvc	DEVOIR
attendre	Vvn	ATTENDRE
Le	Vvc	Le
fruit	Nc	FRUIT
de	S	DE
tant	Rg	TANT
de	S	DE
sang	Nc	SANG
qu'	Pr	QUE
ils	Pp	ILS
vous	Pp	VOUS
ont	Vuc	AVOIR
vu	Ge	VOIR
répandre	Vvn	RÉPANDRE
.	Fs	.
Si	Rg	SI
,	Fw	,
pressé	Ge	PRESSER
du	S+Da	DE+LE
désir	Nc	DÉSIR
de	S	DE
revoir	Vvn	REVOIR
vos	Ds	VOTRE
États	Nc	États
,	Fw	,
Vous	Nc	Vous
vous	Pp	VOUS
lassez	Vvc	LACER|LASSER
de	S	DE
vivre	Vvn	VIVRE
où	Pr	OÙ
vous	Pp	VOUS
ne	Rp	NE
régnez	Vvc	RÉGNER
pas	Rg	PAS
,	Fw	,
Faut-il	Vvc	Faut-il
que	Cs	QUE
sans	S	SANS
honneur	Nc	HONNEUR
l'	Pp	IL
Euphrate	Vvc	Euphrate
vous	Pp	VOUS
revoie	Vvc	REVOIR|RÊVER
?	Fs	?
Attendez	Vvc	ATTENDRE
pour	S	POUR
partir	Vvn	PARTIR
que	Cs	QUE
César	Nc	César
