Quoi	Pt	QUE|QUOI
éclate	Vvc	ÉCLATER
contre	S	CONTRE
moi	Pp	JE
Vous	Nc	Vous
ne	Rp	NE
savez	Vvc	SAVOIR
que	Rg	QUE
trop	Rg	TROP
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
voit	Vvc	VOIR
avec	S	AVEC
peine	Nc	PEINE
,	Fw	,
Dispenser	Vvn	DISPENSER
chaque	Di	CHAQUE
jour	Nc	JOUR
les	Da	LE
ordres	Nc	ORDRE
de	S	DE
la	Da	LE
Reine	Nc	REINE|ROI
.	Fs	.
Que	Cs	QUE
du	S+Da	DE+LE
rang	Nc	RANG
que	Pr	QUE
j'	Pp	JE
occupe	Vvc	OCCUPER
il	Pp	IL
cherche	Vvc	CHERCHER
à	S	À
m'	Pp	JE
éloigner	Vvn	ÉLOIGNER
.	Fs	.
Qu'	Cs	QUE
il	Pp	IL
impute	Vvc	IMPUTER
mon	Ds	MON
zèle	Nc	ZÈLE
à	S	À
la	Da	LE
soif	Nc	SOIF
de	S	DE
régner	Vvn	RÉGNER
:	Fw	:
Et	Cc	ET
que	Cs	QUE
de	S	DE
mes	Ds	MON
desseins	Nc	DESSEIN
il	Pp	IL
conçût	Vvc	CONCEVOIR
de	S	DE
l'	Da	LE
ombrage	Nc	OMBRAGE
,	Fw	,
Quand	Nc	Quand
de	S	DE
la	Da	LE
guerre	Nc	GUERRE
en	Pp	EN
Crète	Vvc	Crète
il	Pp	IL
fit	Vvc	FAIRE
l'	Da	LE
apprentissage	Nc	APPRENTISSAGE
.	Fs	.
Quelque	Di	QUELQUE
bruit	Nc	BRUIT
que	Cs	QUE
l'	Da	LE
envie	Nc	ENVIE
ait	Vuc	AVOIR
osé	Ge	OSER
publier	Vvn	PUBLIER
,	Fw	,
Ce	Vvc	Ce
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
suffit	Vvc	SUFFIRE
pour	S	POUR
me	Pp	JE
justifier	Vvn	JUSTIFIER
.	Fs	.
Si	Rg	SI
de	S	DE
l'	Da	LE
ambition	Nc	AMBITION
mon	Ds	MON
âme	Nc	ÂME
est	Vuc	ÊTRE
possédée	Ge	POSSÉDER
,	Fw	,
Sur	Nc	Sur
ma	Ds	MON
seule	Ag	SEUL
valeur	Nc	VALEUR
on	Pp	ON
sait	Vvc	SAVOIR
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
fondée	Ge	FONDER
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
sceptre	Nc	SCEPTRE
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
échapper	Vvn	ÉCHAPPER
de	S	DE
mes	Ds	MON
mains	Nc	MAIN
,	Fw	,
Tant	Vvc	Tant
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
pour	S	POUR
moi	Pp	JE
chez	S	CHEZ
nos	Ds	NOTRE
peuples	Nc	PEUPLE
voisins	Nc	VOISIN|VOISINS
:	Fw	:
Où	Vvc	Où
faisant	Ga	FAIRE
en	S	EN
tout	Di	TOUT
temps	Nc	TEMPS
une	Dn	UN
juste	Ag	JUSTE
conquête	Nc	CONQUÊTE
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
veux	Vvc	VOULOIR
que	Cs	QUE
mon	Ds	MON
bras	Nc	BRAS
pour	S	POUR
couronner	Vvn	COURONNER
ma	Ds	MON
tête	Nc	TÊTE
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
fort	Rg	FORT
aujourd'hui	Rg	AUJOURD'HUI
m'	Pp	JE
offre	Vvc	OFFRIR
un	Dn	UN
plus	Rg	PLUS
doux	Ag	DOUX
moyen	Nc	MOYEN
,	Fw	,
Pour	Nc	POUR
faire	Vvn	FAIRE
en	S	EN
même	Ag	MÊME
temps	Nc	TEMPS
son	Ds	SON
bonheur	Nc	BONHEUR
,	Fw	,
et	Cc	ET
le	Da	LE
mien	Ps	MIEN
.	Fs	.
Si	Cs	SI
je	Pp	JE
puis	Vvc	POUVOIR
m'	Pp	JE
élever	Vvn	ÉLEVER
au	S+Da	À+LE
trône	Nc	TRÔNE
d'	S	DE
Athalante	Ga	Athalante
,	Fw	,
Mon	Nc	Mon
départ	Vvc	DÉPARTIR
aussitôt	Rg	AUSSITÔT
remplira	Vvc	REMPLIR
son	Ds	SON
attente	Nc	ATTENTE
,	Fw	,
Madame	Nc	MADAME
;	Fw	;
et	Cc	ET
sans	S	SANS
regret	Nc	REGRET
je	Pp	JE
quitterai	Vvc	QUITTER
des	Dn	UN
lieux	Nc	LIEU|LIEUX
,	Fw	,
Où	Vvc	Où
toujours	Rg	TOUJOURS
mon	Ds	MON
aspect	Nc	ASPECT
lui	Pp	IL
blesserait	Vvc	BLESSER
les	Da	LE
yeux	Nc	OEIL|YEUX
.	Fs	.
Athalante	Ag	Athalante
,	Fw	,
à	S	À
l'	Da	LE
amour	Nc	AMOUR
a	Vuc	AVOIR
donc	Rg	DONC
soumis	Ge	SOUMETTRE
votre	Ds	VOTRE
âme	Nc	ÂME
;	Fw	;
Mais	Vvc	Mais
pour	S	POUR
vos	Ds	VOTRE
intérêts	Nc	INTÉRÊT
que	Pr	QUE
puis	Vvc	POUVOIR
-je	Nc	-je
?	Fs	?
Tout	Pi	TOUT
,	Fw	,
Madame	Nc	MADAME
.	Fs	.
Sa	Ds	SON
beauté	Nc	BEAUTÉ
,	Fw	,
je	Pp	JE
l'	Pp	IL
avoue	Vvc	AVOUER
,	Fw	,
et	Cc	ET
ses	Ds	SON
fameux	Ag	FAMEUX
exploits	Nc	EXPLOIT
Ont	Vvc	Ont
touché	Ge	TOUCHER
de	S	DE
mon	Ds	MON
coeur	Nc	CUR
les	Da	LE
sensibles	Ag	SENSIBLE
endroits	Nc	ENDROIT
:	Fw	:
Mais	Cc	MAIS
enfin	Rg	ENFIN
quelque	Di	QUELQUE
amour	Nc	AMOUR
qui	Pr	QUI
me	Pp	JE
parle	Vvc	PARLER
pour	S	POUR
elle	Pp	IL
,	Fw	,
Sa	Vvc	Sa
Couronne	Vvc	COURONNER
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
est	Vuc	ÊTRE
encore	Rg	ENCORE
plus	Rg	PLUS
belle	Ag	BEAU
.	Fs	.
Son	Ds	SON
serment	Nc	SERMENT
dégagé	Ge	DÉGAGER
de	S	DE
n'	Rp	NE
être	Vun	ÊTRE
qu'	Rg	QUE
au	S+Da	À+LE
vainqueur	Nc	VAINQUEUR
,	Fw	,
La	Vvc	La
laisse	Vvc	LAISSER
en	S	EN
liberté	Nc	LIBERTÉ
de	S	DE
faire	Vvn	FAIRE
mon	Ds	MON
bonheur	Nc	BONHEUR
.	Fs	.
Tâchez	Vvc	Tâchez
de	S	DE
l'	Pp	IL
arrêter	Vvn	ARRÊTER
:	Fw	:
et	Cc	ET
de	S	DE
votre	Ds	VOTRE
hyménée	Nc	HYMÉNÉE
Faites	Vvc	FAIRE
que	Cs	QUE
sa	Ds	SON
présence	Nc	PRÉSENCE
honore	Vvc	HONORER
la	Da	LE
journée	Nc	JOURNÉE
.	Fs	.
Nos	Ds	NOTRE
respects	Nc	RESPECT
appuyez	Vvc	APPUYER
de	S	DE
la	Da	LE
commune	Ag	COMMUN
voix	Nc	VOIX
,	Fw	,
Peut-être	Vvc	Peut-être
en	S	EN
ma	Ds	MON
faveur	Nc	FAVEUR
sauront	Vvc	SAVOIR
fixer	Vvn	FIXER
son	Ds	SON
choix	Nc	CHOIX
.	Fs	.
Pour	S	POUR
nous	Pp	NOUS
placer	Vvn	PLACER
au	S+Da	À+LE
Trône	Nc	Trône
agissons	Vvc	AGIR
l'	Da	LE
un	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
:	Fw	:
Élevez	Vvc	Élevez
mon	Ds	MON
destin	Nc	DESTIN
,	Fw	,
j'	Pp	JE
élèverai	Vvc	ÉLEVER
le	Da	LE
vôtre	As#Ps	VÔTRE
.	Fs	.
Au	S+Da	À+LE
Temple	Nc	TEMPLE
où	Pr	OÙ
de	S	DE
vos	Ds	VOTRE
foins	Nc	FOIN
j'	Pp	JE
attendrai	Vvc	ATTENDRE
les	Da	LE
effets	Nc	EFFET
,	Fw	,
Je	Vvc	Je
vais	Vvc	ALLER
de	S	DE
votre	Ds	VOTRE
hymen	Nc	HYMEN
commencer	Vvn	COMMENCER
les	Da	LE
apprêts	Nc	APPRÊT|APPRÊTS
.	Fs	.
Allez	I	ALLEZ
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
mes	Ds	MON
soins	Nc	SOIN
rempliront	Vvc	REMPLIR
votre	Ds	VOTRE
attente	Nc	ATTENTE
.	Fs	.
Reposez	Vvc	REPOSER
-vous	Nc	-vous
sur	S	SUR
moi	Pp	JE
,	Fw	,
je	Pp	JE
vais	Vvc	ALLER
voir	Vvn	VOIR
Athalante	Ga	Athalante
;	Fw	;
Où	Vvc	Où
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
par	S	PAR
l'	Da	LE
espoir	Nc	ESPOIR
dont	Pr	DONT
vous	Pp	VOUS
flattez	Vvc	FLATTER
mes	Ds	MON
voeux	Nc	VU
,	Fw	,
Ne	Vvc	Ne
sera	Vuc	ÊTRE
point	Rg	POINT
content	Ag	CONTENT
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
n'	Rp	NE
êtes	Vuc	ÊTRE
heureux	Ag	HEUREUX
.	Fs	.
Il	Pp	IL
femble	Nc	femble
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
jour	Nc	JOUR
la	Da	LE
fortune	Nc	FORTUNE
propice	Ag	PROPICE
,	Fw	,
Ait	Vvc	Ait
de	S	DE
mes	Ds	MON
ennemis	Nc	ENNEMI
confondu	Ge	CONFONDRE
l'	Da	LE
injustice	Nc	INJUSTICE
.	Fs	.
Plexippe	Nc	Plexippe
est	Vuc	ÊTRE
un	Dn	UN
esprit	Nc	ESPRIT
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
ménager	Ag	MÉNAGER
.	Fs	.
Retenons	Vvc	RETENIR
Athalante	Ga	Athalante
afin	S	AFIN
de	S	DE
l'	Pp	IL
obliger	Vvn	OBLIGER
.	Fs	.
Mais	Cc	MAIS
ne	Rp	NE
m'	Pp	JE
aveuglons	Vvc	AVEUGLER
point	Rg	POINT
par	S	PAR
trop	Rg	TROP
de	S	DE
confiance	Nc	CONFIANCE
.	Fs	.
Un	Dn	UN
bonheur	Nc	BONHEUR
est	Vuc	ÊTRE
mal	Rg	MAL
sûr	Rg	SÛR
fondé	Ge	FONDER
sur	S	SUR
l'	Da	LE
apparence	Nc	APPARENCE
.	Fs	.
Commençons	Vvc	Commençons
par	S	PAR
la	Da	LE
Reine	Nc	REINE|ROI
;	Fw	;
allons	Vvc	ALLER
sans	S	SANS
différer	Vvn	DIFFÉRER
,	Fw	,
M'	Vvc	M'
assurer	Vvn	ASSURER
du	S+Da	DE+LE
dépôt	Nc	DÉPÔT
qu'	Pr	QUE
elle	Pp	IL
veut	Vvc	VOULOIR
me	Pp	JE
livrer	Vvn	LIVRER
.	Fs	.
A-t	Ag	A-t
-on	Nc	-on
tout	Rg	TOUT
préparé	Ge	PRÉPARER
?	Fs	?
Partirons-nous	Vvc	Partirons-nous
Élise	Nc	Élise
?	Fs	?
Tout	Pi	TOUT
est	Vuc	ÊTRE
prêt	Ag	PRÊT
:	Fw	:
Mais	Cc	MAIS
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
excusez	Vvc	EXCUSER
ma	Ds	MON
surprise	Nc	SURPRISE
:	Fw	:
Pourquoi	Rt	POURQUOI
vous	Pp	VOUS
éloigner	Vvn	ÉLOIGNER
d'	S	DE
une	Dn	UN
pompeuse	Ag	POMPEUX
Cour	Nc	COUR
,	Fw	,
Où	Vvc	Où
la	Da	LE
paix	Nc	PAIX
et	Cc	ET
les	Da	LE
jeux	Nc	JEU
vont	Vvc	ALLER
être	Vun	ÊTRE
de	S	DE
retour	Nc	RETOUR
:	Fw	:
Tout	Rg	TOUT
vous	Pp	VOUS
rit	Vvc	RIRE
:	Fw	:
tous	Di	TOUT
les	Da	LE
coeurs	Nc	CUR
ne	Rp	NE
cherchent	Vvc	CHERCHER
qu'	Rg	QUE
à	S	À
vous	Pp	VOUS
plaire	Vvn	PLAIRE
:	Fw	:
Ainsi	Rg	AINSI
que	Cs	QUE
vos	Ds	VOTRE
États	Nc	États
,	Fw	,
Calidon	Nc	Calidon
vous	Pp	VOUS
révère	Vvc	RÉVÉRER
.	Fs	.
Vous	Pp	VOUS
faites	Vvc	FAIRE
de	S	DE
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
le	Da	LE
plus	Rg	PLUS
bel	Ag	BEAU
ornement	Nc	ORNEMENT
.	Fs	.
Qu'	Cs	QUE
y	Pp	Y
ferez	Vvc	FAIRE|FERRER
-vous	Nc	-vous
penser	Vvn	PENSER
de	S	DE
votre	Ds	VOTRE
éloignement	Nc	ÉLOIGNEMENT
?	Fs	?
Le	Da	LE
dessein	Nc	DESSEIN
en	Pp	EN
est	Vuc	ÊTRE
pris	Ge	PRENDRE
:	Fw	:
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
partir	Vvn	PARTIR
.	Fs	.
Madame	Nc	MADAME
;	Fw	;
Me	Vvc	Me
serait-il	Nc	serait-il
permis	Ge	PERMETTRE
de	S	DE
lire	Vvn	LIRE
dans	S	DANS
votre	Ds	VOTRE
âme	Nc	ÂME
?	Fs	?
Dans	S	DANS
un	Dn	UN
jour	Nc	JOUR
de	S	DE
triomphe	Nc	TRIOMPHE
,	Fw	,
est-il	Ag	est-il
quelque	Di	QUELQUE
malheur	Nc	MALHEUR
,	Fw	,
Qui	Vvc	Qui
puisse	Vvc	POUVOIR
de	S	DE
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
obscurcir	Vvn	OBSCURCIR
la	Da	LE
splendeur	Nc	SPLENDEUR
?	Fs	?
Vous	Pp	VOUS
possédez	Vvc	POSSÉDER
des	Dn	UN
Grecs	Nc	GREC
les	Da	LE
plus	Rg	PLUS
vastes	Ag	VASTE
Provinces	Nc	PROVINCE
.	Fs	.
Vous	Pp	VOUS
rangez	Vvc	RANGER
sous	S	SOUS
vos	Ds	VOTRE
lois	Nc	LOI
tous	Di	TOUT
ses	Ds	SON
Rois	Vvc	Rois
,	Fw	,
tous	Di	TOUT
ses	Ds	SON
Princes	Nc	PRINCE
.	Fs	.
Mille	Nc	MILLE
exploits	Nc	EXPLOIT
éclatants	Ga	ÉCLATER
consacrent	Vvc	CONSACRER
votre	Ds	VOTRE
nom	Nc	NOM
:	Fw	:
Et	Cc	ET
ce	Dd	CE
bras	Nc	BRAS
a	Vuc	AVOIR
rendu	Ge	RENDRE
le	Da	LE
calme	Nc	CALME
à	S	À
Calydon	Nc	Calydon
,	Fw	,
Lorsqu'	Vvc	Lorsqu'
il	Pp	IL
a	Vuc	AVOIR
commencé	Ge	COMMENCER
la	Da	LE
célèbre	Ag	CÉLÈBRE
victoire	Nc	VICTOIRE
,	Fw	,
Qui	Vvc	Qui
fait	Ge	FAIRE
monter	Vvn	MONTER
son	Ds	SON
Prince	Nc	PRINCE
au	S+Da	À+LE
faîte	Nc	FAÎTE
de	S	DE
la	Da	LE
gloire	Nc	GLOIRE
.	Fs	.
Ah	I	AH
!	Fs	!
Ne	Rp	NE
rappelle	Vvc	RAPPELER
point	Rg	POINT
un	Dn	UN
fatal	Ag	FATAL
souvenir	Nc	SOUVENIR
,	Fw	,
Qu'	Vvc	Qu'
en	S	EN
vain	Ag	VAIN
de	S	DE
mon	Ds	MON
esprit	Nc	ESPRIT
je	Pp	JE
tâche	Vvc	TÂCHER
de	S	DE
bannir	Vvn	BANNIR
.	Fs	.
Vais	Vvc	ALLER
-je	Vvc	-je
voir	Vvn	VOIR
sans	S	SANS
rougir	Vvn	ROUGIR
de	S	DE
honte	Nc	HONTE
,	Fw	,
et	Cc	ET
de	S	DE
colère	Nc	COLÈRE
,	Fw	,
Triompher	Nc	TRIOMPHER
à	S	À
ma	Ds	MON
vue	Nc	VUE
un	Dn	UN
jeune	Ag	JEUNE
téméraire	Nc	TÉMÉRAIRE
,	Fw	,
Qui	Vvc	Qui
m'	Pp	JE
a	Vuc	AVOIR
presque	Rg	PRESQUE
arraché	Ge	ARRACHER
la	Da	LE
victoire	Nc	VICTOIRE
des	S+Da	DE+LE|DE+LES
mains	Nc	MAIN
?	Fs	?
Ah	I	AH
!	Fs	!
C'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
fait	Ge	FAIRE
:	Fw	:
Partons	Vvc	PARTIR
,	Fw	,
évitons	Vvc	ÉVITER
des	Dn	UN
chagrins	Ag	CHAGRIN
...	Fs	...
Mais	Vvc	Mais
songez	Vvc	SONGER
que	Cs	QUE
sans	S	SANS
lui	Pp	IL
,	Fw	,
dans	S	DANS
ce	Dd	CE
jour	Nc	JOUR
plein	Ag	PLEIN
de	S	DE
gloire	Nc	GLOIRE
,	Fw	,
Votre	Nc	Votre
sang	Nc	SANG
eût	Vuc	AVOIR
payé	Ge	PAYER
cette	Dd	CE
illustre	Ag	ILLUSTRE
victoire	Nc	VICTOIRE
.	Fs	.
Quel	Dt	QUEL
Dieu	Nc	DIEU
,	Fw	,
quel	Dt	QUEL
autre	Ag	AUTRE
bras	Nc	BRAS
vint	Vvc	VENIR
à	S	À
votre	Ds	VOTRE
secours	Nc	SECOURS
,	Fw	,
Quand	Nc	Quand
le	Pp	IL
Monstre	Vvc	MONTRER
en	S	EN
fureur	Nc	FUREUR
s'	Pp	SE
armait	Vvc	ARMER
contre	S	CONTRE
vos	Ds	VOTRE
jours	Nc	JOUR|JOURS
?	Fs	?
Avec	S	AVEC
quelle	Dt	QUEL
valeur	Nc	VALEUR
il	Pp	IL
courut	Vvc	COURIR
vous	Pp	VOUS
défendre	Vvn	DÉFENDRE
:	Fw	:
Je	Pp	JE
tremblai	Vvc	TREMBLER
de	S	DE
le	Pp	IL
voir	Vvn	VOIR
dans	S	DANS
un	Dn	UN
âge	Nc	ÂGE
si	Rg	SI
tendre	Ag	TENDRE
.	Fs	.
Et	Cc	ET
quand	Cs	QUAND
il	Pp	IL
fit	Vvc	FAIRE
tomber	Vvn	TOMBER
le	Da	LE
Monstre	Nc	MONSTRE
sous	S	SOUS
ses	Ds	SON
coups	Nc	COUP
,	Fw	,
Mes	Vvc	Mes
voeux	Nc	VU
,	Fw	,
je	Pp	JE
l'	Pp	IL
avouerai	Vvc	AVOUER
,	Fw	,
n'	Rp	NE
étaient	Vuc	ÊTRE
pas	Rg	PAS
tous	Pi	TOUT
pour	S	POUR
vous	Pp	VOUS
.	Fs	.
Hé	Vvc	Hé
par	S	PAR
quel	Dt	QUEL
droit	Nc	DROIT
du	S+Da	DE+LE
Monstre	Nc	MONSTRE
arrêtant	Ga	ARRÊTER
la	Da	LE
furie	Nc	FURIE
,	Fw	,
Faut-il	Vvc	Faut-il
que	Cs	QUE
malgré	S	MALGRÉ
moi	Pp	JE
je	Pp	JE
lui	Pp	IL
doive	Vvc	DEVOIR
la	Da	LE
vie	Nc	VIE
?	Fs	?
Pourquoi	Rt	POURQUOI
sans	S	SANS
mon	Ds	MON
aveu	Nc	AVEU
me	Pp	JE
vint-il	Vvc	vint-il
secourir	Vvn	SECOURIR
?	Fs	?
Que	Pt	QUE
ne	Rp	NE
me	Pp	JE
laissait-il	Vvc	laissait-il
triompher	Vvn	TRIOMPHER
,	Fw	,
ou	Cc	OU
périr	Vvn	PÉRIR
?	Fs	?
Quoi	Pt	QUE|QUOI
,	Fw	,
ce	Dd	CE
Prince	Nc	PRINCE
charmant	Ga	CHARMER
que	Cs	QUE
partout	Rg	PARTOUT
on	Pp	ON
admire	Vvc	ADMIRER
,	Fw	,
Qui	Vvc	Qui
bientôt	Rg	BIENTÔT
sous	S	SOUS
ces	Dd	CE
lois	Nc	LOI
va	Vvc	ALLER
venger	Vvn	VENGER
cet	Dd	CE
Empire	Nc	EMPIRE
,	Fw	,
Qu'	Vvc	Qu'
au	S+Da	À+LE
sortir	Vvn	SORTIR
de	S	DE
l'	Da	LE
enfance	Nc	ENFANCE
on	Pp	ON
a	Vuc	AVOIR
vu	Ge	VOIR
deux	Nc	DEUX
fois	Nc	FOI|FOIS
,	Fw	,
Des	Vvc	Des
plus	Rg	PLUS
vaillants	Ag	VAILLANT
guerriers	Nc	GUERRIER
surpasser	Vvn	SURPASSER
les	Da	LE
exploits	Nc	EXPLOIT
:	Fw	:
Par	S	PAR
quelle	Dt	QUEL
offense	Nc	OFFENSE|OFFENSÉ
,	Fw	,
ô	I	OH
Ciel	Ag	Ciel
!	Fs	!
D'	S	DE
une	Dn	UN
si	Rg	SI
belle	Ag	BEAU
reine	Nc	REINE|ROI
,	Fw	,
A-t-il	Ga	A-t-il
pu	Ge	POUVOIR
s'	Pp	SE
attirer	Vvn	ATTIRER
une	Dn	UN
si	Rg	SI
forte	Ag	FORT
haine	Nc	HAINE
?	Fs	?
Que	Cs	QUE
le	Pp	IL
Ciel	Vvc	Ciel
des	Dn	UN
mortels	Nc	MORTEL
confond	Vvc	CONFONDRE
la	Da	LE
vanité	Nc	VANITÉ
:	Fw	:
Et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
me	Pp	JE
punit	Vvc	PUNIR
bien	Rg	BIEN
de	S	DE
mon	Ds	MON
trop	Rg	TROP
de	S	DE
fierté	Nc	FIERTÉ
!	Fs	!
Contrainte	Nc	CONTRAINTE
par	S	PAR
mon	Ds	MON
peuple	Nc	PEUPLE
à	S	À
lui	Pp	IL
donner	Vvn	DONNER
un	Dn	UN
maître	Nc	MAÎTRE
,	Fw	,
Je	Vvc	Je
crus	Ge	CROIRE|CROÎTRE
qu'	Cs	QUE
aucun	Di	AUCUN
mortel	Ag	MORTEL
n'	Rp	NE
était	Vuc	ÊTRE
digne	Ag	DIGNE
de	S	DE
l'	Pp	IL
être	Vun	ÊTRE
:	Fw	:
Je	Pp	JE
promis	Vvc	PROMETTRE
au	S+Da	À+LE
vainqueur	Nc	VAINQUEUR
mon	Ds	MON
Empire	Nc	EMPIRE
,	Fw	,
et	Cc	ET
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
Croyant	Ga	CROIRE
que	Cs	QUE
la	Da	LE
victoire	Nc	VICTOIRE
était	Vuc	ÊTRE
sûre	Ag	SÛR
pour	S	POUR
moi	Pp	JE
;	Fw	;
Moi	Vvc	Moi
,	Fw	,
qui	Pr	QUI
dans	S	DANS
les	Da	LE
forêts	Nc	FORÊT
signalant	Ga	SIGNALER
mon	Ds	MON
courage	Nc	COURAGE
,	Fw	,
De	Vvc	De
l'	Da	LE
arc	Nc	ARC
,	Fw	,
des	S+Da	DE+LE|DE+LES
javelots	Nc	JAVELOT
ai	Vuc	AVOIR
fait	Ge	FAIRE
un	Dn	UN
long	Ag	LONG
usage	Nc	USAGE
.	Fs	.
Moi	Pp	JE
,	Fw	,
fille	Nc	FILLE
de	S	DE
Jason	Nc	Jason
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
voyait	Vvc	VOIR
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
Attaquer	Nc	ATTAQUER
des	S+Da	DE+LE|DE+LES
lions	Nc	LION
;	Fw	;
et	Cc	ET
combattre	Vvn	COMBATTRE
des	Dn	UN
ours	Nc	OURS
,	Fw	,
Vains	Ag	VAIN
projets	Nc	PROJET
!	Fs	!
Vain	Ag	VAIN
espoir	Nc	ESPOIR
dont	Pr	DONT
je	Pp	JE
m'	Pp	JE
étais	Vuc	ÊTRE
flattée	Ge	FLATTER
!	Fs	!
Dans	S	DANS
quel	Dt	QUEL
gouffre	Nc	GOUFFRE
d'	S	DE
ennuis	Nc	ENNUI
m'	Pp	JE
as	Vuc	AVOIR
-tu	Ge	-tu
précipitée	Ge	PRÉCIPITER
!	Fs	!
Parmi	S	PARMI
tant	Rg	TANT
de	S	DE
héros	Nc	HÉROS
,	Fw	,
digne	Ag	DIGNE
race	Nc	RACE
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
Le	Vvc	Le
sort	Nc	SORT
fait	Vvc	FAIRE
triompher	Vvn	TRIOMPHER
un	Dn	UN
jeune	Ag	JEUNE
audacieux	Nc	AUDACIEUX
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
se	Pp	IL
souvient	Vvc	SOUVENIR
pas	Rg	PAS
dans	S	DANS
sa	Ds	SON
nouvelle	Ag	NOUVEAU
gloire	Nc	GLOIRE
,	Fw	,
Qu'	Vvc	Qu'
Athalante	Ag	Athalante
est	Vuc	ÊTRE
ici	Rg	ICI
le	Da	LE
prix	Nc	PRIX
de	S	DE
sa	Ds	SON
victoire	Nc	VICTOIRE
.	Fs	.
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
que	Cs	QUE
le	Da	LE
sort	Nc	SORT
assurant	Ga	ASSURER
vos	Ds	VOTRE
plaisirs	Nc	PLAISIR
,	Fw	,
Vous	Nc	Vous
affranchit	Vvc	AFFRANCHIR
d'	S	DE
un	Dn	UN
joug	Nc	JOUG
contraire	Ag	CONTRAIRE
à	S	À
vos	Ds	VOTRE
désirs	Nc	DÉSIR
;	Fw	;
Et	Vvc	Et
si	Rg	SI
par	S	PAR
le	Da	LE
vainqueur	Nc	VAINQUEUR
vous	Pp	VOUS
êtes	Vuc	ÊTRE
négligée	Ge	NÉGLIGER
,	Fw	,
Du	Vvc	Du
moins	Rg	MOINS
de	S	DE
vos	Ds	VOTRE
serments	Nc	SERMENT
vous	Pp	VOUS
êtes	Vuc	ÊTRE
dégagée	Ge	DÉGAGER
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
un	Dn	UN
bonheur	Nc	BONHEUR
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
un	Dn	UN
mépris	Nc	MÉPRIS
.	Fs	.
Que	Cs	QUE
cet	Dd	CE
esprit	Nc	ESPRIT
farouche	Ag	FAROUCHE
en	Pp	EN
ignore	Vvc	IGNORER
le	Da	LE
prix	Nc	PRIX
.	Fs	.
Ô	Vvc	Ô
bonheur	Nc	BONHEUR
!	Fs	!
Qui	Pr	QUI
pour	S	POUR
moi	Pp	JE
n'	Rp	NE
a	Vuc	AVOIR
rien	Pi	RIEN
que	Cs	QUE
de	S	DE
funeste	Ag	FUNESTE
.	Fs	.
Mon	Ds	MON
trouble	Nc	TROUBLE
t'	Pp	TU
en	Pp	EN
dit	Vvc	DIRE
trop	Rg	TROP
pour	S	POUR
te	Pp	TU
cacher	Vvn	CACHER
le	Da	LE
reste	Nc	RESTE
,	Fw	,
Laisse	Vvc	LAISSER
,	Fw	,
laisse	Vvc	LAISSER
-moi	Vvc	-moi
fuir	Vvn	FUIR
un	Dn	UN
superbe	Ag	SUPERBE
vainqueur	Nc	VAINQUEUR
,	Fw	,
Par	Nc	PAR
qui	Pr	QUI
sur	S	SUR
moi	Pp	JE
le	Da	LE
sort	Nc	SORT
épuise	Vvc	ÉPUISER
sa	Ds	SON
rigueur	Nc	RIGUEUR
.	Fs	.
Élise	Nc	Élise
tu	Pp	TU
me	Pp	JE
vois	Vvc	ALLER|VOIR
interdite	Ge	INTERDIRE
et	Cc	ET
tremblante	Ga	TREMBLER
.	Fs	.
Ne	Rp	NE
cherche	Vvc	CHERCHER
plus	Rg	PLUS
en	S	EN
moi	Pp	JE
cette	Dd	CE
fière	Ag	FIER
Athalante	Nc	Athalante
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
voyait	Vvc	VOIR
si	Rg	SI
