Oui	Rg	OUI
nous	Pp	NOUS
un	Dn	UN
Roi	Nc	ROI
précipité	Ge	PRÉCIPITER
D'	Nc	D'
un	Dn	UN
trône	Nc	TRÔNE
si	Rg	SI
superbe	Ag	SUPERBE
à	S	À
la	Da	LE
mendicité	Nc	MENDICITÉ
?	Fs	?
Verrons-nous	V	VOIR
ce	Dd	CE
héros	Nc	HÉROS
plus	Rg	PLUS
craint	Vvc	CRAINDRE
que	Cs	QUE
le	Da	LE
tonnerre	Nc	TONNERRE
,	Fw	,
Le	Vvc	Le
favori	Ag	FAVORI
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
et	Cc	ET
le	Da	LE
Dieu	Nc	DIEU
de	S	DE
la	Da	LE
terre	Nc	TERRE
,	Fw	,
Le	Vvc	Le
sang	Nc	SANG
de	S	DE
tant	Rg	TANT
de	S	DE
Rois	Vvc	Rois
,	Fw	,
et	Cc	ET
de	S	DE
vos	Ds	VOTRE
Fondateurs	Nc	FONDATEUR
,	Fw	,
Tout	Vvc	Tout
seul	Ag	SEUL
abandonné	Ge	ABANDONNER
de	S	DE
ses	Ds	SON
adorateurs	Nc	ADORATEUR
,	Fw	,
Profanant	Ga	PROFANER
malgré	S	MALGRÉ
lui	Pp	IL
sa	Ds	SON
majesté	Nc	MAJESTÉ
de	S	DE
Prince	Nc	PRINCE
,	Fw	,
Mendier	Nc	MENDIER
du	S+Da	DE+LE
secours	Nc	SECOURS
,	Fw	,
de	S	DE
Province	Nc	PROVINCE
en	Pp	EN
Province	Vvc	Province
?	Fs	?
Et	Cc	ET
peut-être	Rg	PEUT-ÊTRE
privé	Ge	PRIVER
d'	S	DE
un	Dn	UN
si	Rg	SI
honteux	Ag	HONTEUX
secours	Nc	SECOURS
,	Fw	,
Consommer	Nc	CONSOMMER
lentement	Rg	LENTEMENT
le	Da	LE
reste	Nc	RESTE
de	S	DE
ses	Ds	SON
jours	Nc	JOUR|JOURS
.	Fs	.
Romains	Nc	ROMAIN
si	Cs	SI
vos	Ds	VOTRE
rigueurs	Nc	RIGUEUR
qui	Pr	QUI
vont	Vvc	ALLER
jusqu'	S	JUSQUE
à	S	À
l'	Da	LE
extrême	Ag	EXTRÊME
,	Fw	,
Refusent	Vvc	REFUSER
à	S	À
ce	Dd	CE
Roi	Nc	ROI
jusqu'	S	JUSQUE
à	S	À
la	Da	LE
pitié	Nc	PITIÉ
même	Ag	MÊME
,	Fw	,
Ma	Vvc	Ma
mort	Nc	MORT
qui	Pr	QUI
préviendra	Vvc	PRÉVENIR
ses	Ds	SON
suprêmes	Ag	SUPRÊME
malheurs	Nc	MALHEUR
,	Fw	,
Armera	Vvc	ARMER
mes	Ds	MON
amis	Nc	AMI
,	Fw	,
et	Cc	ET
touchera	Vvc	TOUCHER
vos	Ds	VOTRE
coeurs	Nc	CUR
.	Fs	.
Ceux	Pd	CELUI
à	S	À
qui	Pr	QUI
vous	Pp	VOUS
parlez	Vvc	PARLER
,	Fw	,
ne	Rp	NE
sont	Vuc	ÊTRE
pas	Rg	PAS
inflexibles	Ag	INFLEXIBLE
,	Fw	,
Nos	Nc	NÔ
coeurs	Nc	CUR
pour	S	POUR
les	Da	LE
Tarquins	Nc	Tarquins
ne	Rp	NE
sont	Vuc	ÊTRE
que	Rg	QUE
trop	Rg	TROP
sensibles	Ag	SENSIBLE
.	Fs	.
Et	Cc	ET
notre	Ds	NOTRE
déplaisir	Nc	DÉPLAISIR
s'	Pp	SE
accroît	Vvc	ACCROÎTRE
de	S	DE
la	Da	LE
moitié	Nc	MOITIÉ
,	Fw	,
De	Vvc	De
n'	Rp	NE
avoir	Vun	AVOIR
pour	S	POUR
leurs	Ds	LEUR
maux	Nc	MAL
qu'	Cs	QUE
une	Dn	UN
vaine	Ag	VAIN
pitié	Nc	PITIÉ
.	Fs	.
Car	Cc	CAR
quoi	Pt	QUE|QUOI
qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
nouveau	Ag	NOUVEAU
que	Cs	QUE
les	Da	LE
enfants	Nc	ENFANT
de	S	DE
Brute	Vvc	Brute
,	Fw	,
Travaillent	Vvc	TRAVAILLER
pour	S	POUR
Tarquin	Nc	Tarquin
et	Cc	ET
relèvent	Vvc	RELEVER
sa	Ds	SON
chute	Nc	CHUTE
:	Fw	:
Et	Cc	ET
que	Cs	QUE
voyant	Ga	VOIR
en	Pp	EN
Brute	Vvc	Brute
une	Dn	UN
main	Nc	MAIN
qui	Pr	QUI
les	Pp	ILS
perd	Vvc	PERDRE
,	Fw	,
On	Vvc	On
rencontre	Nc	RENCONTRE
en	S	EN
ses	Ds	SON
fils	Nc	FIL|FILS
une	Dn	UN
autre	Pi	AUTRE
qui	Pr	QUI
les	Pp	ILS
sert	Vvc	SERVIR
,	Fw	,
Toutefois	Vvc	Toutefois
pour	S	POUR
son	Ds	SON
bien	Nc	BIEN
et	Cc	ET
pour	S	POUR
vous	Pp	VOUS
satisfaire	Vvn	SATISFAIRE
,	Fw	,
Les	Vvc	Les
fils	Nc	FIL|FILS
ont	Vuc	AVOIR
combattu	Ge	COMBATTRE
les	Da	LE
sentiments	Nc	SENTIMENT
d'	S	DE
un	Dn	UN
Père	Nc	Père
;	Fw	;
Mais	Vvc	Mais
qui	Pr	QUI
peut	Vvc	POUVOIR
résister	Vvn	RÉSISTER
aux	S+Da	À+LES
traits	Nc	TRAIT|TRAITS
de	S	DE
sa	Ds	SON
fureur	Nc	FUREUR
,	Fw	,
Si	Vvc	Si
le	Da	LE
seul	Ag	SEUL
nom	Nc	NOM
de	S	DE
Roi	Nc	ROI
lui	Pp	IL
donne	Vvc	DONNER
tant	Rg	TANT
d'	S	DE
horreur	Nc	HORREUR
?	Fs	?
Nous	Pp	NOUS
avons	Vuc	AVOIR
reconnu	Ge	RECONNAÎTRE
jusqu'	S	JUSQUE
où	Pr	OÙ
va	Vvc	ALLER
cette	Dd	CE
haine	Nc	HAINE
.	Fs	.
Ce	Dd	CE
grand	Ag	GRAND
adorateur	Nc	ADORATEUR
de	S	DE
la	Da	LE
vertu	Nc	VERTU
romaine	Ag	ROMAIN
,	Fw	,
S'	Vvc	S'
arracherait	Vvc	ARRACHER
le	Da	LE
coeur	Nc	CUR
s'	Pp	SE
il	Pp	IL
avait	Vuc	AVOIR
consenti	Ge	CONSENTIR
A	Vvc	A
servir	Vvn	SERVIR
un	Dn	UN
tyran	Nc	TYRAN
et	Cc	ET
prendre	Vvn	PRENDRE
son	Ds	SON
parti	Nc	PARTI
,	Fw	,
Voila	Vvc	VOILER
de	S	DE
sa	Ds	SON
vertu	Nc	VERTU
l'	Da	LE
illustre	Ag	ILLUSTRE
caractère	Nc	CARACTÈRE
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
pour	S	POUR
confirmer	Vvn	CONFIRMER
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
a	Vuc	AVOIR
dit	Ge	DIRE
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
ce	Pd	CE
qu'	Pr	QUE
ont	Vuc	AVOIR
d'	S	DE
horreur	Nc	HORREUR
les	Da	LE
plus	Rg	PLUS
noirs	Ag	NOIR
assassins	Nc	ASSASSIN
,	Fw	,
Brute	Vvc	Brute
le	Pp	IL
trouve	Vvc	TROUVER
tout	Pi	TOUT
au	S+Da	À+LE
seul	Ag	SEUL
nom	Nc	NOM
des	S+Da	DE+LE|DE+LES
Tarquins	Nc	Tarquins
;	Fw	;
Apprenez	Vvc	APPRENDRE
,	Fw	,
qu'	Cs	QUE
aussitôt	Rg	AUSSITÔT
que	Cs	QUE
l'	Da	LE
ardeur	Nc	ARDEUR
de	S	DE
mon	Ds	MON
zèle	Nc	ZÈLE
Eût	Vvc	Eût
parlé	Ge	PARLER
pour	S	POUR
Tarquin	Nc	Tarquin
et	Cc	ET
fait	Ge	FAIRE
Rome	Vvc	Rome
infidèle	Ag	INFIDÈLE
,	Fw	,
Son	Nc	SON
austère	Ag	AUSTÈRE
vertu	Nc	VERTU
par	S	PAR
un	Dn	UN
dépit	Nc	DÉPIT
soudain	Rg	SOUDAIN
,	Fw	,
Interrompt	Vvc	INTERROMPRE
mon	Ds	MON
discours	Nc	DISCOURS
et	Cc	ET
blâme	Vvc	BLÂMER
mon	Ds	MON
dessein	Nc	DESSEIN
:	Fw	:
Quoi	Pr	QUE|QUOI
,	Fw	,
dit-il	Vvc	dit-il
,	Fw	,
mes	Ds	MON
enfants	Nc	ENFANT
osent	Vvc	OSER
accuser	Vvn	ACCUSER
Rome	Vvc	Rome
?	Fs	?
Mes	Ds	MON
enfants	Nc	ENFANT
ont	Vuc	AVOIR
parlé	Ge	PARLER
pour	S	POUR
un	Dn	UN
si	Rg	SI
méchant	Ag	MÉCHANT
homme	Nc	HOMME
?	Fs	?
Me	Pp	JE
forcent	Vvc	FORCER
-ils	Vvn	-ils
d'	S	DE
aimer	Vvn	AIMER
le	Da	LE
tyran	Nc	TYRAN
des	S+Da	DE+LE|DE+LES
Romains	Nc	ROMAIN
,	Fw	,
Et	Vvc	Et
d'	S	DE
élever	Vvn	ÉLEVER
son	Ds	SON
trône	Nc	TRÔNE
avec	S	AVEC
mes	Ds	MON
propres	Ag	PROPRE
mains	Nc	MAIN
?	Fs	?
Trouvez	Vvc	TROUVER
-vous	Nc	-vous
la	Da	LE
pitié	Nc	PITIÉ
d'	S	DE
un	Dn	UN
si	Rg	SI
facile	Ag	FACILE
usage	Nc	USAGE
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
servir	Vvn	SERVIR
qu'	Cs	QUE
à	S	À
son	Ds	SON
désavantage	Nc	DÉSAVANTAGE
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
fait	Vvc	FAIRE
des	Dn	UN
présents	Nc	PRÉSENT
que	Cs	QUE
pour	S	POUR
s'	Pp	SE
empoisonner	Vvn	EMPOISONNER
,	Fw	,
Qui	Vvc	Qui
presse	Vvc	PRESSER
l'	Da	LE
instrument	Nc	INSTRUMENT
pour	S	POUR
nous	Pp	NOUS
assassiner	Vvn	ASSASSINER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
piquant	Ga	PIQUER
nos	Ds	NOTRE
coeurs	Nc	CUR
d'	S	DE
une	Dn	UN
fausse	Ag	FAUX
clémence	Nc	CLÉMENCE
,	Fw	,
Enrichit	Vvc	ENRICHIR
l'	Da	LE
ennemi	Nc	ENNEMI
dont	Pr	DONT
on	Pp	ON
craint	Vvc	CRAINDRE
la	Da	LE
puissance	Nc	PUISSANCE
?	Fs	?
Qu'	Cs	QUE
on	Pp	ON
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
parle	Vvc	PARLER
plus	Rg	PLUS
et	Cc	ET
qu'	Cs	QUE
on	Pp	ON
sache	Vvc	SAVOIR
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
Que	Vvc	Que
qui	Pr	QUI
sert	Vvc	SERVIR
un	Dn	UN
tyran	Nc	TYRAN
,	Fw	,
ne	Rp	NE
l'	Pp	IL
est	Vuc	ÊTRE
pas	Rg	PAS
moins	Rg	MOINS
que	Cs	QUE
lui	Pp	IL
.	Fs	.
Vitelle	Nc	Vitelle
,	Fw	,
j'	Pp	JE
obéis	Vvc	OBÉIR
à	S	À
ce	Dd	CE
devoir	Nc	DEVOIR
sévère	Ag	SÉVÈRE
,	Fw	,
Qui	Vvc	Qui
soumet	Vvc	SOUMETTRE
les	Da	LE
enfants	Nc	ENFANT
aux	S+Da	À+LES
volontés	Nc	VOLONTÉ
d'	S	DE
un	Dn	UN
Père	Nc	Père
;	Fw	;
Mais	Vvc	Mais
s'	Cs	SI
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
obéir	Vvn	OBÉIR
à	S	À
ses	Ds	SON
commandements	Nc	COMMANDEMENT
,	Fw	,
S'	Vvc	S'
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
suivre	Vvn	SUIVRE
les	Da	LE
lois	Nc	LOI
,	Fw	,
malgré	S	MALGRÉ
vos	Ds	VOTRE
sentiments	Nc	SENTIMENT
,	Fw	,
Nous	Vvc	Nous
suivrons	Vvc	SUIVRE
pour	S	POUR
le	Da	LE
moins	Nc	MOINS
Tarquin	Nc	Tarquin
et	Cc	ET
sa	Ds	SON
fortune	Nc	FORTUNE
,	Fw	,
Ne	Vvc	Ne
la	Da	LE
pouvant	Ga	POUVOIR
changer	Vvn	CHANGER
nous	Pp	NOUS
la	Pp	IL
rendrons	Vvc	RENDRE
commune	Ag	COMMUN
.	Fs	.
Il	Pp	IL
nous	Pp	NOUS
sera	Vuc	ÊTRE
permis	Ge	PERMETTRE
,	Fw	,
ne	Rp	NE
l'	Pp	IL
osant	Ga	OSER
secourir	Vvn	SECOURIR
.	Fs	.
De	S	DE
partager	Vvn	PARTAGER
un	Dn	UN
mal	Nc	MAL
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
guérir	Vvn	GUÉRIR
.	Fs	.
Ah	I	AH
!	Fs	!
Princes	Nc	PRINCE
ces	Dd	CE
raisons	Nc	RAISON
que	Pr	QUE
Brute	Vvc	Brute
vous	Pp	VOUS
oppose	Vvc	OPPOSER
,	Fw	,
Ce	Vvc	Ce
zèle	Nc	ZÈLE
public	Ag	PUBLIC
dont	Pr	DONT
il	Pp	IL
soutient	Vvc	SOUTENIR
la	Da	LE
cause	Nc	CAUSE
,	Fw	,
Dans	Vvc	Dans
cette	Dd	CE
extrémité	Nc	EXTRÉMITÉ
son	Ds	SON
un	Dn	UN
faible	Ag	FAIBLE
devoir	Nc	DEVOIR
.	Fs	.
Contre	S	CONTRE
les	Da	LE
sentiments	Nc	SENTIMENT
d'	S	DE
un	Dn	UN
juste	Ag	JUSTE
désespoir	Nc	DÉSESPOIR
.	Fs	.
Vous	Pp	VOUS
intéressez	Vvc	INTÉRESSER
-vous	Nc	-vous
pour	S	POUR
cette	Dd	CE
république	Nc	RÉPUBLIQUE
,	Fw	,
Dont	Vvc	Dont
la	Da	LE
rébellion	Nc	RÉBELLION
effroyable	Ag	EFFROYABLE
et	Cc	ET
tragique	Ag	TRAGIQUE
,	Fw	,
Plus	Vvc	PLAIRE
loin	Rg	LOIN
que	Cs	QUE
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
étalant	Ga	ÉTALER
ses	Ds	SON
horreurs	Nc	HORREUR
,	Fw	,
Dans	Vvc	Dans
le	Da	LE
sang	Nc	SANG
de	S	DE
Tullie	Nc	Tullie
a	Vuc	AVOIR
saoulé	Ge	SAOULER|SAOÛLER
les	Da	LE
fureurs	Nc	FUREUR
,	Fw	,
Et	Vvc	Et
tranchant	Ga	TRANCHER
tout	Di	TOUT
l'	Da	LE
espoir	Nc	ESPOIR
d'	S	DE
une	Dn	UN
illustre	Ag	ILLUSTRE
famille	Nc	FAMILLE
,	Fw	,
En	Vvc	En
bannissant	Ga	BANNIR
le	Da	LE
Père	Nc	Père
,	Fw	,
a	Vuc	AVOIR
fait	Ge	FAIRE
mourir	Vvn	MOURIR
la	Da	LE
fille	Nc	FILLE
?	Fs	?
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
maintenant	Rg	MAINTENANT
pour	S	POUR
comble	Nc	COMBLE
de	S	DE
ses	Ds	SON
maux	Nc	MAL
,	Fw	,
Abandonner	Vvn	ABANDONNER
son	Ds	SON
Père	Nc	Père
et	Cc	ET
flatter	Vvn	FLATTER
ses	Ds	SON
bourreaux	Nc	BOURREAU
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Épargnez	Nc	Épargnez
-vous	Vvc	-vous
ces	Dd	CE
inutiles	Ag	INUTILE
larmes	Nc	LARME
.	Fs	.
Ayez	Vuc	AVOIR
,	Fw	,
ayez	Vuc	AVOIR
recours	Nc	RECOURS
à	S	À
de	Dn	UN
plus	Rg	PLUS
fortes	Ag	FORT
armes	Nc	ARME|ARMÉ
,	Fw	,
Et	Vvc	Et
changeant	Ga	CHANGER
vos	Ds	VOTRE
douleurs	Nc	DOULEUR
en	S	EN
un	Dn	UN
juste	Ag	JUSTE
courroux	Nc	COURROUX
,	Fw	,
Vengez	Vvc	VENGER
d'	S	DE
un	Dn	UN
même	Ag	MÊME
coup	Nc	COUP
Tarquin	Ag	Tarquin
,	Fw	,
Tullie	Vvc	Tullie
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
.	Fs	.
Belle	Ag	BEAU
ombre	Nc	OMBRE
de	S	DE
Tullie	Nc	Tullie
,	Fw	,
amante	Nc	AMANT
infortunée	Ag	INFORTUNÉ
,	Fw	,
De	Vvc	De
tes	Ds	TON
plus	Rg	PLUS
chers	Ag	CHER
amants	Nc	AMANT
Princesse	Vvc	Princesse
abandonnée	Ge	ABANDONNER
!	Fs	!
Ah	I	AH
!	Fs	!
Ce	Pd	CE
ne	Rp	NE
sont	Vuc	ÊTRE
pas	Rg	PAS
là	Rg	LÀ
ces	Dd	CE
efforts	Nc	EFFORT
généreux	Ag	GÉNÉREUX
,	Fw	,
Que	Vvc	Que
ta	Ds	TON
bouche	Nc	BOUCHE
en	S	EN
mourant	Ga	MOURIR
demandait	Vvc	DEMANDER
à	S	À
tous	Di	TOUT
deux	Nc	DEUX
!	Fs	!
Et	Cc	ET
toi	Pp	TU
,	Fw	,
ma	Ds	MON
Servilie	Ag	Servilie
épouse	Nc	ÉPOUSE|ÉPOUX
généreuse	Ag	GÉNÉREUX
,	Fw	,
Fille	Nc	FILLE
d'	S	DE
un	Dn	UN
malheureux	Ag	MALHEUREUX
,	Fw	,
soeur	Nc	SUR
d'	S	DE
une	Dn	UN
malheureuse	Ag	MALHEUREUX
!	Fs	!
Toi	Pp	TU
qu'	Cs	QUE
un	Dn	UN
peuple	Nc	PEUPLE
mutin	Nc	MUTIN
par	S	PAR
un	Dn	UN
cruel	Ag	CRUEL
effort	Nc	EFFORT
T'	Vvc	T'
arrachant	Ga	ARRACHER
de	S	DE
mes	Ds	MON
bras	Nc	BRAS
,	Fw	,
mit	Vvc	METTRE
dans	S	DANS
ceux	Pd	CELUI
de	S	DE
la	Da	LE
mort	Nc	MORT
!	Fs	!
Ne	Rp	NE
me	Pp	JE
reproche	Vvc	REPROCHER
plus	Rg	PLUS
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
te	Pp	TU
survivre	Vvn	SURVIVRE
,	Fw	,
La	Vvc	La
soif	Nc	SOIF
de	S	DE
te	Pp	TU
venger	Vvn	VENGER
m'	Pp	JE
empêcha	Vvc	EMPÊCHER
de	S	DE
te	Pp	TU
suivre	Vvn	SUIVRE
.	Fs	.
Me	Pp	JE
voyant	Ga	VOIR
maintenant	Rg	MAINTENANT
sans	S	SANS
secours	Nc	SECOURS
,	Fw	,
sans	S	SANS
espoir	Nc	ESPOIR
,	Fw	,
Tu	Vvc	Tu
me	Pp	JE
dispenseras	Vvc	DISPENSER
d'	S	DE
un	Dn	UN
si	Rg	SI
juste	Ag	JUSTE
devoir	Nc	DEVOIR
.	Fs	.
Le	Da	LE
désespoir	Nc	DÉSESPOIR
d'	S	DE
un	Dn	UN
bien	Nc	BIEN
qui	Pr	QUI
