DÉCORATION	Nc	DÉCORATION
d'	S	DE
arbres	Nc	ARBRE
,	Fw	,
et	Cc	ET
il	Pp	IL
s'	Pp	SE
en	Pp	EN
détache	Vvc	DÉTACHER
des	Dn	UN
pierres	Nc	PIERRE
qui	Pr	QUI
sont	Vuc	ÊTRE
changées	Ge	CHANGER
en	S	EN
hommes	Nc	HOMME
.	Fs	.
Ces	Dd	CE
hommes	Nc	HOMME
touchent	Vvc	TOUCHER
d'	S	DE
autres	Ag	AUTRE
pierres	Nc	PIERRE
,	Fw	,
et	Cc	ET
elles	Pp	ILS
deviennent	Vvc	DEVENIR
des	Dn	UN
Violons	Nc	VIOLON
entre	S	ENTRE
leurs	Ds	LEUR
mains	Nc	MAIN
.	Fs	.
Ils	Pp	ILS
en	Pp	EN
jouent	Vvc	JOUER
un	Dn	UN
air	Nc	AIR
dont	Pr	DONT
la	Da	LE
vitesse	Nc	VITESSE
du	S+Da	DE+LE
mouvement	Nc	MOUVEMENT
rend	Vvc	RENDRE
Thalie	Nc	Thalie
toute	Di	TOUT
surprise	Nc	SURPRISE
.	Fs	.
Tu	Pp	TU
promets	Vvc	PROMETTRE
moins	Rg	MOINS
que	Cs	QUE
tu	Pp	TU
ne	Rp	NE
donnes	Vvc	DONNER
,	Fw	,
Et	Vvc	Et
ma	Ds	MON
peine	Nc	PEINE
déjà	Rg	DÉJÀ
commence	Vvc	COMMENCER
à	S	À
s'	Pp	SE
adoucir	Vvn	ADOUCIR
.	Fs	.
Quels	Dt	QUEL
divertissements	Nc	DIVERTISSEMENT
,	Fw	,
lorsque	Cs	LORSQUE
tu	Pp	TU
les	Pp	ILS
ordonnes	Vvc	ORDONNER
,	Fw	,
Peuvent	Vvc	POUVOIR
manquer	Vvn	MANQUER
de	S	DE
réussir	Vvn	RÉUSSIR
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
encor	Nc	encor
peu	Rg	PEU
;	Fw	;
je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
vous	Pp	VOUS
fassiez	Vvc	FAIRE
paraître	Vvn	PARAÎTRE
Un	Vvc	Un
Berger	Nc	BERGER
dont	Pr	DONT
les	Da	LE
doux	Ag	DOUX
accents	Nc	ACCENT
Suivent	Vvc	SUIVRE
les	Da	LE
tons	Nc	TON
ravissants	Ga	RAVIR
De	Vvc	De
quelque	Di	QUELQUE
Nymphe	Nc	NYMPHE
champêtre	Ag	CHAMPÊTRE
.	Fs	.
En	S	EN
même	Ag	MÊME
temps	Nc	TEMPS
on	Pp	ON
voit	Vvc	VOIR
deux	Nc	DEUX
morceaux	Nc	MORCEAU
de	S	DE
Rocher	Nc	ROCHER
se	Pp	IL
changer	Vvn	CHANGER
en	S	EN
une	Dn	UN
Nymphe	Nc	NYMPHE
et	Cc	ET
en	S	EN
un	Dn	UN
Berger	Nc	BERGER
.	Fs	.
Ils	Pp	ILS
s'	Pp	SE
avancent	Vvc	AVANCER
,	Fw	,
et	Cc	ET
chantent	Vvc	CHANTER
les	Da	LE
Paroles	Nc	PAROLE
qui	Pr	QUI
suivent	Vvc	SUIVRE
.	Fs	.
Amants	Nc	AMANT
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
rebutez	Vvc	REBUTER
De	Vvc	De
la	Da	LE
fierté	Nc	FIERTÉ
d'	S	DE
une	Dn	UN
Belle	Nc	BEAU
,	Fw	,
Aimez	Vvc	AIMER
,	Fw	,
souffrez	Vvc	SOUFFRIR
,	Fw	,
méritez	Vvc	MÉRITER
.	Fs	.
La	Da	LE
constance	Nc	CONSTANCE
vous	Pp	VOUS
appelle	Vvc	APPELER
Aux	Vvc	Aux
grandes	Ag	GRAND
félicités	Nc	FÉLICITÉ
.	Fs	.
Languir	Vvn	LANGUIR
pour	S	POUR
une	Dn	UN
inhumaine	Ag	INHUMAIN
Que	Nc	Que
d'abord	Nc	d'abord
en	S	EN
vain	Ag	VAIN
on	Pp	ON
poursuit	Vvc	POURSUIVRE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
une	Dn	UN
cruelle	Ag	CRUEL
gêne	Nc	GÊNE
;	Fw	;
Mais	Vvc	Mais
regardez	Vvc	REGARDER
-en	Vvn	-en
le	Da	LE
fruit	Nc	FRUIT
,	Fw	,
Vous	Nc	Vous
en	Pp	EN
aimerez	Vvc	AIMER
la	Da	LE
peine	Nc	PEINE
.	Fs	.
Quand	Cs	QUAND
on	Pp	ON
diffère	Vvc	DIFFÉRER
à	S	À
se	Pp	IL
rendre	Vvn	RENDRE
,	Fw	,
Une	Vvc	Une
Belle	Nc	BEAU
peut	Vvc	POUVOIR
prendre	Vvn	PRENDRE
De	Vvc	De
la	Da	LE
fierté	Nc	FIERTÉ
;	Fw	;
Mais	Vvc	Mais
contre	S	CONTRE
un	Dn	UN
coeur	Nc	CUR
tendre	Ag	TENDRE
Pourquoi	Vvc	Pourquoi
défendre	Vvn	DÉFENDRE
Sa	Vvc	Sa
liberté	Nc	LIBERTÉ
?	Fs	?
Achevez	Vvc	ACHEVER
,	Fw	,
et	Cc	ET
formez	Vvc	FORMER
pour	S	POUR
Spectacles	Nc	SPECTACLE
nouveaux	Ag	NOUVEAU
,	Fw	,
Et	Vvc	Et
des	Dn	UN
Buissons	Nc	BUISSON
et	Cc	ET
des	S+Da	DE+LE|DE+LES
Berceaux	Nc	BERCEAU
.	Fs	.
Les	Da	LE
arbres	Nc	ARBRE
qui	Pr	QUI
ont	Vuc	AVOIR
paru	Ge	PARAÎTRE
sur	S	SUR
la	Da	LE
montagne	Nc	MONTAGNE
,	Fw	,
s'	Pp	SE
en	Pp	EN
séparent	Vvc	SÉPARER
,	Fw	,
et	Cc	ET
forment	Vvc	FORMER
successivement	Rg	SUCCESSIVEMENT
des	Dn	UN
buissons	Nc	BUISSON
,	Fw	,
des	S+Da	DE+LE|DE+LES
allées	Nc	ALLÉE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
berceaux	Nc	BERCEAU
.	Fs	.
Le	Da	LE
Génie	Nc	Génie
poursuit	Vvc	POURSUIVRE
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
,	Fw	,
Muse	Vvc	MUSER
,	Fw	,
es	Vuc	ÊTRE
-tu	Ge	-tu
satisfaite	Ge	SATISFAIRE
.	Fs	.
J'	Pp	JE
admire	Vvc	ADMIRER
,	Fw	,
et	Cc	ET
me	Pp	JE
tais	Vvc	TAIRE
.	Fs	.
Après	Vvc	Après
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
vois	Vvc	ALLER|VOIR
,	Fw	,
Des	Vvc	Des
Fêtes	Nc	Fêtes
dont	Pr	DONT
l'	Da	LE
Amour	Nc	AMOUR
me	Pp	JE
doit	Vvc	DEVOIR
laisser	Vvn	LAISSER
le	Da	LE
choix	Nc	CHOIX
,	Fw	,
Puisque	Nc	Puisque
j'	Pp	JE
en	Pp	EN
prends	Vvc	PRENDRE
le	Da	LE
soin	Nc	SOIN
,	Fw	,
ne	Rp	NE
sois	Vuc	ÊTRE
plus	Rg	PLUS
inquiète	Ag	INQUIET
.	Fs	.
Ah	I	AH
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
doux	Ag	DOUX
de	S	DE
s'	Pp	SE
unir	Vvn	UNIR
à	S	À
l'	Da	LE
Amour	Nc	AMOUR
!	Fs	!
Avec	S	AVEC
l'	Da	LE
Amour	Nc	AMOUR
on	Pp	ON
peut	Vvc	POUVOIR
tout	Rg	TOUT
faire	Vvn	FAIRE
.	Fs	.
La	Pp	IL
Beauté	Vvc	Beauté
la	Da	LE
plus	Rg	PLUS
sévère	Ag	SÉVÈRE
A	Vvc	A
beau	Ag	BEAU
fuir	Vvn	FUIR
ce	Pd	CE
qui	Pr	QUI
peut	Vvc	POUVOIR
l'	Pp	IL
enflammer	Vvn	ENFLAMMER
à	S	À
son	Ds	SON
tour	Nc	TOUR
.	Fs	.
Cherchez	Vvc	CHERCHER
toujours	Rg	TOUJOURS
à	S	À
lui	Pp	IL
plaire	Vvn	PLAIRE
,	Fw	,
Vous	Nc	Vous
trouverez	Vvc	TROUVER
un	Dn	UN
nouveau	Ag	NOUVEAU
jour	Nc	JOUR
.	Fs	.
Ah	I	AH
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
doux	Ag	DOUX
de	S	DE
s'	Pp	SE
unir	Vvn	UNIR
à	S	À
l'	Da	LE
Amour	Nc	AMOUR
!	Fs	!
Avec	S	AVEC
l'	Da	LE
Amour	Nc	AMOUR
on	Pp	ON
peut	Vvc	POUVOIR
tout	Rg	TOUT
faire	Vvn	FAIRE
.	Fs	.
Allons	Vvc	ALLER
c'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
tarder	Vvn	TARDER
suis	Vuc	ÊTRE
moi	Pp	JE
.	Fs	.
Pour	S	POUR
l'	Da	LE
Inconnu	Nc	INCONNU
j'	Pp	JE
attends	Vvc	ATTENDRE
beaucoup	Rg	BEAUCOUP
de	S	DE
toi	Pp	TU
.	Fs	.
L'	Da	LE
entreprise	Nc	ENTREPRISE
est	Vuc	ÊTRE
un	Dn	UN
peu	Rg	PEU
hardie	Ag	HARDI
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
promis	Ge	PROMETTRE
dont	Pr	DONT
je	Pp	JE
ne	Rp	NE
vienne	Vvc	VENIR
à	S	À
bout	Nc	BOUT
.	Fs	.
Je	Pp	JE
le	Pp	IL
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
d'	S	DE
aujourd'hui	Rg	AUJOURD'HUI
qu'	Cs	QUE
on	Pp	ON
publie	Vvc	PUBLIER
Que	Vvc	Que
les	Pp	ILS
Français	Vvc	Français
ont	Vuc	AVOIR
un	Dn	UN
Génie	Nc	Génie
Qui	Vvc	Qui
les	Pp	ILS
rend	Vvc	RENDRE
capables	Ag	CAPABLE
de	S	DE
tout	Pi	TOUT
.	Fs	.
Ils	Pp	ILS
passent	Vvc	PASSER
en	S	EN
s'	Pp	SE
en	S	EN
retournant	Ga	RETOURNER
par-dessous	S	PAR-DESSOUS
une	Dn	UN
allée	Nc	ALLÉE
qui	Pr	QUI
occupe	Vvc	OCCUPER
le	Da	LE
milieu	Nc	MILIEU
du	S+Da	DE+LE
théâtre	Nc	THÉÂTRE
,	Fw	,
et	Cc	ET
qui	Pr	QUI
en	Pp	EN
tient	Vvc	TENIR
toute	Di	TOUT
la	Da	LE
longueur	Nc	LONGUEUR
;	Fw	;
et	Cc	ET
lorsqu'	Cs	LORSQUE
ils	Pp	ILS
sont	Vuc	ÊTRE
tout	Pi	TOUT
à	S	À
fait	Nc	FAIT
retirés	Ge	RETIRER
,	Fw	,
cette	Dd	CE
grande	Ag	GRAND
allée	Nc	ALLÉE
forme	Nc	FORME
trois	Vvc	TRAIRE
petits	Ag	PETIT
monts	Nc	MONT
,	Fw	,
qui	Pr	QUI
se	Pp	IL
changent	Vvc	CHANGER
en	S	EN
un	Dn	UN
instant	Nc	INSTANT
en	S	EN
plusieurs	Di	PLUSIEURS
arbres	Nc	ARBRE
.	Fs	.
Ces	Dd	CE
arbres	Nc	ARBRE
se	Pp	IL
retirent	Vvc	RETIRER
un	Dn	UN
moment	Nc	MOMENT
après	S	APRÈS
,	Fw	,
et	Cc	ET
les	Da	LE
violons	Nc	VIOLON
jouent	Vvc	JOUER
une	Dn	UN
ouverture	Nc	OUVERTURE
.	Fs	.
Entrer	Vvn	ENTRER
dans	S	DANS
ce	Dd	CE
Château	Nc	Château
!	Fs	!
Le	Da	LE
grand	Ag	GRAND
péril	Nc	PÉRIL
!	Fs	!
Je	Pp	JE
tremble	Vvc	TREMBLER
Que	Vvc	Que
quelqu'un	Pi	QUELQU'UN
ne	Rp	NE
t'	Pp	TU
observe	Vvc	OBSERVER
,	Fw	,
et	Cc	ET
ne	Rp	NE
nous	Pp	NOUS
voie	Vvc	ALLER|VOIR
ensemble	Rg	ENSEMBLE
.	Fs	.
Et	Cc	ET
quand	Cs	QUAND
on	Pp	ON
me	Pp	JE
verrait	Vvc	VOIR
?	Fs	?
Monsieur	Nc	MONSIEUR
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
de	S	DE
l'	Da	LE
esprit	Nc	ESPRIT
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
vous	Pp	VOUS
qui	Pr	QUI
m'	Pp	JE
employez	Vvc	EMPLOYER
;	Fw	;
je	Pp	JE
conduis	Vvc	CONDUIRE
tout	Pi	TOUT
,	Fw	,
suffit	Vvc	SUFFIRE
.	Fs	.
Ne	Rp	NE
craignez	Vvc	CRAINDRE
rien	Pi	RIEN
.	Fs	.
On	Pp	ON
peut	Vvc	POUVOIR
remarquer	Vvn	REMARQUER
ton	Ds	TON
visage	Nc	VISAGE
.	Fs	.
Et	Cc	ET
n'	Rp	NE
en	Pp	EN
changerai	Vvc	CHANGER
-je	Vvn	-je
pas	Rg	PAS
à	S	À
chaque	Di	CHAQUE
personnage	Nc	PERSONNAGE
?	Fs	?
Quand	Cs	QUAND
je	Pp	JE
suis	Vuc	ÊTRE
déguisé	Ge	DÉGUISER
,	Fw	,
je	Pp	JE
le	Pp	IL
donne	Vvc	DONNER
au	S+Da	À+LE
plus	Rg	PLUS
fin	Nc	FIN
,	Fw	,
