Cesse	Vvc	CESSER
ne	Rp	NE
refuse	Vvc	REFUSER
un	Dn	UN
jour	Nc	JOUR
place	Nc	PLACE|PLACÉ
dans	S	DANS
leur	Ds	LEUR
histoire	Nc	HISTOIRE
;	Fw	;
Et	Vvc	Et
le	Da	LE
rang	Nc	RANG
de	S	DE
préteur	Nc	PRÉTEUR|PRÊTEUR
,	Fw	,
qui	Pr	QUI
te	Pp	TU
lie	Vvc	LIER
au	S+Da	À+LE
sénat	Nc	SÉNAT
,	Fw	,
Trouble	Vvc	TROUBLER
en	S	EN
un	Dn	UN
conjuré	Nc	CONJURÉ
le	Da	LE
cour	Nc	COUR
du	S+Da	DE+LE
magistrat	Nc	MAGISTRAT
.	Fs	.
Tu	Pp	TU
crains	Vvc	CRAINDRE
pour	S	POUR
Rome	Vvc	Rome
enfin	Rg	ENFIN
;	Fw	;
voilà	S	VOILÀ
ce	Pd	CE
qui	Pr	QUI
t'	Pp	TU
arrête	Vvc	ARRÊTER
,	Fw	,
Quand	Nc	Quand
tu	Pp	TU
ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
ici	Rg	ICI
craindre	Vvn	CRAINDRE
que	Cs	QUE
pour	S	POUR
ma	Ds	MON
tête	Nc	TÊTE
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
de	S	DE
trop	Rg	TROP
de	S	DE
remords	Nc	REMORD
je	Pp	JE
te	Pp	TU
vois	Vvc	ALLER|VOIR
combattu	Ge	COMBATTRE
,	Fw	,
Pour	Nc	POUR
te	Pp	TU
ravir	Vvn	RAVIR
l'	Da	LE
honneur	Nc	HONNEUR
d'	S	DE
un	Dn	UN
retour	Nc	RETOUR
de	S	DE
vertu	Nc	VERTU
.	Fs	.
Catilina	Vvc	Catilina
,	Fw	,
laissons	Vvc	LAISSER
un	Dn	UN
discours	Nc	DISCOURS
qui	Pr	QUI
m'	Pp	JE
offense	Vvc	OFFENSER
;	Fw	;
Tes	Vvc	Tes
soupçons	Nc	SOUPÇON
sont	Vuc	ÊTRE
toujours	Rg	TOUJOURS
trop	Rg	TROP
près	Rg	PRÈS
de	S	DE
ta	Ds	TON
prudence	Nc	PRUDENCE
.	Fs	.
À	Vvc	À
force	Nc	FORCE|FORCÉ
de	S	DE
vouloir	Vvn	VOULOIR
approfondir	Vvn	APPROFONDIR
un	Dn	UN
cour	Nc	COUR
,	Fw	,
Un	Vvc	Un
faux	Ag	FAUX
jour	Nc	JOUR
a	Vuc	AVOIR
souvent	Rg	SOUVENT
produit	Ge	PRODUIRE
plus	Rg	PLUS
d'	S	DE
une	Dn	UN
erreur	Nc	ERREUR
;	Fw	;
Et	Vvc	Et
les	Da	LE
plus	Rg	PLUS
éclairés	Ge	ÉCLAIRER
ont	Vuc	AVOIR
peine	Nc	PEINE
à	S	À
s'	Pp	SE
en	S	EN
défendre	Vvn	DÉFENDRE
:	Fw	:
Mais	Cc	MAIS
un	Dn	UN
chef	Nc	CHEF
de	S	DE
parti	Nc	PARTI
ne	Rp	NE
doit	Vvc	DEVOIR
point	Rg	POINT
s'	Cs	SI
y	Pp	Y
méprendre	Vvn	MÉPRENDRE
.	Fs	.
D'	S	DE
entre	S	ENTRE
les	Da	LE
conjurés	Nc	CONJURÉ
distingue	Vvc	DISTINGUER
tes	Ds	TON
amis	Nc	AMI
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
un	Dn	UN
discours	Nc	DISCOURS
sans	S	SANS
fard	Nc	FARD
leur	Pp	LEUR
soit	Vuc	ÊTRE
du	Dp	DU
moins	Rg	MOINS
permis	Ge	PERMETTRE
.	Fs	.
De	S	DE
toutes	Di	TOUT
les	Da	LE
grandeurs	Nc	GRANDEUR
qui	Pr	QUI
feront	Vvc	FAIRE
ton	Ds	TON
partage	Nc	PARTAGE
Je	Vvc	Je
ne	Rp	NE
t'	Pp	TU
ai	Vuc	AVOIR
demandé	Ge	DEMANDER
que	Cs	QUE
ce	Dd	CE
seul	Ag	SEUL
avantage	Nc	AVANTAGE
;	Fw	;
Laisse-m'en	Nc	Laisse-m'en
donc	Rg	DONC
jouir	Vvn	JOUIR
:	Fw	:
mon	Ds	MON
amitié	Nc	AMITIÉ
pour	S	POUR
toi	Pp	TU
N'	Vvc	N'
a	Vuc	AVOIR
que	Rg	QUE
trop	Rg	TROP
signalé	Ge	SIGNALER
sa	Ds	SON
constance	Nc	CONSTANCE
et	Cc	ET
sa	Ds	SON
foi	Nc	FOI
.	Fs	.
Dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
si	Cs	SI
ta	Ds	TON
fierté	Nc	FIERTÉ
jusque	S	JUSQUE
-là	Nc	-là
peut	Vvc	POUVOIR
descendre	Vvn	DESCENDRE
,	Fw	,
De	Vvc	De
tant	Rg	TANT
d'	S	DE
excès	Nc	EXCÈS
affreux	Ag	AFFREUX
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
peux	Vvc	POUVOIR
prétendre	Vvn	PRÉTENDRE
.	Fs	.
Pourquoi	Rt	POURQUOI
faire	Vvn	FAIRE
égorger	Vvn	ÉGORGER
Nonius	Nc	Nonius
cette	Dd	CE
nuit	Nc	NUIT
?	Fs	?
Et	Cc	ET
de	S	DE
ce	Dd	CE
meurtre	Nc	MEURTRE
enfin	Rg	ENFIN
quel	Pr	LEQUEL
peut	Vvc	POUVOIR
être	Vun	ÊTRE
le	Da	LE
fruit	Nc	FRUIT
?	Fs	?
Celui	Pd	CELUI
d'	S	DE
épouvanter	Vvn	ÉPOUVANTER
le	Da	LE
premier	Nc	PREMIER
téméraire	Ag	TÉMÉRAIRE
Qui	Vvc	Qui
,	Fw	,
de	S	DE
mes	Ds	MON
volontés	Nc	VOLONTÉ
secret	Ag	SECRET
dépositaire	Nc	DÉPOSITAIRE
,	Fw	,
Osera	Vvc	OSER
comme	S	COMME
lui	Pp	IL
balancer	Vvn	BALANCER
un	Dn	UN
moment	Nc	MOMENT
,	Fw	,
Et	Vvc	Et
s'	Pp	SE
exposer	Vvn	EXPOSER
aux	S+Da	À+LES
traits	Nc	TRAIT|TRAITS
de	S	DE
mon	Ds	MON
ressentiment	Nc	RESSENTIMENT
.	Fs	.
Lentulus	Vvc	Lentulus
dans	S	DANS
le	Da	LE
fond	Nc	FOND
doit	Vvc	DEVOIR
assez	Rg	ASSEZ
me	Pp	JE
connaître	Vvn	CONNAÎTRE
Pour	Nc	POUR
croire	Vvn	CROIRE
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
sacrifié	Ge	SACRIFIER
qu'	Cs	QUE
un	Dn	UN
traître	Nc	TRAÎTRE
;	Fw	;
Et	Vvc	Et
que	Cs	QUE
ces	Dd	CE
cruautés	Nc	CRUAUTÉ
,	Fw	,
qui	Pr	QUI
lui	Pp	IL
font	Vvc	FAIRE
tant	Rg	TANT
d'	S	DE
horreur	Nc	HORREUR
,	Fw	,
Sont	Vvc	Sont
de	S	DE
ma	Ds	MON
politique	Nc	POLITIQUE
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
de	S	DE
mon	Ds	MON
cour	Nc	COUR
.	Fs	.
Ce	Pd	CE
qui	Pr	QUI
semble	Vvc	SEMBLER
forfait	Nc	FORFAIT
dans	S	DANS
un	Dn	UN
homme	Nc	HOMME
ordinaire	Ag	ORDINAIRE
,	Fw	,
En	Vvc	En
un	Dn	UN
chef	Nc	CHEF
de	S	DE
parti	Nc	PARTI
prend	Vvc	PRENDRE
un	Dn	UN
aspect	Nc	ASPECT
contraire	Ag	CONTRAIRE
;	Fw	;
Vertueux	Ag	VERTUEUX
ou	Cc	OU
méchant	Ag	MÉCHANT
au	S+Da	À+LE
gré	Nc	GRÉ
de	S	DE
son	Ds	SON
projet	Nc	PROJET
,	Fw	,
Il	Vvc	Il
doit	Vvc	DEVOIR
tout	Rg	TOUT
rapporter	Vvn	RAPPORTER
à	S	À
cet	Dd	CE
unique	Ag	UNIQUE
objet	Nc	OBJET
:	Fw	:
Qu'	Cs	QUE
il	Pp	IL
soit	Vuc	ÊTRE
cru	Ge	CROIRE|CROÎTRE
fourbe	Ag	FOURBE
,	Fw	,
ingrat	Ag	INGRAT
,	Fw	,
parjure	Nc	PARJURE
,	Fw	,
impitoyable	Ag	IMPITOYABLE
,	Fw	,
Il	Vvc	Il
sera	Vuc	ÊTRE
toujours	Rg	TOUJOURS
grand	Ag	GRAND
s'	Cs	SI
il	Pp	IL
est	Vuc	ÊTRE
impénétrable	Ag	IMPÉNÉTRABLE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
est	Vuc	ÊTRE
prompt	Ag	PROMPT
à	S	À
plier	Vvn	PLIER
,	Fw	,
ainsi	Rg	AINSI
qu'	Cs	QUE
à	S	À
tout	Pi	TOUT
oser	Vvn	OSER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
du	S+Da	DE+LE
public	Ag	PUBLIC
il	Pp	IL
sache	Vvc	SAVOIR
en	S	EN
imposer	Vvn	IMPOSER
.	Fs	.
Il	Pp	IL
doit	Vvc	DEVOIR
se	Pp	IL
conformer	Vvn	CONFORMER
aux	S+Da	À+LES
mours	Nc	mours
de	S	DE
ses	Ds	SON
complices	Nc	COMPLICE
,	Fw	,
Porter	Nc	PORTER
jusqu'	S	JUSQUE
à	S	À
l'	Da	LE
excès	Nc	EXCÈS
les	Da	LE
vertus	Nc	VERTU
et	Cc	ET
les	Da	LE
vices	Nc	VICE
,	Fw	,
Laisser	Nc	LAISSER
de	S	DE
son	Ds	SON
renom	Nc	RENOM
le	Da	LE
soin	Nc	SOIN
à	S	À
ses	Ds	SON
succès	Nc	SUCCÈS
.	Fs	.
Tel	Di	TEL
on	Pp	ON
déteste	Vvc	DÉTESTER
avant	S	AVANT
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
adore	Vvc	ADORER
après	Rg	APRÈS
.	Fs	.
Je	Pp	JE
ne	Rp	NE
vois	Vvc	ALLER|VOIR
sous	S	SOUS
mes	Ds	MON
lois	Nc	LOI
qu'	Cs	QUE
un	Dn	UN
parti	Nc	PARTI
redoutable	Ag	REDOUTABLE
,	Fw	,
À	Nc	À
qui	Pr	QUI
je	Pp	JE
dois	Vvc	DEVOIR
me	Pp	JE
rendre	Vvn	RENDRE
encor	Nc	encor
plus	Rg	PLUS
formidable	Ag	FORMIDABLE
:	Fw	:
S'	Cs	SI
il	Pp	IL
ne	Rp	NE
se	Pp	IL
fût	Vuc	ÊTRE
rempli	Ge	REMPLIR
que	Cs	QUE
d'	S	DE
hommes	Nc	HOMME
vertueux	Ag	VERTUEUX
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
aurais	Vuc	AVOIR
pas	Rg	PAS
de	S	DE
peine	Nc	PEINE
à	S	À
l'	Pp	IL
être	Vun	ÊTRE
encor	Nc	encor
plus	Rg	PLUS
qu'	Cs	QUE
eux	Pp	EUX
.	Fs	.
Hors	S	HORS
Céthégus	Nc	Céthégus
et	Cc	ET
toi	Pp	TU
,	Fw	,
dignes	Ag	DIGNE
de	S	DE
mon	Ds	MON
estime	Nc	ESTIME
,	Fw	,
Le	Vvc	Le
reste	Nc	RESTE
est	Vuc	ÊTRE
un	Dn	UN
amas	Nc	AMAS
élevé	Ge	ÉLEVER
dans	S	DANS
le	Da	LE
crime	Nc	CRIME
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
contenir	Vvn	CONTENIR
sans	S	SANS
les	Pp	ILS
faire	Vvn	FAIRE
trembler	Vvn	TREMBLER
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
n'	Rp	NE
aiment	Vvc	AIMER
qu'	Rg	QUE
autant	Rg	AUTANT
qu'	Cs	QUE
on	Pp	ON
sait	Vvc	SAVOIR
leur	Pp	LEUR
ressembler	Vvn	RESSEMBLER
.	Fs	.
Un	Dn	UN
chef	Nc	CHEF
autorisé	Ge	AUTORISER
d'	S	DE
une	Dn	UN
juste	Ag	JUSTE
puissance	Nc	PUISSANCE
Soumet	Vvc	SOUMETTRE
tout	Rg	TOUT
d'	S	DE
un	Dn	UN
coup	Nc	COUP
d'	S	DE
oil	Nc	OÏL
à	S	À
son	Ds	SON
obéissance	Nc	OBÉISSANCE
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
dès	S	DÈS
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
armé	Ge	ARMER
pour	S	POUR
troubler	Vvn	TROUBLER
un	Dn	UN
état	Nc	ÉTAT
,	Fw	,
Il	Vvc	Il
trouve	Vvc	TROUVER
un	Dn	UN
compagnon	Nc	COMPAGNON
dans	S	DANS
le	Da	LE
moindre	Ag	MOINDRE
soldat	Nc	SOLDAT
;	Fw	;
Et	Vvc	Et
l'	Da	LE
art	Nc	ART
de	S	DE
le	Pp	IL
soumettre	Vvn	SOUMETTRE
exige	Vvc	EXIGER
un	Dn	UN
art	Nc	ART
suprême	Ag	SUPRÊME
,	Fw	,
Plus	Vvc	PLAIRE
difficile	Ag	DIFFICILE
encor	Nc	encor
que	Cs	QUE
la	Da	LE
victoire	Nc	VICTOIRE
même	Ag	MÊME
.	Fs	.
Songe	Vvc	SONGER
à	S	À
les	Pp	ILS
subjuguer	Vvn	SUBJUGUER
sans	S	SANS
te	Pp	TU
rendre	Vvn	RENDRE
odieux	Ag	ODIEUX
.	Fs	.
Mais	Cc	MAIS
avant	S	AVANT
que	Cs	QUE
le	Da	LE
jour	Nc	JOUR
nous	Pp	NOUS
surprenne	Vvc	SURPRENDRE
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
,	Fw	,
Au	Vvc	Au
temple	Nc	TEMPLE
de	S	DE
Tellus	Nc	Tellus
dis	Vvc	DIRE
-moi	Vvc	-moi
ce	Pd	CE
qui	Pr	QUI
t'	Pp	TU
appelle	Vvc	APPELER
;	Fw	;
Son	Nc	SON
grand-prêtre	Vvc	grand-prêtre
Probus	Nc	Probus
te	Pp	TU
sera-t-il	Vvc	sera-t-il
fidèle	Ag	FIDÈLE
?	Fs	?
Quoique	Cs	QUOIQUE
rien	Pi	RIEN
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
ne	Rp	NE
borne	Vvc	BORNER
son	Ds	SON
pouvoir	Nc	POUVOIR
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
sais	Vvc	SAVOIR
si	Rg	SI
Probus	Nc	Probus
remplira	Vvc	REMPLIR
notre	Ds	NOTRE
espoir	Nc	ESPOIR
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
qu'	Cs	QUE
à	S	À
ses	Ds	SON
soins	Nc	SOIN
nous	Pp	NOUS
devons	Vvc	DEVOIR
cet	Dd	CE
asile	Nc	ASILE
,	Fw	,
Dont	Vvc	Dont
il	Pp	IL
nous	Pp	NOUS
rend	Vvc	RENDRE
l'	Da	LE
accès	Nc	ACCÈS
aussi	Rg	AUSSI
sûr	Ag	SÛR
que	Cs	QUE
facile	Ag	FACILE
;	Fw	;
Mais	Vvc	Mais
au	S+Da	À+LE
nouveau	Ag	NOUVEAU
consul	Nc	CONSUL
le	Da	LE
grand-prêtre	Nc	grand-prêtre
est	Vuc	ÊTRE
lié	Ge	LIER
Par	Nc	PAR
l'	Da	LE
intérêt	Nc	INTÉRÊT
,	Fw	,
le	Da	LE
sang	Nc	SANG
,	Fw	,
l'	Da	LE
orgueil	Nc	ORGUEIL
,	Fw	,
ou	Cc	OU
l'	Da	LE
amitié	Nc	AMITIÉ
.	Fs	.
Lorsqu'	Cs	LORSQUE
à	S	À
des	Dn	UN
conjurés	Nc	CONJURÉ
ses	Ds	SON
pareils	Ag	PAREIL
s'	Pp	SE
associent	Vvc	ASSOCIER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
par	S	PAR
des	Dn	UN
trahisons	Nc	TRAHISON
que	Cs	QUE
tous	Pi	TOUT
se	Pp	IL
justifient	Vvc	JUSTIFIER
.	Fs	.
Aujourd'hui	Rg	AUJOURD'HUI
le	Da	LE
sénat	Nc	SÉNAT
doit	Vvc	DEVOIR
s'	Pp	SE
assembler	Vvn	ASSEMBLER
ici	Rg	ICI
;	Fw	;
Ce	Vvc	Ce
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
cependant	Rg	CEPENDANT
mon	Ds	MON
plus	Rg	PLUS
cruel	Ag	CRUEL
souci	Nc	SOUCI
:	Fw	:
Je	Pp	JE
crains	Vvc	CRAINDRE
,	Fw	,
je	Pp	JE
l'	Pp	IL
avouerai	Vvc	AVOUER
,	Fw	,
les	Da	LE
fureurs	Nc	FUREUR
de	S	DE
Fulvie	Nc	Fulvie
,	Fw	,
Et	Vvc	Et
je	Pp	JE
crains	Vvc	CRAINDRE
encor	Nc	encor
plus	Rg	PLUS
ton	Ds	TON
amour	Nc	AMOUR
pour	S	POUR
Tullie	Nc	Tullie
,	Fw	,
Fille	Nc	FILLE
d'	S	DE
un	Dn	UN
ennemi	Nc	ENNEMI
dangereux	Ag	DANGEREUX
et	Cc	ET
jaloux	Ag	JALOUX
,	Fw	,
De	Vvc	De
Cicéron	Nc	Cicéron
enfin	Rg	ENFIN
,	Fw	,
l'	Da	LE
objet	Nc	OBJET
de	S	DE
ton	Ds	TON
courroux	Nc	COURROUX
.	Fs	.
Eh	I	EH
!	Fs	!
Comment	Rt	COMMENT
,	Fw	,
dans	S	DANS
un	Dn	UN
cour	Nc	COUR
qu'	Cs	QUE
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
soin	Nc	SOIN
entraîne	Vvc	ENTRAÎNER
,	Fw	,
Peux	Ag	Peux
-tu	Vvc	-tu
concilier	Vvn	CONCILIER
tant	Rg	TANT
d'	S	DE
amour	Nc	AMOUR
et	Cc	ET
de	S	DE
haine	Nc	HAINE
?	Fs	?
L'	Da	LE
amour	Nc	AMOUR
,	Fw	,
pour	S	POUR
tes	Ds	TON
pareils	Ag	PAREIL
,	Fw	,
aurait-il	Vuc	aurait-il
des	Dn	UN
appas	Nc	APPAS
?	Fs	?
Ah	I	AH
!	Fs	!
Si	Cs	SI
je	Pp	JE
le	Pp	IL
ressens	Vvc	RESSENTIR
,	Fw	,
je	Pp	JE
n'	Rp	NE
y	Pp	Y
succombe	Vvc	SUCCOMBER
pas	Rg	PAS
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
grand	Ag	GRAND
cour	Nc	COUR
soit	Vuc	ÊTRE
épris	Ge	ÉPRENDRE
d'	S	DE
une	Dn	UN
amoureuse	Ag	AMOUREUX
flamme	Nc	FLAMME
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
l'	Da	LE
ouvrage	Nc	OUVRAGE
des	S+Da	DE+LE|DE+LES
sens	Nc	SENS
,	Fw	,
non	Rg	NON
le	Da	LE
faible	Nc	FAIBLE
de	S	DE
l'	Da	LE
âme	Nc	ÂME
;	Fw	;
Mais	Vvc	Mais
dès	S	DÈS
que	Cs	QUE
par	S	PAR
la	Da	LE
gloire	Nc	GLOIRE
il	Pp	IL
peut	Vvc	POUVOIR
être	Vun	ÊTRE
excité	Ge	EXCITER
,	Fw	,
Cette	Vvc	Cette
ardeur	Nc	ARDEUR
n'	Rp	NE
a	Vuc	AVOIR
sur	S	SUR
lui	Pp	IL
qu'	Cs	QUE
un	Dn	UN
pouvoir	Nc	POUVOIR
limité	Ge	LIMITER
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
ainsi	Rg	AINSI
que	Cs	QUE
le	Da	LE
mien	Ps	MIEN
est	Vuc	ÊTRE
épris	Ge	ÉPRENDRE
de	S	DE
Tullie	Nc	Tullie
;	Fw	;
Ses	Vvc	Ses
grâces	Nc	GRÂCE
,	Fw	,
sa	Ds	SON
beauté	Nc	BEAUTÉ
,	Fw	,
sa	Ds	SON
fière	Ag	FIER
modestie	Nc	MODESTIE
,	Fw	,
Tout	Vvc	Tout
m'	Pp	JE
en	Pp	EN
plaît	Vvc	PLAIRE
,	Fw	,
Lentulus	Vvc	Lentulus
;	Fw	;
mais	Cc	MAIS
cette	Dd	CE
passion	Nc	PASSION
Est	Vvc	Est
moins	Rg	MOINS
amour	Nc	AMOUR
en	S	EN
moi	Pp	JE
qu'	Cs	QUE
excès	Nc	EXCÈS
d'	S	DE
ambition	Nc	AMBITION
.	Fs	.
Malgré	Vvc	Malgré
tous	Di	TOUT
les	Da	LE
objets	Nc	OBJET
dont	Pr	DONT
son	Ds	SON
orgueil	Nc	ORGUEIL
se	Pp	IL
pare	Vvc	PARER
,	Fw	,
Tullie	Vvc	Tullie
est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
Rome	Nc	Rome
eut	Vuc	AVOIR
jamais	Rg	JAMAIS
de	S	DE
plus	Rg	PLUS
rare	Ag	RARE
;	Fw	;
Je	Vvc	Je
vois	Vvc	ALLER|VOIR
à	S	À
son	Ds	SON
aspect	Nc	ASPECT
tout	Rg	TOUT
un	Dn	UN
peuple	Nc	PEUPLE
enchanté	Ge	ENCHANTER
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
tant	Rg	TANT
d'	S	DE
attraits	Nc	ATTRAIT
le	Da	LE
seul	Ag	SEUL
qui	Pr	QUI
m'	Pp	JE
ait	Vuc	AVOIR
tenté	Ge	TENTER
.	Fs	.
Sans	S	SANS
la	Da	LE
foule	Nc	FOULE
des	S+Da	DE+LE|DE+LES
cours	Nc	COUR|COURS|COURT
qui	Pr	QUI
s'	Pp	SE
empressent	Vvc	EMPRESSER
pour	S	POUR
elle	Pp	IL
Tullie	Vvc	Tullie
à	S	À
mes	Ds	MON
regards	Nc	REGARD
n'	Rp	NE
eût	Vuc	AVOIR
point	Rg	POINT
paru	Ge	PARAÎTRE
si	Rg	SI
belle	Ag	BEAU
;	Fw	;
Mais	Vvc	Mais
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
souffrir	Vvn	SOUFFRIR
que	Cs	QUE
quelque	Di	QUELQUE
audacieux	Nc	AUDACIEUX
Vînt	Vvc	Vînt
m'	Pp	JE
enlever	Vvn	ENLEVER
un	Dn	UN
bien	Rg	BIEN
qu'	Cs	QUE
on	Pp	ON
croit	Vvc	CROIRE|CROÎTRE
si	Rg	SI
précieux	Ag	PRÉCIEUX
.	Fs	.
Enfin	Rg	ENFIN
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
conquis	Ge	CONQUÉRIR
;	Fw	;
et	Cc	ET
sans	S	SANS
cette	Dd	CE
victoire	Nc	VICTOIRE
Je	Ag	Je
croirais	Vvc	CROIRE
aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
tout	Pi	TOUT
manque	Vvc	MANQUER
à	S	À
ma	Ds	MON
gloire	Nc	GLOIRE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
en	Pp	EN
soit	Vuc	ÊTRE
le	Da	LE
seul	Ag	SEUL
objet	Nc	OBJET
;	Fw	;
Loin	Nc	Loin
que	Cs	QUE
de	S	DE
mes	Ds	MON
desseins	Nc	DESSEIN
il	Pp	IL
suspende	Vvc	SUSPENDRE
l'	Da	LE
effet	Nc	EFFET
,	Fw	,
Cette	Vvc	Cette
flamme	Nc	FLAMME
,	Fw	,
où	Pr	OÙ
tu	Pp	TU
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
tout	Di	TOUT
mon	Ds	MON
cour	Nc	COUR
s'	Pp	SE
applique	Vvc	APPLIQUER
,	Fw	,
Est	Vvc	Est
un	Dn	UN
fruit	Nc	FRUIT
de	S	DE
ma	Ds	MON
haine	Nc	HAINE
et	Cc	ET
de	S	DE
ma	Ds	MON
politique	Nc	POLITIQUE
:	Fw	:
Si	Cs	SI
je	Pp	JE
rends	Vvc	RENDRE
Cicéron	Nc	Cicéron
favorable	Ag	FAVORABLE
à	S	À
mes	Ds	MON
feux	Nc	FEU|FEUX
,	Fw	,
Rien	Vvc	Rien
ne	Rp	NE
peut	Vvc	POUVOIR
désormais	Rg	DÉSORMAIS
s'	Pp	SE
opposer	Vvn	OPPOSER
à	S	À
mes	Ds	MON
voux	Nc	voux
;	Fw	;
Je	Vvc	Je
tiendrai	Vvc	TENIR
sous	S	SOUS
mes	Ds	MON
