Arrête	Vvc	Arrête
défendu	Ge	DÉFENDRE
.	Fs	.
Suis	Vvc	SUIVRE
moi	Pp	JE
sans	S	SANS
répliquer	Vvn	RÉPLIQUER
,	Fw	,
je	Pp	JE
m'	Pp	JE
en	Pp	EN
vais	Vvc	ALLER
à	S	À
sa	Ds	SON
porte	Nc	PORTE|PORTÉ
Prendre	Vvc	Prendre
l'	Da	LE
occasion	Nc	OCCASION
que	Cs	QUE
quelqu'un	Pi	QUELQU'UN
entre	S	ENTRE
ou	Pr	OÙ
sorte	Vvc	SORTIR
.	Fs	.
Éteins	Vvc	Éteins
donc	Rg	DONC
le	Da	LE
flambeau	Nc	FLAMBEAU
.	Fs	.
Cela	Pd	CELA
vaut	Vvc	VALOIR
fait	Ge	FAIRE
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
Mais	Vvc	Mais
ciel	Nc	CIEL
qu'	Pr	QUE
heureusement	Rg	HEUREUSEMENT
j'	Pp	JE
entends	Vvc	ENTENDRE
des	Dn	UN
violons	Nc	VIOLON
!	Fs	!
Ils	Pp	ILS
ne	Rp	NE
sont	Vuc	ÊTRE
au	S+Da	À+LE
plus	Rg	PLUS
loin	Rg	LOIN
qu'	Cs	QUE
en	S	EN
la	Da	LE
place	Nc	PLACE|PLACÉ
prochaine	Ag	PROCHAIN
:	Fw	:
Si	Cs	SI
tu	Pp	TU
m'	Pp	JE
aimes	Vvc	AIMER
Sylvain	Nc	SYLVAIN
,	Fw	,
cours	Nc	COUR|COURS|COURT
vite	Rg	VITE
et	Cc	ET
les	Da	LE
amène	Ag	AMÈNE
:	Fw	:
De	S	DE
ces	Dd	CE
doux	Ag	DOUX
instruments	Nc	INSTRUMENT
les	Da	LE
sons	Nc	SON
mélodieux	Ag	MÉLODIEUX
Divertiront	Vvc	DIVERTIR
l'	Da	LE
objet	Nc	OBJET
qui	Pr	QUI
plaît	Vvc	PLAIRE
tant	Rg	TANT
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
.	Fs	.
Léandre	Nc	Léandre
c'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
tard	Rg	TARD
que	Cs	QUE
tu	Pp	TU
me	Pp	JE
fais	Vvc	FAIRE
reproche	Nc	REPROCHE
,	Fw	,
J'	Vvc	J'
aime	Vvc	AIMER
trop	Rg	TROP
mes	Ds	MON
plaisirs	Nc	PLAISIR
,	Fw	,
et	Cc	ET
je	Pp	JE
m'	Pp	JE
en	Pp	EN
crois	Vvc	CROIRE|CROÎTRE
trop	Rg	TROP
proche	Ag	PROCHE
.	Fs	.
Donne	Vvc	DONNER
trêve	Nc	TRÊVE
à	S	À
la	Da	LE
plainte	Nc	PLAINTE
,	Fw	,
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
vain	Ag	VAIN
discours	Nc	DISCOURS
Qui	Vvc	Qui
ne	Rp	NE
peut	Vvc	POUVOIR
m'	Pp	JE
empêcher	Vvn	EMPÊCHER
d'	S	DE
arriver	Vvn	ARRIVER
où	Pr	OÙ
je	Pp	JE
cours	Vvc	COURIR
.	Fs	.
Tu	Pp	TU
m'	Pp	JE
opposes	Vvc	OPPOSER
la	Da	LE
loi	Nc	LOI
d'	S	DE
une	Dn	UN
amitié	Nc	AMITIÉ
jurée	Ge	JURER
,	Fw	,
J'	Vvc	J'
oppose	Nc	OPPOSÉ
à	S	À
cette	Dd	CE
loi	Nc	LOI
tous	Di	TOUT
les	Da	LE
charmes	Nc	CHARME
d'	S	DE
Astrée	Nc	Astrée
.	Fs	.
Selon	S	SELON
les	Da	LE
sentiments	Nc	SENTIMENT
d'	S	DE
un	Dn	UN
cur	Nc	CUR
comme	S	COMME
le	Da	LE
mien	Ps	MIEN
,	Fw	,
Où	Vvc	Où
l'	Pp	IL
on	Pp	ON
voit	Vvc	VOIR
tant	Rg	TANT
d'	S	DE
appas	Nc	APPAS
,	Fw	,
un	Dn	UN
ami	Nc	AMI
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
rien	Pi	RIEN
.	Fs	.
Son	Ds	SON
respect	Nc	RESPECT
peut	Vvc	POUVOIR
beaucoup	Rg	BEAUCOUP
;	Fw	;
mais	Cc	MAIS
sa	Ds	SON
force	Nc	FORCE|FORCÉ
est	Vuc	ÊTRE
petite	Ag	PETIT
,	Fw	,
Où	Vvc	Où
la	Da	LE
beauté	Nc	BEAUTÉ
se	Pp	IL
trouve	Vvc	TROUVER
avecque	Vvc	avecque
le	Da	LE
mérite	Nc	MÉRITE
;	Fw	;
Astrée	Vvc	Astrée
a	S	À
l'	Da	LE
une	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
et	Cc	ET
cet	Dd	CE
objet	Nc	OBJET
charmant	Ga	CHARMER
Me	Vvc	Me
rend	Vvc	RENDRE
traître	Ag	TRAÎTRE
envers	S	ENVERS
toi	Pp	TU
sans	S	SANS
mon	Ds	MON
consentement	Nc	CONSENTEMENT
:	Fw	:
Quelque	Di	QUELQUE
attrait	Nc	ATTRAIT
qu'	Cs	QUE
en	S	EN
ses	Ds	SON
yeux	Nc	OEIL|YEUX
je	Pp	JE
découvre	Vvc	DÉCOUVRIR
et	Cc	ET
j'	Pp	JE
admire	Vvc	ADMIRER
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
m'	Pp	JE
y	Pp	Y
porte	Vvc	PORTER
pas	Rg	PAS
,	Fw	,
leur	Ds	LEUR
vif	Ag	VIF
éclat	Nc	ÉCLAT
m'	Pp	JE
attire	Vvc	ATTIRER
,	Fw	,
Et	Vvc	Et
vouloir	Vvn	VOULOIR
résister	Vvn	RÉSISTER
à	S	À
leurs	Ds	LEUR
puissants	Ag	PUISSANT
efforts	Nc	EFFORT
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
m'	Pp	JE
étreindre	Vvn	ÉTREINDRE
de	S	DE
nuds	Nc	NUD
plus	Rg	PLUS
prégnants	Ag	PRÉGNANT
et	Cc	ET
plus	Rg	PLUS
forts	Ag	FORT
.	Fs	.
Amis	Nc	AMI
concertez	Vvc	CONCERTER
vous	Pp	VOUS
,	Fw	,
et	Cc	ET
que	Cs	QUE
votre	Ds	VOTRE
harmonie	Nc	HARMONIE
Soulage	Nc	Soulage
,	Fw	,
s'	Cs	SI
il	Pp	IL
se	Pp	IL
peut	Vvc	POUVOIR
ma	Ds	MON
langueur	Nc	LANGUEUR
infinie	Ag	INFINI
,	Fw	,
Par	Nc	PAR
vos	Ds	VOTRE
divers	Ag	DIVERS
accords	Nc	ACCORD
essayez	Vvc	ESSAYER
de	S	DE
toucher	Vvn	TOUCHER
Un	Vvc	Un
esprit	Nc	ESPRIT
insensible	Ag	INSENSIBLE
ou	Cc	OU
plutôt	Rg	PLUTÔT
un	Dn	UN
rocher	Nc	ROCHER
.	Fs	.
Les	Da	LE
violons	Nc	VIOLON
jouent	Vvc	JOUER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
,	Fw	,
quelqu'un	Pi	QUELQU'UN
vient	Vvc	VENIR
d'	S	DE
ouvrir	Vvn	OUVRIR
une	Dn	UN
fenêtre	Nc	FENÊTRE
:	Fw	:
Retirez	Vvc	RETIRER
vous	Pp	VOUS
,	Fw	,
Sylvain	Nc	SYLVAIN
songe	Vvc	SONGER
à	S	À
les	Pp	ILS
reconnaître	Vvn	RECONNAÎTRE
.	Fs	.
N'	Rp	NE
est	Vuc	ÊTRE
-ce	Vvc	-ce
pas	Rg	PAS
vous	Pp	VOUS
Alcipe	Vvc	Alcipe
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
Avec	Vvc	Avec
tout	Di	TOUT
le	Da	LE
respect	Nc	RESPECT
et	Cc	ET
l'	Da	LE
amour	Nc	AMOUR
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
.	Fs	.
Puisqu'en	Cs	Puisqu'en
un	Dn	UN
fol	Ag	FOL|FOU
espoir	Nc	ESPOIR
votre	Ds	VOTRE
coeur	Nc	CUR
persévère	Vvc	PERSÉVÉRER
,	Fw	,
Retenez	Vvc	RETENIR
les	Da	LE
avis	Nc	AVIS
d'	S	DE
une	Dn	UN
femme	Nc	FEMME
en	S	EN
colère	Nc	COLÈRE
:	Fw	:
Alcipe	Vvc	Alcipe
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
lasse	Ag	LAS
,	Fw	,
et	Cc	ET
vos	Ds	VOTRE
vaines	Ag	VAIN
ardeurs	Nc	ARDEUR
Bien	Vvc	Bien
loin	Rg	LOIN
de	S	DE
m'	Pp	JE
enflammer	Vvn	ENFLAMMER
augmentent	Vvc	AUGMENTER
mes	Ds	MON
froideurs	Nc	FROIDEUR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
longtemps	Rg	LONGTEMPS
par	S	PAR
mépris	Nc	MÉPRIS
négligé	Ge	NÉGLIGER
votre	Ds	VOTRE
peine	Nc	PEINE
;	Fw	;
Mais	Vvc	Mais
ce	Dd	CE
mépris	Nc	MÉPRIS
se	Pp	IL
change	Vvc	CHANGER
en	S	EN
une	Dn	UN
forte	Ag	FORT
haine	Nc	HAINE
.	Fs	.
Évitez	Nc	Évitez
-en	Vvc	-en
l'	Da	LE
effet	Nc	EFFET
,	Fw	,
en	S	EN
vous	Pp	VOUS
ôtant	Ga	ÔTER
du	S+Da	DE+LE
sein	Nc	SEIN
L'	Vvc	L'
espoir	Nc	ESPOIR
d'	S	DE
exécuter	Vvn	EXÉCUTER
votre	Ds	VOTRE
lâche	Ag	LÂCHE
dessein	Nc	DESSEIN
:	Fw	:
Pour	S	POUR
être	Vun	ÊTRE
sans	S	SANS
mari	Nc	MARI
,	Fw	,
ma	Ds	MON
vertu	Nc	VERTU
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
moindre	Ag	MOINDRE
.	Fs	.
À	Vvc	À
votre	Ds	VOTRE
vain	Ag	VAIN
effort	Nc	EFFORT
,	Fw	,
l'	Da	LE
enfer	Nc	ENFER
se	Pp	IL
pourrait	Vvc	POUVOIR
joindre	Vvn	JOINDRE
;	Fw	;
Tout	Vvc	Tout
l'	Da	LE
Univers	Nc	UNIVERS
enfin	Rg	ENFIN
me	Pp	JE
viendrait	Vvc	VENIR
assaillir	Vvn	ASSAILLIR
,	Fw	,
Sans	Vvc	Sans
qu'	Cs	QUE
en	S	EN
ce	Dd	CE
grand	Ag	GRAND
assaut	Nc	ASSAUT
mon	Ds	MON
honneur	Nc	HONNEUR
pût	Vvc	POUVOIR
faillir	Vvn	FAILLIR
.	Fs	.
Après	Vvc	Après
un	Dn	UN
tel	Ag	TEL
discours	Nc	DISCOURS
qu'	Pr	QUE
avez	Vuc	AVOIR
-vous	Nc	-vous
à	S	À
prétendre	Vvn	PRÉTENDRE
?	Fs	?
Craignez	Vvc	CRAINDRE
,	Fw	,
craignez	Vvc	CRAINDRE
plutôt	Rg	PLUTÔT
le	Da	LE
retour	Nc	RETOUR
de	S	DE
Léandre	Nc	Léandre
.	Fs	.
Il	Pp	IL
viendra	Vvc	VENIR
pour	S	POUR
punir	Vvn	PUNIR
vos	Ds	VOTRE
projets	Nc	PROJET
insensés	Ag	INSENSÉ
,	Fw	,
Plutôt	Vvc	Plutôt
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
dis	Vvc	DIRE
,	Fw	,
et	Cc	ET
que	Cs	QUE
vous	Pp	VOUS
ne	Rp	NE
pensez	Vvc	PENSER
.	Fs	.
Adieu	Nc	ADIEU
,	Fw	,
nourrissez	Vvc	NOURRIR
-vous	Nc	-vous
d'	S	DE
espérances	Nc	ESPÉRANCE
frivoles	Ag	FRIVOLE
;	Fw	;
Mais	Vvc	Mais
interprétez	Vvc	INTERPRÉTER
bien	Rg	BIEN
mes	Ds	MON
dernières	Ag	DERNIER
paroles	Nc	PAROLE
.	Fs	.
Elle	Pp	IL
ferme	Vvc	FERMER
la	Da	LE
fenêtre	Nc	FENÊTRE
et	Cc	ET
se	Pp	IL
retire	Vvc	RETIRER
.	Fs	.
Qu'	Cs	QUE
en	Pp	EN
dites	Vvc	DIRE
-vous	Nc	-vous
,	Fw	,
Monsieur	Nc	MONSIEUR
?	Fs	?
Menace	Nc	MENACE
ni	Cc	NI
mépris	Nc	MÉPRIS
,	Fw	,
Ne	Vvc	Ne
me	Pp	JE
peut	Vvc	POUVOIR
détourner	Vvn	DÉTOURNER
du	S+Da	DE+LE
chemin	Nc	CHEMIN
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
pris	Ge	PRENDRE
,	Fw	,
Dusse	Vvc	DEVOIR
-je	Nc	-je
avec	S	AVEC
l'	Da	LE
honneur	Nc	HONNEUR
y	Pp	Y
perdre	Vvn	PERDRE
la	Da	LE
lumière	Nc	LUMIÈRE
,	Fw	,
Je	Vvc	Je
veux	Vvc	VOULOIR
aller	Vvn	ALLER
au	S+Da	À+LE
bout	Nc	BOUT
,	Fw	,
et	Cc	ET
franchir	Vvn	FRANCHIR
la	Da	LE
carrière	Nc	CARRIÈRE
.	Fs	.
Comment	Pt	COMMENT
le	Pp	IL
pourrez	Vvc	POUVOIR
vous	Pp	VOUS
,	Fw	,
si	Cs	SI
Léandre	Nc	Léandre
revient	Vvc	REVENIR
?	Fs	?
L'	Pp	IL
on	Pp	ON
m'	Pp	JE
en	Pp	EN
a	Vuc	AVOIR
menacé	Ge	MENACER
,	Fw	,
Sylvain	Nc	SYLVAIN
,	Fw	,
il	Pp	IL
m'	Pp	JE
en	Pp	EN
souvient	Vvc	SOUVENIR
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
connais	Vvc	CONNAÎTRE
assez	Rg	ASSEZ
que	Cs	QUE
l'	Da	LE
ingrate	Ag	INGRAT
que	Cs	QUE
j'	Pp	JE
aime	Vvc	AIMER
,	Fw	,
Pour	Nc	POUR
éprouver	Vvn	ÉPROUVER
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
trouve	Vvc	TROUVER
ce	Dd	CE
stratagème	Nc	STRATAGÈME
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
pour	S	POUR
mieux	Rg	MIEUX
s'	Pp	SE
assurer	Vvn	ASSURER
si	Cs	SI
je	Pp	JE
suis	Vuc	ÊTRE
résolu	Ge	RÉSOUDRE
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
me	Pp	JE
dédis	Vvc	DÉDIRE
point	Rg	POINT
de	S	DE
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
.	Fs	.
Mais	Cc	MAIS
que	Cs	QUE
Léandre	Nc	Léandre
vienne	Vvc	VENIR
;	Fw	;
et	Cc	ET
qu'	Cs	QUE
après	S	APRÈS
tout	Di	TOUT
sa	Ds	SON
femme	Nc	FEMME
,	Fw	,
D'	Nc	D'
un	Dn	UN
langage	Nc	LANGAGE
indiscret	Ag	INDISCRET
lui	Pp	IL
découvre	Vvc	DÉCOUVRIR
ma	Ds	MON
flamme	Nc	FLAMME
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
ignore	Vvc	IGNORER
pas	Rg	PAS
l'	Da	LE
art	Nc	ART
de	S	DE
lui	Pp	IL
persuader	Vvn	PERSUADER
Que	Vvc	Que
je	Pp	JE
m'	Pp	JE
en	Pp	EN
tenais	Vvc	TENIR
près	Rg	PRÈS
,	Fw	,
afin	S	AFIN
de	S	DE
la	Pp	IL
garder	Vvn	GARDER
;	Fw	;
Que	Vvc	Que
je	Pp	JE
ne	Rp	NE
la	Pp	IL
priais	Vvc	PRIER
...	Fs	...
Monsieur	Nc	MONSIEUR
,	Fw	,
quelqu'un	Pi	QUELQU'UN
s'	Pp	SE
avance	Vvc	AVANCER
.	Fs	.
Tirons	Vvc	TIRER
nous	Pp	NOUS
à	S	À
l'	Da	LE
écart	Nc	ÉCART
,	Fw	,
et	Cc	ET
gardons	Vvc	GARDER
le	Da	LE
silence	Nc	SILENCE
.	Fs	.
Malgré	Vvc	Malgré
l'	Da	LE
ombre	Nc	OMBRE
et	Cc	ET
l'	Da	LE
horreur	Nc	HORREUR
de	S	DE
cet	Dd	CE
air	Nc	AIR
obscurci	Ge	OBSCURCIR
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
me	Pp	JE
trompe	Vvc	TROMPER
pas	Rg	PAS
:	Fw	:
heurtons	Vvc	HEURTER
fort	Rg	FORT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
ici	Rg	ICI
.	Fs	.
À	Vvc	À
voir	Vvn	VOIR
de	S	DE
ce	Dd	CE
garçon	Nc	GARÇON
l'	Da	LE
habit	Nc	HABIT
et	Cc	ET
la	Da	LE
posture	Nc	POSTURE
,	Fw	,
Il	Vvc	Il
semble	Vvc	SEMBLER
un	Dn	UN
officier	Nc	OFFICIER
du	S+Da	DE+LE
Bureau	Nc	BUREAU
de	S	DE
Mercure	Nc	MERCURE
.	Fs	.
Déjà	Vvc	Déjà
dans	S	DANS
ce	Dd	CE
logis	Nc	LOGIS
chacun	Pi	CHACUN
est	Vuc	ÊTRE
endormi	Ge	ENDORMIR
,	Fw	,
Redoublons	Vvc	REDOUBLER
toutefois	Rg	TOUTEFOIS
en	S	EN
maître	Nc	MAÎTRE
,	Fw	,
ou	Cc	OU
comme	S	COMME
ami	Nc	AMI
.	Fs	.
Ah	I	AH
!	Fs	!
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
doute	Vvc	DOUTER
plus	Rg	PLUS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
de	S	DE
ces	Dd	CE
infâmes	Ag	INFÂME
,	Fw	,
Qui	Vvc	Qui
vendent	Vvc	VENDRE
la	Da	LE
jeunesse	Nc	JEUNESSE
et	Cc	ET
la	Da	LE
beauté	Nc	BEAUTÉ
des	S+Da	DE+LE|DE+LES
femmes	Nc	FEMME
;	Fw	;
L'	Vvc	L'
infidèle	Ag	INFIDÈLE
à	S	À
dessein	Nc	DESSEIN
m'	Pp	JE
a	Vuc	AVOIR
traité	Ge	TRAITER
rudement	Rg	RUDEMENT
;	Fw	;
Pour	Nc	POUR
s'	Pp	SE
aller	Vvn	ALLER
divertir	Vvn	DIVERTIR
avec	S	AVEC
un	Dn	UN
autre	Ag	AUTRE
amant	Nc	AMANT
.	Fs	.
Insolent	Vvc	INSOLER
c'	Pd	CE
en	Pp	EN
est	Vuc	ÊTRE
trop	Rg	TROP
,	Fw	,
votre	Ds	VOTRE
impudence	Nc	IMPUDENCE
est	Vuc	ÊTRE
telle	Ag	TEL
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
propos	Nc	PROPOS
de	S	DE
mépris	Nc	MÉPRIS
,	Fw	,
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
assez	Rg	ASSEZ
pour	S	POUR
elle	Pp	IL
:	Fw	:
Je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
qui	Pt	QUI
me	Pp	JE
tient	Vvc	TENIR
,	Fw	,
qu'	Cs	QUE
en	S	EN
mon	Ds	MON
juste	Ag	JUSTE
courroux	Nc	COURROUX
Je	Vvc	Je
ne	Rp	NE
fasse	Vvc	FAIRE
sortir	Vvn	SORTIR
les	Da	LE
voisins	Nc	VOISIN|VOISINS
dessus	S	DESSUS
vous	Pp	VOUS
.	Fs	.
Heurter	Vvn	HEURTER
violemment	Rg	VIOLEMMENT
,	Fw	,
et	Cc	ET
de	S	DE
nuit	Nc	NUIT
à	S	À
ma	Ds	MON
porte	Nc	PORTE|PORTÉ
!	Fs	!
Traite-t	Nc	Traite-t
-on	Nc	-on
de	S	DE
cet	Dd	CE
air	Nc	AIR
les	Da	LE
femmes	Nc	FEMME
de	S	DE
ma	Ds	MON
sorte	Nc	SORTE
?	Fs	?
Retirez	Vvc	RETIRER
-vous	Nc	-vous
,	Fw	,
ou	Cc	OU
bien	Rg	BIEN
.	Fs	.
Cette	Dd	CE
malfaçon	Nc	MALFAÇON
Fait	Vvc	FAIRE
naître	Vvn	NAÎTRE
en	S	EN
mon	Ds	MON
esprit	Nc	ESPRIT
je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
quel	Dt	QUEL
soupçon	Nc	SOUPÇON
;	Fw	;
Mais	Vvc	Mais
désabusons	Vvc	DÉSABUSER
-la	Vvc	-la
.	Fs	.
Quelle	Dt	QUEL
audace	Nc	AUDACE
est	Vuc	ÊTRE
la	Da	LE
vôtre	As#Ps	VÔTRE
?	Fs	?
Madame	Nc	MADAME
,	Fw	,
apaisez	Vvc	APAISER
-vous	Nc	-vous
,	Fw	,
vous	Pp	VOUS
prenez	Vvc	PRENDRE
l'	Da	LE
un	Pi	UN
pour	S	POUR
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
valet	Nc	VALET
d'	S	DE
Orphise	Nc	Orphise
.	Fs	.
Ah	I	AH
!	Fs	!
Bon	Ag	BON
Dieu	Nc	DIEU
que	Pr	QUE
j'	Pp	JE
ai	Vuc	AVOIR
tort	Nc	TORT
!	Fs	!
Pourquoi	Rt	POURQUOI
viens	Vvc	VENIR
-tu	Vvc	-tu
si	Rg	SI
tard	Rg	TARD
,	Fw	,
et	Cc	ET
heurtes	Vvc	HEURTER
-tu	Vvn	-tu
si	Rg	SI
fort	Ag	FORT
?	Fs	?
Pour	S	POUR
vous	Pp	VOUS
donner	Vvn	DONNER
avis	Nc	AVIS
de	S	DE
venir	Vvn	VENIR
tout	Pi	TOUT
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
,	Fw	,
Autrement	Nc	Autrement
sans	S	SANS
vous	Pp	VOUS
voir	Vvn	VOIR
,	Fw	,
il	Pp	IL
faudra	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
elle	Pp	IL
meure	Vvc	MURER
.	Fs	.
Quel	Dt	QUEL
mal	Nc	MAL
à	S	À
ma	Ds	MON
cousine	Nc	COUSIN
est-il	Ag	est-il
donc	Rg	DONC
survenu	Ge	SURVENIR
?	Fs	?
Je	Pp	JE
ne	Rp	NE
