Impatients	Ag	IMPATIENT
faveur	Nc	FAVEUR
ton	Ds	TON
amour	Nc	AMOUR
exécute	Vvc	EXÉCUTER
,	Fw	,
Il	Vvc	Il
te	Pp	TU
peut	Vvc	POUVOIR
,	Fw	,
en	S	EN
tombant	Ga	TOMBER
,	Fw	,
écraser	Vvn	ÉCRASER
sous	S	SOUS
sa	Ds	SON
chute	Nc	CHUTE
.	Fs	.
Ah	I	AH
!	Fs	!
Cesse	Vvc	CESSER
de	S	DE
courir	Vvn	COURIR
à	S	À
ce	Dd	CE
mortel	Ag	MORTEL
danger	Nc	DANGER
,	Fw	,
Te	Vvc	Te
perdre	Vvn	PERDRE
en	S	EN
me	Pp	JE
vengeant	Ga	VENGER
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
me	Pp	JE
venger	Vvn	VENGER
,	Fw	,
Un	Vvc	Un
cœur	Nc	cœur
est	Vuc	ÊTRE
trop	Rg	TROP
cruel	Ag	CRUEL
quand	Cs	QUAND
il	Pp	IL
trouve	Vvc	TROUVER
des	Dn	UN
charmes	Nc	CHARME
Aux	Vvc	Aux
douceurs	Nc	DOUCEUR
que	Pr	QUE
corrompt	Vvc	CORROMPRE
l'	Da	LE
amertume	Nc	AMERTUME
des	S+Da	DE+LE|DE+LES
larmes	Nc	LARME
,	Fw	,
Et	Vvc	Et
je	Pp	JE
tiens	Vvc	TENIR
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
mettre	Vvn	METTRE
au	S+Da	À+LE
rang	Nc	RANG
des	S+Da	DE+LE|DE+LES
grands	Ag	GRAND
malheurs	Nc	MALHEUR
La	Vvc	La
mort	Nc	MORT
d'	S	DE
un	Dn	UN
ennemi	Nc	ENNEMI
qui	Pr	QUI
nous	Pp	NOUS
coûte	Vvc	COÛTER
des	Dn	UN
pleurs	Nc	PLEUR
.	Fs	.
Mais	Cc	MAIS
peut	Vvc	POUVOIR
-on	Nc	-on
en	S	EN
verser	Vvn	VERSER
alors	Rg	ALORS
qu'	Cs	QUE
on	Pp	ON
venge	Vvc	VENGER
un	Dn	UN
père	Nc	PÈRE
?	Fs	?
Est-il	Ag	Est-il
perte	Nc	PERTE
à	S	À
ce	Dd	CE
prix	Nc	PRIX
qui	Pr	QUI
ne	Rp	NE
semble	Vvc	SEMBLER
légère	Ag	LÉGER
?	Fs	?
Et	Cc	ET
quand	Cs	QUAND
son	Ds	SON
assassin	Nc	ASSASSIN
tombe	Vvc	TOMBER
sous	S	SOUS
notre	Ds	NOTRE
effort	Nc	EFFORT
,	Fw	,
Doit	Vvc	DEVOIR
-on	Nc	-on
considérer	Vvn	CONSIDÉRER
ce	Pd	CE
que	Pr	QUE
coûte	Vvc	COÛTER
sa	Ds	SON
mort	Nc	MORT
?	Fs	?
Cessez	Vvc	CESSER
vaines	Ag	VAIN
frayeurs	Nc	FRAYEUR
,	Fw	,
cessez	Vvc	CESSER
lâches	Ag	LÂCHE
tendresses	Nc	TENDRESSE
De	Vvc	De
jeter	Vvn	JETER
dans	S	DANS
mon	Ds	MON
cœur	Nc	cœur
vos	Ds	VOTRE
indignes	Ag	INDIGNE
faiblesses	Nc	FAIBLESSE
,	Fw	,
Et	Vvc	Et
toi	Pp	TU
qui	Pr	QUI
les	Pp	ILS
produis	Vvc	PRODUIRE
par	S	PAR
tes	Ds	TON
soins	Nc	SOIN
superflus	Ag	SUPERFLU
,	Fw	,
Amour	Nc	AMOUR
,	Fw	,
sers	Vvc	SERVIR
mon	Ds	MON
devoir	Nc	DEVOIR
,	Fw	,
et	Cc	ET
ne	Rp	NE
le	Pp	IL
combats	Vvc	COMBATTRE
plus	Rg	PLUS
,	Fw	,
Lui	Vvc	Lui
céder	Vvn	CÉDER
c'	Pd	CE
est	Vuc	ÊTRE
ta	Ds	TON
gloire	Nc	GLOIRE
,	Fw	,
et	Cc	ET
le	Pp	IL
vaincre	Vvn	VAINCRE
,	Fw	,
ta	Ds	TON
honte	Nc	HONTE
,	Fw	,
Montre	Vvc	MONTRER
-toi	Vvc	-toi
généreux	Ag	GÉNÉREUX
,	Fw	,
souffrant	Ga	SOUFFRIR
qu'	Cs	QUE
il	Pp	IL
te	Pp	TU
surmonte	Vvc	SURMONTER
,	Fw	,
Plus	Vvc	PLAIRE
tu	Pp	TU
lui	Pp	IL
donneras	Vvc	DONNER
,	Fw	,
plus	Rg	PLUS
il	Pp	IL
te	Pp	TU
va	Vvc	ALLER
donner	Vvn	DONNER
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
triomphera	Vvc	TRIOMPHER
que	Rg	QUE
pour	S	POUR
te	Pp	TU
couronner	Vvn	COURONNER
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
juré	Ge	JURER
,	Fw	,
Fulvie	Vvc	Fulvie
,	Fw	,
et	Cc	ET
je	Pp	JE
le	Pp	IL
jure	Vvc	JURER
encore	Rg	ENCORE
,	Fw	,
Quoique	Nc	Quoique
j'	Pp	JE
aime	Vvc	AIMER
Cinna	Vvc	Cinna
,	Fw	,
quoique	Cs	QUOIQUE
mon	Ds	MON
cœur	Nc	cœur
l'	Da	LE
adore	Nc	ADORÉ
,	Fw	,
S'	Vvc	S'
il	Pp	IL
me	Pp	JE
veut	Vvc	VOULOIR
posséder	Vvn	POSSÉDER
,	Fw	,
Auguste	Vvc	Auguste
doit	Vvc	DEVOIR
périr	Vvn	PÉRIR
,	Fw	,
Sa	Vvc	Sa
tête	Nc	TÊTE
est	Vuc	ÊTRE
le	Da	LE
seul	Ag	SEUL
prix	Nc	PRIX
dont	Pr	DONT
il	Pp	IL
peut	Vvc	POUVOIR
m'	Pp	JE
acquérir	Vvn	ACQUÉRIR
.	Fs	.
Je	Pp	JE
lui	Pp	IL
prescris	Vvc	PRESCRIRE
la	Da	LE
loi	Nc	LOI
que	Cs	QUE
mon	Ds	MON
devoir	Nc	DEVOIR
m'	Pp	JE
impose	Vvc	IMPOSER
.	Fs	.
Elle	Pp	IL
a	Vuc	AVOIR
pour	S	POUR
la	Pp	IL
blâmer	Vvn	BLÂMER
une	Dn	UN
trop	Rg	TROP
juste	Ag	JUSTE
cause	Nc	CAUSE
,	Fw	,
Par	Nc	PAR
un	Dn	UN
si	Rg	SI
grand	Ag	GRAND
dessein	Nc	DESSEIN
vous	Pp	VOUS
vous	Pp	VOUS
faites	Vvc	FAIRE
juger	Vvn	JUGER
Digne	Vvc	Digne
sang	Nc	SANG
de	S	DE
celui	Pd	CELUI
que	Pr	QUE
vous	Pp	VOUS
voulez	Vvc	VOULOIR
venger	Vvn	VENGER
,	Fw	,
Mais	Vvc	Mais
encore	Rg	ENCORE
une	Dn	UN
fois	Nc	FOI|FOIS
souffrez	Vvc	SOUFFRIR
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
die	Vvc	die
Que	Vvc	Que
cette	Dd	CE
passion	Nc	PASSION
dût	Vvc	DEVOIR
être	Vun	ÊTRE
refroidie	Ge	REFROIDIR
.	Fs	.
Auguste	Ag	AUGUSTE
chaque	Di	CHAQUE
jour	Nc	JOUR
à	S	À
force	Nc	FORCE|FORCÉ
de	S	DE
bienfaits	Nc	BIENFAIT
Semble	Vvc	SEMBLER
assez	Rg	ASSEZ
réparer	Vvn	RÉPARER
les	Da	LE
maux	Nc	MAL
qu'	Pr	QUE
il	Pp	IL
vous	Pp	VOUS
a	Vuc	AVOIR
faits	Ge	FAIRE
,	Fw	,
Sa	Vvc	Sa
faveur	Nc	FAVEUR
envers	S	ENVERS
vous	Pp	VOUS
paraît	Vvc	PARAÎTRE
si	Rg	SI
déclarée	Ge	DÉCLARER
,	Fw	,
Que	Vvc	Que
vous	Pp	VOUS
êtes	Vuc	ÊTRE
chez	S	CHEZ
lui	Pp	IL
la	Da	LE
plus	Rg	PLUS
considérée	Ge	CONSIDÉRER
,	Fw	,
Et	Vvc	Et
de	S	DE
ses	Ds	SON
courtisans	Ga	COURTISER
souvent	Rg	SOUVENT
les	Da	LE
plus	Rg	PLUS
heureux	Ag	HEUREUX
Ont	Vvc	Ont
encore	Rg	ENCORE
besoin	Nc	BESOIN
que	Pr	QUE
vous	Pp	VOUS
parliez	Vvc	PARLER
pour	S	POUR
eux	Pp	EUX
.	Fs	.
Toute	Di	TOUT
cette	Dd	CE
faveur	Nc	FAVEUR
ne	Rp	NE
me	Pp	JE
rend	Vvc	RENDRE
pas	Rg	PAS
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
de	S	DE
quelque	Di	QUELQUE
façon	Nc	FAÇON
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
me	Pp	JE
considère	Vvc	CONSIDÉRER
,	Fw	,
Abondante	Ga	ABONDER
en	S	EN
richesse	Nc	RICHESSE
ou	Cc	OU
puissante	Ag	PUISSANT
en	S	EN
crédit	Nc	CRÉDIT
,	Fw	,
Je	Vvc	Je
demeure	Vvc	DEMEURER
toujours	Rg	TOUJOURS
la	Da	LE
fille	Nc	FILLE
d'	S	DE
un	Dn	UN
proscrit	Nc	PROSCRIT
.	Fs	.
Les	Da	LE
bienfaits	Nc	BIENFAIT
ne	Rp	NE
font	Vvc	FAIRE
pas	Rg	PAS
toujours	Rg	TOUJOURS
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
penses	Vvc	PENSER
,	Fw	,
D'	Nc	D'
une	Dn	UN
main	Nc	MAIN
odieuse	Ag	ODIEUX
ils	Pp	ILS
tiennent	Vvc	TENIR
lieu	Nc	LIEU
d'	S	DE
offenses	Nc	OFFENSE|OFFENSÉ
,	Fw	,
Plus	Vvc	PLAIRE
nous	Pp	NOUS
en	Pp	EN
prodiguons	Vvc	PRODIGUER
à	S	À
qui	Pr	QUI
nous	Pp	NOUS
peut	Vvc	POUVOIR
haïr	Vvn	HAÏR
,	Fw	,
Plus	Vvc	PLAIRE
d'	S	DE
armes	Nc	ARME|ARMÉ
nous	Pp	NOUS
donnons	Vvc	DONNER
à	S	À
qui	Pr	QUI
nous	Pp	NOUS
veut	Vvc	VOULOIR
trahir	Vvn	TRAHIR
.	Fs	.
Il	Pp	IL
m'	Pp	JE
en	Pp	EN
fait	Vvc	FAIRE
chaque	Di	CHAQUE
jour	Nc	JOUR
sans	S	SANS
changer	Vvn	CHANGER
mon	Ds	MON
courage	Nc	COURAGE
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
ce	Pd	CE
que	Pr	QUE
j'	Pp	JE
étais	Vuc	ÊTRE
,	Fw	,
et	Cc	ET
je	Pp	JE
puis	Vvc	POUVOIR
davantage	Rg	DAVANTAGE
,	Fw	,
Et	Vvc	Et
des	Dn	UN
mêmes	Ag	MÊME
présents	Nc	PRÉSENT
qu'	Pr	QUE
il	Pp	IL
verse	Vvc	VERSER
dans	S	DANS
mes	Ds	MON
mains	Nc	MAIN
J'	Vvc	J'
achète	Nc	ACHÈTE
contre	S	CONTRE
lui	Pp	IL
les	Da	LE
esprits	Nc	ESPRIT|ESPRITS
des	S+Da	DE+LE|DE+LES
Romains	Nc	ROMAIN
.	Fs	.
Je	Pp	JE
recevrais	Vvc	RECEVOIR
de	S	DE
lui	Pp	IL
la	Da	LE
place	Nc	PLACE|PLACÉ
de	S	DE
Livie	Nc	Livie
,	Fw	,
Comme	Vvc	Comme
un	Dn	UN
moyen	Nc	MOYEN
plus	Rg	PLUS
sûr	Ag	SÛR
d'	S	DE
attenter	Vvn	ATTENTER
à	S	À
sa	Ds	SON
vie	Nc	VIE
.	Fs	.
Pour	S	POUR
qui	Pr	QUI
venge	Vvc	VENGER
son	Ds	SON
père	Nc	PÈRE
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
de	S	DE
forfaits	Nc	FORFAIT
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
vendre	Vvn	VENDRE
son	Ds	SON
sang	Nc	SANG
que	Pr	QUE
se	Pp	IL
rendre	Vvn	RENDRE
aux	S+Da	À+LES
bienfaits	Nc	BIENFAIT
.	Fs	.
Quel	Dt	QUEL
besoin	Nc	BESOIN
toutefois	Rg	TOUTEFOIS
de	S	DE
passer	Vvn	PASSER
pour	S	POUR
ingrate	Ag	INGRAT
?	Fs	?
Ne	Rp	NE
pouvez	Vvc	POUVOIR
-vous	Nc	-vous
haïr	Vvn	HAÏR
sans	S	SANS
que	Cs	QUE
la	Da	LE
haine	Nc	HAINE
éclate	Vvc	ÉCLATER
?	Fs	?
Assez	Rg	ASSEZ
d'	S	DE
autres	Pi	AUTRE
sans	S	SANS
vous	Pp	VOUS
n'	Rp	NE
ont	Vuc	AVOIR
pas	Rg	PAS
mis	Ge	METTRE
en	S	EN
oubli	Nc	OUBLI
Par	Nc	PAR
quelles	Dt	QUEL
cruautés	Nc	CRUAUTÉ
son	Ds	SON
trône	Nc	TRÔNE
est	Vuc	ÊTRE
établi	Ge	ÉTABLIR
;	Fw	;
Tant	Vvc	Tant
de	S	DE
braves	Ag	BRAVE
Romains	Nc	ROMAIN
,	Fw	,
tant	Rg	TANT
d'	S	DE
illustres	Ag	ILLUSTRE
victimes	Nc	VICTIME
,	Fw	,
Qu'	Vvc	Qu'
à	S	À
son	Ds	SON
ambition	Nc	AMBITION
ont	Vuc	AVOIR
immolé	Ge	IMMOLER
ses	Ds	SON
crimes	Nc	CRIME
,	Fw	,
Laissent	Vvc	LAISSER
à	S	À
leurs	Ds	LEUR
enfants	Nc	ENFANT
d'	S	DE
assez	Rg	ASSEZ
vives	Ag	VIF
douleurs	Nc	DOULEUR
Pour	Ag	Pour
venger	Vvn	VENGER
votre	Ds	VOTRE
perte	Nc	PERTE
en	S	EN
vengeant	Ga	VENGER
leurs	Ds	LEUR
malheurs	Nc	MALHEUR
.	Fs	.
Beaucoup	Rg	BEAUCOUP
l'	Pp	IL
ont	Vuc	AVOIR
entrepris	Ge	ENTREPRENDRE
,	Fw	,
mille	Nc	MILLE
autres	Ag	AUTRE
vont	Vvc	ALLER
les	Pp	ILS
suivre	Vvn	SUIVRE
,	Fw	,
Qui	Vvc	Qui
vit	Vvc	VIVRE|VOIR
haï	Ge	HAÏR
de	S	DE
tous	Pi	TOUT
ne	Rp	NE
saurait	Vvc	SAURER|SAVOIR
longtemps	Rg	LONGTEMPS
vivre	Vvn	VIVRE
,	Fw	,
Remettez	Vvc	REMETTRE
à	S	À
leurs	Ds	LEUR
bras	Nc	BRAS
les	Da	LE
communs	Ag	COMMUN
intérêts	Nc	INTÉRÊT
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
aidez	Vvc	AIDER
leurs	Ds	LEUR
desseins	Nc	DESSEIN
que	Cs	QUE
par	S	PAR
des	Dn	UN
vœux	Ag	vœux
secrets	Nc	SECRET
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
Je	Pp	JE
le	Pp	IL
haïrai	Vvc	HAÏR
sans	S	SANS
tâcher	Vvn	TÂCHER
de	S	DE
lui	Pp	IL
nuire	Vvn	NUIRE
?	Fs	?
J'	Pp	JE
attendrai	Vvc	ATTENDRE
du	S+Da	DE+LE
hasard	Nc	HASARD
qu'	Pr	QUE
il	Pp	IL
ose	Vvc	OSER
le	Pp	IL
détruire	Vvn	DÉTRUIRE
?	Fs	?
Et	Cc	ET
je	Pp	JE
satisferai	Vvc	SATISFAIRE
des	Dn	UN
devoirs	Nc	DEVOIR
si	Rg	SI
pressants	Ag	PRESSANT
Par	Nc	PAR
une	Dn	UN
haine	Nc	HAINE
obscure	Ag	OBSCUR
et	Cc	ET
des	Dn	UN
vœux	Nc	vœux
impuissants	Ag	IMPUISSANT
?	Fs	?
Sa	Ds	SON
perte	Nc	PERTE
que	Pr	QUE
je	Pp	JE
veux	Vvc	VOULOIR
me	Pp	JE
deviendrait	Vvc	DEVENIR
amère	Ag	AMER
Si	Vvc	Si
quelqu'un	Pi	QUELQU'UN
l'	Pp	IL
immolait	Vvc	IMMOLER
à	S	À
d'	S	DE
autres	Pi	AUTRE
qu'	Cs	QUE
à	S	À
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
tu	Pp	TU
verrais	Vvc	VOIR
mes	Ds	MON
pleurs	Nc	PLEUR
couler	Vvn	COULER
pour	S	POUR
son	Ds	SON
trépas	Nc	TRÉPAS
Qui	Vvc	Qui
le	Da	LE
faisant	Ga	FAIRE
périr	Vvn	PÉRIR
ne	Rp	NE
me	Pp	JE
vengerait	Vvc	VENGER
pas	Rg	PAS
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
lâcheté	Nc	LÂCHETÉ
que	Cs	QUE
de	S	DE
remettre	Vvn	REMETTRE
à	S	À
d'	Dn	UN
autres	Ag	AUTRE
Les	Nc	LÉ
intérêts	Nc	INTÉRÊT
publics	Ag	PUBLIC
qui	Pr	QUI
s'	Pp	SE
attachent	Vvc	ATTACHER
aux	S+Da	À+LES
nôtres	As#Ps	NÔTRE
,	Fw	,
Joignons	Vvc	JOINDRE
à	S	À
la	Da	LE
douceur	Nc	DOUCEUR
de	S	DE
venger	Vvn	VENGER
nos	Ds	NOTRE
parents	Nc	PARENT
La	Vvc	La
gloire	Nc	GLOIRE
qu'	Pr	QUE
on	Pp	ON
remporte	Vvc	REMPORTER
à	S	À
punir	Vvn	PUNIR
les	Da	LE
tyrans	Nc	TYRAN
,	Fw	,
Et	Vvc	Et
faisons	Vvc	FAIRE
publier	Vvn	PUBLIER
par	S	PAR
toute	Di	TOUT
l'	Da	LE
Italie	Nc	Italie
,	Fw	,
La	Vvc	La
liberté	Nc	LIBERTÉ
de	S	DE
Rome	Nc	Rome
est	Vuc	ÊTRE
l'	Pp	IL
œuvre	Vvc	œuvre
d'	S	DE
Émilie	Nc	Émilie
,	Fw	,
On	Vvc	On
a	Vuc	AVOIR
touché	Ge	TOUCHER
son	Ds	SON
âme	Nc	ÂME
,	Fw	,
et	Cc	ET
son	Ds	SON
cœur	Nc	cœur
s'	Pp	SE
est	Vuc	ÊTRE
épris	Ge	ÉPRENDRE
,	Fw	,
Mais	Vvc	Mais
elle	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
donné	Ge	DONNER
son	Ds	SON
amour	Nc	AMOUR
qu'	Cs	QUE
à	S	À
ce	Dd	CE
prix	Nc	PRIX
.	Fs	.
Votre	Ds	VOTRE
amour	Nc	AMOUR
à	S	À
ce	Dd	CE
prix	Nc	PRIX
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
présent	Nc	PRÉSENT
funeste	Ag	FUNESTE
Qui	Vvc	Qui
porte	Nc	PORTE|PORTÉ
à	S	À
votre	Ds	VOTRE
amant	Nc	AMANT
sa	Ds	SON
perte	Nc	PERTE
manifeste	Ag	MANIFESTE
.	Fs	.
Pensez	Vvc	PENSER
mieux	Rg	MIEUX
,	Fw	,
Émilie	Nc	Émilie
,	Fw	,
à	S	À
quoi	Pr	QUE|QUOI
vous	Pp	VOUS
l'	Pp	IL
exposez	Vvc	EXPOSER
,	Fw	,
Combien	Vvc	Combien
à	S	À
cet	Dd	CE
écueil	Nc	ÉCUEIL
se	Pp	IL
sont	Vuc	ÊTRE
déjà	Rg	DÉJÀ
brisés	Ge	BRISER
,	Fw	,
Ne	Vvc	Ne
vous	Pp	VOUS
aveuglez	Vvc	AVEUGLER
point	Rg	POINT
quand	Cs	QUAND
sa	Ds	SON
mort	Nc	MORT
est	Vuc	ÊTRE
visible	Ag	VISIBLE
.	Fs	.
Ah	I	AH
!	Fs	!
Tu	Pp	TU
sais	Vvc	SAVOIR
me	Pp	JE
frapper	Vvn	FRAPPER
par	S	PAR
où	Pr	OÙ
je	Pp	JE
suis	Vuc	ÊTRE
sensible	Ag	SENSIBLE
,	Fw	,
Quand	Nc	Quand
je	Pp	JE
songe	Vvc	SONGER
aux	S+Da	À+LES
hasards	Nc	HASARD
que	Pr	QUE
je	Pp	JE
lui	Pp	IL
fais	Vvc	FAIRE
courir	Vvn	COURIR
,	Fw	,
La	Vvc	La
crainte	Nc	CRAINTE
de	S	DE
sa	Ds	SON
mort	Nc	MORT
me	Pp	JE
fait	Vvc	FAIRE
déjà	Rg	DÉJÀ
mourir	Vvn	MOURIR
,	Fw	,
Mon	Nc	Mon
esprit	Nc	ESPRIT
en	S	EN
désordre	Nc	DÉSORDRE
à	S	À
soi	Pp	IL
-même	Vvc	-même
s'	Pp	SE
