Reviens	Vvc	REVENIR
souvent	Rg	SOUVENT
mes	Ds	MON
ministres	Nc	MINISTRE
confus	Ag	CONFUS
Ont	Vvc	Ont
de	S	DE
ta	Ds	TON
jeune	Ag	JEUNE
reine	Nc	REINE|ROI
essuyé	Ge	ESSUYER
les	Da	LE
refus	Nc	REFUS
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
su	Ge	SAVOIR
dissimuler	Vvn	DISSIMULER
la	Da	LE
fureur	Nc	FUREUR
qui	Pr	QUI
m'	Pp	JE
anime	Vvc	ANIMER
;	Fw	;
Et	Vvc	Et
,	Fw	,
contraignant	Ga	CONTRAINDRE
encor	Nc	encor
mon	Ds	MON
dépit	Nc	DÉPIT
légitime	Ag	LÉGITIME
,	Fw	,
Je	Vvc	Je
viens	Vvc	VENIR
sous	S	SOUS
le	Da	LE
faux	Ag	FAUX
nom	Nc	NOM
de	S	DE
mes	Ds	MON
ambassadeurs	Nc	AMBASSADEUR
,	Fw	,
De	Vvc	De
cette	Dd	CE
cour	Nc	COUR
nouvelle	Ag	NOUVEAU
étudier	Vvn	ÉTUDIER
les	Da	LE
moeurs	Nc	MURS
,	Fw	,
De	Vvc	De
ses	Ds	SON
premiers	Ag	PREMIER
dédains	Nc	DÉDAIN
lui	Pp	IL
demander	Vvn	DEMANDER
justice	Nc	JUSTICE
,	Fw	,
Menacer	Nc	MENACER
,	Fw	,
joindre	Vvn	JOINDRE
enfin	Rg	ENFIN
la	Da	LE
force	Nc	FORCE|FORCÉ
à	S	À
l'	Da	LE
artifice	Nc	ARTIFICE
...	Fs	...
Que	Vvc	Que
sais	Vvc	SAVOIR
-je	Nc	-je
?	Fs	?
N'	Rp	NE
écouter	Vvn	ÉCOUTER
qu'	Cs	QUE
un	Dn	UN
transport	Nc	TRANSPORT
amoureux	Ag	AMOUREUX
,	Fw	,
Me	Vvc	Me
découvrir	Vvn	DÉCOUVRIR
moi-même	Pp	LUI-MÊME
et	Cc	ET
déclarer	Vvn	DÉCLARER
mes	Ds	MON
feux	Nc	FEU|FEUX
.	Fs	.
Vos	Ds	VOTRE
feux	Nc	FEU|FEUX
!	Fs	!
...	Fs	...
qu'	Pt	QUE
ai	Vuc	AVOIR
-je	Ge	-je
entendu	Ge	ENTENDRE
?	Fs	?
Quoi	Pt	QUE|QUOI
!	Fs	!
Vous	Pp	VOUS
aimez	Vvc	AIMER
la	Da	LE
reine	Nc	REINE|ROI
?	Fs	?
Dans	S	DANS
sa	Ds	SON
cour	Nc	COUR
,	Fw	,
à	S	À
ses	Ds	SON
pieds	Nc	PIED
l'	Da	LE
amour	Nc	AMOUR
seul	Ag	SEUL
vous	Pp	VOUS
amène	Vvc	AMENER
?	Fs	?
Vous	Pp	VOUS
,	Fw	,
seigneur	Nc	SEIGNEUR
?	Fs	?
Je	Pp	JE
t'	Pp	TU
étonne	Vvc	ÉTONNER
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
rougis	Vvc	ROUGIR
.	Fs	.
Apprends	Vvc	APPRENDRE
De	Vvc	De
mon	Ds	MON
malheureux	Ag	MALHEUREUX
sort	Nc	SORT
les	Da	LE
progrès	Nc	PROGRÈS
différents	Ag	DIFFÉRENT
.	Fs	.
Jadis	Rg	JADIS
,	Fw	,
par	S	PAR
mon	Ds	MON
aïeul	Nc	AÏEUL
exclus	Vvc	EXCLURE
de	S	DE
la	Da	LE
couronne	Nc	COURONNE
,	Fw	,
Avant	Ga	Avant
que	Cs	QUE
le	Da	LE
destin	Nc	DESTIN
me	Pp	JE
rappelât	Vvc	RAPPELER
au	S+Da	À+LE
trône	Nc	TRÔNE
,	Fw	,
Tu	Vvc	Tu
sais	Vvc	SAVOIR
que	Rg	QUE
,	Fw	,
déguisant	Ga	DÉGUISER
ma	Ds	MON
naissance	Nc	NAISSANCE
et	Cc	ET
mon	Ds	MON
nom	Nc	NOM
,	Fw	,
J'	Vvc	J'
allai	Vvc	ALLER
fixer	Vvn	FIXER
mes	Ds	MON
pas	Nc	PAS
à	S	À
la	Da	LE
cour	Nc	COUR
de	S	DE
Sidon	Nc	Sidon
.	Fs	.
À	Nc	À
toi	Pp	TU
seul	Ag	SEUL
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
je	Pp	JE
me	Pp	JE
fis	Vvc	FAIRE
reconnaître	Vvn	RECONNAÎTRE
,	Fw	,
Je	Vvc	Je
te	Pp	TU
vis	Vvc	VIVRE|VOIR
détester	Vvn	DÉTESTER
les	Da	LE
crimes	Nc	CRIME
de	S	DE
ton	Ds	TON
maître	Nc	MAÎTRE
:	Fw	:
Je	Pp	JE
crus	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
je	Pp	JE
pouvais	Vvc	POUVOIR
me	Pp	JE
livrer	Vvn	LIVRER
à	S	À
ta	Ds	TON
foi	Nc	FOI
.	Fs	.
L'	Da	LE
épouvante	Nc	ÉPOUVANTE
régnait	Vvc	RÉGNER
dans	S	DANS
le	Da	LE
palais	Nc	PALAIS
du	S+Da	DE+LE
roi	Nc	ROI
;	Fw	;
On	Vvc	On
y	Pp	Y
pleurait	Vvc	PLEURER
encor	Nc	encor
le	Da	LE
trépas	Nc	TRÉPAS
de	S	DE
Sichée	Nc	Sichée
.	Fs	.
À	Vvc	À
son	Ds	SON
époux	Nc	ÉPOUX
Didon	Nc	DITON
pour	S	POUR
jamais	Rg	JAMAIS
arrachée	Ge	ARRACHER
Coulait	Vvc	COULER
dans	S	DANS
les	Da	LE
ennuis	Nc	ENNUI
ses	Ds	SON
jours	Nc	JOUR|JOURS
infortunés	Ag	INFORTUNÉ
.	Fs	.
Je	Pp	JE
la	Pp	IL
vis	Vvc	VIVRE|VOIR
;	Fw	;
ses	Ds	SON
beaux	Ag	BEAU
yeux	Nc	OEIL|YEUX
,	Fw	,
aux	S+Da	À+LES
larmes	Nc	LARME
condamnés	Ge	CONDAMNER
,	Fw	,
Me	Vvc	Me
soumirent	Vvc	SOUMETTRE
sans	S	SANS
peine	Nc	PEINE
au	S+Da	À+LE
pouvoir	Nc	POUVOIR
de	S	DE
leurs	Ds	LEUR
charmes	Nc	CHARME
:	Fw	:
J'	Pp	JE
osai	Vvc	OSER
former	Vvn	FORMER
l'	Da	LE
espoir	Nc	ESPOIR
de	S	DE
calmer	Vvn	CALMER
ses	Ds	SON
alarmes	Nc	ALARME
.	Fs	.
Contre	S	CONTRE
Pygmalion	Nc	Pygmalion
je	Pp	JE
voulais	Vvc	VOULOIR
la	Pp	IL
servir	Vvn	SERVIR
.	Fs	.
À	Vvc	À
ta	Ds	TON
reine	Nc	REINE|ROI
en	S	EN
secret	Nc	SECRET
j'	Pp	JE
allais	Vvc	ALLER
me	Pp	JE
découvrir	Vvn	DÉCOUVRIR
:	Fw	:
Rien	Pi	RIEN
ne	Rp	NE
m'	Pp	JE
arrêtait	Vvc	ARRÊTER
plus	Rg	PLUS
,	Fw	,
lorsque	Cs	LORSQUE
sa	Ds	SON
prompte	Ag	PROMPT
fuite	Nc	FUITE
Rompit	Vvc	ROMPRE
tous	Di	TOUT
les	Da	LE
projets	Nc	PROJET
de	S	DE
mon	Ds	MON
âme	Nc	ÂME
séduite	Ge	SÉDUIRE
.	Fs	.
Quelle	Dt	QUEL
fut	Vuc	ÊTRE
ma	Ds	MON
tristesse	Nc	TRISTESSE
ou	Cc	OU
plutôt	Rg	PLUTÔT
ma	Ds	MON
fureur	Nc	FUREUR
!	Fs	!
Tu	Pp	TU
voulus	Vvc	VOULOIR
vainement	Rg	VAINEMENT
pénétrer	Vvn	PÉNÉTRER
dans	S	DANS
mon	Ds	MON
coeur	Nc	CUR
.	Fs	.
Indigné	Vvc	Indigné
des	Dn	UN
forfaits	Nc	FORFAIT
d'	S	DE
un	Dn	UN
tyran	Nc	TYRAN
sanguinaire	Ag	SANGUINAIRE
,	Fw	,
J'	Vvc	J'
abandonnai	Vvc	ABANDONNER
sa	Ds	SON
cour	Nc	COUR
affreuse	Ag	AFFREUX
et	Cc	ET
solitaire	Ag	SOLITAIRE
,	Fw	,
Et	Vvc	Et
portai	Vvc	PORTER
mes	Ds	MON
regrets	Nc	REGRET
,	Fw	,
mes	Ds	MON
transports	Nc	TRANSPORT|TRANSPORTS
violents	Ag	VIOLENT
Jusqu'	Vvc	Jusqu'
aux	S+Da	À+LES
sources	Nc	SOURCE
du	S+Da	DE+LE
Nil	Nc	Nil
et	Cc	ET
sous	S	SOUS
des	Dn	UN
cieux	Nc	CIEL|CIEUX
brûlants	Ag	BRÛLANT
.	Fs	.
Après	Vvc	Après
quatre	Nc	QUATRE
ans	Nc	AN
entiers	Ag	ENTIER
,	Fw	,
l'	Da	LE
auteur	Nc	AUTEUR
de	S	DE
mes	Ds	MON
misères	Nc	MISÈRE
Me	Ag	Me
rendit	Vvc	RENDRE
par	S	PAR
sa	Ds	SON
mort	Nc	MORT
le	Da	LE
sceptre	Nc	SCEPTRE
de	S	DE
mes	Ds	MON
pères	Nc	PÈRE
.	Fs	.
Je	Pp	JE
passai	Vvc	PASSER
de	S	DE
l'	Da	LE
exil	Nc	EXIL
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
.	Fs	.
Je	Pp	JE
crus	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
ma	Ds	MON
raison	Nc	RAISON
reprendrait	Vvc	REPRENDRE
tous	Di	TOUT
ses	Ds	SON
droits	Nc	DROIT|DROITS
,	Fw	,
Que	Vvc	Que
de	S	DE
mes	Ds	MON
mouvements	Nc	MOUVEMENT
la	Da	LE
gloire	Nc	GLOIRE
enfin	Rg	ENFIN
maîtresse	Nc	MAÎTRE|MAÎTRESSE
Saurait	Vvc	SAURER|SAVOIR
bien	Rg	BIEN
triompher	Vvn	TRIOMPHER
d'	S	DE
un	Dn	UN
reste	Nc	RESTE
de	S	DE
faiblesse	Nc	FAIBLESSE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
les	Da	LE
soins	Nc	SOIN
cuisants	Ga	CUIRE
d'	S	DE
un	Dn	UN
malheureux	Ag	MALHEUREUX
amour	Nc	AMOUR
Respecteraient	Vvc	RESPECTER
le	Da	LE
trône	Nc	TRÔNE
et	Cc	ET
fuiraient	Vvc	FUIR
de	S	DE
ma	Ds	MON
cour	Nc	COUR
.	Fs	.
Bientôt	Vvc	Bientôt
un	Dn	UN
bruit	Nc	BRUIT
confus	Ag	CONFUS
,	Fw	,
alarmant	Ga	ALARMER
tous	Di	TOUT
nos	Ds	NOTRE
princes	Nc	PRINCE
,	Fw	,
Répand	Vvc	Répand
avec	S	AVEC
terreur	Nc	TERREUR
au	S+Da	À+LE
fond	Nc	FOND
de	S	DE
leurs	Ds	LEUR
provinces	Nc	PROVINCE
,	Fw	,
Que	Vvc	Que
d'	S	DE
un	Dn	UN
peuple	Nc	PEUPLE
étranger	Ag	ÉTRANGER
,	Fw	,
arrivé	Ge	ARRIVER
dans	S	DANS
nos	Ds	NOTRE
ports	Nc	PORT
,	Fw	,
Les	Vvc	Les
murs	Ag	MÛR
de	S	DE
jour	Nc	JOUR
en	S	EN
jour	Nc	JOUR
s'	Pp	SE
élèvent	Vvc	ÉLEVER
sur	S	SUR
ces	Dd	CE
bords	Nc	BORD
.	Fs	.
J'	Pp	JE
apprends	Vvc	APPRENDRE
que	Rg	QUE
,	Fw	,
de	S	DE
son	Ds	SON
frère	Nc	FRÈRE
évitant	Ga	ÉVITER
la	Da	LE
furie	Nc	FURIE
,	Fw	,
Didon	Nc	DITON
veut	Vvc	VOULOIR
s'	Pp	SE
emparer	Vvn	EMPARER
des	Dn	UN
côtes	Nc	CÔTE|CÔTÉ
de	S	DE
Lybie	Nc	Lybie
...	Fs	...
Qu'	Vvc	Qu'
un	Dn	UN
amour	Nc	AMOUR
mal	Rg	MAL
éteint	Ge	ÉTEINDRE
se	Pp	IL
rallume	Vvc	RALLUMER
aisément	Rg	AISÉMENT
!	Fs	!
Le	Da	LE
mien	Ps	MIEN
reprend	Vvc	REPRENDRE
sa	Ds	SON
force	Nc	FORCE|FORCÉ
et	Cc	ET
croît	Nc	CROÎT
à	S	À
tout	Di	TOUT
moment	Nc	MOMENT
.	Fs	.
Dans	S	DANS
ce	Dd	CE
nouveau	Ag	NOUVEAU
transport	Nc	TRANSPORT
,	Fw	,
je	Pp	JE
me	Pp	JE
flatte	Vvc	FLATTER
,	Fw	,
j'	Pp	JE
espère	Vvc	ESPÉRER
Qu'	Vvc	Qu'
au	S+Da	À+LE
milieu	Nc	MILIEU
de	S	DE
l'	Da	LE
Afrique	Nc	Afrique
une	Dn	UN
reine	Nc	REINE|ROI
étrangère	Ag	ÉTRANGER
Ne	Vvc	Ne
rejettera	Vvc	REJETER
point	Rg	POINT
le	Da	LE
secours	Nc	SECOURS
et	Cc	ET
la	Da	LE
main	Nc	MAIN
D'	Nc	D'
un	Dn	UN
roi	Nc	ROI
,	Fw	,
le	Da	LE
plus	Rg	PLUS
puissant	Ag	PUISSANT
de	S	DE
l'	Da	LE
empire	Nc	EMPIRE
africain	Ag	AFRICAIN
.	Fs	.
Par	S	PAR
mes	Ds	MON
ambassadeurs	Nc	AMBASSADEUR
j'	Pp	JE
offre	Vvc	OFFRIR
cette	Dd	CE
alliance	Nc	ALLIANCE
...	Fs	...
Projets	Nc	PROJET
mal	Rg	MAL
concertés	Ge	CONCERTER
!	Fs	!
Inutile	Ag	INUTILE
espérance	Nc	ESPÉRANCE
!	Fs	!
Ses	Ds	SON
refus	Nc	REFUS
,	Fw	,
colorés	Ge	COLORER
de	S	DE
frivoles	Ag	FRIVOLE
raisons	Nc	RAISON
,	Fw	,
Deux	Vvc	Deux
fois	Nc	FOI|FOIS
m'	Pp	JE
ont	Vuc	AVOIR
accablé	Ge	ACCABLER
des	Dn	UN
plus	Rg	PLUS
sanglants	Ag	SANGLANT
affronts	Nc	AFFRONT
:	Fw	:
Je	Pp	JE
veux	Vvc	VOULOIR
,	Fw	,
tel	Di	TEL
est	Vuc	ÊTRE
l'	Da	LE
amour	Nc	AMOUR
qui	Pr	QUI
m'	Pp	JE
aveugle	Vvc	AVEUGLER
et	Cc	ET
m'	Pp	JE
entraîne	Vvc	ENTRAÎNER
,	Fw	,
Tenter	Nc	TENTER
moi-même	Pp	LUI-MÊME
encor	Vvc	encor
cette	Dd	CE
superbe	Ag	SUPERBE
reine	Nc	REINE|ROI
.	Fs	.
Tout	Di	TOUT
prêts	Nc	PRÊT
à	S	À
se	Pp	IL
montrer	Vvn	MONTRER
,	Fw	,
mes	Ds	MON
soldats	Nc	SOLDAT
,	Fw	,
mes	Ds	MON
vaisseaux	Nc	VAISSEAU
Couvriront	Vvc	COUVRIR
autour	Rg	AUTOUR
d'	S	DE
elle	Pp	IL
et	Cc	ET
la	Da	LE
terre	Nc	TERRE
et	Cc	ET
les	Da	LE
eaux	Nc	EAU
.	Fs	.
L'	Da	LE
amour	Nc	AMOUR
conduit	Vvc	CONDUIRE
mes	Ds	MON
pas	Nc	PAS
;	Fw	;
la	Da	LE
haine	Nc	HAINE
peut	Vvc	POUVOIR
les	Pp	ILS
suivre	Vvn	SUIVRE
.	Fs	.
Dans	S	DANS
ce	Dd	CE
doute	Nc	DOUTE
mortel	Ag	MORTEL
je	Pp	JE
ne	Rp	NE
saurais	Vvc	SAURER|SAVOIR
plus	Rg	PLUS
vivre	Vvn	VIVRE
:	Fw	:
Des	S+Da	DE+LE|DE+LES
refus	Nc	REFUS
de	S	DE
Didon	Nc	DITON
j'	Pp	JE
ai	Vuc	AVOIR
trop	Rg	TROP
longtemps	Rg	LONGTEMPS
gémi	Ge	GÉMIR
:	Fw	:
Aujourd'hui	Rg	AUJOURD'HUI
son	Ds	SON
amant	Nc	AMANT
,	Fw	,
demain	Rg	DEMAIN
son	Ds	SON
ennemi	Nc	ENNEMI
.	Fs	.
Voilà	Vvc	Voilà
donc	Rg	DONC
d'	S	DE
un	Dn	UN
grand	Ag	GRAND
roi	Nc	ROI
toute	Di	TOUT
la	Da	LE
politique	Nc	POLITIQUE
!	Fs	!
Ses	Ds	SON
fureurs	Nc	FUREUR
vont	Vvc	ALLER
régler	Vvn	RÉGLER
le	Da	LE
destin	Nc	DESTIN
de	S	DE
l'	Da	LE
Afrique	Nc	Afrique
!	Fs	!
Il	Pp	IL
menace	Vvc	MENACER
,	Fw	,
il	Pp	IL
gémit	Vvc	GÉMIR
:	Fw	:
des	S+Da	DE+LE|DE+LES
pleurs	Nc	PLEUR
mouillent	Vvc	MOUILLER
ses	Ds	SON
yeux	Nc	OEIL|YEUX
!	Fs	!
À	Vvc	À
part	Nc	PART
.	Fs	.
Iarbe	Nc	Iarbe
meurt	Vvc	MOURIR
d'	S	DE
amour	Nc	AMOUR
...	Fs	...
et	Cc	ET
ma	Ds	MON
reine	Nc	REINE|ROI
...	Fs	...
grands	Ag	GRAND
dieux	Nc	DIEU|DIEUX
!	Fs	!
Que	Cs	QUE
dans	S	DANS
le	Da	LE
coeur	Nc	CUR
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
vous	Pp	VOUS
mettez	Vvc	METTRE
de	S	DE
faiblesse	Nc	FAIBLESSE
!	Fs	!
...	Fs	...
À	Nc	À
Iarbe	Vvc	Iarbe
.	Fs	.
Ah	I	AH
!	Fs	!
Ne	Rp	NE
succombez	Vvc	SUCCOMBER
pas	Rg	PAS
sous	S	SOUS
le	Da	LE
trait	Nc	TRAIT
qui	Pr	QUI
vous	Pp	VOUS
blesse	Vvc	BLESSER
.	Fs	.
Un	Dn	UN
autre	Pi	AUTRE
flatterait	Vvc	FLATTER
l'	Da	LE
erreur	Nc	ERREUR
où	Pr	OÙ
je	Pp	JE
vous	Pp	VOUS
vois	Vvc	ALLER|VOIR
:	Fw	:
Seigneur	Nc	SEIGNEUR
,	Fw	,
fuyez	Vvc	FUIR
la	Da	LE
reine	Nc	REINE|ROI
.	Fs	.
Achève	Vvc	Achève
;	Fw	;
explique	Vvc	EXPLIQUER
-toi	Vvc	-toi
.	Fs	.
Rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
à	S	À
ménager	Nc	MÉNAGER
quand	Cs	QUAND
les	Da	LE
maux	Nc	MAL
sont	Vuc	ÊTRE
extrêmes	Ag	EXTRÊME
;	Fw	;
Achève	Vvc	Achève
,	Fw	,
Madherbal	Nc	Madherbal
.	Fs	.
Dis	Vvc	DIRE
-moi	Vvc	-moi
tout	Pi	TOUT
,	Fw	,
si	Cs	SI
tu	Pp	TU
m'	Pp	JE
aimes	Vvc	AIMER
.	Fs	.
Que	Pt	QUE
ne	Rp	NE
suis	Vuc	ÊTRE
-je	Nc	-je
en	S	EN
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
ce	Pd	CE
qu'	Pr	QUE
autrefois	Rg	AUTREFOIS
j'	Pp	JE
y	Pp	Y
fus	Vuc	ÊTRE
!	Fs	!
Vous	Pp	VOUS
ne	Rp	NE
formeriez	Vvc	FORMER
point	Rg	POINT
de	S	DE
voeux	Nc	VU
superflus	Ag	SUPERFLU
.	Fs	.
Depuis	S	DEPUIS
plus	Rg	PLUS
de	S	DE
trois	Nc	TROIS
ans	Nc	AN
sorti	Ge	SORTIR
de	S	DE
ma	Ds	MON
patrie	Nc	PATRIE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
quitté	Ge	QUITTER
,	Fw	,
pour	S	POUR
Didon	Nc	DITON
,	Fw	,
l'	Da	LE
heureuse	Ag	HEUREUX
Phénicie	Nc	Phénicie
.	Fs	.
Instruit	Vvc	INSTRUIRE
que	Rg	QUE
,	Fw	,
sans	S	SANS
relâche	Nc	RELÂCHE
,	Fw	,
en	S	EN
butte	Nc	BUTTE
au	S+Da	À+LE
noir	Ag	NOIR
courroux	Nc	COURROUX
Du	Vvc	Du
tyran	Nc	TYRAN
qui	Pr	QUI
versa	Vvc	VERSER
le	Da	LE
sang	Nc	SANG
de	S	DE
son	Ds	SON
époux	Nc	ÉPOUX
,	Fw	,
Elle	Vvc	Elle
venait	Vvc	VENIR
aux	S+Da	À+LES
bords	Nc	BORD
où	Pr	OÙ
le	Da	LE
destin	Nc	DESTIN
l'	Da	LE
exile	Nc	EXILÉ
,	Fw	,
Contre	Vvc	CONTRER
un	Dn	UN
frère	Nc	FRÈRE
cruel	Ag	CRUEL
mendier	Vvn	MENDIER
un	Dn	UN
asile	Nc	ASILE
,	Fw	,
Je	Vvc	Je
courus	Ge	COURIR
,	Fw	,
je	Pp	JE
craignis	Vvc	CRAINDRE
pour	S	POUR
ses	Ds	SON
jours	Nc	JOUR|JOURS
menacés	Ge	MENACER
.	Fs	.
La	Da	LE
reine	Nc	REINE|ROI
,	Fw	,
dans	S	DANS
ses	Ds	SON
murs	Nc	MUR|MURS
à	S	À
peine	Nc	PEINE
encor	Nc	encor
tracés	Ge	TRACER
,	Fw	,
Reçut	Vvc	Reçut
avec	S	AVEC
transport	Nc	TRANSPORT
un	Dn	UN
serviteur	Nc	SERVITEUR
fidèle	Ag	FIDÈLE
,	Fw	,
Et	Vvc	Et
de	S	DE
sa	Ds	SON
confiance	Nc	CONFIANCE
elle	Pp	IL
honora	Vvc	HONORER
mon	Ds	MON
zèle	Nc	ZÈLE
.	Fs	.
Mais	Cc	MAIS
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
peu	Rg	PEU
compter	Vvn	COMPTER
sur	S	SUR
la	Da	LE
faveur	Nc	FAVEUR
des	S+Da	DE+LE|DE+LES
rois	Nc	ROI
!	Fs	!
Un	Dn	UN
instant	Nc	INSTANT
détermine	Nc	DÉTERMINÉ
ou	Pr	OÙ
renverse	Vvc	RENVERSER
leur	Ds	LEUR
choix	Nc	CHOIX
.	Fs	.
Depuis	S	DEPUIS
que	Cs	QUE
les	Da	LE
Troyens	Nc	TROYEN
,	Fw	,
échappés	Ge	ÉCHAPPER
du	S+Da	DE+LE
naufrage	Nc	NAUFRAGE
,	Fw	,
Ont	Vvc	Ont
cherché	Ge	CHERCHER
leur	Ds	LEUR
asile	Nc	ASILE
aux	S+Da	À+LES
remparts	Nc	REMPART
de	S	DE
Carthage	Nc	Carthage
,	Fw	,
Didon	Nc	DITON
,	Fw	,
qui	Pr	QUI
les	Pp	ILS
rassemble	Vvc	RASSEMBLER
au	S+Da	À+LE
milieu	Nc	MILIEU
de	S	DE
sa	Ds	SON
cour	Nc	COUR
,	Fw	,
D'	Ag	D'
emplois	Nc	EMPLOI
et	Cc	ET
de	S	DE
bienfaits	Nc	BIENFAIT
les	Pp	ILS
comble	Vvc	COMBLER
chaque	Di	CHAQUE
jour	Nc	JOUR
.	Fs	.
Eux	Pp	EUX
seuls	Ag	SEUL
ont	Vuc	AVOIR
chez	S	CHEZ
la	Da	LE
reine	Nc	REINE|ROI
un	Dn	UN
accueil	Nc	ACCUEIL
favorable	Ag	FAVORABLE
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
que	Cs	QUE
j'	Pp	JE
envie	Vvc	ENNUYER|ENVIER
un	Dn	UN
crédit	Nc	CRÉDIT
peu	Rg	PEU
durable	Ag	DURABLE
;	Fw	;
Je	Vvc	Je
vois	Vvc	ALLER|VOIR
en	S	EN
frémissant	Ga	FRÉMIR
ce	Dd	CE
reste	Nc	RESTE
de	S	DE
vaincus	Ge	VAINCRE
Prolonger	Vvn	PROLONGER
nos	Ds	NOTRE
périls	Nc	PÉRIL
,	Fw	,
par	S	PAR
leur	Ds	LEUR
présence	Nc	PRÉSENCE
accrus	Vvc	ACCROÎTRE
.	Fs	.
Pour	S	POUR
tout	Pi	TOUT
dire	Vvn	DIRE
,	Fw	,
on	Pp	ON
prétend	Vvc	PRÉTENDRE
qu'	Cs	QUE
une	Dn	UN
éternelle	Ag	ÉTERNEL
chaîne	Nc	CHAÎNE
Doit	Vvc	DEVOIR
unir	Vvn	UNIR
,	Fw	,
en	S	EN
secret	Nc	SECRET
,	Fw	,
Énée	Nc	Énée
avec	S	AVEC
la	Da	LE
reine	Nc	REINE|ROI
.	Fs	.
Que	Pt	QUE
dis	Vvc	DIRE
-tu	Vvn	-tu
?	Fs	?
Quoi	Pt	QUE|QUOI
!	Fs	!
La	Da	LE
reine	Nc	REINE|ROI
...	Fs	...
ah	I	AH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
trop	Rg	TROP
m'	Pp	JE
outrager	Vvn	OUTRAGER
.	Fs	.
Je	Pp	JE
venais	Vvc	VENIR
la	Pp	IL
fléchir	Vvn	FLÉCHIR
;	Fw	;
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
donc	Rg	DONC
me	Pp	JE
venger	Vvn	VENGER
.	Fs	.
Les	Da	LE
Tyriens	Nc	TYRIEN
eux-mêmes	Pp	EUX-MÊME
,	Fw	,
indignés	Ge	INDIGNER
contre	S	CONTRE
Énée	Nc	Énée
,	Fw	,
Souffriront	Vvc	SOUFFRIR
à	S	À
regret	Nc	REGRET
ce	Dd	CE
honteux	Ag	HONTEUX
hyménée	Nc	HYMÉNÉE
.	Fs	.
