Regresaba	VLfin	regresar
en vez de	PREP	en~vez~de
una	ART	un
copa	NC	copa
transparente	ADJ	transparente
y	CC	y
rebozante	NC	<unknown>
de	PREP	de
capitoso	ADJ	<unknown>
licor	NC	licor
.	FS	.
Si	CSUBX	si
tiene	VLfin	tener
la	ART	el
bondad	NC	bondad
de	PREP	de
acompañarme	VCLIinf	acompañar
en	PREP	en
lo	ART	el
sucesivo	ADJ	sucesivo
,	CM	,
abrigo	VLfin	abrigar
la	ART	el
esperanza	NC	esperanza
de	PREP	de
que	CQUE	que
cambiará	VLfin	cambiar
de	PREP	de
opinión	NC	opinión
y	CC	y
,	CM	,
si	CSUBX	si
me	PPX	yo
disculpa	VLfin	disculpar
ciertas	QU	cierto
referencias	NC	referencia
a	PREP	a
actos	NC	acto
propios	ADJ	propio
,	CM	,
quizá	ADV	quizá
llegue	VLfin	llegar
a	PREP	a
apasionarse	VLinf	<unknown>
,	CM	,
como	CSUBX	como
me	PPX	yo
sucedió	VLfin	suceder
a	PREP	a
mí	PPX	yo
,	CM	,
al	CSUBI	al
adquirir	VLinf	adquirir
conocimiento	NC	conocimiento
de	PREP	de
una	ART	un
historia	NC	historia
tan	ADV	tan
extraña	VLfin	extrañar
como	CSUBX	como
la	ART	el
que	CQUE	que
voy	VLfin	ir
a	PREP	a
referirle	NC	<unknown>
.	FS	.
Desde	PREP	desde
este	DM	este
instante	NC	instante
,	CM	,
reconoce	VLfin	reconocer
con	PREP	con
facilidad	NC	facilidad
que	CQUE	que
las	ART	el
mariposas	NC	mariposa
y	CC	y
los	ART	el
picaflores	NC	<unknown>
no	NEG	no
tienen	VLfin	tener
ninguna	QU	ninguno
intervención	NC	intervención
en	PREP	en
ella	PPX	él
,	CM	,
y	CC	y
que	CQUE	que
,	CM	,
si	CSUBX	si
alguna	QU	alguno
vez	NC	vez
se	SE	se
nombran	VLfin	nombrar
,	CM	,
se	SE	se
debe	VMfin	deber
a	PREP	a
las	ART	el
exigencias	NC	exigencia
de	PREP	de
una	ART	un
ornamentación	NC	<unknown>
que	CQUE	que
no	NEG	no
daña	VLfin	dañar
,	CM	,
como	CSUBX	como
sucede	VLfin	suceder
con	PREP	con
ciertos	QU	cierto
lunares	NC	lunar
traviesos	ADJ	<unknown>
,	CM	,
junto	ADJ	junto
a	PREP	a
ciertas	QU	cierto
bocas	NC	boca
del	PDEL	del
género	NC	género
confite	VLfin	<unknown>
.	FS	.
Regresaba	VLfin	regresar
,	CM	,
pues	CSUBF	pues
,	CM	,
de	PREP	de
un	ART	un
viaje	NC	viaje
.	FS	.
Al	PAL	al
día	NC	día
siguiente	ADJ	siguiente
recibí	VLfin	recibir
una	ART	un
cartita	NC	carta
de	PREP	de
Alberto	NP	Alberto
en	PREP	en
la	ART	el
que	CQUE	que
me	PPX	yo
anunciaba	VLfin	anunciar
el	ART	el
envío	NC	envío
de	PREP	de
la	ART	el
bolsa	NC	bolsa
de	PREP	de
huesos	NC	hueso
,	CM	,
y	CC	y
como	CSUBX	como
la	ART	el
carta	NC	carta
y	CC	y
la	ART	el
bolsa	NC	bolsa
se	SE	se
acompañaban	VLfin	acompañar
,	CM	,
vinieron	VLfin	venir
ambas	QU	ambo
a	PREP	a
mi	PPO	mi|mío
poder	NC	poder
al mismo tiempo	ADV	al~mismo~tiempo
.	FS	.
Tratándose	VCLIger	tratándose|Tratándose
de	PREP	de
huesos	NC	hueso
humanos	ADJ	humano
,	CM	,
de	PREP	de
propiedad	NC	propiedad
de	PREP	de
un	ART	un
estudiante	NC	estudiante
,	CM	,
y	CC	y
más	ADV	más
aún	ADV	aún
,	CM	,
en	PREP	en
el	ART	el
momento	NC	momento
en	PREP	en
que	CQUE	que
organizaba	VLfin	organizar
las	ART	el
colecciones	NC	colección
y	CC	y
manuscritos	ADJ	manuscrito
de	PREP	de
viaje	NC	viaje
,	CM	,
para	CSUBI	para
entregarme	VCLIinf	entregar
a	PREP	a
las	ART	el
tareas	NC	tarea
de	PREP	de
gabinete	NC	gabinete
,	CM	,
poco	ADV	poco
era	VSfin	ser
el	ART	el
interés	NC	interés
que	CQUE	que
me	PPX	yo
inspiraban	VLfin	inspirar
,	CM	,
así	CSUBX	así
es	VSfin	ser
que	CQUE	que
coloqué	VLfin	<unknown>
la	ART	el
bolsa	NC	bolsa
,	CM	,
sin	PREP	sin
abrirla	VCLIinf	abrir
,	CM	,
en	PREP	en
un	ART	un
rincón	NC	rincón
del	PDEL	del
escritorio	NC	escritorio
,	CM	,
y	CC	y
la	ART	el
carta	NC	carta
en	PREP	en
un	ART	un
cajón	NC	cajón
de	PREP	de
la	ART	el
mesa	NC	mesa
de	PREP	de
escribir	VLinf	escribir
.	FS	.
Durante	PREP	durante
algunas	QU	alguno
semanas	NC	semana
estudié	VLfin	estudiar
y	CC	y
escribí	VLfin	escribir
con	PREP	con
entusiasmo	NC	entusiasmo
.	FS	.
La	ART	el
mayor	ADJ	grande
parte	NC	parte
del	PDEL	del
material	NC	material
se	SE	se
había	VHfin	haber
distribuido	VLadj	distribuir
en	PREP	en
buenas	ADJ	bueno
manos	NC	mano
de	PREP	de
especialistas	NC	especialista
,	CM	,
yo	PPX	yo
determinaba	VLfin	determinar
lo	ART	el
que	CQUE	que
me	PPX	yo
correspondía	VLfin	corresponder
en	PREP	en
la	ART	el
división	NC	división
del	PDEL	del
trabajo	NC	trabajo
,	CM	,
y	CC	y
los	ART	el
manuscritos	ADJ	manuscrito
avanzaban	VLfin	avanzar
.	FS	.
Algunas	QU	alguno
veces	NC	vez
,	CM	,
a	PREP	a
causa	NC	causa
de	PREP	de
las	ART	el
manipulaciones	NC	manipulación
microscópicas	ADJ	microscópico
,	CM	,
o	CC	o
por	PREP	por
necesidad	NC	necesidad
de	PREP	de
cambiar	VLinf	cambiar
de	PREP	de
postura	NC	postura
,	CM	,
después de	PREP	después~de
dos	CARD	dos
o	CC	o
tres	CARD	tres
horas	NC	hora
de	PREP	de
estar	VEinf	estar
escribiendo	VLger	escribir
,	CM	,
levantaba	VLfin	levantar
la	ART	el
cabeza	NC	cabeza
y	CC	y
veía	VLfin	ver
la	ART	el
bolsa	NC	bolsa
en	PREP	en
el	ART	el
rincón	NC	rincón
;	SEMICOLON	;
pero	CCAD	pero
lo	PPC	él
hacía	VLfin	hacer
con	PREP	con
indiferencia	NC	indiferencia
,	CM	,
y	CC	y
sin	PREP	sin
que	CQUE	que
despertara	VLfin	despertar
en	PREP	en
mí	PPX	yo
otra	QU	otro
cosa	NC	cosa
que	CQUE	que
el	ART	el
recuerdo	NC	recuerdo
de	PREP	de
su	PPO	suyo
origen	NC	origen
.	FS	.
No	NEG	no
soy	VSfin	ser
supersticioso	ADJ	<unknown>
;	SEMICOLON	;
aunque	CSUBX	aunque
a veces	ADV	a~veces
,	CM	,
por	PREP	por
dar	VLinf	dar
gusto	NC	gusto
a	PREP	a
los	ART	el
homeópatas	NC	<unknown>
,	CM	,
cuando	CSUBX	cuando
como	CSUBX	como
rabanillos	NC	<unknown>
,	CM	,
o	CC	o
alguna	QU	alguno
otra	QU	otro
legumbre	NC	legumbre
que	CQUE	que
contiene	VLfin	contener
azufre	NC	azufre
,	CM	,
se	SE	se
despierta	VLfin	despertar
en	PREP	en
mi	PPO	mi|mío
cerebro	NC	cerebro
una	ART	un
idealidad	NC	<unknown>
extraña	VLfin	extrañar
que	CQUE	que
se	SE	se
parece	VLfin	parecer
por	PREP	por
algo	QU	algo
al	PAL	al
misticismo	NC	<unknown>
,	CM	,
y	CC	y
me	PPX	yo
salta	VLfin	saltar
en	PREP	en
la	ART	el
memoria	NC	memoria
,	CM	,
como	CSUBX	como
una	ART	un
liebre	NC	liebre
fosforescente	ADJ	<unknown>
,	CM	,
aquella	DM	aquel
estrofa	NC	estrofa
de	PREP	de
Echeverría	NP	Echeverría
:	COLON	:
Las	ART	el
armonías	NC	<unknown>
del	PDEL	del
viento	NC	viento
dicen	VLfin	decir
más	ADV	más
al	PAL	al
pensamiento	NC	pensamiento
que	CQUE	que
todo	QU	todo
cuanto	CSUBX	cuanto
a	PREP	a
porfía	NC	<unknown>
la	ART	el
vana	ADJ	vano
filosofía	NC	filosofía
pretende	VLfin	pretender
altiva	ADJ	<unknown>
enseñar	VLinf	enseñar
.	FS	.
Nunca	ADV	nunca
he	VHfin	haber
aprendido	VLadj	aprender
nada	QU	nada
en	PREP	en
el	ART	el
rumor	NC	rumor
del	PDEL	del
viento	NC	viento
;	SEMICOLON	;
pero	CCAD	pero
la	ART	el
fantasía	NC	fantasía
goza	VLfin	gozar
sin	PREP	sin
duda	NC	duda
al	PAL	al
modelar	VLinf	modelar
imágenes	NC	imagen
sutiles	ADJ	sutil
y	CC	y
graciosas	ADJ	gracioso
,	CM	,
despertadas	VLadj	despertar
por	PREP	por
una	ART	un
música	NC	música
tan	ADV	tan
vaga	ADJ	vago
como	ADV	como
intraducible	ADJ	<unknown>
.	FS	.
De	PREP	de
todas	QU	todo
maneras	NC	manera
,	CM	,
aquel	DM	aquel
misticismo	NC	<unknown>
no	NEG	no
tiene	VLfin	tener
nada	QU	nada
de	PREP	de
hostil	ADJ	hostil
.	FS	.
Si	CSUBX	si
se	SE	se
apodera	VLfin	apoderar
del	PDEL	del
ánimo	NC	ánimo
cuando	CSUBX	cuando
estoy	VEfin	estar
escribiendo	VLger	escribir
,	CM	,
mayor	ADJ	grande
es	VSfin	ser
el	ART	el
placer	NC	placer
que	CQUE	que
experimento	VLfin	experimentar
al	CSUBI	al
pensar	VLinf	pensar
en	PREP	en
Castellano	NP	<unknown>
,	CM	,
leo	VLfin	leer
en	PREP	en
voz	NC	voz
alta	ADJ	alto
lo	ART	el
que	CQUE	que
va	VLfin	ir
naciendo	VLger	nacer
en	PREP	en
el	ART	el
papel	NC	papel
,	CM	,
y	CC	y
me	PPX	yo
parece	VLfin	parecer
más	ADV	más
dulce	ADJ	dulce
,	CM	,
se	SE	se
me	PPX	yo
ocurre	VLfin	ocurrir
que	CQUE	que
las	ART	el
figuras	NC	figura
son	VSfin	ser
más	ADV	más
blandas	ADJ	blando
,	CM	,
y	CC	y
que	CQUE	que
la	ART	el
imaginación	NC	imaginación
se	SE	se
pasea	VLfin	pasear
como	ADV	como
entre	PREP	entre
una	ART	un
nube	NC	nube
de	PREP	de
criaturas	NC	criatura
etéreas	ADJ	etéreo
,	CM	,
hadas	VLfin	hadar
o	CC	o
silfos	ADJ	<unknown>
,	CM	,
que	CQUE	que
se	SE	se
bañaran	VLfin	<unknown>
en	PREP	en
un	ART	un
ambiente	NC	ambiente
de	PREP	de
transparencias	NC	transparencia
irizadas	ADJ	<unknown>
.	FS	.
Gemía	NP	<unknown>
,	CM	,
pues	CSUBF	pues
,	CM	,
el	ART	el
viento	NC	viento
en	PREP	en
la	ART	el
ventana	NC	ventana
,	CM	,
y	CC	y
su	PPO	suyo
canto	NC	canto
gratísimo	ADJ	grato
acompañaba	VLfin	acompañar
,	CM	,
por	PREP	por
decirlo	VCLIinf	decir
así	ADV	así
,	CM	,
la	ART	el
descripción	NC	descripción
que	CQUE	que
estaba	VEfin	estar
haciendo	VLger	hacer
de	PREP	de
una	ART	un
gruta	NC	gruta
,	CM	,
en	PREP	en
la	ART	el
que	CQUE	que
sólo	ADV	sólo
debía	VLfin	deber
intervenir	VLinf	intervenir
la	ART	el
severidad	NC	severidad
del	PDEL	del
geólogo	NC	<unknown>
,	CM	,
y	CC	y
no	NEG	no
los	ART	el
fantaseos	NC	<unknown>
de	PREP	de
un	ART	un
poeta	NC	poeta
.	FS	.
Pero	CCAD	pero
no	NEG	no
podía	VLfin	poder
escribir	VLinf	escribir
con	PREP	con
la	ART	el
gravedad	NC	gravedad
que	CQUE	que
deseaba	VLfin	desear
,	CM	,
y	CC	y
,	CM	,
de	PREP	de
tiempo	NC	tiempo
en	PREP	en
tiempo	NC	tiempo
,	CM	,
una	ART	un
frase	NC	frase
lujosa	ADJ	lujoso
,	CM	,
involuntaria	ADJ	involuntario
,	CM	,
descomponía	VLfin	<unknown>
el	ART	el
conjunto	NC	conjunto
de	PREP	de
las	ART	el
rocas	NC	roca
rígidas	ADJ	rígido
.	FS	.
Establecióse	VLfin	<unknown>
una	ART	un
lucha	NC	lucha
entre	PREP	entre
las	ART	el
acciones	NC	acción
de	PREP	de
la	ART	el
