SCÈNES	Vvc	SCÈNES
chambres	Nc	CHAMBRE
voisines	Ag	VOISIN
l'	Da	LE
une	Pi	UN
de	S	DE
l'	Da	LE
autre	Pi	AUTRE
,	Fw	,
pour	S	POUR
lui	Pp	IL
et	Cc	ET
pour	S	POUR
Colombine	Nc	Colombine
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
fait	Vvc	FAIRE
passer	Vvn	PASSER
pour	S	POUR
sa	Ds	SON
soeur	Nc	SUR
.	Fs	.
Arlequin	Nc	ARLEQUIN
a	Vuc	AVOIR
quelques	Di	QUELQUE
soupçons	Nc	SOUPÇON
sur	S	SUR
cette	Dd	CE
parenté	Nc	PARENTÉ
,	Fw	,
et	Cc	ET
le	Pp	IL
témoigne	Vvc	TÉMOIGNER
par	S	PAR
des	Dn	UN
questions	Nc	QUESTION
plaisantes	Ga	PLAIRE
;	Fw	;
enfin	Rg	ENFIN
,	Fw	,
il	Pp	IL
appelle	Vvc	APPELER
sa	Ds	SON
servante	Nc	SERVANT|SERVANTE|SERVITEUR
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
Isabelle	Nc	Isabelle
sous	S	SOUS
le	Da	LE
nom	Nc	NOM
de	S	DE
Claudine	Nc	Claudine
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
plaît-il	Vvc	plaît-il
,	Fw	,
monsieur	Nc	MONSIEUR
?	Fs	?
Écoute	Nc	Écoute
,	Fw	,
Claudine	Vvc	Claudine
;	Fw	;
voici	S	VOICI
un	Dn	UN
gentilhomme	Nc	GENTILHOMME
qui	Pr	QUI
vient	Vvc	VENIR
loger	Vvn	LOGER
chez	S	CHEZ
moi	Pp	JE
avec	S	AVEC
sa	Ds	SON
soeur	Nc	SUR
;	Fw	;
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
tu	Pp	TU
leur	Pp	LEUR
donnes	Vvc	DONNER
deux	Nc	DEUX
chambres	Vvc	CHAMBRER
l'	Da	LE
une	Pi	UN
contre	S	CONTRE
l'	Da	LE
autre	Pi	AUTRE
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
Que	Pt	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
?	Fs	?
Cinthio	Nc	Cinthio
avec	S	AVEC
une	Dn	UN
autre	Pi	AUTRE
que	Pr	QUE
moi	Pp	JE
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
fait	Vvc	FAIRE
passer	Vvn	PASSER
pour	S	POUR
sa	Ds	SON
soeur	Nc	SUR
!	Fs	!
Claudine	Vvc	Claudine
,	Fw	,
tu	Pp	TU
ne	Rp	NE
me	Pp	JE
réponds	Vvc	RÉPONDRE
point	Rg	POINT
.	Fs	.
Le	Da	LE
traître	Nc	TRAÎTRE
!	Fs	!
Il	Pp	IL
ne	Rp	NE
fait	Vvc	FAIRE
pas	Rg	PAS
semblant	Ga	SEMBLER
de	S	DE
me	Pp	JE
connaître	Vvn	CONNAÎTRE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
tout	Rg	TOUT
quitté	Ge	QUITTER
pour	S	POUR
le	Pp	IL
chercher	Vvn	CHERCHER
,	Fw	,
et	Cc	ET
il	Pp	IL
ne	Rp	NE
daigne	Vvc	DAIGNER
pas	Rg	PAS
seulement	Rg	SEULEMENT
me	Pp	JE
regarder	Vvn	REGARDER
.	Fs	.
N'	Rp	NE
entends	Vvc	ENTENDRE
-tu	Vvn	-tu
,	Fw	,
Claudine	Vvc	Claudine
?	Fs	?
Ce	Dd	CE
gentilhomme	Nc	GENTILHOMME
vient	Vvc	VENIR
loger	Vvn	LOGER
chez	S	CHEZ
moi	Pp	JE
;	Fw	;
il	Pp	IL
lui	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
deux	Nc	DEUX
chambres	Vvc	CHAMBRER
l'	Da	LE
une	Pi	UN
auprès	Rg	AUPRÈS
de	S	DE
l'	Da	LE
autre	Pi	AUTRE
.	Fs	.
Entends	Vvc	ENTENDRE
-tu	Vvn	-tu
bien	Rg	BIEN
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
là	Rg	LÀ
le	Da	LE
prix	Nc	PRIX
de	S	DE
tant	Rg	TANT
d'	S	DE
amour	Nc	AMOUR
?	Fs	?
Ingrat	Ag	INGRAT
!	Fs	!
Devais	Vvc	DEVOIR
-je	Vvc	-je
être	Vun	ÊTRE
traitée	Ge	TRAITER
de	S	DE
cette	Dd	CE
manière	Nc	MANIÈRE
?	Fs	?
Que	Cs	QUE
la	Da	LE
peste	Nc	PESTE
te	Pp	TU
crève	Vvc	CREVER
!	Fs	!
Claudine	Vvc	Claudine
,	Fw	,
me	Pp	JE
répondras	Vvc	RÉPONDRE
-tu	Vvn	-tu
à	S	À
la	Da	LE
fin	Nc	FIN
?	Fs	?
Je	Pp	JE
vous	Pp	VOUS
demande	Vvc	DEMANDER
pardon	Rg	PARDON
,	Fw	,
monsieur	Nc	MONSIEUR
;	Fw	;
ce	Pd	CE
sont	Vuc	ÊTRE
des	Dn	UN
vapeurs	Nc	VAPEUR
dont	Pr	DONT
je	Pp	JE
suis	Vuc	ÊTRE
attaquée	Ge	ATTAQUER
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
dis	Vvc	DIRE
.	Fs	.
À	Vvc	À
part	Nc	PART
.	Fs	.
Tu	Pp	TU
m'	Pp	JE
abandonnes	Vvc	ABANDONNER
,	Fw	,
scélérat	Nc	SCÉLÉRAT
!	Fs	!
Et	Cc	ET
tu	Pp	TU
n'	Rp	NE
oses	Vvc	OSER
arrêter	Vvn	ARRÊTER
sur	S	SUR
moi	Pp	JE
tes	Ds	TON
regards	Nc	REGARD
.	Fs	.
Ah	I	AH
!	Fs	!
Je	Pp	JE
te	Pp	TU
casserai	Vvc	CASSER
,	Fw	,
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
la	Da	LE
gueule	Nc	GUEULE
,	Fw	,
et	Cc	ET
je	Pp	JE
ferai	Vvc	FAIRE|FERRER
bien	Rg	BIEN
passer	Vvn	PASSER
tes	Ds	TON
pestes	Nc	PESTE
de	S	DE
vapeurs	Nc	VAPEUR
.	Fs	.
Je	Pp	JE
te	Pp	TU
dis	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
deux	Nc	DEUX
chambres	Vvc	CHAMBRER
l'	Da	LE
une	Pi	UN
contre	S	CONTRE
l'	Da	LE
autre	Pi	AUTRE
.	Fs	.
M'	Pp	JE
entends	Vvc	ENTENDRE
-tu	Vvn	-tu
à	S	À
cette	Dd	CE
heure	Nc	HEURE|HURE
?	Fs	?
Dis	Vvc	DIRE
donc	Rg	DONC
,	Fw	,
parle	Vvc	PARLER
.	Fs	.
Oui	Rg	OUI
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
entends	Vvc	ENTENDRE
:	Fw	:
vous	Pp	VOUS
pouvez	Vvc	POUVOIR
vous	Pp	VOUS
en	S	EN
aller	Vvn	ALLER
;	Fw	;
je	Pp	JE
vais	Vvc	ALLER
accommoder	Vvn	ACCOMMODER
tout	Di	TOUT
cela	Pd	CELA
.	Fs	.
Allons	Vvc	ALLER
,	Fw	,
ma	Ds	MON
soeur	Nc	SUR
,	Fw	,
entrez	Vvc	ENTRER
.	Fs	.
Voilà	Vvc	Voilà
une	Dn	UN
fille	Nc	FILLE
qui	Pr	QUI
me	Pp	JE
semble	Vvc	SEMBLER
bien	Rg	BIEN
surprise	Nc	SURPRISE
!	Fs	!
Elle	Pp	IL
entre	Vvc	ENTRER
.	Fs	.
Cinthio	Nc	Cinthio
?	Fs	?
Que	Pt	QUE
voulez	Vvc	VOULOIR
-vous	Nc	-vous
?	Fs	?
Vous	Pp	VOUS
ne	Rp	NE
me	Pp	JE
dites	Vvc	DIRE
rien	Pi	RIEN
?	Fs	?
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
rien	Pi	RIEN
à	S	À
vous	Pp	VOUS
dire	Vvn	DIRE
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
reconnaissez	Vvc	RECONNAÎTRE
pas	Rg	PAS
Isabelle	Nc	Isabelle
?	Fs	?
Vous	Pp	VOUS
,	Fw	,
Isabelle	Nc	Isabelle
?	Fs	?
Je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
connais	Vvc	CONNAÎTRE
point	Rg	POINT
.	Fs	.
Tu	Pp	TU
me	Pp	JE
méprises	Vvc	MÉPRISER
,	Fw	,
perfide	Ag	PERFIDE
!	Fs	!
Mais	Cc	MAIS
je	Pp	JE
saurai	Vvc	SAURER|SAVOIR
me	Pp	JE
venger	Vvn	VENGER
.	Fs	.
Elle	Pp	IL
entre	Vvc	ENTRER
dans	S	DANS
l'	Da	LE
hôtellerie	Nc	HÔTELLERIE
.	Fs	.
Que	Pt	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
,	Fw	,
Pierrot	Nc	PIERROT
?	Fs	?
Ai	Vuc	AVOIR
-je	Ge	-je
la	Da	LE
berlue	Nc	BERLUE
?	Fs	?
Oui	Rg	OUI
...	Fs	...
Non	Vvc	Non
...	Fs	...
Si	Vvc	Si
fait	Ge	FAIRE
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
elle	Pp	IL
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
ma	Ds	MON
soeur	Nc	SUR
.	Fs	.
Votre	Ds	VOTRE
soeur	Nc	SUR
?	Fs	?
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
crois	Vvc	CROIRE|CROÎTRE
rien	Pi	RIEN
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
si	Cs	SI
je	Pp	JE
n'	Rp	NE
y	Pp	Y
touche	Vvc	TOUCHER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
elle	Pp	IL
-même	Vvc	-même
.	Fs	.
Et	Cc	ET
que	Pr	QUE
faites	Vvc	FAIRE
-vous	Nc	-vous
donc	Rg	DONC
ici	Rg	ICI
,	Fw	,
madame	Nc	MADAME
la	Da	LE
coureuse	Nc	COUREUR
?	Fs	?
Ah	I	AH
,	Fw	,
mon	Ds	MON
frère	Nc	FRÈRE
!	Fs	!
Ne	Rp	NE
vous	Pp	VOUS
emportez	Vvc	EMPORTER
point	Rg	POINT
;	Fw	;
je	Pp	JE
vous	Pp	VOUS
dirai	Vvc	DIRE
...	Fs	...
Et	Vvc	Et
que	Cs	QUE
me	Pp	JE
diras	Vvc	DIRE
-tu	Vvn	-tu
,	Fw	,
effrontée	Ag	EFFRONTÉ
?	Fs	?
Tiens	Vvc	TENIR
,	Fw	,
il	Pp	IL
me	Pp	JE
prend	Vvc	PRENDRE
envie	Nc	ENVIE
de	S	DE
faire	Vvn	FAIRE
une	Dn	UN
capilotade	Nc	CAPILOTADE
de	S	DE
ton	Ds	TON
foie	Nc	FOIE
,	Fw	,
de	S	DE
ta	Ds	TON
fressure	Nc	FRESSURE
,	Fw	,
de	S	DE
ton	Ds	TON
gésier	Nc	GÉSIER
.	Fs	.
Mon	Ds	MON
pauvre	Ag	PAUVRE
Pierrot	Nc	PIERROT
!	Fs	!
...	Fs	...
Mon	Nc	Mon
pauvre	Ag	PAUVRE
Pierrot	Nc	PIERROT
!	Fs	!
Votre	Ds	VOTRE
frère	Nc	FRÈRE
a	Vuc	AVOIR
raison	Nc	RAISON
;	Fw	;
j'	Pp	JE
aime	Vvc	AIMER
l'	Da	LE
honneur	Nc	HONNEUR
,	Fw	,
moi	Pp	JE
;	Fw	;
et	Cc	ET
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
pas	Rg	PAS
qu'	Cs	QUE
une	Dn	UN
fille	Nc	FILLE
coure	Nc	COURRE
le	Da	LE
guilledou	Nc	GUILLEDOU
.	Fs	.
Parle	Vvc	PARLER
donc	Rg	DONC
;	Fw	;
dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
quelle	Dt	QUEL
raison	Nc	RAISON
as	Vuc	AVOIR
-tu	Ge	-tu
eue	Ge	AVOIR
de	S	DE
sortir	Vvn	SORTIR
de	S	DE
la	Da	LE
maison	Nc	MAISON
paternelle	Ag	PATERNEL
,	Fw	,
carogne	Vvc	carogne
,	Fw	,
carognissime	Ag	carognissime
?	Fs	?
Voulez	Vvc	VOULOIR
-vous	Nc	-vous
parier	Vvn	PARIER
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
que	Cs	QUE
c'	Pd	CE
est	Vuc	ÊTRE
l'	Da	LE
amour	Nc	AMOUR
qui	Pr	QUI
l'	Pp	IL
a	Vuc	AVOIR
mise	Ge	METTRE|MISER
en	S	EN
campagne	Nc	CAMPAGNE
?	Fs	?
Les	Da	LE
filles	Nc	FILLE
sont	Vuc	ÊTRE
des	Dn	UN
vaisseaux	Nc	VAISSEAU
qui	Pr	QUI
ne	Rp	NE
vont	Vvc	ALLER
d'	S	DE
ordinaire	Ag	ORDINAIRE
que	Cs	QUE
de	S	DE
ce	Dd	CE
vent	Nc	VENT
-là	Vvc	-là
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
dirai	Vvc	DIRE
,	Fw	,
mon	Ds	MON
frère	Nc	FRÈRE
,	Fw	,
que	Cs	QUE
sitôt	Rg	SITÔT
que	Cs	QUE
vous	Pp	VOUS
fûtes	Vuc	ÊTRE
parti	Nc	PARTI
,	Fw	,
il	Pp	IL
vint	Vvc	VENIR
un	Dn	UN
jeune	Ag	JEUNE
cavalier	Nc	CAVALIER
,	Fw	,
le	Da	LE
plus	Rg	PLUS
civil	Ag	CIVIL
du	S+Da	DE+LE
inonde	Nc	INONDÉ
,	Fw	,
demander	Vvn	DEMANDER
à	S	À
loger	Vvn	LOGER
dans	S	DANS
notre	Ds	NOTRE
hôtellerie	Nc	HÔTELLERIE
:	Fw	:
pour	S	POUR
ne	Rp	NE
pas	Rg	PAS
paraître	Vvn	PARAÎTRE
moins	Rg	MOINS
civile	Ag	CIVIL
que	Cs	QUE
lui	Pp	IL
,	Fw	,
je	Pp	JE
lui	Pp	IL
fis	Vvc	FAIRE
toutes	Di	TOUT
les	Da	LE
honnêtetés	Nc	HONNÊTETÉ
dont	Pr	DONT
j'	Pp	JE
étais	Vuc	ÊTRE
capable	Ag	CAPABLE
.	Fs	.
Aussi	Rg	AUSSI
pourquoi	Cs	POURQUOI
me	Pp	JE
laissez	Vvc	LAISSER
-vous	Nc	-vous
seule	Ag	SEUL
?	Fs	?
Elle	Pp	IL
pleure	Vvc	PLEURER
en	S	EN
disant	Ga	DIRE
ces	Dd	CE
derniers	Ag	DERNIER
mots	Nc	MOT|MOTS
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
l'	Pp	IL
ai	Vuc	AVOIR
toujours	Rg	TOUJOURS
dit	Ge	DIRE
,	Fw	,
monsieur	Nc	MONSIEUR
;	Fw	;
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
la	Da	LE
compagnie	Nc	COMPAGNIE
aux	S+Da	À+LES
filles	Nc	FILLE
,	Fw	,
quand	Cs	QUAND
ce	Pd	CE
ne	Rp	NE
serait	Vuc	ÊTRE
qu'	Rg	QUE
un	Dn	UN
manche	Nc	MANCHE
à	S	À
balai	Nc	BALAI
.	Fs	.
Hé	Vvc	Hé
bien	Rg	BIEN
?	Fs	?
Sitôt	Vvc	Sitôt
qu'	Cs	QUE
il	Pp	IL
fut	Vuc	ÊTRE
arrivé	Ge	ARRIVER
,	Fw	,
il	Pp	IL
me	Pp	JE
pria	Vvc	PRIER
,	Fw	,
mais	Cc	MAIS
le	Da	LE
plus	Rg	PLUS
honnêtement	Rg	HONNÊTEMENT
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
de	S	DE
lui	Pp	IL
donner	Vvn	DONNER
une	Dn	UN
chambre	Nc	CHAMBRE
.	Fs	.
Pour	S	POUR
lui	Pp	IL
faire	Vvn	FAIRE
plaisir	Nc	PLAISIR
,	Fw	,
je	Pp	JE
le	Pp	IL
menai	Vvc	MENER
moi-même	Pp	LUI-MÊME
,	Fw	,
par	S	PAR
civilité	Nc	CIVILITÉ
,	Fw	,
dans	S	DANS
la	Da	LE
belle	Ag	BEAU
chambre	Nc	CHAMBRE
qui	Pr	QUI
est	Vuc	ÊTRE
de	S	DE
plain-pied	Nc	plain-pied
à	S	À
la	Da	LE
cour	Nc	COUR
.	Fs	.
Par	S	PAR
civilité	Nc	CIVILITÉ
?	Fs	?
Par	S	PAR
civilité	Nc	CIVILITÉ
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
ne	Rp	NE
voulut	Vvc	VOULOIR
point	Rg	POINT
y	Pp	Y
demeurer	Vvn	DEMEURER
,	Fw	,
appréhendant	Ga	APPRÉHENDER
qu'	Cs	QUE
elle	Pp	IL
ne	Rp	NE
fût	Vuc	ÊTRE
malsaine	Ag	MALSAIN
,	Fw	,
à	S	À
cause	Nc	CAUSE
de	S	DE
l'	Da	LE
humidité	Nc	HUMIDITÉ
.	Fs	.
Il	Pp	IL
avait	Vuc	AVOIR
raison	Nc	RAISON
.	Fs	.
Voyant	Ga	VOIR
qu'	Cs	QUE
il	Pp	IL
faisait	Vvc	FAIRE
difficulté	Nc	DIFFICULTÉ
de	S	DE
rester	Vvn	RESTER
dans	S	DANS
cette	Dd	CE
chambre	Nc	CHAMBRE
-là	Vvc	-là
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
était	Vuc	ÊTRE
si	Rg	SI
civil	Ag	CIVIL
,	Fw	,
je	Pp	JE
le	Pp	IL
conduisis	Vvc	CONDUIRE
dans	S	DANS
une	Dn	UN
autre	Pi	AUTRE
,	Fw	,
qui	Pr	QUI
donne	Vvc	DONNER
sur	S	SUR
la	Da	LE
rue	Nc	RUE
,	Fw	,
au-dessus	Rg	AU-DESSUS
de	S	DE
l'	Da	LE
écurie	Nc	ÉCURIE
.	Fs	.
Par	S	PAR
civilité	Nc	CIVILITÉ
?	Fs	?
Par	S	PAR
civilité	Nc	CIVILITÉ
.	Fs	.
Il	Pp	IL
me	Pp	JE
témoigna	Vvc	TÉMOIGNER
encore	Rg	ENCORE
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
pourrait	Vvc	POUVOIR
pas	Rg	PAS
y	Pp	Y
coucher	Vvn	COUCHER
,	Fw	,
à	S	À
cause	Nc	CAUSE
qu'	Pr	QUE
étant	Ga	ÊTRE
fatigué	Ge	FATIGUER
et	Cc	ET
ayant	Ga	AVOIR
besoin	Nc	BESOIN
de	S	DE
repos	Nc	REPOS
,	Fw	,
les	Da	LE
chevaux	Nc	CHEVAL|CHEVAU|CHEVAUX
pourraient	Vvc	POUVOIR
interrompre	Vvn	INTERROMPRE
son	Ds	SON
sommeil	Nc	SOMMEIL
pendant	S	PENDANT
la	Da	LE
nuit	Nc	NUIT
.	Fs	.
Ouais	I	OUAIS
!	Fs	!
Voilà	Vvc	Voilà
un	Dn	UN
homme	Nc	HOMME
bien	Rg	BIEN
difficile	Ag	DIFFICILE
à	S	À
coucher	Vvn	COUCHER
.	Fs	.
Peut-être	Vvc	Peut-être
pas	Rg	PAS
tant	Rg	TANT
que	Cs	QUE
vous	Pp	VOUS
pensez	Vvc	PENSER
.	Fs	.
Je	Pp	JE
trouvai	Vvc	TROUVER
qu'	Cs	QUE
il	Pp	IL
n'	Rp	NE
avait	Vuc	AVOIR
pas	Rg	PAS
mauvaise	Ag	MAUVAIS
raison	Nc	RAISON
;	Fw	;
car	Cc	CAR
quand	Cs	QUAND
on	Pp	ON
repose	Vvc	REPOSER
,	Fw	,
comme	Cs	COMME
vous	Pp	VOUS
savez	Vvc	SAVOIR
,	Fw	,
on	Pp	ON
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
aise	Ag	AISE|AISÉ
d'	S	DE
être	Vun	ÊTRE
interrompu	Ge	INTERROMPRE
.	Fs	.
Voyant	Ga	VOIR
donc	Rg	DONC
qu'	Cs	QUE
il	Pp	IL
avait	Vuc	AVOIR
besoin	Nc	BESOIN
de	S	DE
repos	Nc	REPOS
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
continuait	Vvc	CONTINUER
toujours	Rg	TOUJOURS
avec	S	AVEC
les	Da	LE
manières	Nc	MANIÈRE
les	Da	LE
plus	Rg	PLUS
civiles	Ag	CIVIL
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
je	Pp	JE
me	Pp	JE
crus	Vvc	CROIRE|CROÎTRE
obligée	Ge	OBLIGER
de	S	DE
le	Pp	IL
mettre	Vvn	METTRE
dans	S	DANS
un	Dn	UN
lieu	Nc	LIEU
éloigné	Ge	ÉLOIGNER
du	S+Da	DE+LE
bruit	Nc	BRUIT
:	Fw	:
vous	Pp	VOUS
savez	Vvc	SAVOIR
que	Cs	QUE
ma	Ds	MON
chambre	Nc	CHAMBRE
est	Vuc	ÊTRE
au	S+Da	À+LE
bout	Nc	BOUT
du	S+Da	DE+LE
jardin	Nc	JARDIN
;	Fw	;
je	Pp	JE
l'	Pp	IL
y	Pp	Y
menai	Vvc	MENER
,	Fw	,
Par	Nc	PAR
civilité	Nc	CIVILITÉ
?	Fs	?
Assurément	Vvc	Assurément
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
que	Cs	QUE
tu	Pp	TU
ne	Rp	NE
l'	Pp	IL
aurais	Vuc	AVOIR
pas	Rg	PAS
fait	Ge	FAIRE
à	S	À
ma	Ds	MON
place	Nc	PLACE|PLACÉ
,	Fw	,
dis	Vvc	DIRE
,	Fw	,
Pierrot	Nc	PIERROT
?	Fs	?
Sans	S	SANS
doute	Nc	DOUTE
,	Fw	,
et	Cc	ET
j'	Pp	JE
enragerais	Vvc	ENRAGER
qu'	Cs	QUE
un	Dn	UN
autre	Ag	AUTRE
fût	Vuc	ÊTRE
plus	Rg	PLUS
civil	Ag	CIVIL
que	Cs	QUE
moi	Pp	JE
.	Fs	.
Voilà	Vvc	Voilà
du	S+Da	DE+LE
civil	Nc	CIVIL
qui	Pr	QUI
pourrait	Vvc	POUVOIR
bien	Rg	BIEN
nous	Pp	NOUS
mener	Vvn	MENER
au	S+Da	À+LE
criminel	Nc	CRIMINEL
.	Fs	.
Il	Pp	IL
trouva	Vvc	TROUVER
que	Cs	QUE
ma	Ds	MON
chambre	Nc	CHAMBRE
l'	Pp	IL
accommodait	Vvc	ACCOMMODER
assez	Rg	ASSEZ
,	Fw	,
et	Cc	ET
me	Pp	JE
fit	Vvc	FAIRE
entendre	Vvn	ENTENDRE
qu'	Cs	QUE
il	Pp	IL
serait	Vuc	ÊTRE
ravi	Ge	RAVIR
d'	S	DE
y	Pp	Y
rester	Vvn	RESTER
.	Fs	.
Je	Pp	JE
lui	Pp	IL
dis	Vvc	DIRE
aussitôt	Rg	AUSSITÔT
que	Rg	QUE
,	Fw	,
puisque	Cs	PUISQUE
cet	Dd	CE
endroit	Nc	ENDROIT
lui	Pp	IL
plaisait	Vvc	PLAIRE
,	Fw	,
j'	Pp	JE
y	Pp	Y
ferais	Vvc	FAIRE|FERRER
mettre	Vvn	METTRE
un	Dn	UN
lit	Nc	LIT
pour	S	POUR
lui	Pp	IL
à	S	À
côté	Nc	CÔTÉ
du	S+Da	DE+LE
mien	Ps	MIEN
.	Fs	.
Par	S	PAR
civilité	Nc	CIVILITÉ
?	Fs	?
Comment	Pt	COMMENT
l'	Pp	IL
entendez	Vvc	ENTENDRE
-vous	Nc	-vous
donc	Rg	DONC
?	Fs	?
Mais	Cc	MAIS
comme	Cs	COMME
il	Pp	IL
est	Vuc	ÊTRE
extrêmement	Rg	EXTRÊMEMENT
honnête	Ag	HONNÊTE
,	Fw	,
il	Pp	IL
refusa	Vvc	REFUSER
l'	Da	LE
offre	Nc	OFFRE
que	Pr	QUE
je	Pp	JE
lui	Pp	IL
faisais	Vvc	FAIRE
,	Fw	,
de	S	DE
peur	Nc	PEUR
de	S	DE
m'	Pp	JE
incommoder	Vvn	INCOMMODER
,	Fw	,
et	Cc	ET
dit	Vvc	DIRE
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
souffrirait	Vvc	SOUFFRIR
point	Rg	POINT
que	Cs	QUE
ma	Ds	MON
chambre	Nc	CHAMBRE
fût	Vuc	ÊTRE
embarrassée	Ge	EMBARRASSER
pour	S	POUR
l'	Da	LE
amour	Nc	AMOUR
de	S	DE
lui	Pp	IL
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
coucherait	Vvc	COUCHER
plutôt	Rg	PLUTÔT
dans	S	DANS
l'	Da	LE
écurie	Nc	ÉCURIE
que	Cs	QUE
de	S	DE
me	Pp	JE
causer	Vvn	CAUSER
la	Da	LE
moindre	Ag	MOINDRE
incommodité	Nc	INCOMMODITÉ
.	Fs	.
Oh	I	OH
!	Fs	!
Dans	S	DANS
une	Dn	UN
écurie	Nc	ÉCURIE
!	Fs	!
Le	Da	LE
pauvre	Nc	PAUVRE
jeune	Ag	JEUNE
homme	Nc	HOMME
!	Fs	!
Cela	Pd	CELA
me	Pp	JE
fait	Vvc	FAIRE
pitié	Nc	PITIÉ
