Nuit-Blanche	Nc	Nuit-Blanche
a	Vuc	AVOIR
par	S	PAR
conséquent	Ag	CONSÉQUENT
bientôt	Rg	BIENTÔT
un	Dn	UN
mois	Nc	MOI|MOIS
qu'	Pr	QUE
elle	Pp	IL
aurait	Vuc	AVOIR
dû	Ge	DEVOIR
m'	Pp	JE
accorder	Vvn	ACCORDER
cette	Dd	CE
petite	Ag	PETIT
faveur	Nc	FAVEUR
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
veux	Vvc	VOULOIR
-tu	Vvn	-tu
?	Fs	?
les	Da	LE
filles	Nc	FILLE
s'	Pp	SE
enflamment	Vvc	ENFLAMMER
aisément	Rg	AISÉMENT
et	Cc	ET
se	Pp	IL
rendent	Vvc	RENDRE
difficilement	Rg	DIFFICILEMENT
:	Fw	:
si	Cs	SI
c'	Pd	CE
était	Vuc	ÊTRE
une	Dn	UN
dame	Nc	DAME
un	Dn	UN
peu	Rg	PEU
accoutumée	Ge	ACCOUTUMER
au	S+Da	À+LE
monde	Nc	MONDE
,	Fw	,
nous	Pp	NOUS
nous	Pp	NOUS
serions	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
déjà	Rg	DÉJÀ
quittés	Ge	QUITTER
.	Fs	.
Eh	I	EH
!	Fs	!
De	S	DE
grâce	Nc	GRÂCE
,	Fw	,
monsieur	Nc	MONSIEUR
,	Fw	,
où	Pr	OÙ
avez	Vuc	AVOIR
-vous	Ge	-vous
déjà	Rg	DÉJÀ
fait	Ge	FAIRE
connaissance	Nc	CONNAISSANCE
avec	S	AVEC
cette	Dd	CE
demoiselle	Nc	DEMOISELLE
dont	Pr	DONT
le	Da	LE
coeur	Nc	CUR
est	Vuc	ÊTRE
si	Rg	SI
aisé	Ag	AISÉ
,	Fw	,
et	Cc	ET
l'	Da	LE
accès	Nc	ACCÈS
si	Rg	SI
difficile	Ag	DIFFICILE
?	Fs	?
Où	Vvc	Où
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
vue	Ge	VOIR
?	Fs	?
Partout	Rg	PARTOUT
,	Fw	,
à	S	À
l'	Da	LE
opéra	Nc	OPÉRA
,	Fw	,
au	S+Da	À+LE
concert	Nc	CONCERT
,	Fw	,
à	S	À
la	Da	LE
comédie	Nc	COMÉDIE
,	Fw	,
enfin	Rg	ENFIN
en	S	EN
tous	Di	TOUT
les	Da	LE
lieux	Nc	LIEU|LIEUX
où	Pr	OÙ
les	Da	LE
femmes	Nc	FEMME
vont	Vvc	ALLER
pour	S	POUR
être	Vun	ÊTRE
lorgnées	Ge	LORGNER
,	Fw	,
et	Cc	ET
les	Da	LE
hommes	Nc	HOMME
perdre	Vvn	PERDRE
leur	Ds	LEUR
temps	Nc	TEMPS
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
gagné	Ge	GAGNER
sa	Ds	SON
suivante	Nc	SUIVANT
de	S	DE
la	Da	LE
façon	Nc	FAÇON
dont	Pr	DONT
on	Pp	ON
vient	Vvc	VENIR
à	S	À
bout	Nc	BOUT
de	S	DE
tout	Pi	TOUT
,	Fw	,
avec	S	AVEC
de	S	DE
l'	Da	LE
argent	Nc	ARGENT
:	Fw	:
c'	Pd	CE
était	Vuc	ÊTRE
à	S	À
elle	Pp	IL
que	Cs	QUE
tu	Pp	TU
portais	Vvc	PORTER
toutes	Di	TOUT
mes	Ds	MON
lettres	Nc	LETTRE|LETTRÉ
,	Fw	,
sans	S	SANS
la	Pp	IL
connaître	Vvn	CONNAÎTRE
.	Fs	.
Enfin	Rg	ENFIN
,	Fw	,
après	S	APRÈS
bien	Rg	BIEN
des	Dn	UN
prières	Nc	PRIÈRE
et	Cc	ET
des	S+Da	DE+LE|DE+LES
refus	Nc	REFUS
,	Fw	,
elle	Pp	IL
consent	Vvc	CONSENTIR
à	S	À
me	Pp	JE
parler	Vvn	PARLER
ce	Dd	CE
soir	Nc	SOIR
.	Fs	.
Les	Da	LE
fenêtres	Nc	FENÊTRE
de	S	DE
sa	Ds	SON
chambre	Nc	CHAMBRE
donnent	Vvc	DONNER
sur	S	SUR
le	Da	LE
jardin	Nc	JARDIN
.	Fs	.
On	Pp	ON
ouvre	Vvc	OUVRER|OUVRIR
,	Fw	,
avançons	Vvc	AVANCER
.	Fs	.
Est	Vuc	ÊTRE
-ce	Vvc	-ce
vous	Pp	VOUS
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Pp	IL
Chevalier	Vvc	Chevalier
?	Fs	?
Oui	Rg	OUI
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
mademoiselle	Nc	MONSIEUR
,	Fw	,
qui	Pr	QUI
fais	Vvc	FAIRE
,	Fw	,
comme	Cs	COMME
vous	Pp	VOUS
voyez	Vvc	VOIR
,	Fw	,
l'	Da	LE
amour	Nc	AMOUR
à	S	À
l'	Da	LE
espagnole	Nc	ESPAGNOL
,	Fw	,
et	Cc	ET
qui	Pr	QUI
serais	Vuc	ÊTRE
très	Rg	TRÈS
heureux	Ag	HEUREUX
d'	S	DE
être	Vun	ÊTRE
traité	Ge	TRAITER
à	S	À
la	Da	LE
française	Nc	FRANÇAIS
,	Fw	,
et	Cc	ET
de	S	DE
dire	Vvn	DIRE
à	S	À
vos	Ds	VOTRE
genoux	Nc	GENOU
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
adore	Vvc	ADORER
,	Fw	,
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
vous	Pp	VOUS
le	Pp	IL
crier	Vvn	CRIER
sous	S	SOUS
les	Da	LE
fenêtres	Nc	FENÊTRE
,	Fw	,
au	S+Da	À+LE
hasard	Nc	HASARD
d'	S	DE
être	Vun	ÊTRE
entendu	Ge	ENTENDRE
d'	S	DE
autres	Pi	AUTRE
que	Cs	QUE
de	S	DE
vous	Pp	VOUS
.	Fs	.
Cette	Dd	CE
discrétion	Nc	DISCRÉTION
me	Pp	JE
plaît	Vvc	PLAIRE
:	Fw	:
mais	Cc	MAIS
parlez	Nc	PARLÉ
-moi	Vvc	-moi
franchement	Rg	FRANCHEMENT
,	Fw	,
m'	Pp	JE
aimez	Vvc	AIMER
-vous	Nc	-vous
?	Fs	?
Depuis	S	DEPUIS
un	Dn	UN
mois	Nc	MOI|MOIS
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
triste	Ag	TRISTE
avec	S	AVEC
ceux	Pd	CELUI
qui	Pr	QUI
sont	Vuc	ÊTRE
gais	Ag	GAI
;	Fw	;
je	Pp	JE
deviens	Vvc	DEVENIR
solitaire	Ag	SOLITAIRE
,	Fw	,
insupportable	Ag	INSUPPORTABLE
à	S	À
mes	Ds	MON
amis	Nc	AMI
et	Cc	ET
à	S	À
moi-même	Pp	LUI-MÊME
;	Fw	;
je	Pp	JE
mange	Vvc	MANGER
peu	Rg	PEU
,	Fw	,
je	Pp	JE
ne	Rp	NE
dors	Vvc	DORMIR
point	Rg	POINT
:	Fw	:
si	Cs	SI
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
là	Rg	LÀ
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
la	Da	LE
folie	Nc	FOLIE
;	Fw	;
et	Cc	ET
,	Fw	,
de	S	DE
façon	Nc	FAÇON
ou	Cc	OU
d'	S	DE
autre	Pi	AUTRE
,	Fw	,
je	Pp	JE
mérite	Vvc	MÉRITER
un	Dn	UN
peu	Rg	PEU
de	S	DE
pitié	Nc	PITIÉ
.	Fs	.
Je	Pp	JE
me	Pp	JE
sens	Vvc	SENTIR
toute	Rg	TOUTE
disposée	Ge	DISPOSER
à	S	À
vous	Pp	VOUS
plaindre	Vvn	PLAINDRE
;	Fw	;
mais	Cc	MAIS
si	Cs	SI
vous	Pp	VOUS
m'	Pp	JE
aimiez	Vvc	AIMER
autant	Rg	AUTANT
que	Cs	QUE
vous	Pp	VOUS
dites	Vvc	DIRE
,	Fw	,
vous	Pp	VOUS
vous	Pp	VOUS
seriez	Vuc	ÊTRE
déjà	Rg	DÉJÀ
introduit	Ge	INTRODUIRE
auprès	Rg	AUPRÈS
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
et	Cc	ET
de	S	DE
ma	Ds	MON
mère	Nc	MÈRE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
seriez	Vuc	ÊTRE
le	Da	LE
meilleur	Ag	MEILLEUR
ami	Nc	AMI
de	S	DE
la	Da	LE
maison	Nc	MAISON
,	Fw	,
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
faire	Vvn	FAIRE
ici	Rg	ICI
le	Da	LE
pied	Nc	PIED
de	S	DE
grue	Nc	GRUE
et	Cc	ET
de	S	DE
sauter	Vvn	SAUTER
les	Da	LE
murs	Nc	MUR|MURS
d'	S	DE
un	Dn	UN
jardin	Nc	JARDIN
.	Fs	.
Hélas	Vvc	Hélas
que	Cs	QUE
ne	Rp	NE
donnerais	Vvc	DONNER
-je	Vvn	-je
point	Rg	POINT
pour	S	POUR
être	Vun	ÊTRE
admis	Ge	ADMETTRE
dans	S	DANS
la	Da	LE
maison	Nc	MAISON
C'	Ag	C'
est	Vuc	ÊTRE
votre	Ds	VOTRE
affaire	Nc	AFFAIRE|AFFAIRÉ
;	Fw	;
et	Cc	ET
,	Fw	,
afin	S	AFIN
que	Cs	QUE
vous	Pp	VOUS
puissiez	Vvc	POUVOIR
y	Pp	Y
réussir	Vvn	RÉUSSIR
,	Fw	,
je	Pp	JE
vais	Vvc	ALLER
vous	Pp	VOUS
faire	Vvn	FAIRE
connaître	Vvn	CONNAÎTRE
le	Da	LE
génie	Nc	GÉNIE
des	S+Da	DE+LE|DE+LES
gens	Nc	GENS|GENT
que	Pr	QUE
vous	Pp	VOUS
avez	Vuc	AVOIR
à	S	À
ménager	Nc	MÉNAGER
.	Fs	.
De	S	DE
tout	Di	TOUT
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
pourvu	Ge	POURVOIR
que	Cs	QUE
vous	Pp	VOUS
commenciez	Vvc	COMMENCER
par	S	PAR
vous	Pp	VOUS
.	Fs	.
Cela	Pd	CELA
ne	Rp	NE
serait	Vuc	ÊTRE
pas	Rg	PAS
juste	Ag	JUSTE
;	Fw	;
je	Pp	JE
sais	Vvc	SAVOIR
trop	Rg	TROP
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
dois	Vvc	DEVOIR
à	S	À
mes	Ds	MON
parents	Nc	PARENT
.	Fs	.
Premièrement	Nc	Premièrement
,	Fw	,
mon	Ds	MON
père	Nc	PÈRE
est	Vuc	ÊTRE
un	Dn	UN
vieux	Ag	VIEUX
président	Nc	PRÉSIDENT
riche	Ag	RICHE
et	Cc	ET
bonhomme	Ag	BONHOMME
,	Fw	,
fou	Ag	FOU
de	S	DE
l'	Da	LE
astrologie	Nc	ASTROLOGIE
,	Fw	,
où	Pr	OÙ
il	Pp	IL
n'	Rp	NE
entend	Vvc	ENTENDRE
rien	Pi	RIEN
.	Fs	.
Ma	Ds	MON
mère	Nc	MÈRE
est	Vuc	ÊTRE
la	Da	LE
meilleure	Ag	MEILLEUR
femme	Nc	FEMME
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
folle	Ag	FOU
de	S	DE
la	Da	LE
médecine	Nc	MÉDECINE
,	Fw	,
où	Pr	OÙ
elle	Pp	IL
entend	Vvc	ENTENDRE
tout	Rg	TOUT
aussi	Rg	AUSSI
peu	Rg	PEU
:	Fw	:
elle	Pp	IL
passe	Vvc	PASSER
sa	Ds	SON
vie	Nc	VIE
à	S	À
faire	Vvn	FAIRE
et	Cc	ET
à	S	À
tuer	Vvn	TUER
des	Dn	UN
malades	Nc	MALADE
.	Fs	.
Ma	Ds	MON
soeur	Nc	SUR
aînée	Ag	AÎNÉ
est	Vuc	ÊTRE
une	Dn	UN
grande	Ag	GRAND
créature	Nc	CRÉATURE
,	Fw	,
bien	Rg	BIEN
faite	Ge	FAIRE
,	Fw	,
folle	Ag	FOU
de	S	DE
son	Ds	SON
mari	Nc	MARI
,	Fw	,
qui	Pr	QUI
ne	Rp	NE
l'	Pp	IL
est	Vuc	ÊTRE
point	Rg	POINT
du	S+Da	DE+LE
tout	Pi	TOUT
d'	S	DE
elle	Pp	IL
.	Fs	.
Son	Ds	SON
mari	Nc	MARI
,	Fw	,
mon	Ds	MON
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
est	Vuc	ÊTRE
un	Dn	UN
soi-disant	Rg	SOI-DISANT
grand	Ag	GRAND
seigneur	Nc	SEIGNEUR
,	Fw	,
fort	Rg	FORT
vain	Ag	VAIN
,	Fw	,
très	Rg	TRÈS
fat	Ag	FAT
,	Fw	,
et	Cc	ET
rempli	Ge	REMPLIR
de	S	DE
chimères	Nc	CHIMÈRE
.	Fs	.
Et	Cc	ET
moi	Pp	JE
,	Fw	,
je	Pp	JE
deviendrais	Vvc	DEVENIR
peut-être	Rg	PEUT-ÊTRE
encore	Rg	ENCORE
plus	Rg	PLUS
folle	Ag	FOU
que	Cs	QUE
tout	Di	TOUT
cela	Pd	CELA
si	Cs	SI
vous	Pp	VOUS
m'	Pp	JE
aimiez	Vvc	AIMER
aussi	Rg	AUSSI
sincèrement	Rg	SINCÈREMENT
que	Cs	QUE
vous	Pp	VOUS
venez	Vvc	VENIR
de	S	DE
me	Pp	JE
l'	Pp	IL
assurer	Vvn	ASSURER
.	Fs	.
Ah	I	AH
!	Fs	!
Madame	Nc	MADAME
!	Fs	!
Que	Cs	QUE
vous	Pp	VOUS
me	Pp	JE
donnez	Vvc	DONNER
d'	S	DE
envie	Nc	ENVIE
de	S	DE
figurer	Vvn	FIGURER
dans	S	DANS
votre	Ds	VOTRE
famille	Nc	FAMILLE
!	Fs	!
Mais	Cc	MAIS
...	Fw	...
Mais	Vvc	Mais
,	Fw	,
il	Pp	IL
serait	Vuc	ÊTRE
bon	Ag	BON
que	Cs	QUE
vous	Pp	VOUS
me	Pp	JE
parlassiez	Vvc	PARLER
un	Dn	UN
peu	Rg	PEU
de	S	DE
la	Da	LE
vôtre	As#Ps	VÔTRE
;	Fw	;
car	Cc	CAR
je	Pp	JE
ne	Rp	NE
connais	Vvc	CONNAÎTRE
encore	Rg	ENCORE
de	S	DE
vous	Pp	VOUS
que	Cs	QUE
vos	Ds	VOTRE
lettres	Nc	LETTRE|LETTRÉ
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
embarrassez	Vvc	EMBARRASSER
fort	Rg	FORT
:	Fw	:
il	Pp	IL
me	Pp	JE
serait	Vuc	ÊTRE
impossible	Ag	IMPOSSIBLE
de	S	DE
donner	Vvn	DONNER
du	S+Da	DE+LE
ridicule	Nc	RIDICULE
à	S	À
mes	Ds	MON
parents	Nc	PARENT
.	Fs	.
Comment	Rt	COMMENT
!	Fs	!
Impossible	Ag	IMPOSSIBLE
!	Fs	!
Vous	Pp	VOUS
n'	Rp	NE
avez	Vuc	AVOIR
donc	Rg	DONC
ni	Cc	NI
père	Nc	PÈRE
ni	Cc	NI
mère	Nc	MÈRE
?	Fs	?
Justement	Rg	JUSTEMENT
.	Fs	.
Ne	Rp	NE
peut	Vvc	POUVOIR
-on	Nc	-on
pas	Rg	PAS
savoir	Vvn	SAVOIR
au	S+Da	À+LE
moins	Nc	MOINS
de	S	DE
quelle	Dt	QUEL
profession	Nc	PROFESSION
vous	Pp	VOUS
êtes	Vuc	ÊTRE
?	Fs	?
Je	Pp	JE
fais	Vvc	FAIRE
profession	Nc	PROFESSION
de	S	DE
n'	Rp	NE
en	Pp	EN
avoir	Vun	AVOIR
aucune	Ag	AUCUN
;	Fw	;
je	Pp	JE
m'	Pp	JE
en	Pp	EN
trouve	Vvc	TROUVER
bien	Rg	BIEN
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
jeune	Ag	JEUNE
,	Fw	,
gai	Ag	GAI
,	Fw	,
honnête	Ag	HONNÊTE
homme	Nc	HOMME
;	Fw	;
je	Pp	JE
joue	Vvc	JOUER
,	Fw	,
je	Pp	JE
bois	Vvc	BOIRE
,	Fw	,
je	Pp	JE
fais	Vvc	FAIRE
,	Fw	,
comme	Cs	COMME
vous	Pp	VOUS
voyez	Vvc	VOIR
,	Fw	,
l'	Da	LE
amour	Nc	AMOUR
:	Fw	:
on	Pp	ON
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
demande	Vvc	DEMANDER
pas	Rg	PAS
davantage	Rg	DAVANTAGE
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
assez	Rg	ASSEZ
bien	Rg	BIEN
venu	Ge	VENIR
partout	Rg	PARTOUT
;	Fw	;
enfin	Rg	ENFIN
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
de	S	DE
tout	Di	TOUT
mon	Ds	MON
coeur	Nc	CUR
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
maladie	Nc	MALADIE
que	Cs	QUE
votre	Ds	VOTRE
astrologue	Nc	ASTROLOGUE
de	S	DE
père	Nc	PÈRE
n'	Rp	NE
a	Vuc	AVOIR
pas	Rg	PAS
prévue	Ge	PRÉVOIR
,	Fw	,
et	Cc	ET
que	Cs	QUE
votre	Ds	VOTRE
bonne	Ag	BON
femme	Nc	FEMME
de	S	DE
mère	Nc	MÈRE
ne	Rp	NE
guérira	Vvc	GUÉRIR
pas	Rg	PAS
,	Fw	,
et	Cc	ET
qui	Pr	QUI
durera	Vvc	DURER
peut-être	Rg	PEUT-ÊTRE
plus	Rg	PLUS
que	Cs	QUE
vous	Pp	VOUS
et	Cc	ET
moi	Pp	JE
ne	Rp	NE
voudrions	Vvc	VOULOIR
.	Fs	.
Votre	Ds	VOTRE
humeur	Nc	HUMEUR
me	Pp	JE
fait	Vvc	FAIRE
plaisir	Nc	PLAISIR
;	Fw	;
mais	Cc	MAIS
je	Pp	JE
crains	Vvc	CRAINDRE
bien	Rg	BIEN
d'	S	DE
être	Vun	ÊTRE
aussi	Rg	AUSSI
malade	Ag	MALADE
que	Cs	QUE
vous	Pp	VOUS
je	Pp	JE
ne	Rp	NE
vous	Pp	VOUS
en	Pp	EN
dirais	Vvc	DIRE
pas	Rg	PAS
tant	Rg	TANT
si	Cs	SI
nous	Pp	NOUS
étions	Vuc	ÊTRE
de	S	DE
plain-pied	Nc	plain-pied
;	Fw	;
mais	Cc	MAIS
je	Pp	JE
me	Pp	JE
sens	Vvc	SENTIR
un	Dn	UN
peu	Rg	PEU
hardie	Ag	HARDI
,	Fw	,
de	S	DE
loin	Rg	LOIN
...	Fs	...
Eh	Nc	Eh
!	Fs	!
Mon	Ds	MON
Dieu	Nc	DIEU
!	Fs	!
Voici	I	VOICI
ma	Ds	MON
grande	Ag	GRAND
soeur	Nc	SUR
qui	Pr	QUI
entre	S	ENTRE
dans	S	DANS
ma	Ds	MON
chambre	Nc	CHAMBRE
,	Fw	,
et	Cc	ET
mon	Ds	MON
père	Nc	PÈRE
et	Cc	ET
ma	Ds	MON
mère	Nc	MÈRE
dans	S	DANS
le	Da	LE
jardin	Nc	JARDIN
.	Fs	.
Adieu	Nc	ADIEU
;	Fw	;
je	Pp	JE
jugerai	Vvc	JUGER
de	S	DE
votre	Ds	VOTRE
amour	Nc	AMOUR
si	Cs	SI
vous	Pp	VOUS
vous	Pp	VOUS
tirez	Vvc	TIRER
de	S	DE
ce	Dd	CE
mauvais	Ag	MAUVAIS
pas	Nc	PAS
en	S	EN
habile	Ag	HABILE
homme	Nc	HOMME
.	Fs	.
Ah	I	AH
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
nous	Pp	NOUS
sommes	Vuc	ÊTRE
perdus	Ge	PERDRE
!	Fs	!
Voici	S	VOICI
des	Dn	UN
gens	Nc	GENS|GENT
avec	S	AVEC
une	Dn	UN
arquebuse	Nc	ARQUEBUSE
.	Fs	.
Non	Rg	NON
,	Fw	,
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
une	Dn	UN
lunette	Nc	LUNETTE
;	Fw	;
rassure	Vvc	RASSURER
-toi	Vvc	-toi
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
sûr	Ag	SÛR
de	S	DE
plaire	Vvn	PLAIRE
à	S	À
ces	Dd	CE
gens	Nc	GENS|GENT
-ci	Ag	-ci
,	Fw	,
puisque	Cs	PUISQUE
je	Pp	JE
connais	Vvc	CONNAÎTRE
leur	Ds	LEUR
ridicule	Nc	RIDICULE
et	Cc	ET
leur	Ds	LEUR
faible	Nc	FAIBLE
.	Fs	.
On	Pp	ON
voit	Vvc	VOIR
bien	Rg	BIEN
que	Cs	QUE
je	Pp	JE
suis	Vuc	ÊTRE
né	Ge	NAÎTRE
sous	S	SOUS
le	Da	LE
signe	Nc	SIGNE
du	S+Da	DE+LE
cancre	Nc	CANCRE
;	Fw	;
toutes	Di	TOUT
mes	Ds	MON
affaires	Nc	AFFAIRE|AFFAIRÉ
vont	Vvc	ALLER
de	S	DE
guingois	Nc	guingois
.	Fs	.
Il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
six	Nc	SIX
mois	Nc	MOI|MOIS
que	Pr	QUE
j'	Pp	JE
attends	Vvc	ATTENDRE
mon	Ds	MON
ami	Nc	AMI
Monsieur	Ag	Monsieur
du	S+Da	DE+LE
Cap-Vert	Nc	Cap-Vert
,	Fw	,
ce	Dd	CE
fameux	Ag	FAMEUX
capitaine	Nc	CAPITAINE
de	S	DE
vaisseau	Nc	VAISSEAU
qui	Pr	QUI
doit	Vvc	DEVOIR
épouser	Vvn	ÉPOUSER
ma	Ds	MON
cadette	Nc	CADET|CADETTE
;	Fw	;
et	Cc	ET
je	Pp	JE
vois	Vvc	ALLER|VOIR
certainement	Rg	CERTAINEMENT
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
viendra	Vvc	VENIR
de	S	DE
plus	Rg	PLUS
d'	S	DE
un	Dn	UN
an	Nc	AN
:	Fw	:
le	Da	LE
bourreau	Nc	BOURREAU
a	Vuc	AVOIR
Vénus	Vvc	Vénus
rétrograde	Ag	RÉTROGRADE
.	Fs	.
Voici	I	VOICI
,	Fw	,
d'	S	DE
un	Dn	UN
autre	Ag	AUTRE
côté	Nc	CÔTÉ
,	Fw	,
mon	Ds	MON
impertinent	Nc	IMPERTINENT
de	S	DE
gendre	Nc	GENDRE
,	Fw	,
Monsieur	Nc	MONSIEUR
le	Da	LE
comte	Nc	COMTE|COMTÉ
des	S+Da	DE+LE|DE+LES
Apprêts	Nc	Apprêts
,	Fw	,
à	S	À
qui	Pr	QUI
j'	Pp	JE
ai	Vuc	AVOIR
donné	Ge	DONNER
mon	Ds	MON
aînée	Nc	AÎNÉ
;	Fw	;
il	Pp	IL
affecte	Vvc	AFFECTER
l'	Da	LE
air	Nc	AIR
de	S	DE
la	Pp	IL
mépriser	Vvn	MÉPRISER
;	Fw	;
il	Pp	IL
ne	Rp	NE
veut	Vvc	VOULOIR
pas	Rg	PAS
me	Pp	JE
faire	Vvn	FAIRE
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
me	Pp	JE
donner	Vvn	DONNER
des	Dn	UN
petits-enfants	Nc	PETIT-ENFANT
:	Fw	:
ceci	Pd	CECI
est	Vuc	ÊTRE
bien	Rg	BIEN
plus	Rg	PLUS
rétrograde	Ag	RÉTROGRADE
encore	Rg	ENCORE
.	Fs	.
Ah	I	AH
!	Fs	!
Malheureux	Ag	MALHEUREUX
président	Nc	PRÉSIDENT
!	Fs	!
Malheureux	Ag	MALHEUREUX
beau-père	Nc	BEAU-PÈRE
!	Fs	!
Sur	S	SUR
quelle	Dt	QUEL
étoile	Nc	ÉTOILE|ÉTOILÉ
ai	Vuc	AVOIR
-je	Ge	-je
marché	Nc	MARCHÉ
?	Fs	?
Çà	Nc	Çà
,	Fw	,
voyons	Vvc	VOIR
un	Dn	UN
peu	Rg	PEU
en	S	EN
quel	Dt	QUEL
état	Nc	ÉTAT
est	Vuc	ÊTRE
le	Da	LE
ciel	Nc	CIEL
ce	Dd	CE
soir	Nc	SOIR
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
ai	Vuc	AVOIR
déjà	Rg	DÉJÀ
dit	Ge	DIRE
,	Fw	,
mon	Ds	MON
toutou	Nc	TOUTOU
,	Fw	,
que	Cs	QUE
votre	Ds	VOTRE
astrologie	Nc	ASTROLOGIE
n'	Rp	NE
est	Vuc	ÊTRE
bonne	Ag	BON
qu'	Cs	QUE
à	S	À
donner	Vvn	DONNER
des	Dn	UN
rhumes	Nc	RHUME
;	Fw	;
vous	Pp	VOUS
devriez	Vvc	DEVOIR
laisser	Vvn	LAISSER
là	Rg	LÀ
vos	Ds	VOTRE
lunettes	Nc	LUNETTE
et	Cc	ET
vos	Ds	VOTRE
astres	Nc	ASTRE|ÂTRE
.	Fs	.
Que	Pt	QUE
ne	Rp	NE
