Hé	Vvc	Hé
rôle	Nc	RÔLE
de	S	DE
Patrocle	Nc	Patrocle
,	Fw	,
est	Vuc	ÊTRE
indisposé	Ge	INDISPOSER
.	Fs	.
On	Pp	ON
va	Vvc	ALLER
vous	Pp	VOUS
rendre	Vvn	RENDRE
votre	Ds	VOTRE
argent	Nc	ARGENT
à	S	À
la	Da	LE
porte	Nc	PORTE|PORTÉ
.	Fs	.
Vous	Pp	VOUS
voyez	Vvc	VOIR
,	Fw	,
messieurs	Nc	MONSIEUR
,	Fw	,
que	Cs	QUE
nous	Pp	NOUS
ne	Rp	NE
suivons	Vvc	SUIVRE
pas	Rg	PAS
les	Da	LE
mauvais	Ag	MAUVAIS
exemples	Nc	EXEMPLE
,	Fw	,
et	Cc	ET
que	Cs	QUE
nous	Pp	NOUS
rendons	Vvc	RENDRE
l'	Da	LE
argent	Nc	ARGENT
,	Fw	,
quoique	Cs	QUOIQUE
la	Da	LE
comédie	Nc	COMÉDIE
soit	Vuc	ÊTRE
commencée	Ge	COMMENCER
.	Fs	.
Terminez	Vvc	TERMINER
vos	Ds	VOTRE
regrets	Nc	REGRET
,	Fw	,
que	Cs	QUE
votre	Ds	VOTRE
douleur	Nc	DOULEUR
cesse	Vvc	CESSER
;	Fw	;
Dans	Vvc	Dans
votre	Ds	VOTRE
sort	Nc	SORT
Jupiter	Nc	Jupiter
s'	Pp	SE
intéresse	Vvc	INTÉRESSER
,	Fw	,
Et	Vvc	Et
vient	Vvc	VENIR
pour	S	POUR
empêcher	Vvn	EMPÊCHER
que	Cs	QUE
tu	Pp	TU
rendes	Vvc	RENDRE
l'	Da	LE
argent	Nc	ARGENT
.	Fs	.
Je	Pp	JE
le	Pp	IL
vois	Vvc	ALLER|VOIR
qui	Pr	QUI
descend	Vvc	DESCENDRE
.	Fs	.
Jupiter	Nc	Jupiter
descend	Vvc	DESCENDRE
,	Fw	,
monté	Ge	MONTER
sur	S	SUR
un	Dn	UN
dindon	Nc	DINDON
.	Fs	.
Qu'	Cs	QUE
un	Dn	UN
changement	Nc	CHANGEMENT
favorable	Ag	FAVORABLE
Nous	Vvc	Nous
arrête	Nc	ARRÊTÉ
dans	S	DANS
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
,	Fw	,
Pour	Nc	POUR
voir	Vvn	VOIR
un	Dn	UN
spectacle	Nc	SPECTACLE
aimable	Ag	AIMABLE
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
l'	Da	LE
ordre	Nc	ORDRE
irrévocable	Ag	IRRÉVOCABLE
Du	Vvc	Du
souverain	Ag	SOUVERAIN
des	S+Da	DE+LE|DE+LES
dieux	Nc	DIEU|DIEUX
.	Fs	.
Arlequin	Nc	ARLEQUIN
.	Fs	.
Jupiter	Nc	Jupiter
.	Fs	.
Je	Pp	JE
descends	Vvc	DESCENDRE
exprès	Rg	EXPRÈS
des	Dn	UN
cieux	Nc	CIEL|CIEUX
pour	S	POUR
voir	Vvn	VOIR
une	Dn	UN
répétition	Nc	RÉPÉTITION
de	S	DE
la	Da	LE
pièce	Nc	PIÈCE
nouvelle	Ag	NOUVEAU
qu'	Pr	QUE
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
si	Rg	SI
longtemps	Rg	LONGTEMPS
que	Cs	QUE
tu	Pp	TU
promets	Vvc	PROMETTRE
.	Fs	.
On	Pp	ON
dit	Vvc	DIRE
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
y	Pp	Y
sépare	Vvc	SÉPARER
un	Dn	UN
mari	Nc	MARI
d'	S	DE
avec	S	AVEC
sa	Ds	SON
femme	Nc	FEMME
;	Fw	;
et	Cc	ET
comme	S	COMME
Junon	Nc	Junon
est	Vuc	ÊTRE
une	Dn	UN
carogne	Nc	carogne
qui	Pr	QUI
me	Pp	JE
fait	Vvc	FAIRE
enrager	Vvn	ENRAGER
,	Fw	,
je	Pp	JE
pourrai	Vvc	POUVOIR
bien	Rg	BIEN
en	S	EN
faire	Vvn	FAIRE
venir	Vvn	VENIR
la	Da	LE
mode	Nc	MODE
là-haut	Rg	LÀ-HAUT
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
Monsieur	Ag	Monsieur
Jupiter	Nc	Jupiter
,	Fw	,
quelle	Dt	QUEL
apparence	Nc	APPARENCE
?	Fs	?
Nous	Pp	NOUS
ne	Rp	NE
la	Pp	IL
savons	Vvc	SAVOIR
pas	Rg	PAS
encore	Rg	ENCORE
:	Fw	:
il	Pp	IL
va	Vvc	ALLER
venir	Vvn	VENIR
un	Dn	UN
débordement	Nc	DÉBORDEMENT
de	S	DE
sifflets	Nc	SIFFLET
de	S	DE
tous	Di	TOUT
les	Da	LE
diables	Nc	DIABLE
.	Fs	.
Ne	Rp	NE
te	Pp	TU
mets	Vvc	METTRE
pas	Rg	PAS
en	S	EN
peine	Nc	PEINE
;	Fw	;
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
provision	Nc	PROVISION
de	S	DE
quantité	Nc	QUANTITÉ
de	S	DE
foudres	Nc	FOUDRE
de	S	DE
poche	Nc	POCHE
;	Fw	;
et	Cc	ET
le	Da	LE
premier	Ag	PREMIER
siffleur	Nc	SIFFLEUR
qui	Pr	QUI
branlera	Vvc	BRANLER
,	Fw	,
par	S	PAR
la	Da	LE
mort	Nc	MORT
!	Fs	!
Je	Pp	JE
lui	Pp	IL
brûlerai	Vvc	BRÛLER
la	Da	LE
moustache	Nc	MOUSTACHE
.	Fs	.
Oh	I	OH
!	Fs	!
Tout	Rg	TOUT
doucement	Rg	DOUCEMENT
,	Fw	,
Monsieur	Ag	Monsieur
Jupiter	Nc	Jupiter
;	Fw	;
ne	Rp	NE
choquons	Vvc	CHOQUER
point	Rg	POINT
le	Da	LE
parterre	Nc	PARTERRE
,	Fw	,
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
plaît	Vvc	PLAIRE
;	Fw	;
nous	Pp	NOUS
en	Pp	EN
avons	Vuc	AVOIR
besoin	Nc	BESOIN
:	Fw	:
cela	Pd	CELA
ne	Rp	NE
se	Pp	IL
gouverne	Vvc	GOUVERNER
pas	Rg	PAS
comme	S	COMME
votre	Ds	VOTRE
tête	Nc	TÊTE
.	Fs	.
Au	S+Da	À+LE
parterre	Nc	PARTERRE
.	Fs	.
Messieurs	Nc	MONSIEUR
,	Fw	,
puisque	Cs	PUISQUE
Jupiter	Nc	Jupiter
l'	Pp	IL
ordonne	Vvc	ORDONNER
,	Fw	,
et	Cc	ET
que	Cs	QUE
d'ailleurs	Nc	d'ailleurs
...	Fs	...
l'	Da	LE
occasion	Nc	OCCASION
...	Fs	...
de	S	DE
la	Da	LE
faveur	Nc	FAVEUR
...	Fs	...
votre	Ds	VOTRE
bonté	Nc	BONTÉ
...	Fs	...
votre	Ds	VOTRE
argent	Nc	ARGENT
...	Fs	...
qu'	Cs	QUE
on	Pp	ON
a	Vuc	AVOIR
de	S	DE
la	Da	LE
peine	Nc	PEINE
à	S	À
rendre	Vvn	RENDRE
;	Fw	;
...	Fs	...
vous	Pp	VOUS
voyez	Vvc	VOIR
bien	Rg	BIEN
,	Fw	,
messieurs	Nc	MONSIEUR
,	Fw	,
que	Cs	QUE
nous	Pp	NOUS
vous	Pp	VOUS
allons	Vvc	ALLER
donner	Vvn	DONNER
""""	Fw	""""
Le	Vvc	Le
Divorce	Vvc	DIVORCER
""""	Fw	""""
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
me	Pp	JE
placer	Vvn	PLACER
aux	S+Da	À+LES
troisièmes	Nc	TROISIÈME
loges	Vvc	LOGER
pour	S	POUR
mieux	Rg	MIEUX
voir	Vvn	VOIR
.	Fs	.
Ah	I	AH
!	Fs	!
Monsieur	Nc	MONSIEUR
Jupiter	Nc	Jupiter
,	Fw	,
un	Dn	UN
gentilhomme	Nc	GENTILHOMME
comme	S	COMME
vous	Pp	VOUS
aux	S+Da	À+LES
troisièmes	Nc	TROISIÈME
loges	Vvc	LOGER
?	Fs	?
Je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
amusé	Ge	AMUSER
,	Fw	,
en	S	EN
venant	Ga	VENIR
,	Fw	,
à	S	À
jouer	Vvn	JOUER
à	S	À
la	Da	LE
boule	Nc	BOULE|BOULÉ|BOULÊ
aux	S+Da	À+LES
petits-carreaux	Nc	petits-carreaux
,	Fw	,
contre	S	CONTRE
quatre	Nc	QUATRE
procureurs	Nc	PROCUREUR
qui	Pr	QUI
ne	Rp	NE
m'	Pp	JE
ont	Vuc	AVOIR
laissé	Ge	LAISSER
que	Cs	QUE
trente	Nc	TRENTE
sous	S	SOUS
.	Fs	.
Où	Vvc	Où
diable	Ag	DIABLE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
-vous	Nc	-vous
fourré	Ge	FOURRER
là	Rg	LÀ
?	Fs	?
Ces	Dd	CE
messieurs	Nc	MONSIEUR
-là	Ag	-là
savent	Vvc	SAVOIR
aussi	Rg	AUSSI
bien	Rg	BIEN
rouler	Vvn	ROULER
le	Da	LE
bois	Nc	BOIS
que	Pr	QUE
ruiner	Vvn	RUINER
une	Dn	UN
famille	Nc	FAMILLE
.	Fs	.
Jupiter	Nc	Jupiter
remonte	Vvc	REMONTER
en	S	EN
l'	Da	LE
air	Nc	AIR
,	Fw	,
et	Cc	ET
Arlequin	Nc	ARLEQUIN
le	Pp	IL
rappelle	Vvc	RAPPELER
.	Fs	.
Monsieur	Nc	MONSIEUR
Jupiter	Nc	Jupiter
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
vouliez	Vvc	VOULOIR
me	Pp	JE
laisser	Vvn	LAISSER
votre	Ds	VOTRE
monture	Nc	MONTURE
,	Fw	,
je	Pp	JE
la	Pp	IL
ferais	Vvc	FAIRE|FERRER
mettre	Vvn	METTRE
à	S	À
la	Da	LE
daube	Nc	DAUBE
:	Fw	:
aussi	Rg	AUSSI
bien	Rg	BIEN
les	Da	LE
dieux	Nc	DIEU|DIEUX
de	S	DE
l'	Da	LE
opéra	Nc	OPÉRA
,	Fw	,
qui	Pr	QUI
sont	Vuc	ÊTRE
bien	Rg	BIEN
montés	Ge	MONTER
quand	Cs	QUAND
ils	Pp	ILS
viennent	Vvc	VENIR
,	Fw	,
s'	Pp	SE
en	Pp	EN
retournent	Vvc	RETOURNER
toujours	Rg	TOUJOURS
à	S	À
pied	Nc	PIED
.	Fs	.
Ô	Vvc	Ô
déplorable	Ag	DÉPLORABLE
coup	Nc	COUP
du	S+Da	DE+LE
sort	Nc	SORT
!	Fs	!
Ô	Vvc	Ô
malheur	Nc	MALHEUR
!	Fs	!
Je	Pp	JE
frémis	Vvc	FRÉMIR
;	Fw	;
parle	Vvc	PARLER
.	Fs	.
Patrocle	Vvc	Patrocle
est	Vuc	ÊTRE
mort	Ge	MOURIR
.	Fs	.
La	Da	LE
scène	Nc	SCÈNE
est	Vuc	ÊTRE
à	S	À
Paris	Nc	PARI
.	Fs	.
Cosi	Vvc	Cosi
è	Nc	è
,	Fw	,
Mezzetino	Nc	Mezzetino
.	Fs	.
Je	Pp	JE
le	Pp	IL
sais	Vvc	SAVOIR
bien	Rg	BIEN
;	Fw	;
j'	Pp	JE
étais	Vuc	ÊTRE
la	Da	LE
chambre	Nc	CHAMBRE
de	S	DE
madme	Nc	madme
votre	Ds	VOTRE
soeur	Nc	SUR
quand	Cs	QUAND
son	Ds	SON
mari	Nc	MARI
,	Fw	,
monsieur	Nc	MONSIEUR
Sotinet	Ag	Sotinet
,	Fw	,
mon	Ds	MON
maître	Nc	MAÎTRE
et	Cc	ET
votre	Ds	VOTRE
beau-frère	Nc	BEAU-FRÈRE
,	Fw	,
la	Pp	IL
surprit	Vvc	SURPRENDRE
comme	Cs	COMME
elle	Pp	IL
vous	Pp	VOUS
écrivait	Vvc	ÉCRIRE
la	Da	LE
dernière	Ag	DERNIER
lettre	Nc	LETTRE|LETTRÉ
que	Pr	QUE
vous	Pp	VOUS
avec	S	AVEC
reçue	Nc	REÇU
d'	S	DE
elle	Pp	IL
,	Fw	,
où	Pr	OÙ
elle	Pp	IL
vous	Pp	VOUS
mande	Vvc	MANDER
de	S	DE
venir	Vvn	VENIR
au	S+Da	À+LE
plus	Rg	PLUS
tôt	Rg	TÔT
à	S	À
Paris	Nc	PARI
,	Fw	,
afiun	Vvc	afiun
de	S	DE
prendre	Vvn	PRENDRE
des	Dn	UN
mesures	Nc	MESURE
avec	S	AVEC
vous	Pp	VOUS
pour	S	POUR
se	Pp	IL
mettre	Vvn	METTRE
à	S	À
couvert	Nc	COUVERT
du	S+Da	DE+LE
chagrin	Ag	CHAGRIN
que	Cs	QUE
son	Ds	SON
vieux	Ag	VIEUX
mari	Nc	MARI
lui	Pp	IL
fait	Vvc	FAIRE
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
.	Fs	.
T'	Pp	TU
assicurio	Nc	assicurio
,	Fw	,
Mezzetino	Nc	Mezzetino
,	Fw	,
ch'il	Nc	ch'il
matrimonio	Nc	matrimonio
di	Ag	di
mia	Vvc	mia
sorella	Vvc	sorella
con	Ag	CON
Sotinetto	Nc	Sotinetto
non	Rg	NON
è	Nc	è
stato	Nc	stato
mai	Nc	MAI
mio	Nc	mio
gusto	Nc	gusto
;	Fw	;
e	Vvc	e
se	Pp	IL
ne	Rp	NE
fossi	Vvc	fossi
stato	Nc	stato
creduto	Nc	creduto
,	Fw	,
egli	Nc	egli
non	Rg	NON
si	Cs	SI
sarreba	Nc	sarreba
mai	Nc	MAI
conchiuso	Ag	conchiuso
.	Fs	.
Ma	Ds	MON
che	Nc	che
?	Fs	?
Al	Vvc	Al
fato	Rg	fato
non	Rg	NON
vi	Rg	OUI
è	Nc	è
rimedio	Nc	rimedio
.	Fs	.
Cela	Pd	CELA
est	Vuc	ÊTRE
vrai	Ag	VRAI
,	Fw	,
ce	Pd	CE
qui	Pr	QUI
est	Vuc	ÊTRE
fait	Ge	FAIRE
est	Vuc	ÊTRE
fait	Ge	FAIRE
.	Fs	.
Mais	Cc	MAIS
quand	Cs	QUAND
on	Pp	ON
ne	Rp	NE
peut	Vvc	POUVOIR
pas	Rg	PAS
changer	Vvn	CHANGER
sa	Ds	SON
condition	Nc	CONDITION
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
mauvaise	Ag	MAUVAIS
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
tâcher	Vvn	TÂCHER
de	S	DE
l'	Pp	IL
adoucir	Vvn	ADOUCIR
autant	Rg	AUTANT
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
possible	Ag	POSSIBLE
.	Fs	.
Benissimo	Nc	Benissimo
.	Fs	.
Ma	Ds	MON
per	Nc	per
addolcir	Vvc	addolcir
la	Da	LE
stato	Nc	stato
de	S	DE
mia	Nc	mia
sorella	Vvc	sorella
,	Fw	,
io	Nc	io
non	Rg	NON
veda	Nc	VÉDA
altro	Nc	altro
mezzo	Rg	MEZZO
,	Fw	,
ch'une	Pi	ch'une
bonissima	Vvc	bonissima
separazione	Vvc	separazione
.	Fs	.
D'accord	Nc	D'accord
;	Fw	;
et	Cc	ET
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
quoi	Pr	QUE|QUOI
il	Pp	IL
faudrait	Vvc	FAILLIR|FALLOIR
songer	Vvn	SONGER
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
aviez	Vuc	AVOIR
de	S	DE
ce	Pd	CE
qui	Pr	QUI
se	Pp	IL
touche	Vvc	TOUCHER
.	Fs	.
Mais	Cc	MAIS
malheureusement	Rg	MALHEUREUSEMENT
mais	Cc	MAIS
vous	Pp	VOUS
êtes	Vuc	ÊTRE
gueux	Nc	GUEUX
comme	S	COMME
un	Dn	UN
rat	Nc	RAT
,	Fw	,
et	Cc	ET
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
longtemps	Rg	LONGTEMPS
que	Cs	QUE
votre	Ds	VOTRE
noblesse	Nc	NOBLESSE
serait	Vuc	ÊTRE
tombée	Ge	TOMBER
par	S	PAR
terre	Nc	TERRE
,	Fw	,
si	Cs	SI
la	Da	LE
roture	Nc	ROTURE
ne	Rp	NE
l'	Pp	IL
avait	Vuc	AVOIR
soutenue	Ge	SOUTENIR
.	Fs	.
Mais	Cc	MAIS
laissez	Vvc	LAISSER
-moi	Vvc	-moi
faire	Vvn	FAIRE
:	Fw	:
si	Cs	SI
votre	Ds	VOTRE
soeur	Nc	SUR
consent	Vvc	CONSENTIR
à	S	À
la	Da	LE
séparation	Nc	SÉPARATION
,	Fw	,
je	Pp	JE
m'	Pp	JE
engage	Vvc	ENGAGER
,	Fw	,
moi	Pp	JE
,	Fw	,
de	S	DE
faire	Vvn	FAIRE
toruver	Vvn	toruver
tout	Di	TOUT
l'	Da	LE
argent	Nc	ARGENT
qu'	Pr	QUE
il	Pp	IL
faudra	Vvc	FAILLIR|FALLOIR
pour	S	POUR
l'	Pp	IL
obtenir	Vvn	OBTENIR
;	Fw	;
et	Cc	ET
si	Rg	SI
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
ce	Pd	CE
soit	Vuc	ÊTRE
mon	Ds	MON
maître	Nc	MAÎTRE
qui	Pr	QUI
le	Pp	IL
fournisse	Vvc	FOURNIR
.	Fs	.
Sotinetto	Nc	Sotinetto
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Sotinet	Nc	Sotinet
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
une	Dn	UN
dent	Nc	DENT
contre	S	CONTRE
lui	Pp	IL
,	Fw	,
pour	S	POUR
certains	Di	CERTAIN
coups	Nc	COUP
de	S	DE
bâton	Nc	BÂTON
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
donna	Vvc	DONNER
une	Dn	UN
fois	Nc	FOI|FOIS
,	Fw	,
à	S	À
cause	Nc	CAUSE
qu'	Pr	QUE
il	Pp	IL
me	Pp	JE
surprit	Vvc	SURPRENDRE
à	S	À
la	Da	LE
cave	Nc	CAVE
avec	S	AVEC
la	Da	LE
servante	Nc	SERVANT|SERVANTE|SERVITEUR
du	S+Da	DE+LE
logis	Nc	LOGIS
.	Fs	.
E	Vvc	E
che	Ag	che
cosa	Nc	cosa
facevi	Nc	facevi
in	Ag	IN
cantina	Vvc	CANTINER
con	Ag	CON
la	Pp	IL
serva	Vvc	serva
?	Fs	?
Je	Pp	JE
lui	Pp	IL
aidais	Vvc	AIDER
à	S	À
mettre	Vvn	METTRE
un	Dn	UN
muid	Nc	MUID
de	S	DE
vin	Nc	VIN
en	S	EN
perce	Nc	PERCE
.	Fs	.
Orsù	Nc	Orsù
,	Fw	,
vado	Nc	vado
a	Vuc	AVOIR
trovar	Nc	trovar
mia	Vvc	mia
sorella	Vvc	sorella
;	Fw	;
farò	Vvc	farò
il	Pp	IL
possibile	Nc	possibile
per	Nc	per
resolverla	Vvc	resolverla
a	S	À
separarsi	Nc	separarsi
da	Ag	da
suo	Vvc	suo
marito	Nc	marito
.	Fs	.
Tu	Pp	TU
pensa	Vvc	PENSER
in	Ag	IN
tanto	Vvc	tanto
a	S	À
quelle	Dt	QUEL
vieni	Nc	vieni
di	Vvc	di
promettermi	Ge	promettermi
.	Fs	.
Addio	Nc	Addio
.	Fs	.
Serviteur	Nc	SERVITEUR
,	Fw	,
monsieur	Nc	MONSIEUR
.	Fs	.
Ah	I	AH
!	Fs	!
Que	Cs	QUE
je	Pp	JE
pense	Vvc	PENSER
de	S	DE
jolis	Ag	JOLI
tours	Nc	TOUR|TOURD
pour	S	POUR
délivrer	Vvn	DÉLIVRER
ma	Ds	MON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
des	S+Da	DE+LE|DE+LES
mains	Nc	MAIN
de	S	DE
son	Ds	SON
vieux	Ag	VIEUX
mari	Nc	MARI
!	Fs	!
Mais	Cc	MAIS
la	Da	LE
difficulté	Nc	DIFFICULTÉ
est	Vuc	ÊTRE
de	S	DE
trouver	Vvn	TROUVER
des	Dn	UN
gens	Nc	GENS|GENT
qui	Pr	QUI
les	Pp	ILS
éxecutent	Vvc	EXÉCUTER
.	Fs	.
Si	Cs	SI
mon	Ds	MON
cher	Ag	CHER
ami	Nc	AMI
Arlequin	Nc	ARLEQUIN
était	Vuc	ÊTRE
encore	Rg	ENCORE
au	S+Da	À+LE
monde	Nc	MONDE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
là	Rg	LÀ
justement	Rg	JUSTEMENT
l'	Da	LE
homme	Nc	HOMME
qu'	Pr	QUE
il	Pp	IL
ma	Ds	MON
faudrait	Vvc	FAILLIR|FALLOIR
;	Fw	;
mais	Cc	MAIS
le	Da	LE
pauvre	Ag	PAUVRE
garçon	Nc	GARÇON
s'	Pp	SE
est	Vuc	ÊTRE
avisé	Ge	AVISER
de	S	DE
se	Pp	IL
faire	Vvn	FAIRE
pendre	Vvn	PENDRE
,	Fw	,
et	Cc	ET
...	Fw	...
Vers	Vvc	Vers
la	Da	LE
cantonnade	Nc	cantonnade
:	Fw	:
Oui	Ge	OUÏR
,	Fw	,
Messieurs	Nc	MONSIEUR
,	Fw	,
étranger	Ag	ÉTRANGER
,	Fw	,
étranger	Ag	ÉTRANGER
,	Fw	,
arrivé	Ge	ARRIVER
tout-à-l'heure	Nc	tout-à-l'heure
dans	S	DANS
cette	Dd	CE
ville	Nc	VILLE
!	Fs	!
Le	Da	LE
diable	Nc	DIABLE
emporte	Vvc	EMPORTER
toute	Di	TOUT
la	Da	LE
race	Nc	RACE
badaudique	Ag	badaudique
!	Fs	!
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
jamais	Rg	JAMAIS
vu	Ge	VOIR
de	S	DE
gens	Nc	GENS|GENT
plus	Rg	PLUS
curieux	Ag	CURIEUX
,	Fw	,
ni	Cc	NI
plus	Rg	PLUS
insolents	Ag	INSOLENT
;	Fw	;
ils	Pp	ILS
crient	Vvc	CRIER
après	S	APRÈS
moi	Pp	JE
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
chié	Ge	CHIER
au	S+Da	À+LE
lit	Nc	LIT
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
chié	Ge	CHIER
au	S+Da	À+LE
lit	Nc	LIT
,	Fw	,
comme	Cs	COMME
si	Cs	SI
j'	Pp	JE
étais	Vuc	ÊTRE
un	Dn	UN
masque	Nc	MASQUE
.	Fs	.
Mais	Cc	MAIS
...	Fw	...
Il	Vvc	Il
aperçoit	Vvc	APERCEVOIR
Mezzetin	Nc	Mezzetin
.	Fs	.
Je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
...	Fs	...
Il	Vvc	Il
me	Pp	JE
semble	Vvc	SEMBLER
...	Fs	...
Que	Vvc	Que
j'	Pp	JE
ai	Vuc	AVOIR
vu	Ge	VOIR
cet	Dd	CE
homme	Nc	HOMME
-là	Vvc	-là
pendu	Ge	PENDRE
quelque	Di	QUELQUE
part	Nc	PART
.	Fs	.
D'	S	DE
avoir	Vun	AVOIR
vu	Ge	VOIR
cette	Dd	CE
tête	Nc	TÊTE
-là	Vvc	-là
sur	S	SUR
un	Dn	UN
autre	Ag	AUTRE
corps	Nc	CORPS
.	Fs	.
Arl	Vvc	Arl
...	Fs	...
Mez	Vvc	Mez
...	Fs	...
Arlequin	Nc	ARLEQUIN
.	Fs	.
Mezzetin	Nc	Mezzetin
.	Fs	.
Ensemble	Rg	ENSEMBLE
.	Fs	.
Ah	I	AH
!	Fs	!
Parente	Nc	PARENT|PARENTÉ
!	Fs	!
Parente	Nc	PARENT|PARENTÉ
!	Fs	!
ls	Vvc	ls
s'	Pp	SE
approchent	Vvc	APPROCHER
.	Fs	.
Mezzetin	Nc	Mezzetin
,	Fw	,
levant	Ga	LEVER
les	Da	LE
bras	Nc	BRAS
pour	S	POUR
embrasser	Vvn	EMBRASSER
Arlequin	Nc	ARLEQUIN
,	Fw	,
laisse	Vvc	LAISSER
tomber	Vvn	TOMBER
son	Ds	SON
manteau	Nc	MANTEAU
;	Fw	;
Arlequin	Nc	ARLEQUIN
,	Fw	,
qui	Pr	QUI
fait	Vvc	FAIRE
semblant	Nc	SEMBLANT
d'	S	DE
embrasser	Vvn	EMBRASSER
Mezzetin	Nc	Mezzetin
,	Fw	,
passe	Vvc	PASSER
sous	S	SOUS
son	Ds	SON
bras	Nc	BRAS
,	Fw	,
ramasse	Vvc	RAMASSER|RAMER
le	Da	LE
manteau	Nc	MANTEAU
,	Fw	,
et	Cc	ET
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
.	Fs	.
Mais	Cc	MAIS
ce	Dd	CE
manteau	Nc	MANTEAU
-là	Vvc	-là
m'	Pp	JE
appartient	Vvc	APPARTENIR
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
trouvé	Ge	TROUVER
à	S	À
terre	Nc	TERRE
.	Fs	.
En	S	EN
vérité	Nc	VÉRITÉ
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
ravi	Ge	RAVIR
de	S	DE
te	Pp	TU
