Crispe	Vvc	CRISPER
,	Fw	,
En	Vvc	En
vain	Ag	VAIN
en	Pp	EN
ont	Vuc	AVOIR
été	Ge	ÊTRE
les	Da	LE
premiers	Ag	PREMIER
fondements	Nc	FONDEMENT
,	Fw	,
Si	Vvc	Si
pour	S	POUR
m'	Pp	JE
ôter	Vvn	ÔTER
ce	Dd	CE
trône	Nc	TRÔNE
ils	Pp	ILS
servent	Vvc	SERVIR
d'	S	DE
instruments	Nc	INSTRUMENT
:	Fw	:
On	Pp	ON
en	Pp	EN
fait	Vvc	FAIRE
revivre	Vvn	REVIVRE
un	Dn	UN
au	S+Da	À+LE
bout	Nc	BOUT
de	S	DE
vingt	Nc	VINGT
années	Nc	ANNÉE
;	Fw	;
Byzance	Nc	Byzance
ouvre	Vvc	OUVRER|OUVRIR
,	Fw	,
dis	Vvc	DIRE
-tu	Vvn	-tu
,	Fw	,
l'	Da	LE
oreille	Nc	OREILLE
à	S	À
ces	Dd	CE
menées	Nc	MENÉE
,	Fw	,
Et	Vvc	Et
le	Da	LE
peuple	Nc	PEUPLE
,	Fw	,
amoureux	Ag	AMOUREUX
de	S	DE
tout	Pi	TOUT
ce	Pd	CE
qui	Pr	QUI
me	Pp	JE
nuit	Vvc	NUIRE
,	Fw	,
D'	Nc	D'
une	Dn	UN
croyance	Nc	CROYANCE
avide	Ag	AVIDE
embrasse	Vvc	EMBRASSER
ce	Dd	CE
faux	Ag	FAUX
bruit	Nc	BRUIT
,	Fw	,
Impatient	Vvc	Impatient
déjà	Rg	DÉJÀ
de	S	DE
se	Pp	IL
laisser	Vvn	LAISSER
séduire	Vvn	SÉDUIRE
Au	Vvc	Au
premier	Ag	PREMIER
imposteur	Nc	IMPOSTEUR
armé	Ge	ARMER
pour	S	POUR
me	Pp	JE
détruire	Vvn	DÉTRUIRE
,	Fw	,
Qui	Vvc	Qui
,	Fw	,
s'	Pp	SE
osant	Ga	OSER
revêtir	Vvn	REVÊTIR
de	S	DE
ce	Dd	CE
fantôme	Nc	FANTÔME
aimé	Ge	AIMER
,	Fw	,
Voudra	Vvc	VOULOIR
servir	Vvn	SERVIR
d'	S	DE
idole	Nc	IDOLE
à	S	À
son	Ds	SON
zèle	Nc	ZÈLE
charmé	Ge	CHARMER
.	Fs	.
Mais	Cc	MAIS
sais	Vvc	SAVOIR
-tu	Vvn	-tu
sous	S	SOUS
quel	Dt	QUEL
nom	Nc	NOM
ce	Dd	CE
fâcheux	Ag	FÂCHEUX
bruit	Nc	BRUIT
s'	Pp	SE
excite	Vvc	EXCITER
?	Fs	?
Il	Pp	IL
nomme	Vvc	NOMMER
Héraclius	Nc	Héraclius
celui	Pd	CELUI
qu'	Pr	QUE
il	Pp	IL
ressuscite	Vvc	RESSUSCITER
.	Fs	.
Quiconque	Pi	QUICONQUE
en	Pp	EN
est	Vuc	ÊTRE
l'	Da	LE
auteur	Nc	AUTEUR
devait	Vvc	DEVOIR
mieux	Rg	MIEUX
l'	Da	LE
inventer	Nc	INVENTER
.	Fs	.
Le	Da	LE
nom	Nc	NOM
d'	S	DE
Héraclius	Nc	Héraclius
doit	Vvc	DEVOIR
peu	Rg	PEU
m'	Pp	JE
épouvanter	Vvn	ÉPOUVANTER
;	Fw	;
Sa	Vvc	Sa
mort	Nc	MORT
est	Vuc	ÊTRE
trop	Rg	TROP
certaine	Ag	CERTAIN
,	Fw	,
et	Cc	ET
fut	Vuc	ÊTRE
trop	Rg	TROP
remarquable	Ag	REMARQUABLE
Pour	Nc	POUR
craindre	Vvn	CRAINDRE
un	Dn	UN
grand	Ag	GRAND
effet	Nc	EFFET
d'	S	DE
une	Dn	UN
si	Rg	SI
vaine	Ag	VAIN
fable	Nc	FABLE
;	Fw	;
Il	Vvc	Il
n'	Rp	NE
avait	Vuc	AVOIR
que	Rg	QUE
six	Nc	SIX
mois	Nc	MOI|MOIS
,	Fw	,
et	Cc	ET
,	Fw	,
lui	Pp	IL
perçant	Ga	PERCER
le	Da	LE
flanc	Nc	FLANC
,	Fw	,
On	Vvc	On
en	Pp	EN
fit	Vvc	FAIRE
dégoutter	Vvn	DÉGOUTTER
plus	Rg	PLUS
de	S	DE
lait	Nc	LAIT
que	Cs	QUE
de	S	DE
sang	Nc	SANG
.	Fs	.
Et	Cc	ET
ce	Dd	CE
prodige	Nc	PRODIGE
affreux	Ag	AFFREUX
,	Fw	,
dont	Pr	DONT
je	Pp	JE
tremblai	Vvc	TREMBLER
dans	S	DANS
l'	Da	LE
âme	Nc	ÂME
,	Fw	,
Fut	Vvc	Fut
aussitôt	Rg	AUSSITÔT
suivi	Ge	SUIVRE
de	S	DE
la	Da	LE
mort	Nc	MORT
de	S	DE
ma	Ds	MON
femme	Nc	FEMME
.	Fs	.
Il	Pp	IL
me	Pp	JE
souvient	Vvc	SOUVENIR
encor	Nc	encor
qu'	Pr	QUE
il	Pp	IL
fut	Vuc	ÊTRE
deux	Nc	DEUX
jours	Nc	JOUR|JOURS
caché	Ge	CACHER
Et	Vvc	Et
que	Cs	QUE
sans	S	SANS
Léontine	Nc	Léontine
on	Pp	ON
l'	Pp	IL
eût	Vuc	AVOIR
longtemps	Rg	LONGTEMPS
cherché	Ge	CHERCHER
:	Fw	:
Il	Pp	IL
fut	Vuc	ÊTRE
livré	Ge	LIVRER
par	S	PAR
elle	Pp	IL
,	Fw	,
à	S	À
qui	Pr	QUI
,	Fw	,
pour	S	POUR
récompense	Nc	RÉCOMPENSE
,	Fw	,
Je	Vvc	Je
donnai	Vvc	DONNER
de	S	DE
mon	Ds	MON
fils	Nc	FIL|FILS
à	S	À
gouverner	Vvn	GOUVERNER
l'	Da	LE
enfance	Nc	ENFANCE
Du	Vvc	Du
jeune	Ag	JEUNE
Martian	Vvc	Martian
,	Fw	,
qui	Pr	QUI
,	Fw	,
d'	S	DE
âge	Nc	ÂGE
presque	Rg	PRESQUE
égal	Ag	ÉGAL
,	Fw	,
Était	Nc	Était
resté	Ge	RESTER
sans	S	SANS
mère	Nc	MÈRE
en	S	EN
ce	Dd	CE
moment	Nc	MOMENT
fatal	Ag	FATAL
.	Fs	.
Juge	Nc	JUGE
par	S	PAR
là	Rg	LÀ
combien	Rg	COMBIEN
ce	Dd	CE
conte	Nc	CONTE|CONTÉ
est	Vuc	ÊTRE
ridicule	Ag	RIDICULE
.	Fs	.
Tout	Di	TOUT
ridicule	Nc	RIDICULE
,	Fw	,
il	Pp	IL
plaît	Vvc	PLAIRE
,	Fw	,
et	Cc	ET
le	Da	LE
peuple	Nc	PEUPLE
est	Vuc	ÊTRE
crédule	Ag	CRÉDULE
.	Fs	.
Mais	Cc	MAIS
avant	S	AVANT
qu'	Cs	QUE
à	S	À
ce	Dd	CE
conte	Nc	CONTE|CONTÉ
il	Pp	IL
se	Pp	IL
laisse	Vvc	LAISSER
emporter	Vvn	EMPORTER
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
est	Vuc	ÊTRE
trop	Rg	TROP
aisé	Ag	AISÉ
de	S	DE
le	Pp	IL
faire	Vvn	FAIRE
avorter	Vvn	AVORTER
:	Fw	:
Quand	Cs	QUAND
vous	Pp	VOUS
fîtes	Vvc	FAIRE
périr	Vvn	PÉRIR
Maurice	Nc	Maurice
et	Cc	ET
sa	Ds	SON
famille	Nc	FAMILLE
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
en	Pp	EN
plut	Vvc	PLAIRE|PLEUVOIR
,	Fw	,
seigneur	Nc	SEIGNEUR
,	Fw	,
réserver	Vvn	RÉSERVER
une	Dn	UN
fille	Nc	FILLE
,	Fw	,
Et	Vvc	Et
résoudre	Vvn	RÉSOUDRE
dès	S	DÈS
lors	Rg	LORS
qu'	Cs	QUE
elle	Pp	IL
aurait	Vuc	AVOIR
pour	S	POUR
époux	Nc	ÉPOUX
Ce	Vvc	Ce
prince	Nc	PRINCE
destiné	Ge	DESTINER
pour	S	POUR
régner	Vvn	RÉGNER
après	S	APRÈS
vous	Pp	VOUS
.	Fs	.
Le	Da	LE
peuple	Nc	PEUPLE
en	S	EN
sa	Ds	SON
personne	Nc	PERSONNE
aime	Vvc	AIMER
encore	Rg	ENCORE
et	Cc	ET
révère	Vvc	RÉVÉRER
Et	Vvc	Et
son	Ds	SON
père	Nc	PÈRE
Maurice	Ag	Maurice
et	Cc	ET
son	Ds	SON
aïeul	Nc	AÏEUL
Tibère	Vvc	Tibère
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
verra	Vvc	VOIR
sans	S	SANS
trouble	Nc	TROUBLE
en	S	EN
occuper	Vvn	OCCUPER
le	Da	LE
rang	Nc	RANG
S'	Vvc	S'
il	Pp	IL
voit	Vvc	VOIR
tomber	Vvn	TOMBER
leur	Ds	LEUR
sceptre	Nc	SCEPTRE
au	S+Da	À+LE
reste	Nc	RESTE
de	S	DE
leur	Ds	LEUR
sang	Nc	SANG
.	Fs	.
Non	Rg	NON
,	Fw	,
il	Pp	IL
ne	Rp	NE
courra	Vvc	COURIR
plus	Rg	PLUS
après	S	APRÈS
l'	Da	LE
ombre	Nc	OMBRE
du	S+Da	DE+LE
frère	Nc	FRÈRE
S'	Vvc	S'
il	Pp	IL
voit	Vvc	VOIR
monter	Vvn	MONTER
la	Da	LE
sœur	Nc	sœur
sur	S	SUR
le	Da	LE
trône	Nc	TRÔNE
du	S+Da	DE+LE
père	Nc	PÈRE
.	Fs	.
Mais	Cc	MAIS
pressez	Vvc	PRESSER
cet	Dd	CE
hymen	Nc	HYMEN
:	Fw	:
le	Da	LE
prince	Nc	PRINCE
aux	S+Da	À+LES
champs	Nc	CHAMP|CHAMPS
de	S	DE
Mars	Nc	MAR|MARS
,	Fw	,
Chaque	Vvc	Chaque
jour	Nc	JOUR
,	Fw	,
chaque	Di	CHAQUE
instant	Nc	INSTANT
,	Fw	,
s'	Pp	SE
offre	Vvc	OFFRIR
à	S	À
mille	Nc	MILLE
hasards	Nc	HASARD
,	Fw	,
Et	Vvc	Et
n'	Rp	NE
eût	Vuc	AVOIR
été	Ge	ÊTRE
Léonce	Vvc	Léonce
,	Fw	,
en	S	EN
la	Da	LE
dernière	Ag	DERNIER
guerre	Nc	GUERRE
,	Fw	,
Ce	Vvc	Ce
dessein	Nc	DESSEIN
avec	S	AVEC
lui	Pp	IL
serait	Vuc	ÊTRE
tombé	Ge	TOMBER
par	S	PAR
terre	Nc	TERRE
,	Fw	,
Puisque	Nc	Puisque
,	Fw	,
sans	S	SANS
la	Da	LE
valeur	Nc	VALEUR
de	S	DE
ce	Dd	CE
jeune	Ag	JEUNE
guerrier	Nc	GUERRIER
,	Fw	,
Martian	Vvc	Martian
demeurait	Vvc	DEMEURER
ou	Cc	OU
mort	Nc	MORT
ou	Cc	OU
prisonnier	Nc	PRISONNIER
.	Fs	.
Avant	S	AVANT
que	Cs	QUE
d'	S	DE
y	Pp	Y
périr	Vvn	PÉRIR
,	Fw	,
s'	Pp	SE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
périsse	Vvc	PÉRIR
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
vous	Pp	VOUS
laisse	Vvc	LAISSER
un	Dn	UN
neveu	Nc	NEVEU
qui	Pr	QUI
le	Pp	IL
soit	Vuc	ÊTRE
de	S	DE
Maurice	Nc	Maurice
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
,	Fw	,
réunissant	Ga	RÉUNIR
l'	Da	LE
une	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Ag	AUTRE
maison	Nc	MAISON
,	Fw	,
Tire	Vvc	TIRER
chez	S	CHEZ
vous	Pp	VOUS
l'	Da	LE
amour	Nc	AMOUR
qu'	Pr	QUE
on	Pp	ON
garde	Vvc	GARDER
pour	S	POUR
son	Ds	SON
nom	Nc	NOM
.	Fs	.
Hélas	Vvc	Hélas
!	Fs	!
De	S	DE
quoi	Pr	QUE|QUOI
me	Pp	JE
sert	Vvc	SERVIR
ce	Dd	CE
dessein	Nc	DESSEIN
salutaire	Ag	SALUTAIRE
,	Fw	,
Si	Vvc	Si
pour	S	POUR
en	Pp	EN
voir	Vvn	VOIR
l'	Da	LE
effet	Nc	EFFET
tout	Rg	TOUT
me	Pp	JE
devient	Vvc	DEVENIR|DÉVIER
contraire	Ag	CONTRAIRE
?	Fs	?
Pulchérie	Nc	Pulchérie
et	Cc	ET
mon	Ds	MON
fils	Nc	FIL|FILS
ne	Rp	NE
se	Pp	IL
montrent	Vvc	MONTRER
d'accord	Nc	d'accord
Qu'	Vvc	Qu'
à	S	À
fuir	Vvn	FUIR
cet	Dd	CE
hyménée	Nc	HYMÉNÉE
à	S	À
l'	Da	LE
égal	Nc	ÉGAL
de	S	DE
la	Da	LE
mort	Nc	MORT
,	Fw	,
Et	Vvc	Et
les	Da	LE
aversions	Nc	AVERSION
entre	S	ENTRE
eux	Pp	EUX
deux	Nc	DEUX
mutuelles	Ag	MUTUEL
Les	Vvc	Les
font	Vvc	FAIRE
d'	S	DE
intelligence	Nc	INTELLIGENCE
à	S	À
se	Pp	IL
montrer	Vvn	MONTRER
rebelles	Ag	REBELLE
.	Fs	.
La	Da	LE
princesse	Nc	PRINCE|PRINCESSE
surtout	Rg	SURTOUT
frémit	Vvc	FRÉMIR
à	S	À
mon	Ds	MON
aspect	Nc	ASPECT
,	Fw	,
Et	Vvc	Et
,	Fw	,
quoiqu'elle	Cs	quoiqu'elle
étudie	Vvc	ÉTUDIER
un	Dn	UN
peu	Rg	PEU
de	S	DE
faux	Ag	FAUX
respect	Nc	RESPECT
,	Fw	,
Le	Vvc	Le
souvenir	Vvn	SOUVENIR
des	S+Da	DE+LE|DE+LES
siens	Ps	SIEN
,	Fw	,
l'	Da	LE
orgueil	Nc	ORGUEIL
de	S	DE
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
L'	Vvc	L'
emporte	Vvc	EMPORTER
à	S	À
tous	Di	TOUT
moments	Nc	MOMENT
à	S	À
braver	Vvn	BRAVER
ma	Ds	MON
puissance	Nc	PUISSANCE
.	Fs	.
Sa	Ds	SON
mère	Nc	MÈRE
,	Fw	,
que	Cs	QUE
longtemps	Rg	LONGTEMPS
je	Pp	JE
voulus	Vvc	VOULOIR
épargner	Vvn	ÉPARGNER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
en	Pp	EN
vain	Ag	VAIN
par	S	PAR
douceur	Nc	DOUCEUR
j'	Pp	JE
espérai	Vvc	ESPÉRER
de	S	DE
gagner	Vvn	GAGNER
,	Fw	,
L'	Vvc	L'
a	Vuc	AVOIR
de	S	DE
la	Da	LE
sorte	Nc	SORTE
instruite	Ge	INSTRUIRE
;	Fw	;
et	Cc	ET
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
vois	Vvc	ALLER|VOIR
suivre	Vvn	SUIVRE
Me	Vvc	Me
punit	Vvc	PUNIR
bien	Rg	BIEN
du	S+Da	DE+LE
trop	Rg	TROP
que	Cs	QUE
je	Pp	JE
la	Pp	IL
laissai	Vvc	LAISSER
vivre	Vvn	VIVRE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
agir	Vvn	AGIR
de	S	DE
force	Nc	FORCE|FORCÉ
avec	S	AVEC
de	Dn	UN
tels	Ag	TEL
esprits	Nc	ESPRIT|ESPRITS
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
et	Cc	ET
qui	Pr	QUI
les	Pp	ILS
flatte	Vvc	FLATTER
endurcit	Vvc	ENDURCIR
leurs	Ds	LEUR
mépris	Nc	MÉPRIS
;	Fw	;
La	Vvc	La
violence	Nc	VIOLENCE
est	Vuc	ÊTRE
juste	Rg	JUSTE
où	Pr	OÙ
la	Da	LE
douceur	Nc	DOUCEUR
est	Vuc	ÊTRE
vaine	Ag	VAIN
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
qu'	Cs	QUE
aujourd'hui	Rg	AUJOURD'HUI
je	Pp	JE
veux	Vvc	VOULOIR
dompter	Vvn	DOMPTER
sa	Ds	SON
haine	Nc	HAINE
.	Fs	.
Je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
mandée	Ge	MANDER
exprès	Ag	EXPRÈS
,	Fw	,
non	Rg	NON
plus	Rg	PLUS
pour	S	POUR
la	Pp	IL
flatter	Vvn	FLATTER
,	Fw	,
Mais	Vvc	Mais
pour	S	POUR
prendre	Vvn	PRENDRE
mon	Ds	MON
ordre	Nc	ORDRE
et	Cc	ET
pour	S	POUR
l'	Pp	IL
exécuter	Vvn	EXÉCUTER
.	Fs	.
Elle	Pp	IL
entre	Vvc	ENTRER
.	Fs	.
Enfin	Rg	ENFIN
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
temps	Nc	TEMPS
de	S	DE
vous	Pp	VOUS
rendre	Vvn	RENDRE
.	Fs	.
Le	Da	LE
besoin	Nc	BESOIN
de	S	DE
l'	Da	LE
État	Nc	État
défend	Vvc	DÉFENDRE
de	S	DE
plus	Rg	PLUS
attendre	Vvn	ATTENDRE
;	Fw	;
Il	Vvc	Il
lui	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
des	Dn	UN
Césars	Nc	Césars
,	Fw	,
et	Cc	ET
je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
promis	Ge	PROMETTRE
D'	Nc	D'
en	S	EN
voir	Vvn	VOIR
naître	Vvn	NAÎTRE
bientôt	Rg	BIENTÔT
de	S	DE
vous	Pp	VOUS
et	Cc	ET
de	S	DE
mon	Ds	MON
fils	Nc	FIL|FILS
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
exiger	Vvn	EXIGER
grande	Ag	GRAND
reconnaissance	Nc	RECONNAISSANCE
Des	Vvc	Des
soins	Nc	SOIN
que	Cs	QUE
mes	Ds	MON
bontés	Nc	BONTÉ
ont	Vuc	AVOIR
pris	Ge	PRENDRE
de	S	DE
votre	Ds	VOTRE
enfance	Nc	ENFANCE
,	Fw	,
De	Vvc	De
vouloir	Vvn	VOULOIR
qu'	Cs	QUE
aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
pour	S	POUR
prix	Nc	PRIX
de	S	DE
mes	Ds	MON
bienfaits	Nc	BIENFAIT
,	Fw	,
Vous	Nc	Vous
daigniez	Vvc	DAIGNER
accepter	Vvn	ACCEPTER
les	Da	LE
dons	Nc	DON
que	Pr	QUE
je	Pp	JE
vous	Pp	VOUS
fais	Vvc	FAIRE
.	Fs	.
Ils	Pp	ILS
ne	Rp	NE
font	Vvc	FAIRE
point	Rg	POINT
de	S	DE
honte	Nc	HONTE
au	S+Da	À+LE
rang	Nc	RANG
le	Da	LE
plus	Rg	PLUS
sublime	Ag	SUBLIME
;	Fw	;
Ma	Vvc	Ma
couronne	Nc	COURONNE
et	Cc	ET
mon	Ds	MON
fils	Nc	FIL|FILS
valent	Vvc	VALOIR
bien	Rg	BIEN
quelque	Di	QUELQUE
estime	Nc	ESTIME
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
les	Pp	ILS
offre	Vvc	OFFRIR
encore	Rg	ENCORE
après	S	APRÈS
tant	Rg	TANT
de	S	DE
refus	Nc	REFUS
,	Fw	,
Mais	Vvc	Mais
apprenez	Vvc	APPRENDRE
aussi	Rg	AUSSI
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
en	Pp	EN
souffre	Vvc	SOUFFRIR
plus	Rg	PLUS
,	Fw	,
Que	Vvc	Que
,	Fw	,
de	S	DE
force	Nc	FORCE|FORCÉ
ou	Cc	OU
de	S	DE
gré	Nc	GRÉ
,	Fw	,
je	Pp	JE
me	Pp	JE
veux	Vvc	VOULOIR
satisfaire	Vvn	SATISFAIRE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
me	Pp	JE
faut	Vvc	FAILLIR|FALLOIR
craindre	Vvn	CRAINDRE
en	S	EN
maître	Nc	MAÎTRE
ou	Pr	OÙ
me	Pp	JE
chérir	Vvn	CHÉRIR
en	S	EN
père	Nc	PÈRE
,	Fw	,
Et	Vvc	Et
que	Rg	QUE
,	Fw	,
si	Cs	SI
votre	Ds	VOTRE
orgueil	Nc	ORGUEIL
s'	Pp	SE
obstine	Vvc	OBSTINER
à	S	À
me	Pp	JE
haïr	Vvn	HAÏR
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
peut	Vvc	POUVOIR
être	Vun	ÊTRE
aimé	Ge	AIMER
se	Pp	IL
peut	Vvc	POUVOIR
faire	Vvn	FAIRE
obéir	Vvn	OBÉIR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
rendu	Ge	RENDRE
jusqu'	S	JUSQUE
ici	Rg	ICI
cette	Dd	CE
reconnaissance	Nc	RECONNAISSANCE
À	Nc	À
ces	Dd	CE
soins	Nc	SOIN
tant	Rg	TANT
vantés	Ge	VANTER
d'	S	DE
élever	Vvn	ÉLEVER
mon	Ds	MON
enfance	Nc	ENFANCE
,	Fw	,
Que	Vvc	Que
tant	Rg	TANT
qu'	Cs	QUE
on	Pp	ON
m'	Pp	JE
a	Vuc	AVOIR
laissée	Ge	LAISSER
en	S	EN
quelque	Di	QUELQUE
liberté	Nc	LIBERTÉ
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
me	Pp	JE
défendre	Vvn	DÉFENDRE
avec	S	AVEC
civilité	Nc	CIVILITÉ
,	Fw	,
Mais	Vvc	Mais
,	Fw	,
puisqu'on	Cs	puisqu'on
use	Vvc	USER
enfin	Rg	ENFIN
d'	S	DE
un	Dn	UN
pouvoir	Nc	POUVOIR
tyrannique	Ag	TYRANNIQUE
Je	Vvc	Je
vois	Vvc	ALLER|VOIR
bien	Rg	BIEN
qu'	Cs	QUE
à	S	À
mon	Ds	MON
tour	Nc	TOUR
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
m'	Pp	JE
explique	Vvc	EXPLIQUER
,	Fw	,
Que	Vvc	Que
je	Pp	JE
me	Pp	JE
montre	Vvc	MONTRER
entière	Ag	ENTIER
à	S	À
l'	Da	LE
injuste	Ag	INJUSTE
fureur	Nc	FUREUR
,	Fw	,
Et	Vvc	Et
parle	Vvc	PARLER
