Non	Rg	NON
,	Fw	,
Et	Vvc	Et
semble	Vvc	SEMBLER
préparer	Vvn	PRÉPARER
,	Fw	,
dans	S	DANS
mon	Ds	MON
juste	Ag	JUSTE
courroux	Nc	COURROUX
,	Fw	,
Un	Vvc	Un
éclat	Nc	ÉCLAT
à	S	À
briser	Vvn	BRISER
tout	Di	TOUT
commerce	Nc	COMMERCE
entre	S	ENTRE
nous	Pp	NOUS
?	Fs	?
Mais	Cc	MAIS
si	Cs	SI
de	S	DE
votre	Ds	VOTRE
bouche	Nc	BOUCHE
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
su	Ge	SAVOIR
sa	Ds	SON
gloire	Nc	GLOIRE
,	Fw	,
Est	Vvc	Est
-ce	Vvc	-ce
un	Dn	UN
crime	Nc	CRIME
pour	S	POUR
lui	Pp	IL
que	Cs	QUE
de	S	DE
n'	Rp	NE
oser	Vvn	OSER
la	Da	LE
croire	Vvn	CROIRE
?	Fs	?
Et	Cc	ET
ce	Pd	CE
qui	Pr	QUI
d'	S	DE
un	Dn	UN
rival	Nc	RIVAL
a	Vuc	AVOIR
pu	Ge	POUVOIR
flatter	Vvn	FLATTER
les	Da	LE
feux	Nc	FEU|FEUX
L'	Ag	L'
autorise-t-il	Vvc	autorise-t-il
pas	Rg	PAS
à	S	À
douter	Vvn	DOUTER
de	S	DE
vos	Ds	VOTRE
voeux	Nc	VU
?	Fs	?
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
de	S	DE
cette	Dd	CE
sombre	Ag	SOMBRE
et	Cc	ET
lâche	Ag	LÂCHE
jalousie	Nc	JALOUSIE
Rien	Vvc	Rien
ne	Rp	NE
peut	Vvc	POUVOIR
excuser	Vvn	EXCUSER
l'	Da	LE
étrange	Ag	ÉTRANGE
frénésie	Nc	FRÉNÉSIE
;	Fw	;
Et	Vvc	Et
par	S	PAR
mes	Ds	MON
actions	Nc	ACTION
je	Pp	JE
l'	Pp	IL
ai	Vuc	AVOIR
trop	Rg	TROP
informé	Ge	INFORMER
Qu'	Vvc	Qu'
il	Pp	IL
peut	Vvc	POUVOIR
bien	Rg	BIEN
se	Pp	IL
flatter	Vvn	FLATTER
du	S+Da	DE+LE
bonheur	Nc	BONHEUR
d'	S	DE
être	Vun	ÊTRE
aimé	Ge	AIMER
.	Fs	.
Sans	S	SANS
employer	Vvn	EMPLOYER
la	Da	LE
langue	Nc	LANGUE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
des	Dn	UN
interprètes	Nc	INTERPRÈTE
Qui	Ag	Qui
parlent	Vvc	PARLER
clairement	Rg	CLAIREMENT
des	Dn	UN
atteintes	Nc	ATTEINTE
secrètes	Ag	SECRET
:	Fw	:
Un	Dn	UN
soupir	Nc	SOUPIR
,	Fw	,
un	Dn	UN
regard	Nc	REGARD
,	Fw	,
une	Dn	UN
simple	Ag	SIMPLE
rougeur	Nc	ROUGEUR
,	Fw	,
Un	Vvc	Un
silence	Nc	SILENCE
est	Vuc	ÊTRE
assez	Rg	ASSEZ
pour	S	POUR
expliquer	Vvn	EXPLIQUER
un	Dn	UN
coeur	Nc	CUR
;	Fw	;
Tout	Vvc	Tout
parle	Vvc	PARLER
dans	S	DANS
l'	Da	LE
amour	Nc	AMOUR
;	Fw	;
et	Cc	ET
sur	S	SUR
cette	Dd	CE
matière	Nc	MATIÈRE
Le	Vvc	Le
moindre	Ag	MOINDRE
jour	Nc	JOUR
doit	Vvc	DEVOIR
être	Vun	ÊTRE
une	Dn	UN
grande	Ag	GRAND
lumière	Nc	LUMIÈRE
,	Fw	,
Puisque	Vvc	Puisque
chez	S	CHEZ
notre	Ds	NOTRE
sexe	Nc	SEXE
,	Fw	,
où	Pr	OÙ
l'	Da	LE
honneur	Nc	HONNEUR
est	Vuc	ÊTRE
puissant	Ag	PUISSANT
,	Fw	,
On	Vvc	On
ne	Rp	NE
montre	Vvc	MONTRER
jamais	Rg	JAMAIS
tout	Pi	TOUT
ce	Pd	CE
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
ressent	Vvc	RESSENTIR
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
voulu	Ge	VOULOIR
,	Fw	,
je	Pp	JE
l'	Pp	IL
avoue	Vvc	AVOUER
,	Fw	,
ajuster	Vvn	AJUSTER
ma	Ds	MON
conduite	Nc	CONDUITE
,	Fw	,
Et	Vvc	Et
voir	Vvn	VOIR
d'	S	DE
un	Dn	UN
oeil	Nc	IL
égal	Ag	ÉGAL
l'	Da	LE
un	Pi	UN
et	Cc	ET
l'	Da	LE
autre	Ag	AUTRE
mérite	Nc	MÉRITE
;	Fw	;
Mais	Vvc	Mais
que	Cs	QUE
contre	S	CONTRE
ses	Ds	SON
voeux	Nc	VU
on	Pp	ON
combat	Vvc	COMBATTRE
vainement	Rg	VAINEMENT
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
la	Da	LE
différence	Nc	DIFFÉRENCE
est	Vuc	ÊTRE
connue	Ge	CONNAÎTRE
aisément	Rg	AISÉMENT
De	Vvc	De
toutes	Di	TOUT
ces	Dd	CE
faveurs	Nc	FAVEUR
qu'	Pr	QUE
on	Pp	ON
fait	Vvc	FAIRE
avec	S	AVEC
étude	Nc	ÉTUDE
,	Fw	,
À	Nc	À
celles	Pd	CELUI
où	Pr	OÙ
du	S+Da	DE+LE
coeur	Nc	CUR
fait	Vvc	FAIRE
pencher	Vvn	PENCHER
l'	Da	LE
habitude	Nc	HABITUDE
!	Fs	!
Dans	S	DANS
les	Da	LE
unes	Pi	UN
toujours	Rg	TOUJOURS
on	Pp	ON
paraît	Vvc	PARAÎTRE
se	Pp	IL
forcer	Vvn	FORCER
;	Fw	;
Mais	Vvc	Mais
les	Da	LE
autres	Pi	AUTRE
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Se	Pp	IL
font	Vvc	FAIRE
sans	S	SANS
y	Pp	Y
penser	Vvn	PENSER
,	Fw	,
Semblables	Ag	SEMBLABLE
à	S	À
ces	Dd	CE
eaux	Nc	EAU
si	Rg	SI
pures	Ag	PUR
et	Cc	ET
si	Rg	SI
belles	Ag	BEAU
,	Fw	,
Qui	Vvc	Qui
coulent	Vvc	COULER
sans	S	SANS
effort	Nc	EFFORT
des	S+Da	DE+LE|DE+LES
sources	Nc	SOURCE
naturelles	Ag	NATUREL
.	Fs	.
Ma	Ds	MON
pitié	Nc	PITIÉ
pour	S	POUR
dom	Nc	DOM
Sylve	Ag	Sylve
avait	Vuc	AVOIR
beau	Ag	BEAU
l'	Pp	IL
émouvoir	Vvn	ÉMOUVOIR
,	Fw	,
J'	Vvc	J'
en	Pp	EN
trahissais	Vvc	TRAHIR
les	Da	LE
soins	Nc	SOIN
sans	S	SANS
m'	Pp	JE
en	S	EN
apercevoir	Vvn	APERCEVOIR
;	Fw	;
Et	Vvc	Et
mes	Ds	MON
regards	Nc	REGARD
au	S+Da	À+LE
prince	Nc	PRINCE
,	Fw	,
en	S	EN
un	Dn	UN
pareil	Nc	PAREIL
martyre	Nc	MARTYR|MARTYRE
,	Fw	,
En	Vvc	En
disaient	Vvc	DIRE
toujours	Rg	TOUJOURS
plus	Rg	PLUS
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
en	Pp	EN
voulais	Vvc	VOULOIR
dire	Vvn	DIRE
.	Fs	.
Enfin	Rg	ENFIN
,	Fw	,
si	Cs	SI
les	Da	LE
soupçons	Nc	SOUPÇON
de	S	DE
cet	Dd	CE
illustre	Ag	ILLUSTRE
amant	Nc	AMANT
,	Fw	,
Puisque	Nc	Puisque
vous	Pp	VOUS
le	Pp	IL
voulez	Vvc	VOULOIR
,	Fw	,
n'	Rp	NE
ont	Vuc	AVOIR
point	Rg	POINT
de	S	DE
fondement	Nc	FONDEMENT
,	Fw	,
Pour	Nc	POUR
le	Da	LE
moins	Nc	MOINS
font	Vvc	FAIRE
-ils	Ag	-ils
foi	Nc	FOI
d'	S	DE
une	Dn	UN
âme	Nc	ÂME
bien	Rg	BIEN
atteinte	Ge	ATTEINDRE
,	Fw	,
Et	Vvc	Et
d'	S	DE
autres	Pi	AUTRE
chériraient	Vvc	CHÉRIR
ce	Pd	CE
qui	Pr	QUI
fait	Vvc	FAIRE
votre	Ds	VOTRE
plainte	Nc	PLAINTE
.	Fs	.
De	S	DE
jaloux	Ag	JALOUX
mouvements	Nc	MOUVEMENT
doivent	Vvc	DEVOIR
être	Vun	ÊTRE
odieux	Ag	ODIEUX
,	Fw	,
S'	Vvc	S'
ils	Pp	ILS
partent	Vvc	PARTIR
d'	S	DE
un	Dn	UN
amour	Nc	AMOUR
qui	Pr	QUI
déplaise	Vvc	DÉPLAIRE
à	S	À
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
;	Fw	;
Mais	Vvc	Mais
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
un	Dn	UN
amant	Nc	AMANT
nous	Pp	NOUS
peut	Vvc	POUVOIR
montrer	Vvn	MONTRER
d'	S	DE
alarmes	Nc	ALARME
Doit	Vvc	DEVOIR
,	Fw	,
lorsque	Cs	LORSQUE
nous	Pp	NOUS
l'	Pp	IL
aimons	Vvc	AIMER
,	Fw	,
avoir	Vun	AVOIR
pour	S	POUR
nous	Pp	NOUS
des	Dn	UN
charmes	Nc	CHARME
:	Fw	:
C'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
là	Rg	LÀ
que	Cs	QUE
son	Ds	SON
feu	Nc	FEU
se	Pp	IL
peut	Vvc	POUVOIR
mieux	Rg	MIEUX
exprimer	Vvn	EXPRIMER
;	Fw	;
Et	Vvc	Et
plus	Rg	PLUS
il	Pp	IL
est	Vuc	ÊTRE
jaloux	Ag	JALOUX
,	Fw	,
plus	Rg	PLUS
nous	Pp	NOUS
devons	Vvc	DEVOIR
l'	Pp	IL
aimer	Vvn	AIMER
.	Fs	.
Ainsi	Rg	AINSI
,	Fw	,
puisqu'en	Cs	puisqu'en
votre	Ds	VOTRE
âme	Nc	ÂME
un	Dn	UN
prince	Nc	PRINCE
magnanime	Ag	MAGNANIME
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Ne	Rp	NE
m'	Pp	JE
avancez	Vvc	AVANCER
point	Rg	POINT
cette	Dd	CE
étrange	Ag	ÉTRANGE
maxime	Nc	MAXIME
.	Fs	.
Partout	Rg	PARTOUT
la	Da	LE
jalousie	Nc	JALOUSIE
est	Vuc	ÊTRE
un	Dn	UN
monstre	Nc	MONSTRE
odieux	Ag	ODIEUX
:	Fw	:
Rien	Pi	RIEN
n'	Rp	NE
en	Pp	EN
peut	Vvc	POUVOIR
adoucir	Vvn	ADOUCIR
les	Da	LE
traits	Nc	TRAIT|TRAITS
injurieux	Ag	INJURIEUX
;	Fw	;
Et	Vvc	Et
plus	Rg	PLUS
l'	Da	LE
amour	Nc	AMOUR
est	Vuc	ÊTRE
cher	Ag	CHER
qui	Pr	QUI
lui	Pp	IL
donne	Vvc	DONNER
naissance	Nc	NAISSANCE
,	Fw	,
Plus	Vvc	PLAIRE
on	Pp	ON
doit	Vvc	DEVOIR
ressentir	Vvn	RESSENTIR
les	Da	LE
coups	Nc	COUP
de	S	DE
cette	Dd	CE
offense	Nc	OFFENSE|OFFENSÉ
.	Fs	.
Voir	Vvn	VOIR
un	Dn	UN
prince	Nc	PRINCE
emporté	Ge	EMPORTER
,	Fw	,
qui	Pr	QUI
perd	Vvc	PERDRE
à	S	À
tous	Di	TOUT
moments	Nc	MOMENT
Le	Vvc	Le
respect	Nc	RESPECT
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
inspire	Vvc	INSPIRER
aux	S+Da	À+LES
vrais	Ag	VRAI
amants	Nc	AMANT
;	Fw	;
Qui	Vvc	Qui
,	Fw	,
dans	S	DANS
les	Da	LE
soins	Nc	SOIN
jaloux	Ag	JALOUX
où	Pr	OÙ
son	Ds	SON
âme	Nc	ÂME
se	Pp	IL
noie	Vvc	NAÎTRE|NOYER
,	Fw	,
Querelle	Vvc	QUERELLER
également	Rg	ÉGALEMENT
mon	Ds	MON
chagrin	Ag	CHAGRIN
et	Cc	ET
ma	Ds	MON
joie	Nc	JOIE
,	Fw	,
Et	Vvc	Et
dans	S	DANS
tous	Di	TOUT
mes	Ds	MON
regards	Nc	REGARD
ne	Rp	NE
peut	Vvc	POUVOIR
rien	Pi	RIEN
remarquer	Vvn	REMARQUER
Qu'	Vvc	Qu'
en	S	EN
faveur	Nc	FAVEUR
d'	S	DE
un	Dn	UN
rival	Nc	RIVAL
il	Pp	IL
ne	Rp	NE
veuille	Vvc	VOULOIR
expliquer	Vvn	EXPLIQUER
:	Fw	:
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
par	S	PAR
ces	Dd	CE
soupçons	Nc	SOUPÇON
je	Pp	JE
suis	Vuc	ÊTRE
trop	Rg	TROP
offensée	Ge	OFFENSER
;	Fw	;
Et	Vvc	Et
sans	S	SANS
déguisement	Nc	DÉGUISEMENT
je	Pp	JE
te	Pp	TU
dis	Vvc	DIRE
ma	Ds	MON
pensée	Nc	PENSÉE
:	Fw	:
Le	Da	LE
prince	Nc	PRINCE
dom	Nc	DOM
Garcie	Ag	Garcie
est	Vuc	ÊTRE
cher	Ag	CHER
à	S	À
mes	Ds	MON
désirs	Nc	DÉSIR
;	Fw	;
Il	Vvc	Il
peut	Vvc	POUVOIR
d'	S	DE
un	Dn	UN
coeur	Nc	CUR
illustre	Ag	ILLUSTRE
échauffer	Vvn	ÉCHAUFFER
les	Da	LE
soupirs	Nc	SOUPIR
;	Fw	;
Au	Vvc	Au
milieu	Nc	MILIEU
de	S	DE
Léon	Nc	Léon
on	Pp	ON
a	Vuc	AVOIR
vu	Ge	VOIR
son	Ds	SON
courage	Nc	COURAGE
Me	Vvc	Me
donner	Vvn	DONNER
de	S	DE
sa	Ds	SON
flamme	Nc	FLAMME
un	Dn	UN
noble	Ag	NOBLE
témoignage	Nc	TÉMOIGNAGE
,	Fw	,
Braver	Nc	BRAVER
en	S	EN
ma	Ds	MON
faveur	Nc	FAVEUR
des	S+Da	DE+LE|DE+LES
périls	Nc	PÉRIL
les	Da	LE
plus	Rg	PLUS
grands	Ag	GRAND
,	Fw	,
M'	Vvc	M'
enlever	Vvn	ENLEVER
aux	S+Da	À+LES
desseins	Nc	DESSEIN
de	S	DE
nos	Ds	NOTRE
lâches	Ag	LÂCHE
tyrans	Nc	TYRAN
,	Fw	,
Et	Vvc	Et
dans	S	DANS
ces	Dd	CE
murs	Nc	MUR|MURS
forcés	Ge	FORCER
mettre	Vvn	METTRE
ma	Ds	MON
destinée	Ge	DESTINER
À	Nc	À
couvert	Ge	COUVRIR
des	S+Da	DE+LE|DE+LES
horreurs	Nc	HORREUR
d'	S	DE
un	Dn	UN
indigne	Ag	INDIGNE
hyménée	Nc	HYMÉNÉE
;	Fw	;
Et	Vvc	Et
je	Pp	JE
ne	Rp	NE
cèle	Vvc	CELER
point	Rg	POINT
