Quoi	Pt	QUE|QUOI
,	Fw	,
pour	S	POUR
son	Ds	SON
propre	Ag	PROPRE
hyménée	Nc	HYMÉNÉE
,	Fw	,
Sous	Vvc	Sous
quel	Dt	QUEL
joug	Nc	JOUG
il	Pp	IL
baissait	Vvc	BAISSER
sa	Ds	SON
tête	Nc	TÊTE
couronnée	Ge	COURONNER
,	Fw	,
Quand	Ag	Quand
Empereur	Nc	EMPEREUR
il	Pp	IL
fit	Vvc	FAIRE
sa	Ds	SON
couche	Nc	COUCHE
et	Cc	ET
son	Ds	SON
État	Nc	État
Le	Vvc	Le
prix	Nc	PRIX
de	S	DE
quelques	Di	QUELQUE
pains	Nc	PAIN
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
emprunta	Vvc	EMPRUNTER
soldat	Nc	SOLDAT
,	Fw	,
Et	Vvc	Et
par	S	PAR
une	Dn	UN
faiblesse	Nc	FAIBLESSE
,	Fw	,
à	S	À
nulle	Di	NUL
autre	Ag	AUTRE
seconde	Vvc	SECONDER
,	Fw	,
S'	Vvc	S'
associa	Vvc	ASSOCIER
ma	Ds	MON
mère	Nc	MÈRE
à	S	À
l'	Da	LE
Empire	Nc	EMPIRE
du	S+Da	DE+LE
monde	Nc	MONDE
?	Fs	?
Depuis	S	DEPUIS
,	Fw	,
Rome	Vvc	Rome
souffrit	Vvc	SOUFFRIR
,	Fw	,
et	Cc	ET
ne	Rp	NE
réprouva	Vvc	RÉPROUVER
pas	Rg	PAS
Qu'	Nc	Qu'
il	Pp	IL
commit	Vvc	COMMETTRE
un	Dn	UN
Alcide	Nc	Alcide
,	Fw	,
au	S+Da	À+LE
fardeau	Nc	FARDEAU
d'	S	DE
un	Dn	UN
Atlas	Nc	ATLAS
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
vit	Vvc	VIVRE|VOIR
sur	S	SUR
l'	Da	LE
Univers	Nc	UNIVERS
deux	Nc	DEUX
têtes	Nc	TÊTE
souveraines	Ag	SOUVERAIN
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
Maximian	Vvc	Maximian
en	Pp	EN
partagea	Vvc	PARTAGER
les	Da	LE
rênes	Nc	RÊNE
:	Fw	:
Mais	Cc	MAIS
pourquoi	Rt	POURQUOI
pour	S	POUR
un	Dn	UN
seul	Ag	SEUL
tant	Rg	TANT
de	S	DE
maîtres	Nc	MAÎTRE
divers	Ag	DIVERS
,	Fw	,
Et	Vvc	Et
pourquoi	Rt	POURQUOI
quatre	Nc	QUATRE
chefs	Nc	CHEF
au	S+Da	À+LE
corps	Nc	CORPS
de	S	DE
l'	Da	LE
univers	Nc	UNIVERS
?	Fs	?
Le	Da	LE
choix	Nc	CHOIX
de	S	DE
Maximin	Nc	Maximin
,	Fw	,
et	Cc	ET
celui	Pd	CELUI
de	S	DE
Constance	Nc	CONSTANCE
,	Fw	,
Étaient	Nc	Étaient
-ils	Vvc	-ils
à	S	À
l'	Da	LE
État	Nc	État
de	S	DE
si	Rg	SI
grande	Ag	GRAND
importance	Nc	IMPORTANCE
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
en	Pp	EN
dut	Vvc	DEVOIR
recevoir	Vvn	RECEVOIR
beaucoup	Rg	BEAUCOUP
de	S	DE
fermeté	Nc	FERMETÉ
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
put	Vvc	POUVOIR
subsister	Vvn	SUBSISTER
sans	S	SANS
leur	Ds	LEUR
autorité	Nc	AUTORITÉ
?	Fs	?
Tous	Di	TOUT
deux	Nc	DEUX
différemment	Rg	DIFFÉREMMENT
,	Fw	,
altèrent	Vvc	ALTÉRER
sa	Ds	SON
mémoire	Nc	MÉMOIRE
,	Fw	,
L'	Vvc	L'
un	Pi	UN
par	S	PAR
sa	Ds	SON
nonchalance	Nc	NONCHALANCE
,	Fw	,
et	Cc	ET
l'	Da	LE
autre	Pi	AUTRE
par	S	PAR
sa	Ds	SON
gloire	Nc	GLOIRE
;	Fw	;
Maximin	Nc	Maximin
,	Fw	,
achevant	Ga	ACHEVER
tant	Rg	TANT
de	S	DE
gestes	Nc	GESTE
guerriers	Ag	GUERRIER
,	Fw	,
Semble	Vvc	SEMBLER
,	Fw	,
au	S+Da	À+LE
front	Nc	FRONT
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
,	Fw	,
en	S	EN
voler	Vvn	VOLER
les	Da	LE
lauriers	Nc	LAURIER
;	Fw	;
Et	Vvc	Et
Constance	Nc	CONSTANCE
souffrant	Ga	SOUFFRIR
qu'	Cs	QUE
un	Dn	UN
ennemi	Nc	ENNEMI
l'	Pp	IL
affronte	Vvc	AFFRONTER
,	Fw	,
Dessus	Vvc	Dessus
son	Ds	SON
même	Ag	MÊME
front	Nc	FRONT
en	Pp	EN
imprime	Vvc	IMPRIMER
la	Da	LE
honte	Nc	HONTE
;	Fw	;
Ainsi	Vvc	Ainsi
,	Fw	,
ni	Cc	NI
dans	S	DANS
son	Ds	SON
bon	Ag	BON
,	Fw	,
ni	Cc	NI
dans	S	DANS
son	Ds	SON
mauvais	Ag	MAUVAIS
choix	Nc	CHOIX
,	Fw	,
D'	Nc	D'
un	Dn	UN
conseil	Nc	CONSEIL
raisonnable	Ag	RAISONNABLE
,	Fw	,
il	Pp	IL
n'	Rp	NE
a	Vuc	AVOIR
suivi	Ge	SUIVRE
les	Da	LE
lois	Nc	LOI
;	Fw	;
Et	Vvc	Et
déterminant	Ga	DÉTERMINER
tout	Pi	TOUT
,	Fw	,
au	S+Da	À+LE
gré	Nc	GRÉ
de	S	DE
son	Ds	SON
caprice	Nc	CAPRICE
,	Fw	,
N'	Vvc	N'
en	Pp	EN
prévoit	Vvc	PRÉVOIR
le	Da	LE
succès	Nc	SUCCÈS
,	Fw	,
ni	Cc	NI
craint	Vvc	CRAINDRE
le	Da	LE
préjudice	Nc	PRÉJUDICE
.	Fs	.
Vous	Pp	VOUS
prenez	Vvc	PRENDRE
trop	Rg	TROP
l'	Da	LE
alarme	Nc	ALARME
,	Fw	,
et	Cc	ET
ce	Dd	CE
raisonnement	Nc	RAISONNEMENT
N'	Ag	N'
est	Vuc	ÊTRE
point	Rg	POINT
à	S	À
votre	Ds	VOTRE
crainte	Nc	CRAINTE
,	Fw	,
un	Dn	UN
juste	Ag	JUSTE
fondement	Nc	FONDEMENT
:	Fw	:
Quand	Cs	QUAND
Dioclétian	Vvc	Dioclétian
éleva	Vvc	ÉLEVER
votre	Ds	VOTRE
mère	Nc	MÈRE
Au	Vvc	Au
degré	Nc	DEGRÉ
le	Da	LE
plus	Rg	PLUS
haut	Ag	HAUT
que	Cs	QUE
l'	Da	LE
univers	Nc	UNIVERS
révère	Vvc	RÉVÉRER
,	Fw	,
Son	Nc	SON
rang	Nc	RANG
,	Fw	,
qu'	Cs	QUE
il	Pp	IL
partageait	Vvc	PARTAGER
,	Fw	,
n'	Rp	NE
en	Pp	EN
devint	Vvc	DEVENIR
pas	Rg	PAS
plus	Rg	PLUS
bas	Ag	BAS
,	Fw	,
Et	Vvc	Et
lui	Pp	IL
faisant	Ga	FAIRE
monter	Vvn	MONTER
,	Fw	,
il	Pp	IL
n'	Rp	NE
en	Pp	EN
descendit	Vvc	DESCENDRE
pas	Rg	PAS
;	Fw	;
Il	Vvc	Il
put	Vvc	POUVOIR
concilier	Vvn	CONCILIER
son	Ds	SON
honneur	Nc	HONNEUR
et	Cc	ET
sa	Ds	SON
flamme	Nc	FLAMME
,	Fw	,
Et	Vvc	Et
choisi	Ge	CHOISIR
par	S	PAR
les	Da	LE
siens	Ps	SIEN
,	Fw	,
se	Pp	IL
choisir	Vvn	CHOISIR
une	Dn	UN
femme	Nc	FEMME
;	Fw	;
Quelques	Vvc	Quelques
associés	Nc	ASSOCIÉ
qui	Pr	QUI
règnent	Vvc	RÉGNER
avecque	Vvc	avecque
lui	Pp	IL
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
de	S	DE
ses	Ds	SON
États	Nc	États
le	Da	LE
plus	Rg	PLUS
solide	Ag	SOLIDE
appui	Nc	APPUI
;	Fw	;
S'	Vvc	S'
ils	Pp	ILS
sont	Vuc	ÊTRE
les	Da	LE
matelots	Nc	MATELOT
de	S	DE
cette	Dd	CE
grande	Ag	GRAND
flotte	Nc	FLOTTE|FLOTTÉ
,	Fw	,
Il	Vvc	Il
en	Pp	EN
tient	Vvc	TENIR
le	Da	LE
timon	Nc	TIMON
,	Fw	,
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
le	Da	LE
pilote	Nc	PILOTE
,	Fw	,
Et	Vvc	Et
ne	Rp	NE
les	Pp	ILS
associe	Vvc	ASSOCIER
à	S	À
des	Dn	UN
emplois	Nc	EMPLOI
si	Rg	SI
hauts	Ag	HAUT
,	Fw	,
Que	Vvc	Que
pour	S	POUR
voir	Vvn	VOIR
des	Dn	UN
césars	Nc	CÉSAR
au	S+Da	À+LE
rang	Nc	RANG
de	S	DE
ses	Ds	SON
vassaux	Nc	VASSAL
:	Fw	:
Voyez	Vvc	VOIR
comme	S	COMME
un	Dn	UN
fantôme	Nc	FANTÔME
,	Fw	,
un	Dn	UN
songe	Nc	SONGE
,	Fw	,
une	Dn	UN
chimère	Nc	CHIMÈRE
,	Fw	,
Vous	Nc	Vous
fait	Vvc	FAIRE
mal	Rg	MAL
expliquer	Vvn	EXPLIQUER
les	Da	LE
mouvements	Nc	MOUVEMENT
d'	S	DE
un	Dn	UN
père	Nc	PÈRE
;	Fw	;
Et	Vvc	Et
qu'	Cs	QUE
un	Dn	UN
trouble	Ag	TROUBLE
importun	Nc	IMPORTUN
vous	Pp	VOUS
naît	Vvc	NAÎTRE
mal	Rg	MAL
à	S	À
propos	Nc	PROPOS
,	Fw	,
D'	Nc	D'
où	Pr	OÙ
doit	Vvc	DEVOIR
si	Rg	SI
justement	Rg	JUSTEMENT
naître	Vvn	NAÎTRE
votre	Ds	VOTRE
repos	Nc	REPOS
.	Fs	.
Je	Pp	JE
ne	Rp	NE
m'	Pp	JE
obstine	Vvc	OBSTINER
point	Rg	POINT
d'	S	DE
un	Dn	UN
effort	Nc	EFFORT
volontaire	Ag	VOLONTAIRE
Contre	Vvc	CONTRER
tes	Ds	TON
sentiments	Nc	SENTIMENT
,	Fw	,
en	S	EN
faveur	Nc	FAVEUR
de	S	DE
mon	Ds	MON
père	Nc	PÈRE
;	Fw	;
Et	Vvc	Et
contre	S	CONTRE
un	Dn	UN
Père	Nc	Père
,	Fw	,
enfin	Rg	ENFIN
,	Fw	,
l'	Da	LE
enfant	Nc	ENFANT
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
tort	Nc	TORT
:	Fw	:
Mais	Cc	MAIS
me	Pp	JE
répondras	Vvc	RÉPONDRE
-tu	Vvn	-tu
des	Dn	UN
caprices	Nc	CAPRICE
du	S+Da	DE+LE
sort	Nc	SORT
?	Fs	?
Ce	Dd	CE
monarque	Nc	MONARQUE
insolent	Ag	INSOLENT
,	Fw	,
à	S	À
qui	Pr	QUI
toute	Di	TOUT
la	Da	LE
terre	Nc	TERRE
,	Fw	,
Et	Vvc	Et
tous	Di	TOUT
ses	Ds	SON
souverains	Nc	SOUVERAIN
,	Fw	,
sont	Vuc	ÊTRE
des	Dn	UN
jouets	Nc	JOUET
de	S	DE
verre	Nc	VERRE
,	Fw	,
Prescrit-il	Vvc	Prescrit-il
son	Ds	SON
pouvoir	Nc	POUVOIR
?	Fs	?
Et	Cc	ET
quand	Cs	QUAND
il	Pp	IL
en	Pp	EN
est	Vuc	ÊTRE
las	Ag	LAS
,	Fw	,
Comme	Vvc	Comme
il	Pp	IL
les	Pp	ILS
a	Vuc	AVOIR
formés	Ge	FORMER
,	Fw	,
ne	Rp	NE
les	Pp	ILS
brise-t-il	Vvc	brise-t-il
pas	Rg	PAS
?	Fs	?
Peut-il	Rg	Peut-il
pas	Rg	PAS
,	Fw	,
s'	Cs	SI
il	Pp	IL
me	Pp	JE
veut	Vvc	VOULOIR
dans	S	DANS
un	Dn	UN
état	Nc	ÉTAT
vulgaire	Ag	VULGAIRE
,	Fw	,
Mettre	Vvn	METTRE
la	Da	LE
fille	Nc	FILLE
au	S+Da	À+LE
point	Nc	POINT
dont	Pr	DONT
il	Pp	IL
tira	Vvc	TIRER
la	Da	LE
mère	Nc	MÈRE
,	Fw	,
Détruire	Vvc	Détruire
ses	Ds	SON
faveurs	Nc	FAVEUR
par	S	PAR
sa	Ds	SON
légèreté	Nc	LÉGÈRETÉ
,	Fw	,
Et	Vvc	Et
de	S	DE
mon	Ds	MON
songe	Nc	SONGE
,	Fw	,
enfin	Rg	ENFIN
,	Fw	,
faire	Vvn	FAIRE
une	Dn	UN
vérité	Nc	VÉRITÉ
?	Fs	?
Il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
la	Da	LE
mort	Nc	MORT
,	Fw	,
contre	S	CONTRE
son	Ds	SON
inconstance	Nc	INCONSTANCE
,	Fw	,
Aux	Vvc	Aux
grands	Ag	GRAND
coeurs	Nc	CUR
,	Fw	,
au	S+Da	À+LE
besoin	Nc	BESOIN
,	Fw	,
offre	Vvc	OFFRIR
son	Ds	SON
assistance	Nc	ASSISTANCE
,	Fw	,
Et	Vvc	Et
peut	Vvc	POUVOIR
toujours	Rg	TOUJOURS
braver	Vvn	BRAVER
son	Ds	SON
pouvoir	Nc	POUVOIR
insolent	Ag	INSOLENT
;	Fw	;
Mais	Vvc	Mais
,	Fw	,
si	Cs	SI
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
remède	Nc	REMÈDE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
bien	Rg	BIEN
violent	Ag	VIOLENT
.	Fs	.
La	Da	LE
mort	Nc	MORT
a	Vuc	AVOIR
trop	Rg	TROP
d'	S	DE
horreur	Nc	HORREUR
,	Fw	,
pour	S	POUR
espérer	Vvn	ESPÉRER
en	S	EN
elle	Pp	IL
,	Fw	,
Mais	Vvc	Mais
espérez	Vvc	ESPÉRER
au	S+Da	À+LE
ciel	Nc	CIEL
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
a	Vuc	AVOIR
fait	Ge	FAIRE
si	Rg	SI
belle	Ag	BEAU
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
semble	Vvc	SEMBLER
influer	Vvn	INFLUER
,	Fw	,
avecques	Vvc	avecques
la	Da	LE
beauté	Nc	BEAUTÉ
,	Fw	,
Des	Vvc	Des
marques	Nc	MARQUE
de	S	DE
puissance	Nc	PUISSANCE
,	Fw	,
et	Cc	ET
de	S	DE
prospérité	Nc	PROSPÉRITÉ
.	Fs	.
Madame	Nc	MADAME
.	Fs	.
Que	Pt	QUE
veux	Vvc	VOULOIR
-tu	Vvn	-tu
?	Fs	?
L'	Da	LE
Empereur	Nc	EMPEREUR
qui	Pr	QUI
m'	Pp	JE
envoie	Vvc	ENVOYER
Sur	Nc	Sur
mes	Ds	MON
pas	Nc	PAS
,	Fw	,
avec	S	AVEC
vous	Pp	VOUS
vient	Vvc	VENIR
partager	Vvn	PARTAGER
sa	Ds	SON
joie	Nc	JOIE
.	Fs	.
Quelle	Dt	QUEL
?	Fs	?
L'	Pp	IL
ignorez	Vvc	IGNORER
-vous	Nc	-vous
?	Fs	?
Maximin	Nc	Maximin
,	Fw	,
de	S	DE
retour	Nc	RETOUR
Des	Vvc	Des
pays	Nc	PAYS
reculés	Ge	RECULER
,	Fw	,
où	Pr	OÙ
se	Pp	IL
lève	Vvc	LEVER
le	Da	LE
jour	Nc	JOUR
;	Fw	;
De	Vvc	De
leurs	Ds	LEUR
rebellions	Nc	RÉBELLION
,	Fw	,
par	S	PAR
son	Ds	SON
bras	Nc	BRAS
étouffées	Ge	ÉTOUFFER
,	Fw	,
Aux	Vvc	Aux
pieds	Nc	PIED
de	S	DE
l'	Da	LE
Empereur	Nc	EMPEREUR
apporte	Vvc	APPORTER
les	Da	LE
trophées	Nc	TROPHÉE
;	Fw	;
Et	Vvc	Et
de	S	DE
là	Rg	LÀ
se	Pp	IL
dispose	Vvc	DISPOSER
à	S	À
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
vous	Pp	VOUS
voir	Vvn	VOIR
.	Fs	.
Il	Pp	IL
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
.	Fs	.
Sa	Ds	SON
valeur	Nc	VALEUR
vous	Pp	VOUS
oblige	Vvc	OBLIGER
à	S	À
le	Da	LE
bien	Rg	BIEN
recevoir	Vvn	RECEVOIR
.	Fs	.
Ne	Rp	NE
lui	Pp	IL
retenez	Vvc	RETENIR
pas	Rg	PAS
le	Da	LE
fruit	Nc	FRUIT
de	S	DE
sa	Ds	SON
victoire	Nc	VICTOIRE
;	Fw	;
Le	Vvc	Le
plus	Rg	PLUS
grand	Ag	GRAND
des	S+Da	DE+LE|DE+LES
larcins	Nc	LARCIN
,	Fw	,
est	Vuc	ÊTRE
celui	Pd	CELUI
de	S	DE
la	Da	LE
gloire	Nc	GLOIRE
.	Fs	.
Mon	Ds	MON
esprit	Nc	ESPRIT
agité	Ge	AGITER
d'	S	DE
un	Dn	UN
secret	Ag	SECRET
mouvement	Nc	MOUVEMENT
,	Fw	,
De	Vvc	De
cette	Dd	CE
émotion	Nc	ÉMOTION
,	Fw	,
chérit	Vvc	CHÉRIR
le	Da	LE
sentiment	Nc	SENTIMENT
;	Fw	;
Et	Vvc	Et
cet	Dd	CE
heur	Nc	HEUR
inconnu	Ag	INCONNU
,	Fw	,
qui	Pr	QUI
flatte	Vvc	FLATTER
ma	Ds	MON
pensée	Nc	PENSÉE
,	Fw	,
Dissipe	Vvc	DISSIPER
ma	Ds	MON
frayeur	Nc	FRAYEUR
,	Fw	,
et	Cc	ET
l'	Pp	IL
a	Vuc	AVOIR
presque	Rg	PRESQUE
effacée	Ge	EFFACER
;	Fw	;
Laissons	Vvc	LAISSER
notre	Ds	NOTRE
conduite	Nc	CONDUITE
à	S	À
la	Da	LE
bonté	Nc	BONTÉ
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
.	Fs	.
Voyant	Ga	VOIR
Maximin	Nc	Maximin
.	Fs	.
Ô	Nc	Ô
Ciel	Vvc	Ciel
!	Fs	!
Qu'	Cs	QUE
un	Dn	UN
doux	Ag	DOUX
travail	Nc	TRAVAIL
m'	Pp	JE
entre	Vvc	ENTRER
au	S+Da	À+LE
coeur	Nc	CUR
par	S	PAR
les	Da	LE
yeux	Nc	OEIL|YEUX
!	Fs	!
Il	Pp	IL
se	Pp	IL
fait	Vvc	FAIRE
un	Dn	UN
bruit	Nc	BRUIT
de	S	DE
tambours	Nc	TAMBOUR
et	Cc	ET
de	S	DE
trompettes	Nc	TROMPETTE
.	Fs	.
Maximin	Nc	Maximin
baise	Vvc	BAISER
les	Da	LE
mains	Nc	MAIN
de	S	DE
Valérie	Nc	Valérie
.	Fs	.
Déployez	Nc	Déployez
,	Fw	,
Valérie	Vvc	Valérie
,	Fw	,
et	Cc	ET
vos	Ds	VOTRE
traits	Nc	TRAIT|TRAITS
et	Cc	ET
vos	Ds	VOTRE
charmes	Nc	CHARME
;	Fw	;
Au	Vvc	Au
vainqueur	Nc	VAINQUEUR
d'	S	DE
Orient	Vvc	Orient
,	Fw	,
faites	Vvc	FAIRE
tomber	Vvn	TOMBER
les	Da	LE
armes	Nc	ARME|ARMÉ
;	Fw	;
Par	Nc	PAR
lui	Pp	IL
,	Fw	,
l'	Da	LE
Empire	Nc	EMPIRE
est	Vuc	ÊTRE
calme	Ag	CALME
,	Fw	,
et	Cc	ET
n'	Rp	NE
a	Vuc	AVOIR
plus	Rg	PLUS
d'	S	DE
ennemis	Nc	ENNEMI
;	Fw	;
Soumettez	Vvc	SOUMETTRE
ce	Dd	CE
grand	Ag	GRAND
coeur	Nc	CUR
,	Fw	,
qui	Pr	QUI
nous	Pp	NOUS
a	Vuc	AVOIR
tout	Rg	TOUT
soumis	Ge	SOUMETTRE
;	Fw	;
Chargez	Vvc	CHARGER
de	S	DE
fers	Nc	FER|FERS
un	Dn	UN
bras	Nc	BRAS
fatal	Ag	FATAL
à	S	À
tant	Rg	TANT
de	S	DE
têtes	Nc	TÊTE
,	Fw	,
Et	Vvc	Et
faites	Vvc	FAIRE
sa	Ds	SON
prison	Nc	PRISON
,	Fw	,
le	Da	LE
prix	Nc	PRIX
de	S	DE
ses	Ds	SON
conquêtes	Nc	CONQUÊTE
.	Fs	.
Déjà	Nc	Déjà
,	Fw	,
par	S	PAR
ses	Ds	SON
exploits	Nc	EXPLOIT
,	Fw	,
il	Pp	IL
avait	Vuc	AVOIR
mérité	Ge	MÉRITER
La	Vvc	La
part	Nc	PART
que	Pr	QUE
je	Pp	JE
lui	Pp	IL
fis	Vvc	FAIRE
,	Fw	,
de	S	DE
mon	Ds	MON
autorité	Nc	AUTORITÉ
;	Fw	;
Et	Vvc	Et
sa	Ds	SON
haute	Ag	HAUT
vertu	Nc	VERTU
,	Fw	,
réparant	Ga	RÉPARER
sa	Ds	SON
naissance	Nc	NAISSANCE
,	Fw	,
Lui	Nc	Lui
fit	Vvc	FAIRE
,	Fw	,
sur	S	SUR
mes	Ds	MON
sujets	Nc	SUJET
,	Fw	,
partager	Vvn	PARTAGER
ma	Ds	MON
puissance	Nc	PUISSANCE
:	Fw	:
Aujourd'hui	Rg	AUJOURD'HUI
,	Fw	,
que	Cs	QUE
pour	S	POUR
prix	Nc	PRIX
des	S+Da	DE+LE|DE+LES
pertes	Nc	PERTE
de	S	DE
son	Ds	SON
sang	Nc	SANG
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
l'	Pp	IL
honorer	Vvn	HONORER
d'	S	DE
un	Dn	UN
plus	Rg	PLUS
illustre	Ag	ILLUSTRE
rang	Nc	RANG
,	Fw	,
Je	Vvc	Je
lui	Pp	IL
