Écoutez	Nc	Écoutez
Latins	Nc	LATIN
ont	Vuc	AVOIR
depuis	Rg	DEPUIS
nommé	Ge	NOMMER
Flos	Vvc	Flos
.	Fs	.
Flos	Vvc	Flos
se	Pp	IL
traduit	Vvc	TRADUIRE
par	S	PAR
Fleur	Nc	FLEUR
;	Fw	;
et	Cc	ET
ta	Ds	TON
future	Ag	FUTUR
Est	Nc	EST
une	Dn	UN
fleur	Nc	FLEUR
que	Cs	QUE
la	Da	LE
belle	Ag	BEAU
nature	Nc	NATURE
,	Fw	,
Pour	Nc	POUR
la	Da	LE
cueillir	Nc	CUEILLIR
façonna	Vvc	FAÇONNER
de	S	DE
sa	Ds	SON
main	Nc	MAIN
:	Fw	:
Elle	Pp	IL
fera	Vvc	FAIRE|FERRER
l'	Da	LE
honneur	Nc	HONNEUR
de	S	DE
ton	Ds	TON
jardin	Nc	JARDIN
.	Fs	.
Qu'	Pt	QUE
importe	Vvc	IMPORTER
un	Dn	UN
nom	Nc	NOM
?	Fs	?
Chaque	Di	CHAQUE
père	Nc	PÈRE
,	Fw	,
à	S	À
sa	Ds	SON
guise	Nc	GUISE
,	Fw	,
Donne	Vvc	DONNER
des	Dn	UN
noms	Nc	NOM
aux	S+Da	À+LES
enfants	Nc	ENFANT
qu'	Pr	QUE
on	Pp	ON
baptise	Vvc	BAPTISER
.	Fs	.
Acanthe	Nc	ACANTHE
a	Vuc	AVOIR
pris	Ge	PRENDRE
son	Ds	SON
nom	Nc	NOM
de	S	DE
son	Ds	SON
parrain	Nc	PARRAIN
,	Fw	,
Comme	Vvc	Comme
le	Da	LE
tien	Ps	TIEN
te	Pp	TU
nomma	Vvc	NOMMER
Mathurin	Ag	Mathurin
.	Fs	.
Acanthe	Nc	ACANTHE
vient	Vvc	VENIR
du	S+Da	DE+LE
grec	Nc	GREC
?	Fs	?
Chose	Nc	CHOSE
certaine	Ag	CERTAIN
.	Fs	.
Et	Cc	ET
Mathurin	Ag	Mathurin
,	Fw	,
d'	S	DE
où	Pr	OÙ
vient-il	Vvc	vient-il
?	Fs	?
Ah	I	AH
!	Fs	!
Qu'	Cs	QUE
il	Pp	IL
vienne	Vvc	VENIR
De	Ag	De
Picardie	Nc	Picardie
ou	Cc	OU
d'	S	DE
Artois	Vvc	Artois
,	Fw	,
un	Dn	UN
savant	Ag	SAVANT
À	Nc	À
ces	Dd	CE
noms	Nc	NOM
-là	Vvc	-là
s'	Pp	SE
arrête	Vvc	ARRÊTER
rarement	Rg	RAREMENT
.	Fs	.
Tu	Pp	TU
n'	Rp	NE
as	Vuc	AVOIR
point	Rg	POINT
de	S	DE
nom	Nc	NOM
,	Fw	,
toi	Pp	TU
;	Fw	;
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
aux	S+Da	À+LES
belles	Ag	BEAU
D'	Nc	D'
en	S	EN
avoir	Vun	AVOIR
un	Dn	UN
,	Fw	,
car	Cc	CAR
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
parler	Vvn	PARLER
d'	S	DE
elles	Pp	ILS
.	Fs	.
Je	Pp	JE
ne	Rp	NE
sais	Vvc	SAVOIR
,	Fw	,
mais	Cc	MAIS
ce	Dd	CE
nom	Nc	NOM
grec	Ag	GREC
me	Pp	JE
déplaît	Vvc	DÉPLAIRE
.	Fs	.
Maître	Nc	Maître
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
qu'	Cs	QUE
on	Pp	ON
soit	Vuc	ÊTRE
ce	Pd	CE
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
est	Vuc	ÊTRE
:	Fw	:
Ma	Ds	MON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
est	Vuc	ÊTRE
villageoise	Ag	VILLAGEOIS
,	Fw	,
et	Cc	ET
je	Pp	JE
gage	Vvc	GAGER
Que	Vvc	Que
ce	Dd	CE
nom	Nc	NOM
-là	Vvc	-là
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
de	S	DE
mon	Ds	MON
village	Nc	VILLAGE
.	Fs	.
Acanthe	Nc	ACANTHE
,	Fw	,
soit	Vuc	ÊTRE
.	Fs	.
Son	Ds	SON
vieux	Ag	VIEUX
père	Nc	PÈRE
Dignant	Ga	Dignant
Semble	Vvc	SEMBLER
accorder	Vvn	ACCORDER
sa	Ds	SON
fille	Nc	FILLE
en	S	EN
rechignant	Ga	RECHIGNER
;	Fw	;
Et	Vvc	Et
cette	Dd	CE
fille	Nc	FILLE
,	Fw	,
avant	S	AVANT
d'	S	DE
être	Vun	ÊTRE
ma	Ds	MON
femme	Nc	FEMME
,	Fw	,
Paraît	Vvc	Paraît
aussi	Rg	AUSSI
rechigner	Vvn	RECHIGNER
dans	S	DANS
son	Ds	SON
âme	Nc	ÂME
.	Fs	.
Oui	Rg	OUI
,	Fw	,
cette	Dd	CE
Acanthe	Nc	ACANTHE
,	Fw	,
en	S	EN
un	Dn	UN
mot	Nc	MOT
,	Fw	,
cette	Dd	CE
fleur	Nc	FLEUR
,	Fw	,
Si	Vvc	Si
je	Pp	JE
l'	Pp	IL
en	Pp	EN
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
me	Pp	JE
fait	Vvc	FAIRE
beaucoup	Rg	BEAUCOUP
d'	S	DE
honneur	Nc	HONNEUR
De	Vvc	De
supporter	Vvn	SUPPORTER
que	Cs	QUE
Mathurin	Nc	MATHURIN
la	Da	LE
cueille	Nc	CUEILLE
.	Fs	.
Elle	Pp	IL
est	Vuc	ÊTRE
hautaine	Ag	HAUTAIN
,	Fw	,
et	Cc	ET
dans	S	DANS
soi	Pp	IL
se	Pp	IL
recueille	Vvc	RECUEILLIR
,	Fw	,
Me	Vvc	Me
parle	Vvc	PARLER
peu	Rg	PEU
,	Fw	,
fait	Ge	FAIRE
de	S	DE
moi	Pp	JE
peu	Rg	PEU
de	S	DE
cas	Nc	CAS
;	Fw	;
Et	Vvc	Et
,	Fw	,
quand	Cs	QUAND
je	Pp	JE
parle	Vvc	PARLER
,	Fw	,
elle	Pp	IL
n'	Rp	NE
écoute	Vvc	ÉCOUTER
pas	Rg	PAS
:	Fw	:
Et	Cc	ET
n'	Rp	NE
eût	Vuc	AVOIR
été	Ge	ÊTRE
Berthe	Nc	BERTHE
,	Fw	,
sa	Ds	SON
belle-mère	Nc	BELLE-MÈRE
,	Fw	,
Qui	Vvc	Qui
haut	Rg	HAUT
la	Da	LE
main	Nc	MAIN
régente	Vvc	RÉGENTER
son	Ds	SON
vieux	Ag	VIEUX
père	Nc	PÈRE
,	Fw	,
Ce	Vvc	Ce
mariage	Nc	MARIAGE
,	Fw	,
en	S	EN
mon	Ds	MON
chef	Nc	CHEF
résolu	Ge	RÉSOUDRE
,	Fw	,
N'	Vvc	N'
aurait	Vuc	AVOIR
été	Ge	ÊTRE
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
jamais	Rg	JAMAIS
conclu	Ge	CONCLURE
.	Fs	.
Il	Pp	IL
l'	Pp	IL
est	Vuc	ÊTRE
enfin	Rg	ENFIN
,	Fw	,
et	Cc	ET
de	S	DE
manière	Nc	MANIÈRE
exacte	Ag	EXACT
:	Fw	:
Chez	S	CHEZ
ses	Ds	SON
parents	Nc	PARENT
je	Pp	JE
t'	Pp	TU
en	Pp	EN
dresserai	Vvc	DRESSER
l'	Da	LE
acte	Nc	ACTE
;	Fw	;
Car	Nc	CAR
si	Cs	SI
je	Pp	JE
suis	Vuc	ÊTRE
le	Da	LE
magister	Nc	MAGISTER
d'	S	DE
ici	Rg	ICI
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
baillif	Nc	BAILLI
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
notaire	Nc	NOTAIRE
aussi	Rg	AUSSI
;	Fw	;
Et	Vvc	Et
je	Pp	JE
suis	Vuc	ÊTRE
prêt	Ag	PRÊT
,	Fw	,
dans	S	DANS
mes	Ds	MON
trois	Nc	TROIS
caractères	Nc	CARACTÈRE
,	Fw	,
À	Nc	À
te	Pp	TU
servir	Vvn	SERVIR
dans	S	DANS
toutes	Di	TOUT
tes	Ds	TON
affaires	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
Que	Pt	QUE
veux	Vvc	VOULOIR
-tu	Vvn	-tu
?	Fs	?
Dis	Vvc	DIRE
.	Fs	.
Je	Pp	JE
veux	Vvc	VOULOIR
qu'	Cs	QUE
incessamment	Rg	INCESSAMMENT
On	Vvc	On
me	Pp	JE
marie	Vvc	MARIER
.	Fs	.
Ah	I	AH
!	Fs	!
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
pressant	Ag	PRESSANT
.	Fs	.
Et	Cc	ET
très	Rg	TRÈS
pressé	Ge	PRESSER
...	Fs	...
Voyez	Vvc	VOIR
-vous	Nc	-vous
?	Fs	?
L'	Da	LE
âge	Nc	ÂGE
avance	Vvc	AVANCER
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
dans	S	DANS
ma	Ds	MON
ferme	Ag	FERME
acquis	Nc	ACQUIS|ACQUIT
beaucoup	Rg	BEAUCOUP
d'	S	DE
aisance	Nc	AISANCE
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
travaillé	Ge	TRAVAILLER
vingt	Nc	VINGT
ans	Nc	AN
pour	S	POUR
vivre	Vvn	VIVRE
heureux	Ag	HEUREUX
;	Fw	;
Mais	Vvc	Mais
l'	Pp	IL
être	Vun	ÊTRE
seul	Ag	SEUL
!	Fs	!
...	Fs	...
Il	Vvc	Il
vaut	Vvc	VALOIR
mieux	Rg	MIEUX
l'	Pp	IL
être	Vun	ÊTRE
deux	Nc	DEUX
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
se	Pp	IL
marier	Vvn	MARIER
avant	S	AVANT
qu'	Cs	QUE
on	Pp	ON
meure	Vvc	MURER
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
très	Rg	TRÈS
bien	Rg	BIEN
dit	Ge	DIRE
:	Fw	:
et	Cc	ET
quand	Cs	QUAND
donc	Rg	DONC
?	Fs	?
Tout	Pi	TOUT
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
.	Fs	.
Oui	Rg	OUI
;	Fw	;
mais	Cc	MAIS
Colette	Vvc	Colette
à	S	À
votre	Ds	VOTRE
sacrement	Nc	SACREMENT
,	Fw	,
Monsieur	Nc	MONSIEUR
Mathurin	Ag	Mathurin
,	Fw	,
peut	Vvc	POUVOIR
mettre	Vvn	METTRE
empêchement	Nc	EMPÊCHEMENT
:	Fw	:
Elle	Pp	IL
vous	Pp	VOUS
aime	Vvc	AIMER
avec	S	AVEC
quelque	Di	QUELQUE
tendresse	Nc	TENDRESSE
,	Fw	,
Vous	Nc	Vous
et	Cc	ET
vos	Ds	VOTRE
biens	Nc	BIEN
;	Fw	;
elle	Pp	IL
eut	Vuc	AVOIR
de	S	DE
vous	Pp	VOUS
promesse	Nc	PROMESSE
De	Vvc	De
l'	Pp	IL
épouser	Vvn	ÉPOUSER
.	Fs	.
Oh	I	OH
bien	Rg	BIEN
!	Fs	!
Je	Pp	JE
dépromets	Vvc	dépromets
.	Fs	.
Je	Pp	JE
veux	Vvc	VOULOIR
pour	S	POUR
moi	Pp	JE
m'	Pp	JE
arranger	Vvn	ARRANGER
désormais	Rg	DÉSORMAIS
;	Fw	;
Car	Nc	CAR
je	Pp	JE
suis	Vuc	ÊTRE
riche	Nc	RICHE
et	Cc	ET
coq	Nc	COQ
de	S	DE
mon	Ds	MON
village	Nc	VILLAGE
.	Fs	.
Colette	Nc	Colette
veut	Vvc	VOULOIR
m'	Pp	JE
avoir	Vun	AVOIR
par	S	PAR
mariage	Nc	MARIAGE
,	Fw	,
Et	Vvc	Et
moi	Pp	JE
je	Pp	JE
veux	Vvc	VOULOIR
du	S+Da	DE+LE
conjugal	Ag	CONJUGAL
lien	Nc	LIEN
Pour	Nc	POUR
mon	Ds	MON
plaisir	Nc	PLAISIR
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
pour	S	POUR
le	Da	LE
sien	Ps	SIEN
,	Fw	,
Je	Vvc	Je
n'	Rp	NE
aime	Vvc	AIMER
plus	Rg	PLUS
Colette	Nc	Colette
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
Acanthe	Nc	ACANTHE
,	Fw	,
Entendez	Vvc	ENTENDRE
-vous	Nc	-vous
,	Fw	,
qui	Pr	QUI
seule	Ag	SEUL
ici	Rg	ICI
me	Pp	JE
tente	Vvc	TENTER
.	Fs	.
Entendez	Vvc	ENTENDRE
-vous	Nc	-vous
,	Fw	,
magister	Nc	MAGISTER
trop	Rg	TROP
rétif	Ag	RÉTIF
?	Fs	?
Oui	Rg	OUI
,	Fw	,
j'	Pp	JE
entends	Vvc	ENTENDRE
bien	Rg	BIEN
:	Fw	:
vous	Pp	VOUS
êtes	Vuc	ÊTRE
trop	Rg	TROP
hâtif	Ag	HÂTIF
;	Fw	;
Et	Vvc	Et
pour	S	POUR
signer	Vvn	SIGNER
vous	Pp	VOUS
devriez	Vvc	DEVOIR
attendre	Vvn	ATTENDRE
Que	Vvc	Que
monseigneur	Nc	MONSEIGNEUR
daignât	Vvc	DAIGNER
ici	Rg	ICI
se	Pp	IL
rendre	Vvn	RENDRE
Il	Vvc	Il
vient	Vvc	VENIR
demain	Rg	DEMAIN
;	Fw	;
ne	Rp	NE
faites	Vvc	FAIRE
rien	Pi	RIEN
sans	S	SANS
lui	Pp	IL
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
pour	S	POUR
cela	Pd	CELA
que	Pr	QUE
j'	Pp	JE
épouse	Vvc	ÉPOUSER
aujourd'hui	Rg	AUJOURD'HUI
.	Fs	.
Comment	Rt	COMMENT
?	Fs	?
Eh	I	EH
oui	Rg	OUI
:	Fw	:
ma	Ds	MON
tête	Nc	TÊTE
est	Vuc	ÊTRE
peu	Rg	PEU
savante	Ag	SAVANT
;	Fw	;
Mais	Vvc	Mais
on	Pp	ON
connaît	Vvc	CONNAÎTRE
la	Da	LE
coutume	Nc	COUTUME
impudente	Ag	IMPUDENT
De	Vvc	De
nos	Ds	NOTRE
seigneurs	Nc	SEIGNEUR
de	S	DE
ce	Dd	CE
canton	Nc	CANTON
picard	Ag	PICARD
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
bien	Rg	BIEN
assez	Rg	ASSEZ
qu'	Cs	QUE
à	S	À
nos	Ds	NOTRE
biens	Nc	BIEN
on	Pp	ON
ait	Vuc	AVOIR
part	Nc	PART
,	Fw	,
Sans	Vvc	Sans
en	S	EN
avoir	Vun	AVOIR
encore	Rg	ENCORE
à	S	À
nos	Ds	NOTRE
épouses	Nc	ÉPOUSE|ÉPOUX
.	Fs	.
Des	S+Da	DE+LE|DE+LES
Mathurins	Nc	MATHURIN
les	Da	LE
têtes	Nc	TÊTE
sont	Vuc	ÊTRE
jalouses	Ag	JALOUX
:	Fw	:
J'	Pp	JE
aimerais	Vvc	AIMER
mieux	Rg	MIEUX
demeurer	Vvn	DEMEURER
vieux	Ag	VIEUX
garçon	Nc	GARÇON
Que	Vvc	Que
d'	S	DE
être	Vun	ÊTRE
époux	Nc	ÉPOUX
avec	S	AVEC
cette	Dd	CE
façon	Nc	FAÇON
.	Fs	.
Le	Da	LE
vilain	Ag	VILAIN
droit	Nc	DROIT
!	Fs	!
Mais	Cc	MAIS
il	Pp	IL
est	Vuc	ÊTRE
fort	Rg	FORT
honnête	Ag	HONNÊTE
:	Fw	:
Il	Pp	IL
est	Vuc	ÊTRE
permis	Ge	PERMETTRE
de	S	DE
parler	Vvn	PARLER
tête	Nc	TÊTE
à	S	À
tête	Nc	TÊTE
À	Nc	À
sa	Ds	SON
sujette	Nc	sujette
,	Fw	,
afin	S	AFIN
de	S	DE
la	Pp	IL
tourner	Vvn	TOURNER
À	Nc	À
son	Ds	SON
devoir	Nc	DEVOIR
,	Fw	,
et	Cc	ET
de	S	DE
l'	Pp	IL
endoctriner	Vvn	ENDOCTRINER
.	Fs	.
Je	Pp	JE
n'	Rp	NE
aime	Vvc	AIMER
point	Rg	POINT
qu'	Cs	QUE
un	Dn	UN
jeune	Ag	JEUNE
homme	Nc	HOMME
endoctrine	Vvc	ENDOCTRINER
Cette	Ag	Cette
disciple	Nc	DISCIPLE
à	S	À
qui	Pr	QUI
je	Pp	JE
me	Pp	JE
destine	Vvc	DESTINER
;	Fw	;
Cela	Vvc	CELER
me	Pp	JE
fâche	Vvc	FÂCHER
.	Fs	.
Acanthe	Nc	ACANTHE
a	Vuc	AVOIR
trop	Rg	TROP
d'	S	DE
honneur	Nc	HONNEUR
Pour	Ag	Pour
te	Pp	TU
fâcher	Vvn	FÂCHER
:	Fw	:
c'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
droit	Nc	DROIT
du	S+Da	DE+LE
seigneur	Nc	SEIGNEUR
;	Fw	;
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
nous	Pp	NOUS
,	Fw	,
en	S	EN
personnes	Nc	PERSONNE
discrètes	Ag	DISCRET
,	Fw	,
À	Nc	À
nous	Pp	NOUS
soumettre	Vvn	SOUMETTRE
aux	S+Da	À+LES
lois	Nc	LOI
qu'	Pr	QUE
on	Pp	ON
nous	Pp	NOUS
a	Vuc	AVOIR
faites	Ge	FAIRE
.	Fs	.
D'	S	DE
où	Pr	OÙ
vient	Vvc	VENIR
ce	Dd	CE
droit	Nc	DROIT
?	Fs	?
Ah	I	AH
!	Fs	!
Depuis	S	DEPUIS
bien	Rg	BIEN
longtemps	Rg	LONGTEMPS
C'	Ag	C'
est	Vuc	ÊTRE
établi	Ge	ÉTABLIR
...	Fs	...
ça	Pd	ÇA|CELA
vient	Vvc	VENIR
du	S+Da	DE+LE
droit	Nc	DROIT
des	S+Da	DE+LE|DE+LES
gens	Nc	GENS|GENT
.	Fs	.
Mais	Cc	MAIS
sur	S	SUR
ce	Dd	CE
pied	Nc	PIED
,	Fw	,
dans	S	DANS
toutes	Di	TOUT
les	Da	LE
familles	Nc	FAMILLE
,	Fw	,
Chacun	Ag	Chacun
pourrait	Vvc	POUVOIR
endoctriner	Vvn	ENDOCTRINER
les	Da	LE
filles	Nc	FILLE
.	Fs	.
Oh	I	OH
!	Fs	!
Point	Rg	POINT
du	S+Da	DE+LE
tout	Pi	TOUT
...	Fs	...
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
invention	Nc	INVENTION
Qu'	Vvc	Qu'
on	Pp	ON
inventa	Vvc	INVENTER
pour	S	POUR
les	Da	LE
gens	Nc	GENS|GENT
d'	S	DE
un	Dn	UN
grand	Ag	GRAND
nom	Nc	NOM
.	Fs	.
Car	Cc	CAR
,	Fw	,
vois	Vvc	ALLER|VOIR
-tu	Vvn	-tu
bien	Rg	BIEN
,	Fw	,
autrefois	Rg	AUTREFOIS
les	Da	LE
ancêtres	Nc	ANCÊTRE
De	Vvc	De
monseigneur	Nc	MONSEIGNEUR
s'	Pp	SE
étaient	Vuc	ÊTRE
rendus	Ge	RENDRE
les	Da	LE
maîtres	Nc	MAÎTRE
De	Vvc	De
nos	Ds	NOTRE
aïeux	Nc	AÏEUL
,	Fw	,
régnaient	Vvc	RÉGNER
sur	S	SUR
nos	Ds	NOTRE
hameaux	Nc	HAMEAU
.	Fs	.
Ouais	I	OUAIS
!	Fs	!
Nos	Ds	NOTRE
aïeux	Nc	AÏEUL
étaient	Vuc	ÊTRE
donc	Rg	DONC
de	S	DE
grands	Ag	GRAND
sots	Nc	SOT
!	Fs	!
Pas	Rg	PAS
plus	Rg	PLUS
que	Cs	QUE
toi	Pp	TU
.	Fs	.
Les	Da	LE
seigneurs	Nc	SEIGNEUR
du	S+Da	DE+LE
village	Nc	VILLAGE
Devaient	Vvc	DEVOIR
avoir	Vun	AVOIR
un	Dn	UN
droit	Nc	DROIT
de	S	DE
vasselage	Nc	VASSELAGE
.	Fs	.
Pourquoi	Rt	POURQUOI
cela	Pd	CELA
?	Fs	?
Sommes-nous	Vvc	Sommes-nous
pas	Rg	PAS
pétris	Ge	PÉTRIR
D'	Nc	D'
un	Dn	UN
seul	Ag	SEUL
limon	Nc	LIMON
,	Fw	,
de	S	DE
lait	Nc	LAIT
comme	Cs	COMME
eux	Pp	EUX
nourris	Vvc	NOURRIR
?	Fs	?
N'	Rp	NE
avons-nous	Vvc	avons-nous
pas	Rg	PAS
comme	S	COMME
eux	Pp	EUX
des	Dn	UN
bras	Nc	BRAS
,	Fw	,
des	S+Da	DE+LE|DE+LES
jambes	Nc	JAMBE
,	Fw	,
Et	Vvc	Et
mieux	Rg	MIEUX
tournés	Ge	TOURNER
,	Fw	,
et	Cc	ET
plus	Rg	PLUS
forts	Ag	FORT
,	Fw	,
plus	Rg	PLUS
ingambes	Ag	INGAMBE
:	Fw	:
Une	Dn	UN
cervelle	Nc	CERVELLE
avec	S	AVEC
quoi	Pr	QUE|QUOI
nous	Pp	NOUS
pensons	Vvc	PENSER
Beaucoup	Vvc	Beaucoup
mieux	Rg	MIEUX
qu'	Cs	QUE
eux	Pp	EUX
,	Fw	,
car	Cc	CAR
nous	Pp	NOUS
les	Pp	ILS
attrapons	Vvc	ATTRAPER
?	Fs	?
Sommes-nous	Vvc	Sommes-nous
pas	Rg	PAS
cent	Nc	CENT
contre	S	CONTRE
un	Pi	UN
?	Fs	?
Ça	Nc	Ça
m'	Pp	JE
étonne	Vvc	ÉTONNER
De	Vvc	De
voir	Vvn	VOIR
toujours	Rg	TOUJOURS
qu'	Cs	QUE
une	Dn	UN
seule	Ag	SEUL
personne	Nc	PERSONNE
Commande	Vvc	COMMANDER
en	S	EN
maître	Nc	MAÎTRE
à	S	À
tous	Di	TOUT
ses	Ds	SON
compagnons	Nc	COMPAGNON
,	Fw	,
Comme	Vvc	Comme
un	Dn	UN
berger	Nc	BERGER
fait	Vvc	FAIRE
tondre	Vvn	TONDRE
ses	Ds	SON
moutons	Nc	MOUTON|MOUTONS
.	Fs	.
Quand	Cs	QUAND
je	Pp	JE
suis	Vuc	ÊTRE
seul	Ag	SEUL
,	Fw	,
à	S	À
tout	Di	TOUT
cela	Pd	CELA
je	Pp	JE
pense	Vvc	PENSER
Profondément	Vvc	Profondément
.	Fs	.
Je	Pp	JE
vois	Vvc	ALLER|VOIR
notre	Ds	NOTRE
naissance	Nc	NAISSANCE
Et	Vvc	Et
notre	Ds	NOTRE
mort	Nc	MORT
,	Fw	,
à	S	À
la	Da	LE
ville	Nc	VILLE
,	Fw	,
au	S+Da	À+LE
hameau	Nc	HAMEAU
,	Fw	,
Se	Vvc	Se
ressembler	Vvn	RESSEMBLER
comme	S	COMME
deux	Nc	DEUX
gouttes	Vvc	GOUTTER
d'	S	DE
eau	Nc	EAU
.	Fs	.
Pourquoi	Rt	POURQUOI
la	Da	LE
vie	Nc	VIE
est-elle	Ag	est-elle
différente	Ag	DIFFÉRENT
?	Fs	?
Je	Pp	JE
n'	Rp	NE
en	Pp	EN
vois	Vvc	ALLER|VOIR
pas	Rg	PAS
la	Da	LE
raison	Nc	RAISON
:	Fw	:
ça	Pd	ÇA|CELA
tourmente	Vvc	TOURMENTER
.	Fs	.
Les	Da	LE
Mathurins	Nc	MATHURIN
et	Cc	ET
les	Da	LE
godelureaux	Nc	GODELUREAU
,	Fw	,
Et	Vvc	Et
les	Da	LE
baillifs	Nc	BAILLI
,	Fw	,
ma	Ds	MON
foi	Nc	FOI
,	Fw	,
sont	Vuc	ÊTRE
tous	Di	TOUT
égaux	Ag	ÉGAL
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
très	Rg	TRÈS
bien	Rg	BIEN
dit	Ge	DIRE
,	Fw	,
Mathurin	Nc	MATHURIN
:	Fw	:
mais	Cc	MAIS
,	Fw	,
je	Pp	JE
gage	Vvc	GAGER
,	Fw	,
Si	Vvc	Si
tes	Ds	TON
valets	Nc	VALET
te	Pp	TU
tenaient	Vvc	TENIR
ce	Dd	CE
langage	Nc	LANGAGE
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
nerf-de-boeuf	Nc	nerf-de-boeuf
appliqué	Ge	APPLIQUER
sur	S	SUR
le	Da	LE
dos	Nc	DOS
Réfuterait	Vvc	Réfuterait
puissamment	Rg	PUISSAMMENT
leurs	Ds	LEUR
propos	Nc	PROPOS
;	Fw	;
Tu	Vvc	Tu
les	Pp	ILS
ferais	Vvc	FAIRE|FERRER
rentrer	Vvn	RENTRER
vite	Rg	VITE
à	S	À
leur	Ds	LEUR
place	Nc	PLACE|PLACÉ
.	Fs	.
Oui	Rg	OUI
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
raison	Nc	RAISON
:	Fw	:
ça	Pd	ÇA|CELA
m'	Pp	JE
embarrasse	Vvc	EMBARRASSER|EMBARRER
;	Fw	;
Oui	Vvc	Oui
,	Fw	,
ça	Pd	ÇA|CELA
pourrait	Vvc	POUVOIR
me	Pp	JE
donner	Vvn	DONNER
du	S+Da	DE+LE
souci	Nc	SOUCI
.	Fs	.
Mais	Cc	MAIS
,	Fw	,
palsembleu	Vvc	palsembleu
,	Fw	,
vous	Pp	VOUS
m'	Pp	JE
avouerez	Vvc	AVOUER
aussi	Rg	AUSSI
Que	Ag	Que
quand	Cs	QUAND
chez	S	CHEZ
moi	Pp	JE
mon	Ds	MON
valet	Nc	VALET
se	Pp	IL
marie	Vvc	MARIER
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
lui	Pp	IL
seul	Ag	SEUL
,	Fw	,
non	Rg	NON
pour	S	POUR
