Demeure	Vvc	DEMEURER
nous	Pp	NOUS
cause	Vvc	CAUSER
tant	Rg	TANT
de	S	DE
mal	Nc	MAL
?	Fs	?
Fut	Vuc	ÊTRE
-ce	Vvc	-ce
par	S	PAR
accident	Nc	ACCIDENT
ou	Pr	OÙ
fut	Vuc	ÊTRE
-ce	Vvc	-ce
par	S	PAR
adresse	Nc	ADRESSE
.	Fs	.
Que	Cs	QUE
tu	Pp	TU
le	Pp	IL
laissas	Vvc	LAISSER
choir	Vvn	CHOIR
aux	S+Da	À+LES
pieds	Nc	PIED
de	S	DE
sa	Ds	SON
Hautesse	Nc	HAUTESSE
?	Fs	?
Ce	Pd	CE
fut	Vuc	ÊTRE
par	S	PAR
un	Dn	UN
malheur	Nc	MALHEUR
que	Pr	QUE
je	Pp	JE
ne	Rp	NE
comprends	Vvc	COMPRENDRE
pas	Rg	PAS
:	Fw	:
Avec	S	AVEC
ce	Dd	CE
bracelet	Nc	BRACELET
il	Pp	IL
tomba	Vvc	TOMBER
de	S	DE
mon	Ds	MON
bras	Nc	BRAS
.	Fs	.
Un	Dn	UN
soupçon	Nc	SOUPÇON
là-dessus	Rg	LÀ-DESSUS
me	Pp	JE
tombe	Vvc	TOMBER
en	S	EN
la	Da	LE
pensée	Nc	PENSÉE
,	Fw	,
Que	Vvc	Que
Fatime	Nc	Fatime
en	S	EN
ce	Dd	CE
fait	Nc	FAIT
peut	Vvc	POUVOIR
être	Vun	ÊTRE
intéressée	Ge	INTÉRESSER
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
d'	S	DE
un	Dn	UN
trait	Nc	TRAIT
subtil	Ag	SUBTIL
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
imprudent	Ag	IMPRUDENT
,	Fw	,
Elle	Vvc	Elle
fit	Vvc	FAIRE
par	S	PAR
dessein	Nc	DESSEIN
naître	Vvn	NAÎTRE
cet	Dd	CE
accident	Nc	ACCIDENT
.	Fs	.
Qu'	Cs	QUE
en	Pp	EN
est-il	Ag	est-il
?	Fs	?
Moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
ah	I	AH
que	Cs	QUE
l'	Da	LE
Enfer	Nc	ENFER
m'	Pp	JE
abîme	Vvc	ABÎMER
!	Fs	!
Si	Rg	SI
jamais	Rg	JAMAIS
je	Pp	JE
pensai	Vvc	PENSER
!	Fs	!
Comment	Rt	COMMENT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
beau	Ag	BEAU
crime	Nc	CRIME
,	Fw	,
Ne	Vvc	Ne
t'	Pp	TU
en	Pp	EN
excuse	Vvc	EXCUSER
point	Rg	POINT
,	Fw	,
ne	Rp	NE
fais	Vvc	FAIRE
point	Rg	POINT
de	S	DE
serment	Nc	SERMENT
:	Fw	:
La	Da	LE
Fille	Nc	FILLE
du	S+Da	DE+LE
Mufti	Nc	MUFTI
mérite	Vvc	MÉRITER
infiniment	Rg	INFINIMENT
;	Fw	;
Suivant	Ga	SUIVRE
ce	Dd	CE
stratagème	Nc	STRATAGÈME
Osman	Nc	Osman
est	Vuc	ÊTRE
à	S	À
la	Da	LE
veille	Nc	VEILLE
D'	Nc	D'
une	Dn	UN
félicité	Nc	FÉLICITÉ
qui	Pr	QUI
n'	Rp	NE
a	Vuc	AVOIR
point	Rg	POINT
de	S	DE
pareille	Nc	PAREIL|PAREILLE
;	Fw	;
Et	Vvc	Et
soit	Vuc	ÊTRE
par	S	PAR
une	Dn	UN
adresse	Nc	ADRESSE
,	Fw	,
ou	Pr	OÙ
soit	Vuc	ÊTRE
par	S	PAR
un	Dn	UN
hasard	Nc	HASARD
,	Fw	,
Tu	Vvc	Tu
dois	Vvc	DEVOIR
en	S	EN
ce	Dd	CE
bonheur	Nc	BONHEUR
entrer	Vvn	ENTRER
de	S	DE
quelque	Di	QUELQUE
part	Nc	PART
:	Fw	:
Il	Pp	IL
te	Pp	TU
siérait	Vvc	SEOIR
trop	Rg	TROP
mal	Rg	MAL
de	S	DE
porter	Vvn	PORTER
une	Dn	UN
chaîne	Nc	CHAÎNE
Et	Vvc	Et
d'	S	DE
avoir	Vun	AVOIR
pour	S	POUR
amie	Nc	AMI|AMIE
une	Dn	UN
Sultane	Nc	SULTANE
Reine	Vvc	Reine
.	Fs	.
Hé	Vvc	Hé
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
oubliez	Vvc	OUBLIER
mon	Ds	MON
indiscrétion	Nc	INDISCRÉTION
Et	Vvc	Et
ne	Rp	NE
me	Pp	JE
soupçonnez	Vvc	SOUPÇONNER
d'	S	DE
aucune	Di	AUCUN
ambition	Nc	AMBITION
:	Fw	:
Car	Cc	CAR
je	Pp	JE
refuserais	Vvc	REFUSER
l'	Da	LE
honneur	Nc	HONNEUR
d'	S	DE
une	Dn	UN
couronne	Nc	COURONNE
Pour	Ag	Pour
achever	Vvn	ACHEVER
mes	Ds	MON
jours	Nc	JOUR|JOURS
près	Rg	PRÈS
de	S	DE
votre	Ds	VOTRE
personne	Nc	PERSONNE
!	Fs	!
Les	Da	LE
fuseaux	Nc	FUSEAU|FUSEAUX
de	S	DE
ton	Ds	TON
sort	Nc	SORT
ne	Rp	NE
roulent	Vvc	ROULER
pas	Rg	PAS
ainsi	Rg	AINSI
:	Fw	:
La	Da	LE
Sultane	Nc	SULTANE
future	Ag	FUTUR
en	Pp	EN
prendra	Vvc	PRENDRE
le	Da	LE
souci	Nc	SOUCI
.	Fs	.
Tu	Pp	TU
ne	Rp	NE
saurais	Vvc	SAURER|SAVOIR
manquer	Vvn	MANQUER
d'	S	DE
être	Vun	ÊTRE
dans	S	DANS
son	Ds	SON
estime	Nc	ESTIME
;	Fw	;
Il	Vvc	Il
faudra	Vvc	FAILLIR|FALLOIR
pour	S	POUR
le	Da	LE
moins	Rg	MOINS
un	Dn	UN
Bassa	Vvc	Bassa
pour	S	POUR
Fatime	Nc	Fatime
.	Fs	.
Si	Cs	SI
le	Da	LE
malheur	Nc	MALHEUR
aussi	Rg	AUSSI
vient	Vvc	VENIR
à	S	À
nous	Pp	NOUS
accabler	Vvn	ACCABLER
,	Fw	,
Que	Vvc	Que
ces	Dd	CE
Soldats	Nc	SOLDAT
mutins	Nc	MUTIN
que	Pr	QUE
l'	Pp	IL
on	Pp	ON
voit	Vvc	VOIR
s'	Pp	SE
assembler	Vvn	ASSEMBLER
;	Fw	;
Avecque	Vvc	Avecque
leur	Ds	LEUR
désordre	Nc	DÉSORDRE
augmentent	Vvc	AUGMENTER
leur	Ds	LEUR
licence	Nc	LICENCE
Et	Ag	Et
privent	Vvc	PRIVER
le	Da	LE
Sultan	Nc	SULTAN
de	S	DE
sceptre	Nc	SCEPTRE
et	Cc	ET
de	S	DE
puissance	Nc	PUISSANCE
,	Fw	,
L'	Vvc	L'
innocente	Ag	INNOCENT
Fatime	Nc	Fatime
à	S	À
qui	Pr	QUI
la	Da	LE
chaîne	Nc	CHAÎNE
plaît	Vvc	PLAIRE
,	Fw	,
Demeurera	Vvc	DEMEURER
toujours	Rg	TOUJOURS
esclave	Ag	ESCLAVE
comme	Cs	COMME
elle	Pp	IL
est	Vuc	ÊTRE
.	Fs	.
Se	Pp	IL
tournant	Ga	TOURNER
vers	S	VERS
Léontine	Nc	Léontine
.	Fs	.
Toi	Pp	TU
qui	Pr	QUI
de	S	DE
Mustapha	Nc	Mustapha
prends	Vvc	PRENDRE
un	Dn	UN
soin	Nc	SOIN
charitable	Ag	CHARITABLE
Et	Vvc	Et
dont	Pr	DONT
il	Pp	IL
a	Vuc	AVOIR
toujours	Rg	TOUJOURS
la	Da	LE
visite	Nc	VISITE
agréable	Ag	AGRÉABLE
,	Fw	,
Va	Vvc	ALLER
voir	Vvn	VOIR
cet	Dd	CE
homme	Nc	HOMME
saint	Ag	SAINT
,	Fw	,
cet	Dd	CE
illustre	Ag	ILLUSTRE
parent	Nc	PARENT
,	Fw	,
À	Nc	À
qui	Pr	QUI
de	S	DE
l'	Da	LE
avenir	Nc	AVENIR
le	Da	LE
cours	Nc	COUR|COURS|COURT
est	Vuc	ÊTRE
apparent	Ag	APPARENT
,	Fw	,
Consulte	Vvc	CONSULTER
son	Ds	SON
esprit	Nc	ESPRIT
sur	S	SUR
la	Da	LE
matière	Nc	MATIÈRE
sombre	Ag	SOMBRE
,	Fw	,
Qui	Vvc	Qui
me	Pp	JE
donne	Vvc	DONNER
des	Dn	UN
soins	Nc	SOIN
et	Cc	ET
des	S+Da	DE+LE|DE+LES
peines	Nc	PEINE
sans	S	SANS
nombre	Nc	NOMBRE
;	Fw	;
Afin	Nc	Afin
que	Cs	QUE
son	Ds	SON
conseil	Nc	CONSEIL
dissipe	Vvc	DISSIPER
ma	Ds	MON
terreur	Nc	TERREUR
.	Fs	.
Dis	Vvc	DIRE
lui	Pp	IL
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
songé	Ge	SONGER
:	Fw	:
mais	Cc	MAIS
voici	S	VOICI
l'	Da	LE
Empereur	Nc	EMPEREUR
.	Fs	.
Enfin	Rg	ENFIN
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
ma	Ds	MON
sur	Nc	SUR
!	Fs	!
la	Da	LE
chose	Nc	CHOSE
est	Vuc	ÊTRE
préparée	Ge	PRÉPARER
Pour	Nc	POUR
succéder	Vvn	SUCCÉDER
bientôt	Rg	BIENTÔT
comme	Cs	COMME
elle	Pp	IL
est	Vuc	ÊTRE
désirée	Ge	DÉSIRER
.	Fs	.
En	S	EN
cette	Dd	CE
occasion	Nc	OCCASION
rien	Pi	RIEN
ne	Rp	NE
nous	Pp	NOUS
peut	Vvc	POUVOIR
manquer	Vvn	MANQUER
,	Fw	,
Dans	Vvc	Dans
quatre	Nc	QUATRE
grands	Ag	GRAND
vaisseaux	Nc	VAISSEAU
j'	Pp	JE
ai	Vuc	AVOIR
tout	Rg	TOUT
fait	Ge	FAIRE
embarquer	Vvn	EMBARQUER
;	Fw	;
Et	Vvc	Et
le	Da	LE
Perse	Nc	PERSE
animé	Ge	ANIMER
,	Fw	,
le	Pp	IL
Russe	Vvc	Russe
et	Cc	ET
le	Pp	IL
Cosaque	Vvc	Cosaque
,	Fw	,
Qui	Vvc	Qui
vont	Vvc	ALLER
forcer	Vvn	FORCER
Byzance	Nc	Byzance
à	S	À
la	Da	LE
première	Ag	PREMIER
attaque	Nc	ATTAQUE
,	Fw	,
Et	Vvc	Et
donner	Vvn	DONNER
tout	Pi	TOUT
en	S	EN
proie	Nc	PROIE
à	S	À
leurs	Ds	LEUR
cruels	Ag	CRUEL
efforts	Nc	EFFORT
,	Fw	,
N'	Vvc	N'
auront	Vuc	AVOIR
pas	Rg	PAS
le	Da	LE
loisir	Nc	LOISIR
de	S	DE
piller	Vvn	PILLER
nos	Ds	NOTRE
trésors	Nc	TRÉSOR
;	Fw	;
Je	Vvc	Je
n'	Rp	NE
aurai	Vuc	AVOIR
pas	Rg	PAS
l'	Da	LE
ennui	Nc	ENNUI
de	S	DE
voir	Vvn	VOIR
réduire	Vvn	RÉDUIRE
en	S	EN
cendre	Nc	CENDRE
Cette	Nc	Cette
grande	Ag	GRAND
Cité	Vvc	Cité
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
puis	Vvc	POUVOIR
défendre	Vvn	DÉFENDRE
;	Fw	;
Ne	Vvc	Ne
trouvant	Ga	TROUVER
plus	Rg	PLUS
ici	Rg	ICI
que	Cs	QUE
ce	Dd	CE
Camp	Nc	CAMP
mutiné	Ge	MUTINER
,	Fw	,
Que	Vvc	Que
ces	Dd	CE
lâches	Ag	LÂCHE
soldats	Nc	SOLDAT
qui	Pr	QUI
m'	Pp	JE
ont	Vuc	AVOIR
abandonné	Ge	ABANDONNER
;	Fw	;
Qui	Vvc	Qui
ne	Rp	NE
gardent	Vvc	GARDER
plus	Rg	PLUS
d'	S	DE
ordre	Nc	ORDRE
et	Cc	ET
font	Vvc	FAIRE
assez	Rg	ASSEZ
comprendre	Vvn	COMPRENDRE
.	Fs	.
Que	Cs	QUE
de	S	DE
leur	Ds	LEUR
multitude	Nc	MULTITUDE
on	Pp	ON
ne	Rp	NE
doit	Vvc	DEVOIR
rien	Pi	RIEN
attendre	Vvn	ATTENDRE
:	Fw	:
Le	Da	LE
dessein	Nc	DESSEIN
de	S	DE
partir	Vvn	PARTIR
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
différer	Vvn	DIFFÉRER
.	Fs	.
Ne	Rp	NE
pouvant	Ga	POUVOIR
nous	Pp	NOUS
défendre	Vvn	DÉFENDRE
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
nous	Pp	NOUS
retirer	Vvn	RETIRER
.	Fs	.
Nous	Pp	NOUS
ne	Rp	NE
saurions	Vvc	SAURER|SAVOIR
attendre	Vvn	ATTENDRE
avec	S	AVEC
ces	Dd	CE
tristes	Ag	TRISTE
restes	Nc	RESTE
Qu'	Vvc	Qu'
une	Dn	UN
perte	Nc	PERTE
apparente	Ag	APPARENT
et	Cc	ET
des	Dn	UN
succès	Nc	SUCCÈS
funestes	Ag	FUNESTE
;	Fw	;
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
céder	Vvn	CÉDER
au	S+Da	À+LE
temps	Nc	TEMPS
,	Fw	,
à	S	À
l'	Da	LE
orage	Nc	ORAGE
obscurci	Ge	OBSCURCIR
.	Fs	.
Qui	Pt	QUI
ne	Rp	NE
nous	Pp	NOUS
permet	Vvc	PERMETTRE
plus	Rg	PLUS
de	S	DE
demeurer	Vvn	DEMEURER
ici	Rg	ICI
.	Fs	.
La	Da	LE
faiblesse	Nc	FAIBLESSE
est	Vuc	ÊTRE
trop	Rg	TROP
grande	Ag	GRAND
en	S	EN
ce	Dd	CE
bord	Nc	BORD
où	Pr	OÙ
nous	Pp	NOUS
sommes	Vuc	ÊTRE
.	Fs	.
Nous	Pp	NOUS
reviendrons	Vvc	REVENIR
un	Dn	UN
jour	Nc	JOUR
quand	Cs	QUAND
nous	Pp	NOUS
aurons	Vuc	AVOIR
des	Dn	UN
hommes	Nc	HOMME
,	Fw	,
Et	Vvc	Et
même	Rg	MÊME
il	Pp	IL
est	Vuc	ÊTRE
prédit	Ge	PRÉDIRE
dans	S	DANS
nos	Ds	NOTRE
sacrés	Nc	SACRÉ
écrits	Ge	ÉCRIRE
Qu'	Vvc	Qu'
enfin	Rg	ENFIN
nous	Pp	NOUS
reprendrons	Vvc	REPRENDRE
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
nous	Pp	NOUS
aura	Vuc	AVOIR
pris	Ge	PRENDRE
.	Fs	.
Seigneur	Nc	SEIGNEUR
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
fait	Vvc	FAIRE
craindre	Vvn	CRAINDRE
une	Dn	UN
telle	Ag	TEL
aventure	Nc	AVENTURE
?	Fs	?
Des	S+Da	DE+LE|DE+LES
soldats	Nc	SOLDAT
dont	Pr	DONT
le	Da	LE
luxe	Nc	LUXE
amollit	Vvc	AMOLLIR
la	Da	LE
nature	Nc	NATURE
,	Fw	,
Des	Vvc	Des
courages	Nc	COURAGE
faillis	Nc	FAILLI
qui	Pr	QUI
font	Vvc	FAIRE
de	S	DE
tous	Di	TOUT
côtés	Nc	CÔTÉ
Mourir	Vvn	MOURIR
la	Da	LE
discipline	Nc	DISCIPLINE
entre	S	ENTRE
les	Da	LE
voluptés	Nc	VOLUPTÉ
.	Fs	.
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
plus	Rg	PLUS
de	S	DE
soldats	Nc	SOLDAT
que	Cs	QUE
ce	Dd	CE
corps	Nc	CORPS
lâche	Ag	LÂCHE
et	Cc	ET
traître	Ag	TRAÎTRE
Amoureux	Nc	AMOUREUX
du	S+Da	DE+LE
repos	Nc	REPOS
,	Fw	,
ennemi	Nc	ENNEMI
de	S	DE
son	Ds	SON
maître	Nc	MAÎTRE
,	Fw	,
Sorti	Ge	SORTIR
de	S	DE
race	Nc	RACE
infâme	Ag	INFÂME
et	Cc	ET
de	S	DE
sang	Nc	SANG
de	S	DE
chrétien	Ag	CHRÉTIEN
,	Fw	,
Qu'	Vvc	Qu'
autrefois	Rg	AUTREFOIS
mes	Ds	MON
aïeux	Nc	AÏEUL
prirent	Vvc	PRENDRE
pour	S	POUR
leur	Ds	LEUR
soutien	Nc	SOUTIEN
;	Fw	;
Mais	Vvc	Mais
qui	Pr	QUI
reste	Vvc	RESTER
inutile	Ag	INUTILE
au	S+Da	À+LE
sort	Nc	SORT
qui	Pr	QUI
nous	Pp	NOUS
accable	Vvc	ACCABLER
.	Fs	.
Ces	Dd	CE
soldats	Nc	SOLDAT
sont	Vuc	ÊTRE
pourtant	Rg	POURTANT
un	Dn	UN
corps	Nc	CORPS
considérable	Ag	CONSIDÉRABLE
.	Fs	.
Quel	Dt	QUEL
fut	Vuc	ÊTRE
devant	S	DEVANT
Ouchin	Nc	Ouchin
ce	Dd	CE
courage	Nc	COURAGE
bouillant	Ag	BOUILLANT
,	Fw	,
Qui	Vvc	Qui
les	Pp	ILS
a	Vuc	AVOIR
fait	Ge	FAIRE
passer	Vvn	PASSER
pour	S	POUR
un	Dn	UN
corps	Nc	CORPS
si	Rg	SI
vaillant	Ag	VAILLANT
?	Fs	?
Le	Da	LE
Niester	Nc	Niester
tint	Vvc	TENIR
pour	S	POUR
faux	Ag	FAUX
tout	Pi	TOUT
ce	Pd	CE
qu'	Pr	QUE
on	Pp	ON
en	Pp	EN
raconte	Vvc	RACONTER
,	Fw	,
Il	Vvc	Il
rougit	Vvc	ROUGIR
de	S	DE
leur	Ds	LEUR
sang	Nc	SANG
bien	Rg	BIEN
moins	Rg	MOINS
que	Cs	QUE
de	S	DE
leur	Ds	LEUR
honte	Nc	HONTE
;	Fw	;
Les	Vvc	Les
lâches	Ag	LÂCHE
balançaient	Vvc	BALANCER
accompagnant	Ga	ACCOMPAGNER
mes	Ds	MON
pas	Nc	PAS
.	Fs	.
Ils	Pp	ILS
venaient	Vvc	VENIR
au	S+Da	À+LE
combat	Nc	COMBAT
et	Cc	ET
ne	Rp	NE
combattaient	Vvc	COMBATTRE
pas	Rg	PAS
,	Fw	,
Aux	Vvc	Aux
lieux	Nc	LIEU|LIEUX
où	Pr	OÙ
leur	Ds	LEUR
valeur	Nc	VALEUR
n'	Rp	NE
était	Vuc	ÊTRE
si	Rg	SI
nécessaire	Ag	NÉCESSAIRE
.	Fs	.
On	Pp	ON
trouvait	Vvc	TROUVER
un	Dn	UN
eunuque	Nc	EUNUQUE
au	S+Da	À+LE
lieu	Nc	LIEU
d'	S	DE
un	Dn	UN
janissaire	Nc	JANISSAIRE
:	Fw	:
Leur	Ds	LEUR
lâcheté	Nc	LÂCHETÉ
stupide	Ag	STUPIDE
en	S	EN
ce	Dd	CE
fameux	Ag	FAMEUX
abord	Nc	ABORD
Ne	Ag	Ne
donnait	Vvc	DONNER
pas	Rg	PAS
un	Dn	UN
coup	Nc	COUP
en	S	EN
recevant	Ga	RECEVOIR
la	Da	LE
mort	Nc	MORT
.	Fs	.
On	Pp	ON
les	Pp	ILS
