Clorinde	Vvc	Clorinde
Mais	Cc	MAIS
qu'	Cs	QUE
on	Pp	ON
souffre	Vvc	SOUFFRIR
aisément	Rg	AISÉMENT
cette	Dd	CE
punition	Nc	PUNITION
!	Fs	!
Bien	Rg	BIEN
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
t'	Pp	TU
épargner	Vvn	ÉPARGNER
;	Fw	;
ton	Ds	TON
respect	Nc	RESPECT
me	Pp	JE
surmonte	Vvc	SURMONTER
,	Fw	,
Ton	Vvc	Ton
silence	Nc	SILENCE
me	Pp	JE
plaît	Vvc	PLAIRE
qui	Pr	QUI
parle	Vvc	PARLER
par	S	PAR
ta	Ds	TON
honte	Nc	HONTE
,	Fw	,
Et	Vvc	Et
sans	S	SANS
plus	Rg	PLUS
te	Pp	TU
presser	Vvn	PRESSER
j'	Pp	JE
entends	Vvc	ENTENDRE
à	S	À
cette	Dd	CE
fois	Nc	FOI|FOIS
Pour	Vvc	Pour
avoir	Vun	AVOIR
trop	Rg	TROP
d'	S	DE
amour	Nc	AMOUR
que	Pr	QUE
tu	Pp	TU
n'	Rp	NE
as	Vuc	AVOIR
point	Rg	POINT
de	S	DE
voix	Nc	VOIX
.	Fs	.
Mauvais	Ag	MAUVAIS
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
feriez	Vvc	FAIRE|FERRER
folle	Ag	FOU
par	S	PAR
complaisance	Nc	COMPLAISANCE
.	Fs	.
Donne	Vvc	DONNER
ta	Ds	TON
modestie	Nc	MODESTIE
à	S	À
ma	Ds	MON
seule	Ag	SEUL
présence	Nc	PRÉSENCE
,	Fw	,
Devant	Ga	DEVOIR
moi	Pp	JE
fais	Vvc	FAIRE
la	Da	LE
froide	Ag	FROID
,	Fw	,
ajuste	Vvc	AJUSTER
un	Dn	UN
entretien	Nc	ENTRETIEN
Ou	Vvc	Ou
me	Pp	JE
faisant	Ga	FAIRE
honneur	Nc	HONNEUR
on	Pp	ON
connaisse	Vvc	CONNAÎTRE
le	Da	LE
tien	Ps	TIEN
,	Fw	,
Parle	Vvc	PARLER
peu	Rg	PEU
,	Fw	,
réponds	Vvc	RÉPONDRE
moins	Rg	MOINS
,	Fw	,
qu'	Cs	QUE
à	S	À
peine	Nc	PEINE
on	Pp	ON
me	Pp	JE
regarde	Vvc	REGARDER
:	Fw	:
Ailleurs	Rg	AILLEURS
,	Fw	,
contre	S	CONTRE
tes	Ds	TON
traits	Nc	TRAIT|TRAITS
qu'	Cs	QUE
un	Dn	UN
coeur	Nc	CUR
n'	Rp	NE
ait	Vuc	AVOIR
point	Rg	POINT
de	S	DE
garde	Nc	GARDE
,	Fw	,
Emploie	Vvc	EMPLOYER
un	Dn	UN
même	Ag	MÊME
esprit	Nc	ESPRIT
et	Cc	ET
discret	Ag	DISCRET
,	Fw	,
et	Cc	ET
charmant	Ga	CHARMER
,	Fw	,
À	Nc	À
me	Pp	JE
traiter	Vvn	TRAITER
en	Pp	EN
Frère	Vvc	Frère
,	Fw	,
Amédor	Nc	Amédor
en	S	EN
Amant	Ga	Amant
.	Fs	.
Pour	S	POUR
vous	Pp	VOUS
plaire	Vvn	PLAIRE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
donc	Rg	DONC
que	Cs	QUE
je	Pp	JE
me	Pp	JE
sacrifie	Vvc	SACRIFIER
.	Fs	.
Assez	Rg	ASSEZ
facilement	Rg	FACILEMENT
,	Fw	,
comme	Cs	COMME
je	Pp	JE
m'	Pp	JE
en	Pp	EN
défie	Vvc	DÉFIER
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
verrez	Vvc	VOIR
complaisante	Ga	COMPLAIRE
à	S	À
ce	Dd	CE
point	Nc	POINT
...	Fs	...
Peut-être	Vvc	Peut-être
d'	S	DE
accomplir	Vvn	ACCOMPLIR
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
point	Rg	POINT
.	Fs	.
D'	S	DE
accorder	Vvn	ACCORDER
à	S	À
vos	Ds	VOTRE
voeux	Nc	VU
ce	Pd	CE
qu'	Pr	QUE
aux	S+Da	À+LES
siens	Ps	SIEN
je	Pp	JE
refuse	Vvc	REFUSER
,	Fw	,
Et	Vvc	Et
vos	Ds	VOTRE
commandements	Nc	COMMANDEMENT
me	Pp	JE
serviront	Vvc	SERVIR
d'	S	DE
excuse	Nc	EXCUSE
:	Fw	:
Est	Vuc	ÊTRE
-ce	Vvc	-ce
peu	Rg	PEU
de	S	DE
faveur	Nc	FAVEUR
,	Fw	,
le	Pp	IL
souffrir	Vvn	SOUFFRIR
et	Cc	ET
le	Pp	IL
voir	Vvn	VOIR
?	Fs	?
Mes	Ds	MON
yeux	Nc	OEIL|YEUX
rechercheront	Vvc	RECHERCHER
des	Dn	UN
traits	Nc	TRAIT|TRAITS
dans	S	DANS
mon	Ds	MON
miroir	Nc	MIROIR
,	Fw	,
Dont	Vvc	Dont
l'	Da	LE
agréable	Ag	AGRÉABLE
effort	Nc	EFFORT
plein	Ag	PLEIN
de	S	DE
force	Nc	FORCE|FORCÉ
et	Cc	ET
de	S	DE
charmes	Nc	CHARME
Semblera	Vvc	SEMBLER
le	Pp	IL
combattre	Vvn	COMBATTRE
en	S	EN
lui	Pp	IL
rendant	Ga	RENDRE
les	Da	LE
armes	Nc	ARME|ARMÉ
;	Fw	;
Je	Vvc	Je
le	Pp	IL
dirai	Vvc	DIRE
mon	Ds	MON
coeur	Nc	CUR
,	Fw	,
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
mon	Ds	MON
désir	Nc	DÉSIR
,	Fw	,
Et	Vvc	Et
vivrai	Vvc	VIVRE
tellement	Rg	TELLEMENT
qu'	Cs	QUE
il	Pp	IL
mourra	Vvc	MOURIR
de	S	DE
plaisir	Nc	PLAISIR
.	Fs	.
Tout	Di	TOUT
doux	Ag	DOUX
,	Fw	,
au	S+Da	À+LE
premier	Ag	PREMIER
mot	Nc	MOT
tu	Pp	TU
vas	Vvc	ALLER
dans	S	DANS
l'	Da	LE
amourette	Nc	AMOURETTE
:	Fw	:
Mais	Cc	MAIS
quoi	Pt	QUE|QUOI
?	Fs	?
Pour	S	POUR
m'	Pp	JE
obliger	Vvn	OBLIGER
tu	Pp	TU
ferais	Vvc	FAIRE|FERRER
l'	Da	LE
indiscrète	Ag	INDISCRET
?	Fs	?
Ah	I	AH
!	Fs	!
Vraiment	Rg	VRAIMENT
c'	Pd	CE
est	Vuc	ÊTRE
montrer	Vvn	MONTRER
un	Dn	UN
excès	Nc	EXCÈS
d'	S	DE
amitié	Nc	AMITIÉ
,	Fw	,
Et	Vvc	Et
ton	Ds	TON
aveuglement	Nc	AVEUGLEMENT
me	Pp	JE
porte	Vvc	PORTER
à	S	À
la	Da	LE
pitié	Nc	PITIÉ
;	Fw	;
Tu	Vvc	Tu
prends	Vvc	PRENDRE
déjà	Rg	DÉJÀ
l'	Da	LE
amorce	Nc	AMORCE
,	Fw	,
et	Cc	ET
tu	Pp	TU
ressens	Vvc	RESSENTIR
l'	Da	LE
atteinte	Nc	ATTEINTE
,	Fw	,
Simple	Vvc	Simple
,	Fw	,
et	Cc	ET
tu	Pp	TU
ne	Rp	NE
vois	Vvc	ALLER|VOIR
pas	Rg	PAS
que	Cs	QUE
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
qu'	Rg	QUE
une	Dn	UN
feinte	Nc	FEINTE
,	Fw	,
Que	Vvc	Que
pour	S	POUR
faire	Vvn	FAIRE
l'	Da	LE
essai	Nc	ESSAI
de	S	DE
ta	Ds	TON
légèreté	Nc	LÉGÈRETÉ
J'	Ag	J'
ai	Vuc	AVOIR
donné	Ge	DONNER
ce	Dd	CE
combat	Nc	COMBAT
contre	S	CONTRE
ta	Ds	TON
fermeté	Nc	FERMETÉ
;	Fw	;
Ton	Vvc	Ton
humeur	Nc	HUMEUR
deviendrait	Vvc	DEVENIR
coupable	Ag	COUPABLE
d'	S	DE
innocente	Nc	INNOCENT
,	Fw	,
Je	Vvc	Je
t'	Pp	TU
aime	Vvc	AIMER
plus	Rg	PLUS
farouche	Ag	FAROUCHE
et	Cc	ET
moins	Rg	MOINS
obéissante	Ga	OBÉIR
:	Fw	:
Non	Rg	NON
non	Rg	NON
,	Fw	,
retranche	Vvc	RETRANCHER
un	Dn	UN
peu	Rg	PEU
de	S	DE
tout	Di	TOUT
ce	Dd	CE
beau	Ag	BEAU
dessein	Nc	DESSEIN
;	Fw	;
Crois	Vvc	CROIRE|CROÎTRE
-tu	Vvn	-tu
que	Cs	QUE
je	Pp	JE
te	Pp	TU
mette	Vvc	METTRE
un	Dn	UN
Amant	Nc	AMANT
dans	S	DANS
le	Da	LE
sein	Nc	SEIN
?	Fs	?
Que	Cs	QUE
j'	Pp	JE
assemble	Vvc	ASSEMBLER
vos	Ds	VOTRE
coeurs	Nc	CUR
,	Fw	,
et	Cc	ET
sa	Ds	SON
bouche	Nc	BOUCHE
à	S	À
la	Da	LE
tienne	Ps	TIEN
?	Fs	?
Ce	Pd	CE
qu'	Pr	QUE
un	Dn	UN
autre	Ag	AUTRE
eût	Vuc	AVOIR
puni	Ge	PUNIR
,	Fw	,
qu'	Cs	QUE
un	Dn	UN
Frère	Nc	Frère
le	Pp	IL
soutienne	Vvc	SOUTENIR
?	Fs	?
Qu'	Cs	QUE
étant	Ga	ÊTRE
de	S	DE
ta	Ds	TON
vertu	Nc	VERTU
moi-même	Pp	LUI-MÊME
suborneur	Nc	SUBORNEUR
,	Fw	,
J'	Vvc	J'
achète	Vvc	ACHETER
mes	Ds	MON
plaisirs	Nc	PLAISIR
au	S+Da	À+LE
prix	Nc	PRIX
de	S	DE
ton	Ds	TON
honneur	Nc	HONNEUR
?	Fs	?
À	Vvc	À
prendre	Vvn	PRENDRE
ainsi	Rg	AINSI
la	Da	LE
loi	Nc	LOI
que	Pr	QUE
j'	Pp	JE
ose	Vvc	OSER
te	Pp	TU
prescrire	Vvn	PRESCRIRE
,	Fw	,
Tu	Vvc	Tu
me	Pp	JE
ferais	Vvc	FAIRE|FERRER
rougir	Vvn	ROUGIR
où	Pr	OÙ
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
que	Rg	QUE
rire	Vvn	RIRE
.	Fs	.
Que	Cs	QUE
vous	Pp	VOUS
m'	Pp	JE
embarrassez	Vvc	EMBARRASSER
en	S	EN
d'	Dn	UN
inutiles	Ag	INUTILE
soins	Nc	SOIN
!	Fs	!
Que	Pt	QUE
demandez	Vvc	DEMANDER
-vous	Nc	-vous
donc	Rg	DONC
?	Fs	?
Que	Cs	QUE
tu	Pp	TU
me	Pp	JE
donnes	Vvc	DONNER
moins	Rg	MOINS
;	Fw	;
Que	Vvc	Que
flattant	Ga	FLATTER
Amédor	Nc	Amédor
d'	S	DE
une	Dn	UN
simple	Ag	SIMPLE
caresse	Nc	CARESSE
,	Fw	,
Tu	Vvc	Tu
ne	Rp	NE
prennes	Vvc	PRENDRE
de	S	DE
lui	Pp	IL
que	Cs	QUE
le	Da	LE
nom	Nc	NOM
de	S	DE
Maîtresse	Nc	Maîtresse
:	Fw	:
Afin	S	AFIN
qu'	Cs	QUE
en	S	EN
cet	Dd	CE
accès	Nc	ACCÈS
,	Fw	,
tous	Di	TOUT
ses	Ds	SON
esprits	Nc	ESPRIT|ESPRITS
contents	Ag	CONTENT
M'	Vvc	M'
en	Pp	EN
donnent	Vvc	DONNER
chez	S	CHEZ
Clytie	Nc	Clytie
,	Fw	,
où	Pr	OÙ
je	Pp	JE
passe	Vvc	PASSER
mon	Ds	MON
temps	Nc	TEMPS
.	Fs	.
Doncque	Rg	DONC
vous	Pp	VOUS
nous	Pp	NOUS
jouez	Vvc	JOUER
,	Fw	,
ainsi	Rg	AINSI
l'	Da	LE
une	Pi	UN
pour	S	POUR
l'	Da	LE
autre	Pi	AUTRE
;	Fw	;
Pour	Nc	POUR
aller	Vvn	ALLER
à	S	À
sa	Ds	SON
soeur	Nc	SUR
,	Fw	,
vous	Pp	VOUS
lui	Pp	IL
donnez	Vvc	DONNER
la	Da	LE
vôtre	As#Ps	VÔTRE
.	Fs	.
Du	S+Da	DE+LE
moins	Nc	MOINS
en	S	EN
apparence	Nc	APPARENCE
;	Fw	;
et	Cc	ET
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
ton	Ds	TON
coeur	Nc	CUR
,	Fw	,
Sans	Vvc	Sans
y	Pp	Y
mettre	Vvn	METTRE
du	S+Da	DE+LE
tien	Ps	TIEN
,	Fw	,
se	Pp	IL
rendra	Vvc	RENDRE
son	Ds	SON
vainqueur	Nc	VAINQUEUR
:	Fw	:
Ainsi	Rg	AINSI
,	Fw	,
par	S	PAR
une	Dn	UN
flamme	Nc	FLAMME
ingrate	Ag	INGRAT
et	Cc	ET
mensongère	Ag	MENSONGER
,	Fw	,
Je	Vvc	Je
rirai	Vvc	RALLER|RIRE
de	S	DE
la	Da	LE
Soeur	Nc	SUR
,	Fw	,
et	Cc	ET
tu	Pp	TU
riras	Vvc	RALLER|RIRE
du	S+Da	DE+LE
Frère	Nc	Frère
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
regardez	Vvc	REGARDER
en	S	EN
cela	Pd	CELA
que	Pr	QUE
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
Ce	Vvc	Ce
travail	Nc	TRAVAIL
est	Vuc	ÊTRE
fâcheux	Ag	FÂCHEUX
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
sera	Vuc	ÊTRE
bien	Rg	BIEN
doux	Ag	DOUX
;	Fw	;
Vous	Nc	Vous
demandez	Vvc	DEMANDER
de	S	DE
moi	Pp	JE
la	Da	LE
vertu	Nc	VERTU
par	S	PAR
le	Da	LE
vice	Nc	VICE
,	Fw	,
Que	Vvc	Que
je	Pp	JE
me	Pp	JE
tienne	Vvc	TENIR
droite	Ag	DROIT
au	S+Da	À+LE
fonds	Nc	FOND|FONDS
d'	S	DE
un	Dn	UN
précipice	Nc	PRÉCIPICE
;	Fw	;
Mais	Vvc	Mais
il	Pp	IL
est	Vuc	ÊTRE
difficile	Ag	DIFFICILE
autant	Rg	AUTANT
comme	S	COMME
ennuyeux	Ag	ENNUYEUX
D'	Nc	D'
avoir	Vun	AVOIR
un	Dn	UN
coeur	Nc	CUR
de	S	DE
glace	Nc	GLACE|GLACÉ
,	Fw	,
et	Cc	ET
le	Da	LE
feu	Nc	FEU
dans	S	DANS
les	Da	LE
yeux	Nc	OEIL|YEUX
.	Fs	.
Tu	Pp	TU
te	Pp	TU
moques	Vvc	MOQUER
,	Fw	,
ma	Ds	MON
Soeur	Nc	SUR
:	Fw	:
aujourd'hui	Rg	AUJOURD'HUI
c'	Pd	CE
est	Vuc	ÊTRE
l'	Da	LE
usage	Nc	USAGE
;	Fw	;
Le	Vvc	Le
coeur	Nc	CUR
plus	Rg	PLUS
froid	Ag	FROID
saura	Vvc	SAURER|SAVOIR
payer	Vvn	PAYER
d'	S	DE
un	Dn	UN
bon	Ag	BON
visage	Nc	VISAGE
;	Fw	;
Le	Vvc	Le
mensonge	Nc	MENSONGE
obligeant	Ga	OBLIGER
attire	Vvc	ATTIRER
notre	Ds	NOTRE
foi	Nc	FOI
:	Fw	:
Engage	Vvc	ENGAGER
tes	Ds	TON
appas	Nc	APPAS
,	Fw	,
et	Cc	ET
ne	Rp	NE
retiens	Vvc	RETENIR
que	Cs	QUE
toi	Pp	TU
;	Fw	;
Fais	Vvc	FAIRE
jouer	Vvn	JOUER
les	Da	LE
ressorts	Nc	RESSORT
des	S+Da	DE+LE|DE+LES
yeux	Nc	OEIL|YEUX
et	Cc	ET
de	S	DE
la	Da	LE
bouche	Nc	BOUCHE
,	Fw	,
Touche	Vvc	TOUCHER
un	Dn	UN
Dieu	Nc	DIEU
,	Fw	,
si	Cs	SI
tu	Pp	TU
peux	Vvc	POUVOIR
,	Fw	,
garde	Nc	GARDE
que	Cs	QUE
rien	Pi	RIEN
te	Pp	TU
touche	Vvc	TOUCHER
;	Fw	;
Parle	Vvc	PARLER
,	Fw	,
flatte	Vvc	FLATTER
,	Fw	,
promets	Vvc	PROMETTRE
,	Fw	,
et	Cc	ET
ne	Rp	NE
tiens	Vvc	TENIR
rien	Pi	RIEN
du	S+Da	DE+LE
tout	Pi	TOUT
;	Fw	;
C'	Vvc	C'
est	Vuc	ÊTRE
comme	Cs	COMME
on	Pp	ON
les	Pp	ILS
surprend	Vvc	SURPRENDRE
,	Fw	,
comme	Cs	COMME
on	Pp	ON
en	Pp	EN
vient	Vvc	VENIR
à	S	À
bout	Nc	BOUT
:	Fw	:
Rire	Vvn	RIRE
,	Fw	,
tromper	Vvn	TROMPER
un	Dn	UN
homme	Nc	HOMME
,	Fw	,
est-il	Ag	est-il
plus	Rg	PLUS
douce	Ag	DOUX
peine	Nc	PEINE
?	Fs	?
Amédor	Nc	Amédor
paraît	Vvc	PARAÎTRE
.	Fs	.
Mis	Ge	METTRE
en	S	EN
voici	S	VOICI
l'	Da	LE
objet	Nc	OBJET
,	Fw	,
que	Cs	QUE
le	Da	LE
hasard	Nc	HASARD
t'	Pp	TU
amène	Vvc	AMENER
:	Fw	:
Courage	Nc	COURAGE
,	Fw	,
tu	Pp	TU
palis	Vvc	PÂLIR
;	Fw	;
je	Pp	JE
vois	Vvc	ALLER|VOIR
tes	Ds	TON
sens	Nc	SENS
blessés	Ge	BLESSER
;	Fw	;
Mors	Nc	MORS|MORT
ta	Ds	TON
lèvre	Nc	LÈVRE
et	Cc	ET
tes	Ds	TON
gants	Nc	GANT|GANTS
;	Fw	;
tiens	Vvc	TENIR
les	Da	LE
yeux	Nc	OEIL|YEUX
abaissés	Ge	ABAISSER
;	Fw	;
Ce	Vvc	Ce
vermillon	Nc	VERMILLON
mêlé	Ge	MÊLER
rend	Vvc	RENDRE
ta	Ds	TON
blancheur	Nc	BLANCHEUR
plus	Rg	PLUS
vive	Ag	VIF
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
mon	Ds	MON
front	Nc	FRONT
rougit	Vvc	ROUGIR
qu'	Cs	QUE
on	Pp	ON
me	Pp	JE
traite	Vvc	TRAITER
en	S	EN
captive	Nc	CAPTIF
.	Fs	.
Serait	Vuc	ÊTRE
-ce	Vvc	-ce
pour	S	POUR
me	Pp	JE
voir	Vvn	VOIR
qu'	Cs	QUE
Amédor	Nc	Amédor
vient	Vvc	VENIR
ici	Rg	ICI
?	Fs	?
Je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
,	Fw	,
pour	S	POUR
l'	Pp	IL
obliger	Vvn	OBLIGER
,	Fw	,
qu'	Cs	QUE
à	S	À
dire	Vvn	DIRE
,	Fw	,
(	Fw	(
la	Da	LE
voici	I	VOICI
:	Fw	:
)	Fw	)
En	Vvc	En
lui	Pp	IL
présentant	Ga	PRÉSENTER
sa	Ds	SON
Soeur	Nc	SUR
Clorinde	Vvc	Clorinde
.	Fs	.
Ah	I	AH
!	Fs	!
Que	Cs	QUE
vous	Pp	VOUS
m'	Pp	JE
en	Pp	EN
voulez	Vvc	VOULOIR
bien	Rg	BIEN
moins	Rg	MOINS
qu'	Cs	QUE
à	S	À
cette	Dd	CE
Belle	Nc	BEAU
!	Fs	!
Vous	Pp	VOUS
ne	Rp	NE
venez	Vvc	VENIR
çà	Nc	çà
moi	Pp	JE
,	Fw	,
qu'	Cs	QUE
afin	S	AFIN
d'	S	DE
être	Vun	ÊTRE
avec	S	AVEC
elle	Pp	IL
;	Fw	;
Même	Vvc	Même
votre	Ds	VOTRE
oeil	Nc	IL
me	Pp	JE
dit	Vvc	DIRE
,	Fw	,
en	S	EN
cherchant	Ga	CHERCHER
ses	Ds	SON
appas	Nc	APPAS
,	Fw	,
Que	Vvc	Que
celui	Pd	CELUI
qui	Pr	QUI
me	Pp	JE
rit	Vvc	RIRE
ne	Rp	NE
m'	Pp	JE
y	Pp	Y
demande	Vvc	DEMANDER
pas	Rg	PAS
.	Fs	.
Non	Rg	NON
plus	Rg	PLUS
que	Cs	QUE
votre	Ds	VOTRE
coeur	Nc	CUR
m'	Pp	JE
appelle	Vvc	APPELER
vers	S	VERS
Clytie	Nc	Clytie
,	Fw	,
Lorsque	Vvc	Lorsque
vous	Pp	VOUS
y	Pp	Y
dressez	Vvc	DRESSER
sans	S	SANS
moi	Pp	JE
quelque	Di	QUELQUE
partie	Nc	PARTIE
.	Fs	.
J'	Pp	JE
en	Pp	EN
dresse	Vvc	DRESSER
une	Pi	UN
en	S	EN
effet	Nc	EFFET
que	Pr	QUE
tu	Pp	TU
ne	Rp	NE
peux	Vvc	POUVOIR
savoir	Vvn	SAVOIR
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
pourquoi	Cs	POURQUOI
je	Pp	JE
vous	Pp	VOUS
laisse	Vvc	LAISSER
,	Fw	,
et	Cc	ET
je	Pp	JE
m'	Pp	JE
en	Pp	EN
vais	Vvc	ALLER
la	Pp	IL
voir	Vvn	VOIR
.	Fs	.
Traitez	Vvc	TRAITER
humainement	Rg	HUMAINEMENT
ma	Ds	MON
Soeur	Nc	SUR
,	Fw	,
à	S	À
la	Da	LE
pareille	Nc	PAREIL|PAREILLE
.	Fs	.
Puis	Cs	PUIS
s'	Pp	SE
arrêtant	Ga	ARRÊTER
sur	S	SUR
le	Da	LE
bord	Nc	BORD
du	S+Da	DE+LE
Théâtre	Nc	Théâtre
et	Cc	ET
prêt	Ag	PRÊT
à	S	À
s'	Pp	SE
en	S	EN
aller	Vvn	ALLER
.	Fs	.
N'	Rp	NE
épargnez	Vvc	ÉPARGNER
pas	Rg	PAS
la	Da	LE
mienne	Ps	MIEN
,	Fw	,
et	Cc	ET
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
conseille	Vvc	CONSEILLER
.	Fs	.
Toutefois	Rg	TOUTEFOIS
elle	Pp	IL
est	Vuc	ÊTRE
simple	Ag	SIMPLE
,	Fw	,
et	Cc	ET
lui	Pp	IL
si	Rg	SI
glorieux	Ag	GLORIEUX
,	Fw	,
Que	Vvc	Que
je	Pp	JE
crains	Vvc	CRAINDRE
qu'	Cs	QUE
un	Dn	UN
éclat	Nc	ÉCLAT
lui	Pp	IL
donne	Vvc	DONNER
dans	S	DANS
les	Da	LE
yeux	Nc	OEIL|YEUX
:	Fw	:
Ces	Dd	CE
beaux	Ag	BEAU
mignons	Nc	MIGNON
frisés	Vvc	FRIRE
,	Fw	,
avecque	Vvc	avecque
leurs	Ds	LEUR
moustaches	Nc	MOUSTACHE
Échauffent	Vvc	Échauffent
plus	Rg	PLUS
le	Da	LE
sang	Nc	SANG
que	Pr	QUE
ne	Rp	NE
font	Vvc	FAIRE
les	Da	LE
pistaches	Nc	PISTACHE
;	Fw	;
La	Vvc	La
cadenette	Nc	CADENETTE
,	Fw	,
l'	Da	LE
or	Nc	OR
,	Fw	,
la	Da	LE
plume	Nc	PLUME
,	Fw	,
et	Cc	ET
les	Da	LE
brillants	Nc	BRILLANT
Leur	Ag	LEUR
donnent	Vvc	DONNER
ces	Dd	CE
faux	Ag	FAUX
noms	Nc	NOM
de	S	DE
beaux	Ag	BEAU
et	Cc	ET
de	S	DE
vaillants	Ag	VAILLANT
;	Fw	;
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
par	S	PAR
où	Pr	OÙ
une	Dn	UN
fille	Nc	FILLE
s'	Pp	SE
engage	Vvc	ENGAGER
,	Fw	,
Qui	Vvc	Qui
juge	Nc	JUGE
sottement	Rg	SOTTEMENT
de	S	DE
l'	Da	LE
oiseau	Nc	OISEAU
par	S	PAR
la	Da	LE
cage	Nc	CAGE
.	Fs	.
Que	Cs	QUE
de	S	DE
cérémonie	Nc	CÉRÉMONIE
,	Fw	,
et	Cc	ET
de	S	DE
sourds	Ag	SOURD
compliments	Nc	COMPLIMENT
!	Fs	!
Voyons	Vvc	VOIR
-les	Vvn	-les
,	Fw	,
écoutons	Vvc	ÉCOUTER
leurs	Ds	LEUR
discours	Nc	DISCOURS
de	S	DE
Romans	Nc	ROMAN
.	Fs	.
Accordez	Vvc	ACCORDER
à	S	À
mes	Ds	MON
voeux	Nc	VU
cette	Dd	CE
faveur	Nc	FAVEUR
entière	Ag	ENTIER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
vous	Pp	VOUS
prendrez	Vvc	PRENDRE
le	Da	LE
siège	Nc	SIÈGE
la	Da	LE
première	Nc	PREMIER|PREMIÈRE
.	Fs	.
Si	Cs	SI
je	Pp	JE
fais	Vvc	FAIRE
cette	Dd	CE
faute	Nc	FAUTE
,	Fw	,
et	Cc	ET
dans	S	DANS
votre	Ds	VOTRE
maison	Nc	MAISON
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
obéir	Vvn	OBÉIR
plutôt	Rg	PLUTÔT
que	Cs	QUE
par	S	PAR
raison	Nc	RAISON
.	Fs	.
