Pendant	S	PENDANT
vous	Pp	VOUS
avez	Vuc	AVOIR
encor	Nc	encor
tout	Rg	TOUT
à	S	À
craindre	Vvn	CRAINDRE
.	Fs	.
Comment	Rt	COMMENT
?	Fs	?
Tout	Pi	TOUT
à	S	À
craindre	Vvn	CRAINDRE
,	Fw	,
dis	Vvc	DIRE
-tu	Vvn	-tu
.	Fs	.
?	Fs	?
Bon	Ag	BON
!	Fs	!
Vous	Pp	VOUS
voilà	S	VOILÀ
fixée	Ge	FIXER
:	Fw	:
Par	S	PAR
la	Da	LE
crainte	Nc	CRAINTE
d'abord	Nc	d'abord
votre	Ds	VOTRE
ardeur	Nc	ARDEUR
s'	Pp	SE
est	Vuc	ÊTRE
glacée	Ge	GLACER
.	Fs	.
J'	Pp	JE
admire	Vvc	ADMIRER
la	Da	LE
jeunesse	Nc	JEUNESSE
,	Fw	,
et	Cc	ET
sa	Ds	SON
vivacité	Nc	VIVACITÉ
!	Fs	!
Passant	Ga	PASSER
toujours	Rg	TOUJOURS
de	S	DE
l'	Da	LE
une	Pi	UN
à	S	À
l'	Da	LE
autre	Ag	AUTRE
extrémité	Nc	EXTRÉMITÉ
,	Fw	,
De	Vvc	De
l'	Da	LE
excessive	Ag	EXCESSIF
crainte	Nc	CRAINTE
à	S	À
l'	Da	LE
espérance	Nc	ESPÉRANCE
folle	Ag	FOU
;	Fw	;
Parlant	Ga	PARLER
,	Fw	,
parlant	Ga	PARLER
,	Fw	,
parlant	Ga	PARLER
,	Fw	,
puis	Cs	PUIS
perdant	Ga	PERDRE
la	Da	LE
parole	Nc	PAROLE
;	Fw	;
Courant	Ga	COURIR
,	Fw	,
courant	Nc	COURANT
,	Fw	,
courant	Nc	COURANT
,	Fw	,
puis	Cs	PUIS
s'	Pp	SE
arrêtant	Ga	ARRÊTER
tout	Di	TOUT
court	Ag	COURT
;	Fw	;
En	Vvc	En
un	Dn	UN
seul	Ag	SEUL
jour	Nc	JOUR
aimant	Ga	AIMER
,	Fw	,
et	Cc	ET
perdant	Ga	PERDRE
son	Ds	SON
amour	Nc	AMOUR
,	Fw	,
Pour	Nc	POUR
un	Dn	UN
amour	Nc	AMOUR
nouveau	Ag	NOUVEAU
le	Pp	IL
retrouvant	Ga	RETROUVER
ensuite	Rg	ENSUITE
;	Fw	;
Voulant	Ga	VOULOIR
,	Fw	,
ne	Rp	NE
voulant	Ga	VOULOIR
plus	Rg	PLUS
,	Fw	,
sans	S	SANS
règle	Nc	RÈGLE
,	Fw	,
sans	S	SANS
conduite	Nc	CONDUITE
,	Fw	,
Sans	Vvc	Sans
arrêt	Nc	ARRÊT
,	Fw	,
sans	S	SANS
raison	Nc	RAISON
,	Fw	,
que	Cs	QUE
de	S	DE
défauts	Nc	DÉFAUT
elle	Pp	IL
a	Vuc	AVOIR
Cette	Ag	Cette
jeunesse	Nc	JEUNESSE
!	Fs	!
On	Pp	ON
l'	Pp	IL
aime	Vvc	AIMER
avec	S	AVEC
ces	Dd	CE
défauts	Nc	DÉFAUT
-là	Vvc	-là
.	Fs	.
Tout	Pi	TOUT
à	S	À
craindre	Vvn	CRAINDRE
,	Fw	,
dis	Vvc	DIRE
-tu	Vvn	-tu
?	Fs	?
Je	Pp	JE
rêve	Vvc	RÊVER
,	Fw	,
j'	Pp	JE
examine	Vvc	EXAMINER
.	Fs	.
Sur	S	SUR
ce	Pd	CE
que	Pr	QUE
nous	Pp	NOUS
voyons	Vvc	VOIR
,	Fw	,
que	Pr	QUE
crains	Vvc	CRAINDRE
-tu	Vvn	-tu
donc	Rg	DONC
,	Fw	,
Nérine	Vvc	Nérine
?	Fs	?
Tout	Rg	TOUT
me	Pp	JE
réussit	Vvc	RÉUSSIR
mieux	Rg	MIEUX
qu'	Cs	QUE
on	Pp	ON
eût	Vuc	AVOIR
pu	Ge	POUVOIR
désirer	Vvn	DÉSIRER
,	Fw	,
Du	Vvc	Du
couvent	Nc	COUVENT
tout	Rg	TOUT
exprès	Rg	EXPRÈS
on	Pp	ON
vient	Vvc	VENIR
de	S	DE
me	Pp	JE
tirer	Vvn	TIRER
,	Fw	,
À	Nc	À
m'	Pp	JE
établir	Vvn	ÉTABLIR
mon	Ds	MON
oncle	Nc	ONCLE
écrit	Vvc	ÉCRIRE
qu'	Cs	QUE
il	Pp	IL
se	Pp	IL
dispose	Vvc	DISPOSER
,	Fw	,
Et	Vvc	Et
ma	Ds	MON
tante	Nc	TANTE
,	Fw	,
dit	Vvc	DIRE
-on	Nc	-on
,	Fw	,
a	Vuc	AVOIR
promis	Ge	PROMETTRE
même	Ag	MÊME
chose	Nc	CHOSE
.	Fs	.
Elle	Pp	IL
vient	Vvc	VENIR
de	S	DE
Rouen	Nc	Rouen
,	Fw	,
mon	Ds	MON
oncle	Nc	ONCLE
de	S	DE
Lyon	Nc	Lyon
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
se	Pp	IL
réunir	Vvn	RÉUNIR
,	Fw	,
et	Cc	ET
leur	Ds	LEUR
désunion	Nc	DÉSUNION
À	Nc	À
mon	Ds	MON
bonheur	Nc	BONHEUR
,	Fw	,
Nérine	Vvc	Nérine
,	Fw	,
était	Vuc	ÊTRE
le	Da	LE
seul	Ag	SEUL
obstacle	Nc	OBSTACLE
,	Fw	,
Tu	Vvc	Tu
me	Pp	JE
l'	Pp	IL
as	Vuc	AVOIR
dit	Ge	DIRE
toi	Pp	TU
-même	Vvc	-même
.	Fs	.
Oui	Rg	OUI
.	Fs	.
Mais	Cc	MAIS
suis	Vuc	ÊTRE
-je	Ge	-je
un	Dn	UN
oracle	Nc	ORACLE
?	Fs	?
Nérine	Vvc	Nérine
,	Fw	,
ton	Ds	TON
défaut	Nc	DÉFAUT
est	Vuc	ÊTRE
de	S	DE
toujours	Rg	TOUJOURS
douter	Vvn	DOUTER
.	Fs	.
Jeune	Ag	JEUNE
amante	Nc	AMANT
,	Fw	,
le	Da	LE
vôtre	As#Ps	VÔTRE
est	Vuc	ÊTRE
de	S	DE
trop	Rg	TROP
vous	Pp	VOUS
flatter	Vvn	FLATTER
.	Fs	.
Nous	Pp	NOUS
verrons	Vvc	VOIR
;	Fw	;
mais	Cc	MAIS
enfin	Rg	ENFIN
pour	S	POUR
ma	Ds	MON
dot	Nc	DOT
ils	Pp	ILS
me	Pp	JE
cèdent	Vvc	CÉDER
Leur	Ag	LEUR
terre	Nc	TERRE
près	Rg	PRÈS
du	S+Da	DE+LE
Mans	Nc	Mans
pour	S	POUR
laquelle	Pr	LEQUEL
ils	Pp	ILS
se	Pp	IL
plaident	Vvc	PLAIDER
,	Fw	,
Qui	Vvc	Qui
fit	Vvc	FAIRE
naître	Vvn	NAÎTRE
leur	Ds	LEUR
haine	Nc	HAINE
.	Fs	.
Oh	I	OH
!	Fs	!
C'	Pd	CE
est	Vuc	ÊTRE
la	Da	LE
question	Nc	QUESTION
.	Fs	.
Si	Cs	SI
le	Da	LE
procès	Nc	PROCÈS
causa	Vvc	CAUSER
leur	Ds	LEUR
vieille	Ag	VIEUX
aversion	Nc	AVERSION
,	Fw	,
Les	Vvc	Les
frères	Ag	FRÈRE
sans	S	SANS
plaider	Vvn	PLAIDER
quelquefois	Rg	QUELQUEFOIS
se	Pp	IL
haïssent	Vvc	HAÏR
;	Fw	;
Par	Nc	PAR
les	Da	LE
procès	Nc	PROCÈS
aussi	Rg	AUSSI
quelques	Di	QUELQUE
frères	Nc	FRÈRE
s'	Pp	SE
aigrissent	Vvc	AIGRIR
.	Fs	.
Procès	Vvc	Procès
engendre	Vvc	ENGENDRER
haine	Nc	HAINE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
;	Fw	;
cependant	Rg	CEPENDANT
Nul	Ag	NUL
Généalogiste	Nc	Généalogiste
encor	Nc	encor
jusqu'	S	JUSQUE
à	S	À
présent	Ag	PRÉSENT
N'	Nc	N'
a	Vuc	AVOIR
pu	Ge	POUVOIR
nous	Pp	NOUS
bien	Rg	BIEN
prouver	Vvn	PROUVER
,	Fw	,
si	Cs	SI
là-bas	Rg	LÀ-BAS
vers	S	VERS
le	Da	LE
Maine	Nc	Maine
Autrefois	Vvc	Autrefois
le	Da	LE
procès	Nc	PROCÈS
fut	Vuc	ÊTRE
père	Nc	PÈRE
de	S	DE
la	Da	LE
haine	Nc	HAINE
,	Fw	,
Ou	Vvc	Ou
si	Cs	SI
la	Da	LE
haine	Nc	HAINE
y	Pp	Y
fut	Vuc	ÊTRE
la	Da	LE
mère	Nc	MÈRE
du	S+Da	DE+LE
procès	Nc	PROCÈS
.	Fs	.
Tout	Di	TOUT
cela	Pd	CELA
va	Vvc	ALLER
finir	Vvn	FINIR
,	Fw	,
j'	Pp	JE
attends	Vvc	ATTENDRE
un	Dn	UN
bon	Ag	BON
succès	Nc	SUCCÈS
,	Fw	,
Pyrante	Ga	Pyrante
est	Vuc	ÊTRE
leur	Ds	LEUR
arbitre	Nc	ARBITRE
,	Fw	,
il	Pp	IL
les	Pp	ILS
réconcilie	Vvc	RÉCONCILIER
.	Fs	.
Comment	Pt	COMMENT
peut	Vvc	POUVOIR
-on	Nc	-on
haïr	Vvn	HAÏR
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Quelle	Dt	QUEL
folie	Nc	FOLIE
De	Vvc	De
se	Pp	IL
remplir	Vvn	REMPLIR
le	Da	LE
coeur	Nc	CUR
de	S	DE
fiel	Nc	FIEL
et	Cc	ET
de	S	DE
venin	Nc	VENIN
!	Fs	!
Il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
naturel	Ag	NATUREL
de	S	DE
haïr	Vvn	HAÏR
.	Fs	.
Car	Cc	CAR
enfin	Rg	ENFIN
,	Fw	,
On	Vvc	On
se	Pp	IL
fait	Vvc	FAIRE
plus	Rg	PLUS
de	S	DE
mal	Rg	MAL
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
en	Pp	EN
fait	Vvc	FAIRE
aux	S+Da	À+LES
autres	Pi	AUTRE
.	Fs	.
Des	S+Da	DE+LE|DE+LES
parents	Nc	PARENT
se	Pp	IL
haïr	Vvn	HAÏR
!	Fs	!
Pour	S	POUR
revenir	Vvn	REVENIR
aux	S+Da	À+LES
nôtres	As#Ps	NÔTRE
,	Fw	,
Ils	Vvc	Ils
ne	Rp	NE
se	Pp	IL
sont	Vuc	ÊTRE
point	Rg	POINT
vus	Ge	VOIR
depuis	S	DEPUIS
quatre	Nc	QUATRE
ou	Cc	OU
cinq	Nc	CINQ
ans	Nc	AN
,	Fw	,
Leur	Vvc	Leur
haine	Nc	HAINE
est	Vuc	ÊTRE
éteinte	Ge	ÉTEINDRE
.	Fs	.
Oh	I	OH
!	Fs	!
Je	Pp	JE
croirais	Vvc	CROIRE
bien	Rg	BIEN
,	Fw	,
qu'	Cs	QUE
absents	Ag	ABSENT
Ils	Nc	Ils
ne	Rp	NE
se	Pp	IL
sont	Vuc	ÊTRE
haïs	Ge	HAÏR
que	Cs	QUE
par	S	PAR
réminiscence	Nc	RÉMINISCENCE
;	Fw	;
Mais	Vvc	Mais
leur	Ds	LEUR
fiel	Nc	FIEL
s'	Pp	SE
aigrira	Vvc	AIGRIR
bientôt	Rg	BIENTÔT
par	S	PAR
la	Da	LE
présence	Nc	PRÉSENCE
:	Fw	:
Outre	Rg	OUTRE
qu'	Cs	QUE
ils	Pp	ILS
sont	Vuc	ÊTRE
tous	Di	TOUT
deux	Nc	DEUX
péris	Vvc	PÉRIR
de	S	DE
pur	Ag	PUR
levain	Nc	LEVAIN
,	Fw	,
Qu'	Vvc	Qu'
ils	Pp	ILS
ont	Vuc	AVOIR
l'	Da	LE
art	Nc	ART
de	S	DE
donner	Vvn	DONNER
à	S	À
tout	Di	TOUT
un	Dn	UN
tour	Nc	TOUR
malin	Ag	MALIN
.	Fs	.
Esprits	Nc	ESPRIT|ESPRITS
très	Rg	TRÈS
discordants	Ag	DISCORDANT
,	Fw	,
humeurs	Nc	HUMEUR
mal	Rg	MAL
assorties	Ge	ASSORTIR
Nature	Nc	NATURE
a	Vuc	AVOIR
mis	Ge	METTRE
en	S	EN
eux	Pp	EUX
de	S	DE
ces	Dd	CE
antipathies	Nc	ANTIPATHIE
Qu'	Vvc	Qu'
on	Pp	ON
voit	Vvc	VOIR
en	S	EN
quelques-uns	Pi	QUELQU'UN
pour	S	POUR
les	Da	LE
chats	Nc	CHAT
,	Fw	,
les	Da	LE
souris	Nc	SOURIS
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
les	Da	LE
femmes	Nc	FEMME
ont	Vuc	AVOIR
souvent	Rg	SOUVENT
pour	S	POUR
leurs	Ds	LEUR
maris	Nc	MARI
.	Fs	.
Ah	I	AH
!	Fs	!
Nérine	Vvc	Nérine
,	Fw	,
vois	Vvc	ALLER|VOIR
-tu	Vvn	-tu
là-bas	Rg	LÀ-BAS
dans	S	DANS
ce	Dd	CE
passage	Nc	PASSAGE
...	Fs	...
Qui	Vvc	Qui
voyez	Vvc	VOIR
-vous	Nc	-vous
?	Fs	?
Ha	Rg	HA
,	Fw	,
ha	Rg	HA
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
votre	Ds	VOTRE
amant	Nc	AMANT
,	Fw	,
je	Pp	JE
gage	Vvc	GAGER
;	Fw	;
Oui	Vvc	Oui
,	Fw	,
sans	S	SANS
le	Pp	IL
regarder	Vvn	REGARDER
,	Fw	,
ma	Ds	MON
foi	Nc	FOI
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
le	Pp	IL
voir	Vvn	VOIR
;	Fw	;
Je	Vvc	Je
le	Pp	IL
vois	Vvc	ALLER|VOIR
dans	S	DANS
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
,	Fw	,
comme	Cs	COMME
dans	S	DANS
un	Dn	UN
miroir	Nc	MIROIR
.	Fs	.
Avant	S	AVANT
qu'	Cs	QUE
il	Pp	IL
m'	Pp	JE
ait	Vuc	AVOIR
parlé	Ge	PARLER
,	Fw	,
conseille	Vvc	CONSEILLER
-moi	Vvc	-moi
,	Fw	,
Nérine	Vvc	Nérine
;	Fw	;
Comme	Vvc	Comme
il	Pp	IL
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
bien	Rg	BIEN
sûr	Ag	SÛR
que	Cs	QUE
l'	Pp	IL
on	Pp	ON
me	Pp	JE
le	Pp	IL
destine	Vvc	DESTINER
,	Fw	,
Je	Vvc	Je
devrais	Vvc	DEVOIR
lui	Pp	IL
cacher	Vvn	CACHER
encor	Nc	encor
mes	Ds	MON
sentiments	Nc	SENTIMENT
!	Fs	!
Il	Pp	IL
est	Vuc	ÊTRE
bien	Rg	BIEN
temps	Nc	TEMPS
d'	S	DE
avoir	Vun	AVOIR
de	Dn	UN
tels	Ag	TEL
ménagements	Nc	MÉNAGEMENT
!	Fs	!
Croyez	Vvc	CROIRE
-vous	Nc	-vous
qu'	Pr	QUE
il	Pp	IL
ignore	Vvc	IGNORER
encor	Nc	encor
votre	Ds	VOTRE
tendresse	Nc	TENDRESSE
?	Fs	?
Qui	Pr	QUI
l'	Pp	IL
en	Pp	EN
aurait	Vuc	AVOIR
instruit	Ge	INSTRUIRE
?	Fs	?
Quelque	Di	QUELQUE
trait	Nc	TRAIT
de	S	DE
jeunesse	Nc	JEUNESSE
.	Fs	.
Comme	Cs	COMME
on	Pp	ON
a	Vuc	AVOIR
de	S	DE
l'	Da	LE
amour	Nc	AMOUR
souvent	Rg	SOUVENT
sans	S	SANS
le	Pp	IL
savoir	Vvn	SAVOIR
,	Fw	,
On	Vvc	On
le	Pp	IL
déclare	Vvc	DÉCLARER
aussi	Rg	AUSSI
souvent	Rg	SOUVENT
sans	S	SANS
le	Da	LE
vouloir	Nc	VOULOIR
.	Fs	.
Que	Pt	QUE
vois	Vvc	ALLER|VOIR
-je	Nc	-je
!	Fs	!
Quel	Dt	QUEL
bonheur	Nc	BONHEUR
!	Fs	!
L'	Da	LE
agréable	Ag	AGRÉABLE
surprise	Nc	SURPRISE
!	Fs	!
Belle	Ag	BEAU
Angélique	Nc	Angélique
,	Fw	,
quoi	Pr	QUE|QUOI
,	Fw	,
vous	Pp	VOUS
voir	Vvn	VOIR
chez	S	CHEZ
la	Da	LE
Marquise	Nc	MARQUIS|MARQUISE
!	Fs	!
Vous	Pp	VOUS
voir	Vvn	VOIR
hors	S	HORS
du	S+Da	DE+LE
Couvent	Nc	COUVENT
,	Fw	,
malgré	S	MALGRÉ
sa	Ds	SON
dureté	Nc	DURETÉ
,	Fw	,
Le	Vvc	Le
jour	Nc	JOUR
du	S+Da	DE+LE
rendez-vous	Nc	RENDEZ-VOUS
pour	S	POUR
l'	Da	LE
accord	Nc	ACCORD
arrêté	Ge	ARRÊTER
!	Fs	!
Votre	Ds	VOTRE
oncle	Nc	ONCLE
et	Cc	ET
votre	Ds	VOTRE
tante	Nc	TANTE
apparemment	Rg	APPAREMMENT
conviennent	Vvc	CONVENIR
De	Vvc	De
vous	Pp	VOUS
rendre	Vvn	RENDRE
aujourd'hui	Rg	AUJOURD'HUI
tous	Di	TOUT
vos	Ds	VOTRE
biens	Nc	BIEN
qu'	Pr	QUE
ils	Pp	ILS
retiennent	Vvc	RETENIR
?	Fs	?
Depuis	S	DEPUIS
quatre	Nc	QUATRE
jours	Nc	JOUR|JOURS
,	Fw	,
moi	Pp	JE
,	Fw	,
m'	Pp	JE
étant	Ga	ÊTRE
ici	Rg	ICI
logé	Ge	LOGER
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
si	Rg	SI
bien	Rg	BIEN
,	Fw	,
sans	S	SANS
m'	Pp	JE
ouvrir	Vvn	OUVRIR
,	Fw	,
prévenu	Ge	PRÉVENIR
,	Fw	,
ménagé	Ge	MÉNAGER
L'	Vvc	L'
esprit	Nc	ESPRIT
e	Vvc	e
votre	Ds	VOTRE
tante	Nc	TANTE
,	Fw	,
en	S	EN
faisant	Ga	FAIRE
connaissance	Nc	CONNAISSANCE
,	Fw	,
Qu'	Vvc	Qu'
elle	Pp	IL
doit	Vvc	DEVOIR
aujourd'hui	Rg	AUJOURD'HUI
me	Pp	JE
faire	Vvn	FAIRE
confidence	Nc	CONFIDENCE
D'	Nc	D'
un	Dn	UN
grand	Ag	GRAND
secret	Nc	SECRET
;	Fw	;
dit-elle	Vvc	dit-elle
,	Fw	,
et	Cc	ET
je	Pp	JE
me	Pp	JE
suis	Vuc	ÊTRE
flatté	Ge	FLATTER
,	Fw	,
Que	Vvc	Que
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
désire	Vvc	DÉSIRER
,	Fw	,
elle	Pp	IL
l'	Pp	IL
a	Vuc	AVOIR
projeté	Ge	PROJETER
.	Fs	.
Elle	Pp	IL
me	Pp	JE
fit	Vvc	FAIRE
hier	Rg	HIER
cent	Nc	CENT
offres	Nc	OFFRE
gracieuses	Ag	GRACIEUX
Qui	Vvc	Qui
,	Fw	,
par	S	PAR
rapport	Nc	RAPPORT
à	S	À
vous	Pp	VOUS
,	Fw	,
me	Pp	JE
furent	Vuc	ÊTRE
précieuses	Ag	PRÉCIEUX
.	Fs	.
Je	Pp	JE
ne	Rp	NE
lui	Pp	IL
parlai	Vvc	PARLER
point	Rg	POINT
de	S	DE
mon	Ds	MON
amour	Nc	AMOUR
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Peut-être	Vvc	Peut-être
votre	Ds	VOTRE
coeur	Nc	CUR
n'	Rp	NE
y	Pp	Y
répondra-t-il	Vvc	répondra-t-il
pas	Rg	PAS
;	Fw	;
Puis	Vvc	POUVOIR
-je	Vvc	-je
enfin	Rg	ENFIN
obtenir	Vvn	OBTENIR
un	Dn	UN
aveu	Nc	AVEU
de	S	DE
tendresse	Nc	TENDRESSE
?	Fs	?
Mon	Ds	MON
Dieu	Nc	DIEU
...	Fs	...
l'	Da	LE
essentiel	Nc	ESSENTIEL
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
leur	Ds	LEUR
haine	Nc	HAINE
cesse	Vvc	CESSER
.	Fs	.
Ah	I	AH
!	Fs	!
L'	Da	LE
essentiel	Nc	ESSENTIEL
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
coeur	Nc	CUR
,	Fw	,
les	Da	LE
sentiments	Nc	SENTIMENT
;	Fw	;
Il	Vvc	Il
est	Vuc	ÊTRE
temps	Nc	TEMPS
de	S	DE
répondre	Vvn	RÉPONDRE
à	S	À
mes	Ds	MON
empressements	Nc	EMPRESSEMENT
.	Fs	.
Mais	Cc	MAIS
ce	Pd	CE
qui	Pr	QUI
presse	Vvc	PRESSER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
savoir	Vvn	SAVOIR
si	Cs	SI
ma	Ds	MON
tante	Nc	TANTE
...	Fs	...
Ah	Vvc	Ah
!	Fs	!
Ce	Pd	CE
qui	Pr	QUI
presse	Vvc	PRESSER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
savoir	Vvn	SAVOIR
...	Fs	...
Mais	Vvc	Mais
Dorante	Ag	Dorante
...	Fs	...
Pourquoi	Vvc	Pourquoi
dans	S	DANS
ces	Dd	CE
moments	Nc	MOMENT
,	Fw	,
où	Pr	OÙ
j'	Pp	JE
ose	Vvc	OSER
me	Pp	JE
flatter	Vvn	FLATTER
,	Fw	,
Vous	Nc	Vous
plaisez	Vvc	PLAIRE
-vous	Nc	-vous
encore	Rg	ENCORE
à	S	À
me	Pp	JE
laisser	Vvn	LAISSER
douter	Vvn	DOUTER
?	Fs	?
Car	Cc	CAR
je	Pp	JE
n'	Rp	NE
ose	Vvc	OSER
expliquer	Vvn	EXPLIQUER
pour	S	POUR
moi	Pp	JE
votre	Ds	VOTRE
silence	Nc	SILENCE
.	Fs	.
Si	Cs	SI
le	Da	LE
frère	Nc	FRÈRE
et	Cc	ET
la	Da	LE
soeur	Nc	SUR
sont	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
patience	Nc	PATIENCE
;	Fw	;
Si	Vvc	Si
non	Rg	NON
vous	Pp	VOUS
vous	Pp	VOUS
trompez	Vvc	TROMPER
,	Fw	,
nous	Pp	NOUS
n'	Rp	NE
aimons	Vvc	AIMER
point	Rg	POINT
.	Fs	.
Mais	Cc	MAIS
non	Rg	NON
...	Fs	...
Elle	Vvc	Elle
plaisante	Ga	PLAIRE
...	Fs	...
mais	Cc	MAIS
au	S+Da	À+LE
fond	Nc	FOND
elle	Pp	IL
a	Vuc	AVOIR
raison	Nc	RAISON
.	Fs	.
Car	Cc	CAR
comment	Pt	COMMENT
voulez	Vvc	VOULOIR
-vous	Nc	-vous
qu'	Pr	QUE
on	Pp	ON
dise	Vvc	DIRE
qu'	Cs	QUE
on	Pp	ON
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
Pendant	Ga	PENDRE
que	Cs	QUE
rien	Pi	RIEN
n'	Rp	NE
est	Vuc	ÊTRE
sûr	Ag	SÛR
?	Fs	?
Jugez	Vvc	JUGER
-en	Vvn	-en
par	S	PAR
vous	Pp	VOUS
-même	Vvc	-même
;	Fw	;
Monsieur	Nc	MONSIEUR
,	Fw	,
vous	Pp	VOUS
n'	Rp	NE
aimez	Vvc	AIMER
pas	Rg	PAS
,	Fw	,
car	Cc	CAR
vous	Pp	VOUS
n'	Rp	NE
êtes	Vuc	ÊTRE
pas	Rg	PAS
sûr	Ag	SÛR
.	Fs	.
Vous	Pp	VOUS
m'	Pp	JE
enchantez	Vvc	ENCHANTER
.	Fs	.
Aveu	Nc	AVEU
simple	Ag	SIMPLE
,	Fw	,
