Tiens	Vvc	TENIR
rudement	Rg	RUDEMENT
,	Fw	,
et	Cc	ET
que	Cs	QUE
t'	Pp	TU
en	Pp	EN
pleurisse	Vvc	pleurisse
tout	Di	TOUT
ton	Ds	TON
soûl	Ag	SOÛL
;	Fw	;
et	Cc	ET
velà	Vvc	velà
margué	Nc	margué
ce	Pd	CE
qu'	Pr	QUE
en	Pp	EN
appelle	Vvc	APPELER
aimer	Vvn	AIMER
le	Da	LE
monde	Nc	MONDE
.	Fs	.
Tians	Nc	TIAN
,	Fw	,
moi	Pp	JE
qui	Pr	QUI
te	Pp	TU
parle	Vvc	PARLER
,	Fw	,
si	Cs	SI
t'	Pp	TU
allais	Vvc	ALLER
me	Pp	JE
changer	Vvn	CHANGER
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
aurait	Vuc	AVOIR
pu	Ge	POUVOIR
de	S	DE
çarvelle	Nc	çarvelle
cheux	Ag	cheux
moi	Pp	JE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
de	S	DE
l'	Da	LE
amiquié	Nc	amiquié
que	Cs	QUE
ça	Pd	ÇA|CELA
.	Fs	.
Tatigué	Vvc	Tatigué
que	Cs	QUE
je	Pp	JE
serais	Vuc	ÊTRE
content	Ag	CONTENT
si	Cs	SI
tu	Pp	TU
pouvais	Vvc	POUVOIR
itout	Vvc	itout
devenir	Vvn	DEVENIR
folle	Ag	FOU
!	Fs	!
Ah	I	AH
!	Fs	!
Que	Cs	QUE
ça	Pd	ÇA|CELA
serait	Vuc	ÊTRE
touchant	Ga	TOUCHER
!	Fs	!
Ma	Ds	MON
pauvre	Nc	PAUVRE
Jacqueline	Vvc	Jacqueline
,	Fw	,
dis	Vvc	DIRE
-moi	Vvc	-moi
queuque	Ag	queuque
mot	Nc	MOT
qui	Pr	QUI
me	Pp	JE
fasse	Vvc	FAIRE
comprendre	Vvn	COMPRENDRE
que	Cs	QUE
tu	Pp	TU
pardrais	Vvc	pardrais
un	Dn	UN
petit	Ag	PETIT
brin	Nc	BRIN
l'	Da	LE
esprit	Nc	ESPRIT
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
va	Vvc	ALLER
,	Fw	,
Piarre	Vvc	Piarre
,	Fw	,
je	Pp	JE
ne	Rp	NE
dis	Vvc	DIRE
rian	Nc	rian
mais	Cc	MAIS
je	Pp	JE
n'	Rp	NE
en	Pp	EN
pense	Vvc	PENSER
pas	Rg	PAS
moins	Rg	MOINS
.	Fs	.
Eh	I	EH
,	Fw	,
penses	Vvc	PENSER
-tu	Vvn	-tu
que	Cs	QUE
tu	Pp	TU
m'	Pp	JE
aimes	Vvc	AIMER
,	Fw	,
par	S	PAR
hasard	Nc	HASARD
?	Fs	?
Dis	Vvc	DIRE
-moi	Vvc	-moi
oui	Rg	OUI
ou	Cc	OU
non	Rg	NON
.	Fs	.
Devine	Vvc	DEVINER
lequel	Pt	LEQUEL
.	Fs	.
Regarde	Vvc	REGARDER
-moi	Vvc	-moi
entre	S	ENTRE
deux	Nc	DEUX
yeuX	Nc	OEIL|YEUX
.	Fs	.
Tu	Pp	TU
ris	Vvc	RIRE
tout	Rg	TOUT
comme	Cs	COMME
si	Cs	SI
tu	Pp	TU
disais	Vvc	DIRE
oui	Rg	OUI
;	Fw	;
hé	I	HÉ
,	Fw	,
hé	I	HÉ
,	Fw	,
hé	I	HÉ
,	Fw	,
qu'	Cs	QUE
en	Pp	EN
dis	Vvc	DIRE
-tu	Vvn	-tu
?	Fs	?
Eh	I	EH
,	Fw	,
je	Pp	JE
dis	Vvc	DIRE
franchement	Rg	FRANCHEMENT
que	Cs	QUE
je	Pp	JE
serais	Vuc	ÊTRE
bian	Nc	BIAN
empêchée	Ge	EMPÊCHER
de	S	DE
ne	Rp	NE
pas	Rg	PAS
t'	Pp	TU
aimer	Vvn	AIMER
,	Fw	,
car	Cc	CAR
t'	Pp	TU
es	Vuc	ÊTRE
bien	Rg	BIEN
agriable	Ag	agriable
.	Fs	.
Eh	I	EH
,	Fw	,
jarni	Ge	jarni
,	Fw	,
velà	Vvc	velà
dire	Vvn	DIRE
les	Da	LE
mots	Nc	MOT|MOTS
et	Cc	ET
les	Da	LE
paroles	Nc	PAROLE
.	Fs	.
Je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
toujours	Rg	TOUJOURS
trouvé	Ge	TROUVER
une	Dn	UN
bonne	Ag	BON
philosomie	Nc	philosomie
d'	S	DE
homme	Nc	HOMME
:	Fw	:
tu	Pp	TU
m'	Pp	JE
as	Vuc	AVOIR
fait	Ge	FAIRE
l'	Da	LE
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
franchement	Rg	FRANCHEMENT
ça	Pd	ÇA|CELA
m'	Pp	JE
a	Vuc	AVOIR
fait	Ge	FAIRE
plaisir	Nc	PLAISIR
;	Fw	;
mais	Cc	MAIS
l'	Da	LE
honneur	Nc	HONNEUR
des	S+Da	DE+LE|DE+LES
filles	Nc	FILLE
les	Pp	ILS
empêche	Vvc	EMPÊCHER
de	S	DE
parler	Vvn	PARLER
:	Fw	:
après	S	APRÈS
ça	Pd	ÇA|CELA
,	Fw	,
ma	Ds	MON
tante	Nc	TANTE
disait	Vvc	DIRE
toujours	Rg	TOUJOURS
qu'	Cs	QUE
un	Dn	UN
amant	Nc	AMANT
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
comme	S	COMME
un	Dn	UN
homme	Nc	HOMME
qui	Pr	QUI
a	Vuc	AVOIR
faim	Nc	FAIM
:	Fw	:
pu	Ge	POUVOIR
il	Pp	IL
a	Vuc	AVOIR
faim	Nc	FAIM
,	Fw	,
et	Cc	ET
pu	Ge	POUVOIR
il	Pp	IL
a	Vuc	AVOIR
envie	Nc	ENVIE
de	S	DE
manger	Vvn	MANGER
;	Fw	;
pu	Ge	POUVOIR
un	Dn	UN
homme	Nc	HOMME
a	Vuc	AVOIR
de	S	DE
peine	Nc	PEINE
après	S	APRÈS
une	Dn	UN
fille	Nc	FILLE
,	Fw	,
et	Cc	ET
pu	Ge	POUVOIR
il	Pp	IL
l'	Pp	IL
aime	Vvc	AIMER
.	Fs	.
Parsanguenne	Nc	Parsanguenne
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
ta	Ds	TON
tante	Nc	TANTE
ait	Vuc	AVOIR
dit	Ge	DIRE
vrai	Ag	VRAI
;	Fw	;
car	Cc	CAR
je	Pp	JE
meurs	Vvc	MOURIR
de	S	DE
faim	Nc	FAIM
,	Fw	,
je	Pp	JE
t'	Pp	TU
en	Pp	EN
avertis	Vvc	AVERTIR
,	Fw	,
Jacqueleine	Nc	Jacqueleine
.	Fs	.
Tant	Rg	TANT
mieux	Rg	MIEUX
,	Fw	,
je	Pp	JE
t'	Pp	TU
aime	Vvc	AIMER
de	S	DE
cette	Dd	CE
himeur	Nc	himeur
-là	Vvc	-là
,	Fw	,
pourvu	Ge	POURVOIR
qu'	Rg	QUE
alle	Ge	ALLER
dure	Ag	DUR
;	Fw	;
mais	Cc	MAIS
j'	Pp	JE
ai	Vuc	AVOIR
bian	Nc	BIAN
peur	Nc	PEUR
que	Pr	QUE
M	Vvc	M
.	Fs	.
Lélio	Nc	Lélio
,	Fw	,
mon	Ds	MON
maître	Nc	MAÎTRE
,	Fw	,
ne	Rp	NE
consente	Vvc	CONSENTIR
à	S	À
noute	Ag	noute
mariage	Nc	MARIAGE
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
me	Pp	JE
boute	Vvc	BOUTER
hors	S	HORS
de	S	DE
chez	S	CHEZ
li	Nc	LI
,	Fw	,
quand	Cs	QUAND
il	Pp	IL
saura	Vvc	SAURER|SAVOIR
que	Cs	QUE
je	Pp	JE
t'	Pp	TU
aime	Vvc	AIMER
;	Fw	;
car	Cc	CAR
il	Pp	IL
nous	Pp	NOUS
a	Vuc	AVOIR
dit	Ge	DIRE
qu'	Cs	QUE
il	Pp	IL
ne	Rp	NE
voulait	Vvc	VOULOIR
point	Rg	POINT
voir	Vvn	VOIR
d'	S	DE
amourette	Nc	AMOURETTE
parmi	S	PARMI
nous	Pp	NOUS
.	Fs	.
Et	Cc	ET
pourquoi	Rt	POURQUOI
donc	Rg	DONC
ça	Pd	ÇA|CELA
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
qu'	Cs	QUE
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
du	Dp	DU
mal	Nc	MAL
à	S	À
aimer	Vvn	AIMER
son	Ds	SON
prochain	Nc	PROCHAIN
?	Fs	?
Et	Cc	ET
morgué	Ge	MORGUER
je	Pp	JE
m'	Pp	JE
en	Pp	EN
vas	Vvc	ALLER
lui	Pp	IL
gager	Vvn	GAGER
,	Fw	,
moi	Pp	JE
,	Fw	,
que	Cs	QUE
ça	Pd	ÇA|CELA
se	Pp	IL
pratique	Vvc	PRATIQUER
chez	S	CHEZ
les	Da	LE
Turcs	Nc	TURC
,	Fw	,
et	Cc	ET
si	Cs	SI
ils	Pp	ILS
sont	Vuc	ÊTRE
bien	Rg	BIEN
méchants	Ag	MÉCHANT
.	Fs	.
Oh	I	OH
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
pis	Nc	PIS
qu'	Cs	QUE
un	Dn	UN
Turc	Nc	TURC
,	Fw	,
à	S	À
cause	Nc	CAUSE
d'	S	DE
une	Dn	UN
dame	Nc	DAME
de	S	DE
Paris	Nc	PARI
qui	Pr	QUI
l'	Pp	IL
aimait	Vvc	AIMER
beaucoup	Rg	BEAUCOUP
,	Fw	,
et	Cc	ET
qui	Pr	QUI
li	Nc	LI
a	Vuc	AVOIR
tourné	Ge	TOURNER
casaque	Nc	CASAQUE
pour	S	POUR
un	Dn	UN
autre	Ag	AUTRE
galant	Nc	GALANT
plus	Rg	PLUS
mal	Rg	MAL
bâti	Ge	BÂTIR
que	Cs	QUE
li	Nc	LI
:	Fw	:
noute	Vvc	noute
monsieur	Nc	MONSIEUR
a	Vuc	AVOIR
fait	Ge	FAIRE
du	S+Da	DE+LE
tapage	Nc	TAPAGE
;	Fw	;
il	Pp	IL
li	Nc	LI
a	Vuc	AVOIR
dit	Ge	DIRE
qu'	Rg	QUE
alle	Ge	ALLER
devait	Vvc	DEVOIR
être	Vun	ÊTRE
honteuse	Ag	HONTEUX
;	Fw	;
alle	Ge	ALLER
lui	Pp	IL
a	Vuc	AVOIR
dit	Ge	DIRE
qu'	Rg	QUE
alle	Ge	ALLER
ne	Rp	NE
voulait	Vvc	VOULOIR
pas	Rg	PAS
l'	Pp	IL
être	Vun	ÊTRE
.	Fs	.
Et	Cc	ET
voilà	S	VOILÀ
bian	Nc	BIAN
de	S	DE
quoi	Pt	QUE|QUOI
!	Fs	!
Ç'a-t-elle	Nc	Ç'a-t-elle
fait	Ge	FAIRE
.	Fs	.
Et	Cc	ET
pis	Nc	PIS
des	S+Da	DE+LE|DE+LES
injures	Nc	INJURE
:	Fw	:
ous	Vvc	ous
êtes	Vuc	ÊTRE
cun	Ag	cun
indeigne	Vvc	indeigne
.	Fs	.
Et	Cc	ET
voyez	Vvc	VOIR
donc	Rg	DONC
cet	Dd	CE
impertinent	Nc	IMPERTINENT
!	Fs	!
Et	Cc	ET
je	Pp	JE
me	Pp	JE
vengeraI	Vvc	VENGER
.	Fs	.
Et	Cc	ET
moi	Pp	JE
,	Fw	,
je	Pp	JE
m'	Pp	JE
en	Pp	EN
gausse	Vvc	GAUSSER
.	Fs	.
Tant	Rg	TANT
y	Pp	Y
a	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
la	Da	LE
parfin	Nc	parfin
alle	Ge	ALLER
li	Nc	LI
a	Vuc	AVOIR
farmé	Nc	farmé
la	Da	LE
porte	Nc	PORTE|PORTÉ
sur	S	SUR
le	Da	LE
nez	Nc	NEZ
:	Fw	:
li	Nc	LI
qui	Pr	QUI
est	Vuc	ÊTRE
glorieux	Ag	GLORIEUX
a	Vuc	AVOIR
pris	Ge	PRENDRE
ça	Pd	ÇA|CELA
en	S	EN
mal	Nc	MAL
,	Fw	,
et	Cc	ET
il	Pp	IL
est	Vuc	ÊTRE
venu	Ge	VENIR
ici	Rg	ICI
pour	S	POUR
vivre	Vvn	VIVRE
en	S	EN
harmite	Nc	harmite
,	Fw	,
en	S	EN
philosophe	Nc	PHILOSOPHE
,	Fw	,
car	Cc	CAR
velà	Vvc	velà
comme	Cs	COMME
il	Pp	IL
dit	Vvc	DIRE
.	Fs	.
Et	Cc	ET
depuis	S	DEPUIS
ce	Dd	CE
temps	Nc	TEMPS
,	Fw	,
quand	Cs	QUAND
il	Pp	IL
entend	Vvc	ENTENDRE
parler	Vvn	PARLER
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
il	Pp	IL
semble	Vvc	SEMBLER
qu'	Cs	QUE
en	S	EN
l'	Da	LE
écorche	Nc	ÉCORCHÉ
comme	S	COMME
une	Dn	UN
anguille	Nc	ANGUILLE
.	Fs	.
Son	Ds	SON
valet	Nc	VALET
Arlequin	Nc	ARLEQUIN
fait	Vvc	FAIRE
itou	Rg	ITOU
le	Da	LE
dégoûté	Nc	DÉGOÛTÉ
:	Fw	:
quand	Cs	QUAND
il	Pp	IL
voit	Vvc	VOIR
une	Dn	UN
fille	Nc	FILLE
à	S	À
droite	Ag	DROIT
,	Fw	,
ce	Dd	CE
drôle	Nc	DRÔLE
de	S	DE
corps	Nc	CORPS
se	Pp	IL
baille	Vvc	BÂILLER
les	Da	LE
airs	Nc	AIR
d'	S	DE
aller	Vvn	ALLER
à	S	À
gauche	Ag	GAUCHE
,	Fw	,
à	S	À
cause	Nc	CAUSE
de	S	DE
queuque	Ag	queuque
mijaurée	Nc	MIJAURÉE
de	S	DE
chambrière	Nc	CHAMBRIÈRE
qui	Pr	QUI
li	Nc	LI
a	Vuc	AVOIR
,	Fw	,
à	S	À
ce	Pd	CE
qu'	Pr	QUE
il	Pp	IL
dit	Vvc	DIRE
,	Fw	,
vendu	Ge	VENDRE
du	S+Da	DE+LE
noir	Nc	NOIR
.	Fs	.
Quiens	Nc	Quiens
,	Fw	,
véritablement	Rg	VÉRITABLEMENT
c'	Pd	CE
est	Vuc	ÊTRE
une	Dn	UN
piquié	Nc	piquié
que	Cs	QUE
ça	Pd	ÇA|CELA
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
a	Vuc	AVOIR
pas	Rg	PAS
de	S	DE
police	Nc	POLICE
;	Fw	;
au	S+Da	À+LE
punit	Vvc	PUNIR
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
de	S	DE
pauvres	Nc	PAUVRE
voleurs	Nc	VOLEUR
,	Fw	,
et	Cc	ET
an	Nc	AN
laisse	Vvc	LAISSER
aller	Vvn	ALLER
et	Cc	ET
venir	Vvn	VENIR
les	Da	LE
parfides	Nc	parfides
.	Fs	.
Mais	Cc	MAIS
velà	Vvc	velà
ton	Ds	TON
maître	Nc	MAÎTRE
,	Fw	,
parle-li	Vvc	parle-li
.	Fs	.
Non	Rg	NON
,	Fw	,
il	Pp	IL
a	Vuc	AVOIR
la	Da	LE
face	Nc	FACE
triste	Ag	TRISTE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
qu'	Cs	QUE
il	Pp	IL
rêve	Vvc	RÊVER
aux	S+Da	À+LES
femmes	Nc	FEMME
;	Fw	;
je	Pp	JE
sis	Ge	SEOIR
d'	S	DE
avis	Nc	AVIS
que	Pr	QUE
j'	Pp	JE
attende	Vvc	ATTENDRE
que	Cs	QUE
ça	Pd	ÇA|CELA
soit	Vuc	ÊTRE
passé	Ge	PASSER
:	Fw	:
va	Vvc	ALLER
,	Fw	,
va	Vvc	ALLER
,	Fw	,
il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
bonne	Ag	BON
espérance	Nc	ESPÉRANCE
,	Fw	,
pisque	Nc	pisque
ta	Ds	TON
maîtresse	Nc	MAÎTRE|MAÎTRESSE
est	Vuc	ÊTRE
arrivée	Ge	ARRIVER
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
alle	Ge	ALLER
a	Vuc	AVOIR
dit	Ge	DIRE
qu'	Rg	QUE
alle	Ge	ALLER
lui	Pp	IL
en	Pp	EN
parlerait	Vvc	PARLER
.	Fs	.
Le	Da	LE
temps	Nc	TEMPS
est	Vuc	ÊTRE
sombre	Ag	SOMBRE
aujourd'hui	Rg	AUJOURD'HUI
.	Fs	.
Ma	Ds	MON
foi	Nc	FOI
oui	Ge	OUÏR
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
aussi	Rg	AUSSI
mélancolique	Ag	MÉLANCOLIQUE
que	Cs	QUE
nous	Pp	NOUS
.	Fs	.
Oh	I	OH
,	Fw	,
on	Pp	ON
n'	Rp	NE
est	Vuc	ÊTRE
pas	Rg	PAS
toujours	Rg	TOUJOURS
dans	S	DANS
la	Da	LE
même	Ag	MÊME
disposition	Nc	DISPOSITION
,	Fw	,
l'	Da	LE
esprit	Nc	ESPRIT
aussi	Rg	AUSSI
bien	Rg	BIEN
que	Cs	QUE
le	Da	LE
temps	Nc	TEMPS
est	Vuc	ÊTRE
sujet	Nc	SUJET
à	S	À
des	Dn	UN
nuages	Nc	NUAGE
.	Fs	.
Pour	S	POUR
moi	Pp	JE
,	Fw	,
quand	Cs	QUAND
mon	Ds	MON
esprit	Nc	ESPRIT
va	Vvc	ALLER
bien	Rg	BIEN
,	Fw	,
je	Pp	JE
ne	Rp	NE
m'	Pp	JE
embarrasse	Vvc	EMBARRASSER|EMBARRER
guère	Rg	GUÈRE
du	S+Da	DE+LE
brouillard	Nc	BROUILLARD
.	Fs	.
Tout	Di	TOUT
le	Da	LE
monde	Nc	MONDE
en	Pp	EN
est	Vuc	ÊTRE
assez	Rg	ASSEZ
de	S	DE
même	Pi	MÊME
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
trouve	Vvc	TROUVER
toujours	Rg	TOUJOURS
le	Da	LE
temps	Nc	TEMPS
vilain	Ag	VILAIN
,	Fw	,
quand	Cs	QUAND
je	Pp	JE
suis	Vuc	ÊTRE
triste	Ag	TRISTE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
que	Cs	QUE
tu	Pp	TU
as	Vuc	AVOIR
quelque	Di	QUELQUE
chose	Nc	CHOSE
qui	Pr	QUI
te	Pp	TU
chagrine	Vvc	CHAGRINER
.	Fs	.
Non	Rg	NON
.	Fs	.
Tu	Pp	TU
n'	Rp	NE
as	Vuc	AVOIR
donc	Rg	DONC
point	Rg	POINT
de	S	DE
tristesse	Nc	TRISTESSE
?	Fs	?
Si	Rg	SI
fait	Ge	FAIRE
.	Fs	.
Dis	Vvc	DIRE
donc	Rg	DONC
pourquoi	Rt	POURQUOI
?	Fs	?
Pourquoi	Rt	POURQUOI
?	Fs	?
En	S	EN
vérité	Nc	VÉRITÉ
je	Pp	JE
n'	Rp	NE
en	Pp	EN
sais	Vvc	SAVOIR
rien	Pi	RIEN
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
peut-être	Rg	PEUT-ÊTRE
que	Cs	QUE
je	Pp	JE
suis	Vuc	ÊTRE
triste	Ag	TRISTE
de	S	DE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
pas	Rg	PAS
gai	Ag	GAI
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
tu	Pp	TU
ne	Rp	NE
sais	Vvc	SAVOIR
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
dis	Vvc	DIRE
.	Fs	.
Avec	S	AVEC
cela	Pd	CELA
,	Fw	,
il	Pp	IL
me	Pp	JE
semble	Vvc	SEMBLER
que	Cs	QUE
je	Pp	JE
ne	Rp	NE
me	Pp	JE
porte	Vvc	PORTER
pas	Rg	PAS
