Soeur	Nc	SUR
-tu	Vvc	-tu
faire	Vvn	FAIRE
ici	Rg	ICI
?	Fs	?
Mais	Cc	MAIS
que	Cs	QUE
cherches	Nc	CHERCHE
-tu	Ag	-tu
,	Fw	,
toi	Pp	TU
qui	Pr	QUI
t'	Pp	TU
en	Pp	EN
mets	Vvc	METTRE
en	S	EN
souci	Nc	SOUCI
?	Fs	?
Créon	Nc	Créon
,	Fw	,
y	Pp	Y
fait	Vvc	FAIRE
veiller	Vvn	VEILLER
les	Da	LE
gardes	Nc	GARDE|GARDES
de	S	DE
la	Da	LE
ville	Nc	VILLE
.	Fs	.
Oui	Rg	OUI
,	Fw	,
mais	Cc	MAIS
notre	Ds	NOTRE
retour	Nc	RETOUR
rend	Vvc	RENDRE
ce	Dd	CE
soin	Nc	SOIN
inutile	Ag	INUTILE
.	Fs	.
Va	Vvc	ALLER
,	Fw	,
laisse	Vvc	LAISSER
cette	Dd	CE
charge	Nc	CHARGE|CHARGÉ
,	Fw	,
aux	S+Da	À+LES
gens	Nc	GENS|GENT
d'	S	DE
Amphitryon	Nc	AMPHITRYON
.	Fs	.
Ami	Nc	AMI
,	Fw	,
qui	Pr	QUI
que	Cs	QUE
tu	Pp	TU
sois	Vuc	ÊTRE
,	Fw	,
ou	Cc	OU
domestique	Ag	DOMESTIQUE
,	Fw	,
ou	Cc	OU
non	Rg	NON
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
?	Fs	?
Fuis	Vvc	FUIR
tôt	Rg	TÔT
,	Fw	,
et	Cc	ET
perds	Vvc	PERDRE
cette	Dd	CE
humeur	Nc	HUMEUR
suffisante	Ag	SUFFISANT
,	Fw	,
Ou	Vvc	Ou
ta	Ds	TON
réception	Nc	RÉCEPTION
ne	Rp	NE
sera	Vuc	ÊTRE
pas	Rg	PAS
plaisante	Ga	PLAIRE
.	Fs	.
Je	Pp	JE
fuis	Vvc	FUIR
de	S	DE
ce	Dd	CE
logis	Nc	LOGIS
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
où	Pr	OÙ
tendent	Vvc	TENDRE
mes	Ds	MON
pas	Nc	PAS
,	Fw	,
Et	Vvc	Et
tous	Di	TOUT
tes	Ds	TON
vains	Ag	VAIN
discours	Nc	DISCOURS
,	Fw	,
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
chasseront	Vvc	CHASSER
pas	Rg	PAS
.	Fs	.
Je	Pp	JE
te	Pp	TU
vais	Vvc	ALLER
rendre	Vvn	RENDRE
vain	Ag	VAIN
,	Fw	,
sais	Vvc	SAVOIR
-tu	Vvn	-tu
de	S	DE
quelle	Dt	QUEL
sorte	Nc	SORTE
?	Fs	?
En	Pp	EN
ne	Rp	NE
te	Pp	TU
chassant	Ga	CHASSER
pas	Rg	PAS
,	Fw	,
mais	Cc	MAIS
faisant	Ga	FAIRE
qu'	Cs	QUE
on	Pp	ON
t'	Pp	TU
emporte	Vvc	EMPORTER
;	Fw	;
Ça	Vvc	Ça
mes	Ds	MON
poings	Nc	POING
,	Fw	,
travaillons	Vvc	TRAVAILLER
.	Fs	.
Mais	Cc	MAIS
pour	S	POUR
quelle	Dt	QUEL
raison	Nc	RAISON
,	Fw	,
Me	Vvc	Me
met	Vvc	METTRE
un	Dn	UN
étranger	Nc	ÉTRANGER
,	Fw	,
hors	S	HORS
de	S	DE
notre	Ds	NOTRE
maison	Nc	MAISON
?	Fs	?
Quel	Dt	QUEL
droit	Nc	DROIT
y	Pp	Y
prétend-il	Vvc	prétend-il
?	Fs	?
Hors	S	HORS
de	S	DE
ta	Ds	TON
maison	Nc	MAISON
traître	Ag	TRAÎTRE
!	Fs	!
Oui	Rg	OUI
,	Fw	,
puisque	Cs	PUISQUE
j'	Pp	JE
y	Pp	Y
demeure	Vvc	DEMEURER
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
elle	Pp	IL
est	Vuc	ÊTRE
à	S	À
mon	Ds	MON
Maître	Nc	Maître
.	Fs	.
Quel	Dt	QUEL
maître	Nc	MAÎTRE
?	Fs	?
Amphitryon	Nc	AMPHITRYON
,	Fw	,
Chef	Vvc	Chef
du	S+Da	DE+LE
Peuple	Nc	PEUPLE
Thébain	Ag	Thébain
,	Fw	,
Qui	Vvc	Qui
chargé	Ge	CHARGER
de	S	DE
lauriers	Nc	LAURIER
,	Fw	,
arrivera	Vvc	ARRIVER
demain	Rg	DEMAIN
.	Fs	.
Et	Cc	ET
,	Fw	,
ton	Ds	TON
nom	Nc	NOM
,	Fw	,
imposteur	Nc	IMPOSTEUR
?	Fs	?
On	Pp	ON
m'	Pp	JE
appelle	Vvc	APPELER
Sosie	Nc	SOSIE
.	Fs	.
Ô	Nc	Ô
Dieux	Ag	Dieux
!	Fs	!
Quelle	Dt	QUEL
impudence	Nc	IMPUDENCE
,	Fw	,
ou	Cc	OU
quelle	Dt	QUEL
frénésie	Nc	FRÉNÉSIE
!	Fs	!
Je	Pp	JE
ne	Rp	NE
m'	Pp	JE
abuse	Vvc	ABUSER
point	Rg	POINT
,	Fw	,
je	Pp	JE
parle	Vvc	PARLER
sainement	Rg	SAINEMENT
.	Fs	.
L'	Da	LE
imposteur	Nc	IMPOSTEUR
,	Fw	,
l'	Da	LE
effronté	Nc	EFFRONTÉ
,	Fw	,
de	S	DE
quelle	Dt	QUEL
audace	Nc	AUDACE
il	Pp	IL
ment	Vvc	MENTIR
!	Fs	!
On	Pp	ON
t'	Pp	TU
appelle	Vvc	APPELER
.	Fs	.
Sosie	Nc	SOSIE
.	Fs	.
À	Vvc	À
ton	Ds	TON
dam	Nc	DAM
,	Fw	,
misérable	Ag	MISÉRABLE
,	Fw	,
Tu	Vvc	Tu
viens	Vvc	VENIR
si	Rg	SI
prestement	Rg	PRESTEMENT
,	Fw	,
de	S	DE
forger	Vvn	FORGER
cette	Dd	CE
fable	Nc	FABLE
;	Fw	;
De	Vvc	De
cette	Dd	CE
invention	Nc	INVENTION
cent	Nc	CENT
coups	Nc	COUP
seront	Vuc	ÊTRE
le	Da	LE
prix	Nc	PRIX
.	Fs	.
Il	Pp	IL
le	Pp	IL
bat	Vvc	BATTRE
.	Fs	.
Au	S+Da	À+LE
secours	Nc	SECOURS
,	Fw	,
aux	S+Da	À+LES
voleurs	Nc	VOLEUR
,	Fw	,
tout	Pi	TOUT
est	Vuc	ÊTRE
sourd	Ag	SOURD
à	S	À
mes	Ds	MON
cris	Nc	CRI
.	Fs	.
Au	S+Da	À+LE
mensonge	Nc	MENSONGE
,	Fw	,
pendard	Nc	PENDARD
,	Fw	,
tu	Pp	TU
joins	Vvc	JOINDRE
encor	Nc	encor
la	Da	LE
plainte	Nc	PLAINTE
?	Fs	?
Je	Pp	JE
ne	Rp	NE
t'	Pp	TU
ai	Vuc	AVOIR
point	Rg	POINT
menti	Ge	MENTIR
,	Fw	,
je	Pp	JE
t'	Pp	TU
ai	Vuc	AVOIR
parlé	Ge	PARLER
sans	S	SANS
feinte	Nc	FEINTE
.	Fs	.
Quoi	Pt	QUE|QUOI
Sosie	Nc	SOSIE
est	Vuc	ÊTRE
ton	Ds	TON
nom	Nc	NOM
?	Fs	?
Je	Pp	JE
te	Pp	TU
l'	Pp	IL
ai	Vuc	AVOIR
dit	Ge	DIRE
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Sosie	Nc	SOSIE
?	Fs	?
Et	Cc	ET
plût	Vvc	PLAIRE|PLEUVOIR
au	S+Da	À+LE
Ciel	Nc	CIEL
,	Fw	,
ne	Rp	NE
le	Pp	IL
fussé	Vuc	fussé
-je	Ge	-je
pas	Rg	PAS
?	Fs	?
Mes	Ds	MON
poings	Nc	POING
,	Fw	,
cent	Nc	CENT
coups	Nc	COUP
encor	Nc	encor
,	Fw	,
pour	S	POUR
cette	Dd	CE
menterie	Nc	MENTERIE
.	Fs	.
Qui	Pt	QUI
veux	Vvc	VOULOIR
-tu	Vvn	-tu
que	Cs	QUE
je	Pp	JE
sois	Vuc	ÊTRE
,	Fw	,
dis	Vvc	DIRE
-moi	Vvc	-moi
,	Fw	,
donc	Rg	DONC
,	Fw	,
je	Pp	JE
te	Pp	TU
prie	Vvc	PRIER
;	Fw	;
Épargne	Nc	Épargne
un	Dn	UN
malheureux	Ag	MALHEUREUX
.	Fs	.
Dis	Vvc	DIRE
ton	Ds	TON
nom	Nc	NOM
,	Fw	,
affronteur	Nc	affronteur
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
ce	Pd	CE
qui	Pr	QUI
te	Pp	TU
plaît	Vvc	PLAIRE
,	Fw	,
je	Pp	JE
suis	Vuc	ÊTRE
ton	Ds	TON
serviteur	Nc	SERVITEUR
,	Fw	,
Car	Nc	CAR
tes	Ds	TON
coups	Nc	COUP
m'	Pp	JE
ont	Vuc	AVOIR
fait	Ge	FAIRE
tien	Ps	TIEN
.	Fs	.
Ton	Ds	TON
audace	Nc	AUDACE
est	Vuc	ÊTRE
extrême	Ag	EXTRÊME
,	Fw	,
Jusques	Vvc	Jusques
à	S	À
m'	Pp	JE
affronter	Vvn	AFFRONTER
,	Fw	,
et	Cc	ET
prendre	Vvn	PRENDRE
mon	Ds	MON
nom	Nc	NOM
même	Ag	MÊME
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
qui	Pr	QUI
suis	Vuc	ÊTRE
Sosie	Nc	SOSIE
,	Fw	,
et	Cc	ET
dans	S	DANS
cette	Dd	CE
maison	Nc	MAISON
,	Fw	,
Jamais	Vvc	Jamais
autre	Pi	AUTRE
que	Pr	QUE
moi	Pp	JE
,	Fw	,
n'	Rp	NE
en	Pp	EN
a	Vuc	AVOIR
porté	Ge	PORTER
le	Da	LE
nom	Nc	NOM
.	Fs	.
Que	Pt	QUE
viens	Vvc	VENIR
-tu	Vvc	-tu
faire	Vvn	FAIRE
ici	Rg	ICI
?	Fs	?
Chercher	Vvn	CHERCHER
mon	Ds	MON
cimetière	Nc	CIMETIÈRE
!	Fs	!
Et	Cc	ET
fournir	Vvn	FOURNIR
à	S	À
tes	Ds	TON
coups	Nc	COUP
une	Dn	UN
indigne	Ag	INDIGNE
matière	Nc	MATIÈRE
.	Fs	.
Es	Vuc	ÊTRE
-tu	Ge	-tu
Sosie	Nc	SOSIE
encor	Nc	encor
,	Fw	,
réponds	Vvc	RÉPONDRE
,	Fw	,
qui	Pr	QUI
l'	Pp	IL
est	Vuc	ÊTRE
de	S	DE
nous	Pp	NOUS
?	Fs	?
Plût	Vvc	Plût
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
le	Pp	IL
fût-il	Vuc	fût-il
,	Fw	,
et	Cc	ET
reçût-il	Vvc	reçût-il
les	Da	LE
coups	Nc	COUP
?	Fs	?
Approche	Nc	APPROCHE
,	Fw	,
dis	Vvc	DIRE
ton	Ds	TON
nom	Nc	NOM
,	Fw	,
parle	Vvc	PARLER
,	Fw	,
quel	Dt	QUEL
est	Vuc	ÊTRE
ton	Ds	TON
maître	Nc	MAÎTRE
?	Fs	?
Tu	Pp	TU
m'	Pp	JE
as	Vuc	AVOIR
mis	Ge	METTRE
en	S	EN
état	Nc	ÉTAT
,	Fw	,
de	S	DE
ne	Rp	NE
me	Pp	JE
plus	Rg	PLUS
connaître	Vvn	CONNAÎTRE
.	Fs	.
À	Vvc	À
quelle	Dt	QUEL
déité	Nc	DÉITÉ
s'	Pp	SE
adresseront	Vvc	ADRESSER
mes	Ds	MON
voeux	Nc	VU
.	Fs	.
Mon	Ds	MON
Maître	Nc	Maître
est	Vuc	ÊTRE
.	Fs	.
Qui	Pt	QUI
?	Fs	?
Je	Pp	JE
suis	Vuc	ÊTRE
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
Rien	Pi	RIEN
,	Fw	,
si	Cs	SI
tu	Pp	TU
ne	Rp	NE
veux	Vvc	VOULOIR
.	Fs	.
Que	Cs	QUE
t'	Pp	TU
apporte	Vvc	APPORTER
mon	Ds	MON
nom	Nc	NOM
?	Fs	?
Et	Cc	ET
quelle	Dt	QUEL
extravagance	Nc	EXTRAVAGANCE
,	Fw	,
Te	Vvc	Te
le	Pp	IL
fait	Vvc	FAIRE
usurper	Vvn	USURPER
avec	S	AVEC
tant	Rg	TANT
d'	S	DE
arrogance	Nc	ARROGANCE
?	Fs	?
De	S	DE
grâce	Nc	GRÂCE
,	Fw	,
permets	Vvc	PERMETTRE
-moi	Vvc	-moi
de	S	DE
parler	Vvn	PARLER
librement	Rg	LIBREMENT
,	Fw	,
Tu	Vvc	Tu
sauras	Vvc	SAURER|SAVOIR
qui	Pr	QUI
je	Pp	JE
suis	Vuc	ÊTRE
,	Fw	,
en	S	EN
deux	Nc	DEUX
mots	Nc	MOT|MOTS
seulement	Rg	SEULEMENT
.	Fs	.
Oui	Rg	OUI
parle	Vvc	PARLER
,	Fw	,
ma	Ds	MON
bonté	Nc	BONTÉ
t'	Pp	TU
accorde	Vvc	ACCORDER
cette	Dd	CE
trêve	Nc	TRÊVE
.	Fs	.
Amphitryon	Nc	AMPHITRYON
.	Fs	.
Dis	Vvc	DIRE
tôt	Rg	TÔT
.	Fs	.
Sosie	Nc	SOSIE
.	Fs	.
Après	Vvc	Après
achève	Vvc	ACHEVER
.	Fs	.
Sosie	Nc	SOSIE
,	Fw	,
Amphitryon	Nc	AMPHITRYON
.	Fs	.
Que	Pt	QUE
crains	Vvc	CRAINDRE
-tu	Vvn	-tu
,	Fw	,
parle	Vvc	PARLER
tôt	Rg	TÔT
.	Fs	.
Faisons	Vvc	FAIRE
donc	Rg	DONC
trêve	Nc	TRÊVE
aux	S+Da	À+LES
coups	Nc	COUP
,	Fw	,
ou	Cc	OU
je	Pp	JE
ne	Rp	NE
dirai	Vvc	DIRE
mot	Nc	MOT
.	Fs	.
Oui	Rg	OUI
,	Fw	,
je	Pp	JE
te	Pp	TU
la	Pp	IL
tiendrai	Vvc	TENIR
.	Fs	.
Je	Pp	JE
te	Pp	TU
crois	Vvc	CROIRE|CROÎTRE
,	Fw	,
mais	Cc	MAIS
sur	S	SUR
peine	Nc	PEINE
.	Fs	.
Que	Cs	QUE
Mercure	Nc	MERCURE
,	Fw	,
à	S	À
jamais	Rg	JAMAIS
prenne	Vvc	PRENDRE
Sosie	Nc	SOSIE
en	S	EN
haine	Nc	HAINE
.	Fs	.
Pour	S	POUR
rompre	Vvn	ROMPRE
son	Ds	SON
serment	Nc	SERMENT
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
trop	Rg	TROP
généreux	Ag	GÉNÉREUX
.	Fs	.
Parle	Vvc	PARLER
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
Sosie	Nc	SOSIE
.	Fs	.
Encore	Rg	ENCORE
,	Fw	,
malheureux	Ag	MALHEUREUX
.	Fs	.
Arrête	Vvc	Arrête
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
trêve	Nc	TRÊVE
,	Fw	,
et	Cc	ET
ton	Ds	TON
serment	Nc	SERMENT
te	Pp	TU
lie	Vvc	LIER
.	Fs	.
Ces	Dd	CE
coups	Nc	COUP
sont	Vuc	ÊTRE
un	Dn	UN
remède	Nc	REMÈDE
à	S	À
guérir	Vvn	GUÉRIR
ta	Ds	TON
folie	Nc	FOLIE
,	Fw	,
Et	Vvc	Et
ton	Ds	TON
mal	Nc	MAL
je	Pp	JE
m'	Pp	JE
assure	Vvc	ASSURER
,	Fw	,
est	Vuc	ÊTRE
décru	Ge	DÉCROÎTRE
de	S	DE
moitié	Nc	MOITIÉ
.	Fs	.
Ô	Nc	Ô
déplaisant	Ga	DÉPLAIRE
remède	Nc	REMÈDE
,	Fw	,
importune	Ag	IMPORTUN
pitié	Nc	PITIÉ
!	Fs	!
Fais	Vvc	FAIRE
ce	Pd	CE
qui	Pr	QUI
te	Pp	TU
plaira	Vvc	PLAIRE
,	Fw	,
mais	Cc	MAIS
cette	Dd	CE
violence	Nc	VIOLENCE
,	Fw	,
Ne	Vvc	Ne
saurait	Vvc	SAURER|SAVOIR
plus	Rg	PLUS
longtemps	Rg	LONGTEMPS
,	Fw	,
m'	Pp	JE
obliger	Vvn	OBLIGER
au	S+Da	À+LE
silence	Nc	SILENCE
.	Fs	.
Ta	Ds	TON
fourbe	Nc	FOURBE
peut	Vvc	POUVOIR
bien	Rg	BIEN
être	Vun	ÊTRE
un	Dn	UN
obstacle	Nc	OBSTACLE
à	S	À
mes	Ds	MON
pas	Nc	PAS
:	Fw	:
Mais	Cc	MAIS
toutes	Di	TOUT
tes	Ds	TON
raisons	Nc	RAISON
ne	Rp	NE
me	Pp	JE
changeront	Vvc	CHANGER
pas	Rg	PAS
.	Fs	.
Je	Pp	JE
n'	Rp	NE
emprunte	Vvc	EMPRUNTER
le	Da	LE
nom	Nc	NOM
,	Fw	,
ni	Cc	NI
la	Da	LE
forme	Nc	FORME
d'	S	DE
un	Dn	UN
autre	Pi	AUTRE
,	Fw	,
Je	Vvc	Je
suis	Vuc	ÊTRE
le	Da	LE
vrai	Ag	VRAI
Sosie	Nc	SOSIE
,	Fw	,
et	Cc	ET
ce	Dd	CE
logis	Nc	LOGIS
est	Vuc	ÊTRE
nôtre	As#Ps	NÔTRE
.	Fs	.
Ô	Vvc	Ô
le	Da	LE
fou	Nc	FOU
!	Fs	!
L'	Da	LE
insensé	Ag	INSENSÉ
!	Fs	!
Ce	Pd	CE
sont	Vuc	ÊTRE
tes	Ds	TON
qualités	Nc	QUALITÉ
.	Fs	.
Mon	Ds	MON
Maître	Nc	Maître
Amphitryon	Nc	AMPHITRYON
,	Fw	,
ses	Ds	SON
ennemis	Nc	ENNEMI
domptés	Ge	DOMPTER
,	Fw	,
Ne	Vvc	Ne
m'	Pp	JE
a-t-il	V	AVOIR
pas	Rg	PAS
du	S+Da	DE+LE
port	Nc	PORT
,	Fw	,
envoyé	Ge	ENVOYER
vers	S	VERS
Alcmène	Ag	Alcmène
Lui	Nc	Lui
conter	Vvn	CONTER
du	S+Da	DE+LE
combat	Nc	COMBAT
,	Fw	,
la	Da	LE
nouvelle	Nc	NOUVEAU|NOUVELLE
certaine	Ag	CERTAIN
?	Fs	?
N'	Rp	NE
en	Pp	EN
arrivai	Vvc	ARRIVER
-je	Vvc	-je
pas	Rg	PAS
une	Dn	UN
lanterne	Nc	LANTERNE
en	S	EN
main	Nc	MAIN
;	Fw	;
Voilà	Vvc	Voilà
pas	Rg	PAS
le	Pp	IL
Palais	Vvc	Palais
de	S	DE
ce	Dd	CE
Prince	Nc	PRINCE
Thébain	Ag	Thébain
:	Fw	:
Ne	Rp	NE
te	Pp	TU
parlai	Vvc	PARLER
-je	Vvn	-je
pas	Rg	PAS
?	Fs	?
Sais	Vvc	SAVOIR
-je	Vvn	-je
pas	Rg	PAS
que	Cs	QUE
je	Pp	JE
veille	Vvc	VEILLER
?	Fs	?
Tes	Ds	TON
poings	Nc	POING
ne	Rp	NE
m'	Pp	JE
ont	Vuc	AVOIR
-ils	Ge	-ils
pas	Rg	PAS
étourdi	Ge	ÉTOURDIR
cette	Dd	CE
oreille	Nc	OREILLE
?	Fs	?
Que	Pt	QUE
n'	Rp	NE
opposai	Vvc	OPPOSER
-je	Vvn	-je
donc	Rg	DONC
ma	Ds	MON
défense	Nc	DÉFENSE
à	S	À
tes	Ds	TON
coups	Nc	COUP
?	Fs	?
À	Nc	À
quoi	Pr	QUE|QUOI
perds	Vvc	PERDRE
-je	Vvn	-je
le	Da	LE
temps	Nc	TEMPS
,	Fw	,
que	Pr	QUE
n'	Rp	NE
entrai	Vvc	ENTRER
-je	Nc	-je
chez	S	CHEZ
nous	Pp	NOUS
?	Fs	?
Dieux	Nc	DIEU|DIEUX
!	Fs	!
De	S	DE
quelles	Dt	QUEL
couleurs	Nc	COULEUR
il	Pp	IL
sait	Vvc	SAVOIR
peindre	Vvn	PEINDRE
un	Dn	UN
mensonge	Nc	MENSONGE
;	Fw	;
Dois	Vvc	DEVOIR
-je	Vvc	-je
croire	Vvn	CROIRE
mes	Ds	MON
sens	Nc	SENS
,	Fw	,
veillai	Vvc	VEILLER
-je	Nc	-je
,	Fw	,
ou	Cc	OU
si	Cs	SI
je	Pp	JE
songe	Vvc	SONGER
?	Fs	?
Il	Pp	IL
dit	Vvc	DIRE
de	S	DE
point	Rg	POINT
en	S	EN
point	Rg	POINT
,	Fw	,
ce	Pd	CE
qui	Pr	QUI
m'	Pp	JE
est	Vuc	ÊTRE
arrivé	Ge	ARRIVER
;	Fw	;
Car	Nc	CAR
mon	Ds	MON
Maître	Nc	Maître
en	S	EN
effet	Nc	EFFET
le	Da	LE
combat	Nc	COMBAT
achevé	Ge	ACHEVER
,	Fw	,
Et	Vvc	Et
sa	Ds	SON
main	Nc	MAIN
de	S	DE
Ptérèle	Nc	Ptérèle
,	Fw	,
ayant	Ga	AVOIR
coupé	Ge	COUPER
la	Da	LE
trame	Nc	TRAME
,	Fw	,
M'	Vvc	M'
a	Vuc	AVOIR
du	Dp	DU
port	Nc	PORT
Euboïque	Ag	Euboïque
,	Fw	,
envoyé	Ge	ENVOYER
vers	S	VERS
sa	Ds	SON
femme	Nc	FEMME
,	Fw	,
Lui	Vvc	Lui
conter	Vvn	CONTER
de	S	DE
nos	Ds	NOTRE
faits	Nc	FAIT
l'	Da	LE
heureux	Ag	HEUREUX
événement	Nc	ÉVÉNEMENT
.	Fs	.
Je	Pp	JE
ne	Rp	NE
me	Pp	JE
connais	Vvc	CONNAÎTRE
plus	Rg	PLUS
!	Fs	!
En	S	EN
cet	Dd	CE
étonnement	Nc	ÉTONNEMENT
,	Fw	,
Il	Vvc	Il
me	Pp	JE
mettrait	Vvc	METTRE
enfin	Rg	ENFIN
aux	S+Da	À+LES
termes	Nc	TERME
de	S	DE
le	Pp	IL
croire	Vvn	CROIRE
;	Fw	;
Quel	Vvc	Quel
présent	Ag	PRÉSENT
lui	Pp	IL
fut	Vuc	ÊTRE
fait	Ge	FAIRE
,	Fw	,
après	S	APRÈS
cette	Dd	CE
victoire	Nc	VICTOIRE
?	Fs	?
D'	S	DE
un	Dn	UN
vase	Nc	VASE
précieux	Ag	PRÉCIEUX
,	Fw	,
où	Pr	OÙ
Ptérèle	Vvc	Ptérèle
buvait	Vvc	BOIRE
.	Fs	.
Il	Pp	IL
sait	Vvc	SAVOIR
tout	Rg	TOUT
mieux	Rg	MIEUX
que	Cs	QUE
nous	Pp	NOUS
,	Fw	,
sans	S	SANS
doute	Nc	DOUTE
il	Pp	IL
nous	Pp	NOUS
suivait	Vvc	SUIVRE
.	Fs	.
Que	Cs	QUE
mon	Ds	MON
Maître	Nc	Maître
aussitôt	Rg	AUSSITÔT
fit	Vvc	FAIRE
marquer	Vvn	MARQUER
de	S	DE
ses	Ds	SON
armes	Nc	ARME|ARMÉ
.	Fs	.
Quelle	Dt	QUEL
lumière	Nc	LUMIÈRE
,	Fw	,
ô	I	OH
Dieux	Ag	Dieux
dissipera	Vvc	DISSIPER
ces	Dd	CE
charmes	Nc	CHARME
.	Fs	.
Il	Pp	IL
l'	Pp	IL
a	Vuc	AVOIR
déjà	Rg	DÉJÀ
sur	S	SUR
moi	Pp	JE
,	Fw	,
par	S	PAR
la	Da	LE
force	Nc	FORCE|FORCÉ
emporté	Ge	EMPORTER
,	Fw	,
Et	Vvc	Et
la	Da	LE
raison	Nc	RAISON
encor	Nc	encor
,	Fw	,
semble	Vvc	SEMBLER
de	S	DE
son	Ds	SON
côté	Nc	CÔTÉ
.	Fs	.
Mais	Cc	MAIS
ma	Ds	MON
mémoire	Nc	MÉMOIRE
,	Fw	,
enfin	Rg	ENFIN
,	Fw	,
a	Vuc	AVOIR
de	S	DE
quoi	Pr	QUE|QUOI
le	Pp	IL
confondre	Vvn	CONFONDRE
,	Fw	,
Et	Vvc	Et
sans	S	SANS
être	Vun	ÊTRE
moi-même	Pp	LUI-MÊME
,	Fw	,
il	Pp	IL
n'	Rp	NE
y	Pp	Y
saurait	Vvc	SAURER|SAVOIR
répondre	Vvn	RÉPONDRE
.	Fs	.
Lorsque	Cs	LORSQUE
plus	Rg	PLUS
vivement	Rg	VIVEMENT
,	Fw	,
choquaient	Vvc	CHOQUER
les	Da	LE
bataillons	Nc	BATAILLON
,	Fw	,
Qu'	Vvc	Qu'
allas	Vvc	ALLER
-tu	Vvc	-tu
faire	Vvn	FAIRE
seul	Ag	SEUL
,	Fw	,
dedans	Rg	DEDANS
nos	Ds	NOTRE
pavillons	Nc	PAVILLON
?	Fs	?
D'	S	DE
un	Dn	UN
flacon	Nc	FLACON
de	S	DE
vin	Nc	VIN
pur	Ag	PUR
.	Fs	.
Il	Pp	IL
entre	Vvc	ENTRER
dans	S	DANS
la	Da	LE
voie	Nc	VOIE
.	Fs	.
Pris	Ge	PRENDRE
d'	S	DE
un	Dn	UN
muid	Nc	MUID
frais	Ag	FRAIS
percé	Ge	PERCER
,	Fw	,
j'	Pp	JE
allai	Vvc	ALLER
faire	Vvn	FAIRE
ma	Ds	MON
proie	Nc	PROIE
,	Fw	,
Hardi	Ge	Hardi
,	Fw	,
je	Pp	JE
l'	Pp	IL
assaillis	Vvc	ASSAILLIR
,	Fw	,
et	Cc	ET
lui	Pp	IL
tirai	Vvc	TIRER
du	S+Da	DE+LE
flanc	Nc	FLANC
,	Fw	,
Cette	Vvc	Cette
douce	Ag	DOUX
liqueur	Nc	LIQUEUR
,	Fw	,
qui	Pr	QUI
tenait	Vvc	TENIR
lieu	Nc	LIEU
de	S	DE
sang	Nc	SANG
.	Fs	.
Je	Pp	JE
suis	Vuc	ÊTRE
sans	S	SANS
repartie	Nc	REPARTIE
,	Fw	,
après	S	APRÈS
cette	Dd	CE
merveille	Nc	MERVEILLE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
n'	Rp	NE
était	Vuc	ÊTRE
par	S	PAR
hasard	Nc	HASARD
caché	Ge	CACHER
dans	S	DANS
la	Da	LE
bouteille	Nc	BOUTEILLE
.	Fs	.
Il	Pp	IL
me	Pp	JE
ne	Rp	NE
reste	Vvc	RESTER
plus	Rg	PLUS
,	Fw	,
avec	S	AVEC
quoi	Pt	QUE|QUOI
contester	Vvn	CONTESTER
.	Fs	.
Eh	I	EH
bien	Rg	BIEN
,	Fw	,
suis	Vuc	ÊTRE
-je	Ge	-je
Sosie	Nc	SOSIE
?	Fs	?
As	Vuc	AVOIR
-tu	Ge	-tu
lieu	Nc	LIEU
d'	S	DE
en	Pp	EN
douter	Vvn	DOUTER
?	Fs	?
T'	Pp	TU
ai	Vuc	AVOIR
-je	Ge	-je
assez	Rg	ASSEZ
bien	Rg	BIEN
guéri	Ge	GUÉRIR
de	S	DE
cette	Dd	CE
frénésie	Nc	FRÉNÉSIE
?	Fs	?
Mais	Cc	MAIS
moi	Pp	JE
,	Fw	,
qui	Pr	QUI
suis	Vuc	ÊTRE
-je	Ge	-je
donc	Rg	DONC
?	Fs	?
Si	Cs	SI
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
Sosie	Nc	SOSIE
?	Fs	?
Prends	Vvc	PRENDRE
ce	Dd	CE
nom	Nc	NOM
,	Fw	,
si	Cs	SI
tu	Pp	TU
veux	Vvc	VOULOIR
,	Fw	,
quand	Cs	QUAND
je	Pp	JE
l'	Pp	IL
aurai	Vuc	AVOIR
quitté	Ge	QUITTER
,	Fw	,
Mais	Vvc	Mais
devant	S	DEVANT
,	Fw	,
défais	Vvc	DÉFAIRE
-toi	Vvc	-toi
de	S	DE
cette	Dd	CE
vanité	Nc	VANITÉ
.	Fs	.
Certes	Rg	CERTES
,	Fw	,
à	S	À
dire	Vvn	DIRE
vrai	Ag	VRAI
,	Fw	,
plus	Rg	PLUS
je	Pp	JE
le	Pp	IL
