March	NP	March
but	CC	but
when	WRB	when
fortune	NN	fortune
has	VHZ	have
given	VVN	give
one	CD	one
of	IN	of
the	DT	the
first	JJ	first
chairs	NNS	chair
in	IN	in
the	DT	the
university	NN	university
to	TO	to
a	DT	a
man	NN	man
of	IN	of
four-and-thirty	NN	four-and-thirty
he	PP	he
must	MD	must
try	VV	try
and	CC	and
act	VV	act
the	DT	the
part	NN	part
replaced-dns	VVZ	replaced-dns
"<repdns text=""consistently.What"" />"
a	DT	a
fellow	JJ	fellow
Wilson	NP	Wilson
is	VBZ	be
!	SENT	!
If	IN	if
I	PP	I
could	MD	could
only	RB	only
throw	VV	throw
the	DT	the
same	JJ	same
enthusiasm	NN	enthusiasm
into	IN	into
physiology	NN	physiology
that	IN/that	that
he	PP	he
does	VVZ	do
into	IN	into
psychology	NN	psychology
,	,	,
I	PP	I
should	MD	should
become	VV	become
a	DT	a
Claude	NP	Claude
Bernard	NP	Bernard
at	IN	at
the	DT	the
least	JJS	least
.	SENT	.
His	PP$	his
whole	JJ	whole
life	NN	life
and	CC	and
soul	NN	soul
and	CC	and
energy	NN	energy
work	NN	work
to	TO	to
one	CD	one
end	NN	end
.	SENT	.
He	PP	he
drops	VVZ	drop
to	TO	to
sleep	VV	sleep
collating	VVG	collate
his	PP$	his
results	NNS	result
of	IN	of
the	DT	the
past	JJ	past
day	NN	day
,	,	,
and	CC	and
he	PP	he
wakes	VVZ	wake
to	TO	to
plan	VV	plan
his	PP$	his
researches	NNS	research
for	IN	for
the	DT	the
coming	VVG	come
one	CD	one
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
outside	IN	outside
the	DT	the
narrow	JJ	narrow
circle	NN	circle
who	WP	who
follow	VVP	follow
his	PP$	his
proceedings	NNS	proceeding
,	,	,
he	PP	he
gets	VVZ	get
so	RB	so
little	JJ	little
credit	NN	credit
for	IN	for
it	PP	it
.	SENT	.
Physiology	NN	physiology
is	VBZ	be
a	DT	a
recognized	VVN	recognize
science	NN	science
.	SENT	.
If	IN	if
I	PP	I
add	VVP	add
even	RB	even
a	DT	a
brick	NN	brick
to	TO	to
the	DT	the
edifice	NN	edifice
,	,	,
every	DT	every
one	CD	one
sees	VVZ	see
and	CC	and
applauds	VVZ	applaud
it	PP	it
.	SENT	.
But	CC	but
Wilson	NP	Wilson
is	VBZ	be
trying	VVG	try
to	TO	to
dig	VV	dig
the	DT	the
foundations	NNS	foundation
for	IN	for
a	DT	a
science	NN	science
of	IN	of
the	DT	the
future	NN	future
.	SENT	.
His	PP$	his
work	NN	work
is	VBZ	be
underground	JJ	underground
and	CC	and
does	VVZ	do
not	RB	not
show	VV	show
.	SENT	.
Yet	CC	yet
he	PP	he
goes	VVZ	go
on	IN	on
uncomplainingly	RB	uncomplainingly
,	,	,
corresponding	JJ	corresponding
with	IN	with
a	DT	a
hundred	CD	hundred
semi-maniacs	NNS	semi-maniacs
in	IN	in
the	DT	the
hope	NN	hope
of	IN	of
finding	VVG	find
one	CD	one
reliable	JJ	reliable
witness	NN	witness
,	,	,
sifting	VVG	sift
a	DT	a
hundred	CD	hundred
lies	NNS	lie
on	IN	on
the	DT	the
chance	NN	chance
of	IN	of
gaining	VVG	gain
one	CD	one
little	JJ	little
speck	NN	speck
of	IN	of
truth	NN	truth
,	,	,
collating	VVG	collate
old	JJ	old
books	NNS	book
,	,	,
devouring	VVG	devour
new	JJ	new
ones	NNS	one
,	,	,
experimenting	VVG	experiment
,	,	,
lecturing	VVG	lecture
,	,	,
trying	VVG	try
to	TO	to
light	VV	light
up	RP	up
in	IN	in
others	NNS	other
the	DT	the
fiery	JJ	fiery
interest	NN	interest
which	WDT	which
is	VBZ	be
consuming	VVG	consume
him	PP	him
.	SENT	.
I	PP	I
am	VBP	be
filled	VVN	fill
with	IN	with
wonder	NN	wonder
and	CC	and
admiration	NN	admiration
when	WRB	when
I	PP	I
think	VVP	think
of	IN	of
him	PP	him
,	,	,
and	CC	and
yet	RB	yet
,	,	,
when	WRB	when
he	PP	he
asks	VVZ	ask
me	PP	me
to	TO	to
associate	VV	associate
myself	PP	myself
with	IN	with
his	PP$	his
researches	NNS	research
,	,	,
I	PP	I
am	VBP	be
compelled	VVN	compel
to	TO	to
tell	VV	tell
him	PP	him
that	IN/that	that
,	,	,
in	IN	in
their	PP$	their
present	JJ	present
state	NN	state
,	,	,
they	PP	they
offer	VVP	offer
little	JJ	little
attraction	NN	attraction
to	TO	to
a	DT	a
man	NN	man
who	WP	who
is	VBZ	be
devoted	VVN	devote
to	TO	to
exact	JJ	exact
science	NN	science
.	SENT	.
If	IN	if
he	PP	he
could	MD	could
show	VV	show
me	PP	me
something	NN	something
positive	JJ	positive
and	CC	and
objective	JJ	objective
,	,	,
I	PP	I
might	MD	might
then	RB	then
be	VB	be
tempted	VVN	tempt
to	TO	to
approach	VV	approach
the	DT	the
question	NN	question
from	IN	from
its	PP$	its
physiological	JJ	physiological
side	NN	side
.	SENT	.
So	RB	so
long	RB	long
as	IN	as
half	PDT	half
his	PP$	his
subjects	NNS	subject
are	VBP	be
tainted	VVN	taint
with	IN	with
charlatanerie	NN	charlatanerie
and	CC	and
the	DT	the
other	JJ	other
half	NN	half
with	IN	with
hysteria	NN	hysteria
we	PP	we
physiologists	NNS	physiologist
must	MD	must
content	VV	content
ourselves	PP	ourselves
with	IN	with
the	DT	the
body	NN	body
and	CC	and
leave	VV	leave
the	DT	the
mind	NN	mind
to	TO	to
our	PP$	our
replaced-dns	NNS	replaced-dns
"<repdns text=""descendants.No"" />"
doubt	VVP	doubt
I	PP	I
am	VBP	be
a	DT	a
materialist	NN	materialist
.	SENT	.
Agatha	NP	Agatha
says	VVZ	say
that	IN/that	that
I	PP	I
am	VBP	be
a	DT	a
rank	JJ	rank
one	CD	one
.	SENT	.
I	PP	I
tell	VVP	tell
her	PP	her
that	DT	that
is	VBZ	be
an	DT	an
excellent	JJ	excellent
reason	NN	reason
for	IN	for
shortening	VVG	shorten
our	PP$	our
engagement	NN	engagement
,	,	,
since	IN	since
I	PP	I
am	VBP	be
in	IN	in
such	JJ	such
urgent	JJ	urgent
need	NN	need
of	IN	of
her	PP$	her
spirituality	NN	spirituality
.	SENT	.
And	CC	and
yet	RB	yet
I	PP	I
may	MD	may
claim	VV	claim
to	TO	to
be	VB	be
a	DT	a
curious	JJ	curious
example	NN	example
of	IN	of
the	DT	the
effect	NN	effect
of	IN	of
education	NN	education
upon	IN	upon
temperament	NN	temperament
,	,	,
for	IN	for
by	IN	by
nature	NN	nature
I	PP	I
am	VBP	be
,	,	,
unless	IN	unless
I	PP	I
deceive	VVP	deceive
myself	PP	myself
,	,	,
a	DT	a
highly	RB	highly
psychic	JJ	psychic
man	NN	man
.	SENT	.
I	PP	I
was	VBD	be
a	DT	a
nervous	JJ	nervous
,	,	,
sensitive	JJ	sensitive
boy	NN	boy
,	,	,
a	DT	a
dreamer	NN	dreamer
,	,	,
a	DT	a
somnambulist	NN	somnambulist
,	,	,
full	JJ	full
of	IN	of
impressions	NNS	impression
and	CC	and
intuitions	NNS	intuition
.	SENT	.
My	PP$	my
black	JJ	black
hair	NN	hair
,	,	,
my	PP$	my
dark	JJ	dark
eyes	NNS	eye
,	,	,
my	PP$	my
thin	JJ	thin
,	,	,
olive	JJ	olive
face	NN	face
,	,	,
my	PP$	my
tapering	VVG	taper
fingers	NNS	finger
,	,	,
are	VBP	be
all	RB	all
characteristic	JJ	characteristic
of	IN	of
my	PP$	my
real	JJ	real
temperament	NN	temperament
,	,	,
and	CC	and
cause	VV	cause
experts	NNS	expert
like	IN	like
Wilson	NP	Wilson
to	TO	to
claim	VV	claim
me	PP	me
as	IN	as
their	PP$	their
own	JJ	own
.	SENT	.
But	CC	but
my	PP$	my
brain	NN	brain
is	VBZ	be
soaked	VVN	soak
with	IN	with
exact	JJ	exact
knowledge	NN	knowledge
.	SENT	.
I	PP	I
have	VHP	have
trained	VVN	train
myself	PP	myself
to	TO	to
deal	VV	deal
only	RB	only
with	IN	with
fact	NN	fact
and	CC	and
with	IN	with
proof	NN	proof
.	SENT	.
Surmise	NN	surmise
and	CC	and
fancy	JJ	fancy
have	VHP	have
no	DT	no
place	NN	place
in	IN	in
my	PP$	my
scheme	NN	scheme
of	IN	of
thought	NN	thought
.	SENT	.
Show	VV	show
me	PP	me
what	WP	what
I	PP	I
can	MD	can
see	VV	see
with	IN	with
my	PP$	my
microscope	NN	microscope
,	,	,
cut	VVN	cut
with	IN	with
my	PP$	my
scalpel	NN	scalpel
,	,	,
weigh	VVP	weigh
in	IN	in
my	PP$	my
balance	NN	balance
,	,	,
and	CC	and
I	PP	I
will	MD	will
devote	VV	devote
a	DT	a
lifetime	NN	lifetime
to	TO	to
its	PP$	its
investigation	NN	investigation
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
ask	VVP	ask
me	PP	me
to	TO	to
study	VV	study
feelings	NNS	feeling
,	,	,
impressions	NNS	impression
,	,	,
suggestions	NNS	suggestion
,	,	,
you	PP	you
ask	VVP	ask
me	PP	me
to	TO	to
do	VV	do
what	WP	what
is	VBZ	be
distasteful	JJ	distasteful
and	CC	and
even	RB	even
demoralizing	VVG	demoralize
.	SENT	.
A	DT	a
departure	NN	departure
from	IN	from
pure	JJ	pure
reason	NN	reason
affects	VVZ	affect
me	PP	me
like	IN	like
an	DT	an
evil	JJ	evil
smell	NN	smell
or	CC	or
a	DT	a
musical	JJ	musical
replaced-dns	NNS	replaced-dns
"<repdns text=""discord.Which"" />"
is	VBZ	be
a	DT	a
very	RB	very
sufficient	JJ	sufficient
reason	NN	reason
why	WRB	why
I	PP	I
am	VBP	be
a	DT	a
little	RB	little
loath	JJ	loath
to	TO	to
go	VV	go
to	TO	to
Professor	NP	Professor
Wilson	NP	Wilson
's	POS	's
tonight	NN	tonight
.	SENT	.
Still	RB	still
I	PP	I
feel	VVP	feel
that	IN/that	that
I	PP	I
could	MD	could
hardly	RB	hardly
get	VV	get
out	RP	out
of	IN	of
the	DT	the
invitation	NN	invitation
without	IN	without
positive	JJ	positive
rudeness	NN	rudeness
;	:	;
and	CC	and
,	,	,
now	RB	now
that	IN/that	that
Mrs.	NP	Mrs.
Marden	NP	Marden
and	CC	and
Agatha	NP	Agatha
are	VBP	be
going	VVG	go
,	,	,
of	IN	of
course	NN	course
I	PP	I
would	MD	would
not	RB	not
if	IN	if
I	PP	I
could	MD	could
.	SENT	.
But	CC	but
I	PP	I
had	VHD	have
rather	RB	rather
meet	VV	meet
them	PP	them
anywhere	RB	anywhere
else	RB	else
.	SENT	.
I	PP	I
know	VVP	know
that	IN/that	that
Wilson	NP	Wilson
would	MD	would
draw	VV	draw
me	PP	me
into	IN	into
this	DT	this
nebulous	JJ	nebulous
semi-science	NN	semi-science
of	IN	of
his	PP$	his
if	IN	if
he	PP	he
could	MD	could
.	SENT	.
In	IN	in
his	PP$	his
enthusiasm	NN	enthusiasm
he	PP	he
is	VBZ	be
perfectly	RB	perfectly
impervious	JJ	impervious
to	TO	to
hints	NNS	hint
or	CC	or
remonstrances	NNS	remonstrance
.	SENT	.
Nothing	NN	nothing
short	JJ	short
of	IN	of
a	DT	a
positive	JJ	positive
quarrel	NN	quarrel
will	MD	will
make	VV	make
him	PP	him
realize	VV	realize
my	PP$	my
aversion	NN	aversion
to	TO	to
the	DT	the
whole	JJ	whole
business	NN	business
.	SENT	.
I	PP	I
have	VHP	have
no	DT	no
doubt	NN	doubt
that	IN/that	that
he	PP	he
has	VHZ	have
some	DT	some
new	JJ	new
mesmerist	NN	mesmerist
or	CC	or
clairvoyant	NN	clairvoyant
or	CC	or
medium	NN	medium
or	CC	or
trickster	NN	trickster
of	IN	of
some	DT	some
sort	NN	sort
whom	WP	whom
he	PP	he
is	VBZ	be
going	VVG	go
to	TO	to
exhibit	VV	exhibit
to	TO	to
us	PP	us
,	,	,
for	IN	for
even	RB	even
his	PP$	his
entertainments	NNS	entertainment
bear	VVP	bear
upon	IN	upon
his	PP$	his
hobby	NN	hobby
.	SENT	.
Well	RB	well
,	,	,
it	PP	it
will	MD	will
be	VB	be
a	DT	a
treat	NN	treat
for	IN	for
Agatha	NP	Agatha
,	,	,
at	IN	at
any	DT	any
rate	NN	rate
.	SENT	.
She	PP	she
is	VBZ	be
interested	JJ	interested
in	IN	in
it	PP	it
,	,	,
as	IN	as
woman	NN	woman
usually	RB	usually
is	VBZ	be
in	IN	in
whatever	WDT	whatever
is	VBZ	be
vague	JJ	vague
and	CC	and
mystical	JJ	mystical
and	CC	and
indefinite.10.50	JJ	indefinite.10.50
P.	NP	P.
M	NP	M
.	SENT	.
This	DT	this
diary-keeping	NN	diary-keeping
of	IN	of
mine	NN	mine
is	VBZ	be
,	,	,
I	PP	I
fancy	VVP	fancy
,	,	,
the	DT	the
outcome	NN	outcome
of	IN	of
that	DT	that
scientific	JJ	scientific
habit	NN	habit
of	IN	of
mind	NN	mind
about	IN	about
which	WDT	which
I	PP	I
wrote	VVD	write
this	DT	this
morning	NN	morning
.	SENT	.
I	PP	I
like	VVP	like
to	TO	to
register	VV	register
impressions	NNS	impression
while	IN	while
they	PP	they
are	VBP	be
fresh	JJ	fresh
.	SENT	.
Once	RB	once
a	DT	a
day	NN	day
at	IN	at
least	JJS	least
I	PP	I
endeavor	VVP	endeavor
to	TO	to
define	VV	define
my	PP$	my
own	JJ	own
mental	JJ	mental
position	NN	position
.	SENT	.
It	PP	it
is	VBZ	be
a	DT	a
useful	JJ	useful
piece	NN	piece
of	IN	of
self-analysis	NN	self-analysis
,	,	,
and	CC	and
has	VHZ	have
,	,	,
I	PP	I
fancy	VVP	fancy
,	,	,
a	DT	a
steadying	VVG	steady
effect	NN	effect
upon	IN	upon
the	DT	the
character	NN	character
.	SENT	.
Frankly	RB	frankly
,	,	,
I	PP	I
must	MD	must
confess	VV	confess
that	IN/that	that
my	PP$	my
own	JJ	own
needs	NNS	need
what	WP	what
stiffening	VVG	stiffen
I	PP	I
can	MD	can
give	VV	give
it	PP	it
.	SENT	.
I	PP	I
fear	VVP	fear
that	IN/that	that
,	,	,
after	IN	after
all	DT	all
,	,	,
much	RB	much
of	IN	of
my	PP$	my
neurotic	JJ	neurotic
temperament	NN	temperament
survives	VVZ	survive
,	,	,
and	CC	and
that	IN/that	that
I	PP	I
am	VBP	be
far	RB	far
from	IN	from
that	DT	that
cool	JJ	cool
,	,	,
calm	JJ	calm
precision	NN	precision
which	WDT	which
characterizes	VVZ	characterize
Murdoch	NP	Murdoch
or	CC	or
Pratt-Haldane	NP	Pratt-Haldane
.	SENT	.
Otherwise	RB	otherwise
,	,	,
why	WRB	why
should	MD	should
the	DT	the
tomfoolery	NN	tomfoolery
which	WDT	which
I	PP	I
have	VHP	have
witnessed	VVN	witness
this	DT	this
evening	NN	evening
have	VHP	have
set	VVN	set
my	PP$	my
nerves	NNS	nerve
thrilling	VVG	thrill
so	RB	so
that	IN/that	that
even	RB	even
now	RB	now
I	PP	I
am	VBP	be
all	RB	all
unstrung	VVN	unstring
?	SENT	?
My	PP$	my
only	JJ	only
comfort	NN	comfort
is	VBZ	be
that	IN/that	that
neither	DT	neither
Wilson	NP	Wilson
nor	CC	nor
Miss	NP	Miss
Penclosa	NP	Penclosa
nor	CC	nor
even	RB	even
Agatha	NP	Agatha
could	MD	could
have	VH	have
possibly	RB	possibly
known	VVN	know
my	PP$	my
replaced-dns	NNS	replaced-dns
"<repdns text=""weakness.And"" />"
what	WP	what
in	IN	in
the	DT	the
world	NN	world
was	VBD	be
there	RB	there
to	TO	to
excite	VV	excite
me	PP	me
?	SENT	?
Nothing	NN	nothing
,	,	,
or	CC	or
so	RB	so
little	JJ	little
that	IN/that	that
it	PP	it
will	MD	will
seem	VV	seem
ludicrous	JJ	ludicrous
when	WRB	when
I	PP	I
set	VVD	set
it	PP	it
replaced-dns	VVZ	replaced-dns
"<repdns text=""down.The"" />"
Mardens	NP	Mardens
got	VVD	get
to	TO	to
Wilson	NP	Wilson
's	POS	's
before	IN	before
me	PP	me
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
last	JJ	last
to	TO	to
arrive	VV	arrive
and	CC	and
found	VVD	find
the	DT	the
room	NN	room
crowded	VVD	crowd
.	SENT	.
I	PP	I
had	VHD	have
hardly	RB	hardly
time	NN	time
to	TO	to
say	VV	say
a	DT	a
word	NN	word
to	TO	to
Mrs.	NP	Mrs.
Marden	NP	Marden
and	CC	and
to	TO	to
Agatha	NP	Agatha
,	,	,
who	WP	who
was	VBD	be
looking	VVG	look
charming	JJ	charming
in	IN	in
white	JJ	white
and	CC	and
pink	JJ	pink
,	,	,
with	IN	with
glittering	VVG	glitter
wheat-ears	NNS	wheat-ears
in	IN	in
her	PP$	her
hair	NN	hair
,	,	,
when	WRB	when
Wilson	NP	Wilson
came	VVD	come
twitching	VVG	twitch
at	IN	at
my	PP$	my
sleeve	NN	sleeve
.	SENT	.
""""	``	""""
You	PP	you
want	VVP	want
something	NN	something
positive	NN	positive
,	,	,
Gilroy	NP	Gilroy
,	,	,
""""	''	""""
said	VVD	say
he	PP	he
,	,	,
drawing	VVG	draw
me	PP	me
apart	RP	apart
into	IN	into
a	DT	a
corner	NN	corner
.	SENT	.
""""	``	""""
My	PP$	my
dear	JJ	dear
fellow	NN	fellow
,	,	,
I	PP	I
have	VHP	have
a	DT	a
phenomenon	NN	phenomenon
---	NN	---
a	DT	a
phenomenon	NN	phenomenon
!	SENT	!
""""	``	""""
I	PP	I
should	MD	should
have	VH	have
been	VBN	be
more	RBR	more
impressed	JJ	impressed
had	VHD	have
I	PP	I
not	RB	not
heard	VVD	hear
the	DT	the
same	JJ	same
before	RB	before
.	SENT	.
His	PP$	his
sanguine	JJ	sanguine
spirit	NN	spirit
turns	VVZ	turn
every	DT	every
fire-fly	NN	fire-fly
into	IN	into
a	DT	a
star	NN	star
.	SENT	.
""""	``	""""
No	DT	no
possible	JJ	possible
question	NN	question
about	IN	about
the	DT	the
bona	NN	bona
fides	NNS	fide
this	DT	this
time	NN	time
,	,	,
""""	''	""""
said	VVD	say
he	PP	he
,	,	,
in	IN	in
answer	NN	answer
,	,	,
perhaps	RB	perhaps
,	,	,
to	TO	to
some	DT	some
little	JJ	little
gleam	NN	gleam
of	IN	of
amusement	NN	amusement
in	IN	in
my	PP$	my
eyes	NNS	eye
.	SENT	.
""""	``	""""
My	PP$	my
wife	NN	wife
has	VHZ	have
known	VVN	know
her	PP	her
for	IN	for
many	JJ	many
years	NNS	year
.	SENT	.
They	PP	they
both	CC	both
come	VV	come
from	IN	from
Trinidad	NP	Trinidad
,	,	,
you	PP	you
know	VVP	know
.	SENT	.
Miss	NP	Miss
Penclosa	NP	Penclosa
has	VHZ	have
only	RB	only
been	VBN	be
in	IN	in
England	NP	England
a	DT	a
month	NN	month
or	CC	or
two	CD	two
,	,	,
and	CC	and
knows	VVZ	know
no	RB	no
one	CD	one
outside	IN	outside
the	DT	the
university	NN	university
circle	NN	circle
,	,	,
but	CC	but
I	PP	I
assure	VVP	assure
you	PP	you
that	IN/that	that
the	DT	the
things	NNS	thing
she	PP	she
has	VHZ	have
told	VVN	tell
us	PP	us
suffice	VV	suffice
in	IN	in
themselves	PP	themselves
to	TO	to
establish	VV	establish
clairvoyance	NN	clairvoyance
upon	IN	upon
an	DT	an
absolutely	RB	absolutely
scientific	JJ	scientific
basis	NN	basis
.	SENT	.
There	EX	there
is	VBZ	be
nothing	NN	nothing
like	IN	like
her	PP	her
,	,	,
amateur	JJ	amateur
or	CC	or
professional	JJ	professional
.	SENT	.
Come	VV	come
and	CC	and
be	VB	be
introduced	VVN	introduce
!	SENT	!
""""	``	""""
I	PP	I
like	VVP	like
none	NN	none
of	IN	of
these	DT	these
mystery-mongers	NNS	mystery-mongers
,	,	,
but	CC	but
the	DT	the
amateur	JJ	amateur
least	JJS	least
of	IN	of
all	DT	all
.	SENT	.
With	IN	with
the	DT	the
paid	VVN	pay
performer	NN	performer
you	PP	you
may	MD	may
pounce	VV	pounce
upon	IN	upon
him	PP	him
and	CC	and
expose	VV	expose
him	PP	him
the	DT	the
instant	NN	instant
that	IN/that	that
you	PP	you
have	VHP	have
seen	VVN	see
through	IN	through
his	PP$	his
trick	NN	trick
.	SENT	.
He	PP	he
is	VBZ	be
there	RB	there
to	TO	to
deceive	VV	deceive
you	PP	you
,	,	,
and	CC	and
you	PP	you
are	VBP	be
there	RB	there
to	TO	to
find	VV	find
him	PP	him
out	RP	out
.	SENT	.
But	CC	but
what	WP	what
are	VBP	be
you	PP	you
to	TO	to
do	VV	do
with	IN	with
the	DT	the
friend	NN	friend
of	IN	of
your	PP$	your
host	NN	host
's	POS	's
wife	NN	wife
?	SENT	?
Are	VBP	be
you	PP	you
to	TO	to
turn	VV	turn
on	IN	on
a	DT	a
light	NN	light
suddenly	RB	suddenly
and	CC	and
expose	VV	expose
her	PP$	her
slapping	NN	slapping
a	DT	a
surreptitious	JJ	surreptitious
banjo	NN	banjo
?	SENT	?
Or	CC	or
are	VBP	be
you	PP	you
to	TO	to
hurl	VV	hurl
cochineal	NN	cochineal
over	IN	over
her	PP$	her
evening	NN	evening
frock	NN	frock
when	WRB	when
she	PP	she
steals	VVZ	steal
round	NN	round
with	IN	with
her	PP$	her
phosphorus	NN	phosphorus
bottle	NN	bottle
and	CC	and
her	PP$	her
supernatural	JJ	supernatural
platitude	NN	platitude
?	SENT	?
There	EX	there
would	MD	would
be	VB	be
a	DT	a
scene	NN	scene
,	,	,
and	CC	and
you	PP	you
would	MD	would
be	VB	be
looked	VVN	look
upon	RP	upon
as	IN	as
a	DT	a
brute	NN	brute
.	SENT	.
So	RB	so
you	PP	you
have	VHP	have
your	PP$	your
choice	NN	choice
of	IN	of
being	VBG	be
that	DT	that
or	CC	or
a	DT	a
dupe	NN	dupe
.	SENT	.
I	PP	I
was	VBD	be
in	IN	in
no	DT	no
very	RB	very
good	JJ	good
humor	NN	humor
as	IN	as
I	PP	I
followed	VVD	follow
Wilson	NP	Wilson
to	TO	to
the	DT	the
replaced-dns	VVZ	replaced-dns
"<repdns text=""lady.Any"" />"
one	CD	one
less	JJR	less
like	IN	like
my	PP$	my
idea	NN	idea
of	IN	of
a	DT	a
West	NP	West
Indian	NP	Indian
could	MD	could
not	RB	not
be	VB	be
imagined	VVN	imagine
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
small	JJ	small
,	,	,
frail	JJ	frail
creature	NN	creature
,	,	,
well	RB	well
over	IN	over
forty	NN	forty
,	,	,
I	PP	I
should	MD	should
say	VV	say
,	,	,
with	IN	with
a	DT	a
pale	JJ	pale
,	,	,
peaky	JJ	peaky
face	NN	face
,	,	,
and	CC	and
hair	NN	hair
of	IN	of
a	DT	a
very	RB	very
light	JJ	light
shade	NN	shade
of	IN	of
chestnut	NN	chestnut
.	SENT	.
Her	PP$	her
presence	NN	presence
was	VBD	be
insignificant	JJ	insignificant
and	CC	and
her	PP$	her
manner	NN	manner
retiring	VVG	retire
.	SENT	.
In	IN	in
any	DT	any
group	NN	group
of	IN	of
ten	CD	ten
women	NNS	woman
she	PP	she
would	MD	would
have	VH	have
been	VBN	be
the	DT	the
last	JJ	last
whom	WP	whom
one	PP	one
would	MD	would
have	VH	have
picked	VVN	pick
out	RP	out
.	SENT	.
Her	PP$	her
eyes	NNS	eye
were	VBD	be
perhaps	RB	perhaps
her	PP$	her
most	RBS	most
remarkable	JJ	remarkable
,	,	,
and	CC	and
also	RB	also
,	,	,
I	PP	I
am	VBP	be
compelled	VVN	compel
to	TO	to
say	VV	say
,	,	,
her	PP$	her
least	JJS	least
pleasant	JJ	pleasant
,	,	,
feature	NN	feature
.	SENT	.
