	docprops1	docprops2	origzeta	scaledlogzeta	logzeta	divzeta	relfreqs1	relfreqs2	ratiorelfreqs	subtractfreqs	logrrf	scaledlogrrf
crusade	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
crumb	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
rhythm	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
cruel-hearted	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
riddle	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
riding	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bookkeeper	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
crossroads	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
rigor	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tention	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
curtains	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
curvature	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
restoration	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
damper	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
boarding	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
relief-boat	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
remain	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
boat's-length	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
boat-builder	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
darlin	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
theorist	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bob	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dare-devil	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
repairer	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
reparation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
repetition	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
reporting	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
restlessness	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dairy	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
requisition	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bog-hole	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dabbler	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
residue	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
cycle	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
boiler	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
cutter	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
cut-throat	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
cut-off	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
restaurant	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
restitution	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
railway-carriage	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dewlap	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dry	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dockmen	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prickings	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
torpor	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
printer	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
down-stream	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
printing	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
priori	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prison-chaps	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prison-officials	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
belonging	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prize-fighter	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prize-fighters	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
topcoat	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
door.a.	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
door-steps	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
benevolence	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
done-up	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
donation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prodigy	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
product	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tonga	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tones.i.	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tomtom	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bereavement	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
proficiency	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
profound	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
profusion	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bestiality	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prick	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
drag	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
belladonna	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
predecessor	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
postulant	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
drunkard	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
posture	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bedding	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
uselessness	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
pounce	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
drizzle	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
driving-wheel	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tracing	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tra-la-la-lira-lira-lay	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
precipitation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
beetle	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prediction	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
pretense	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
preference	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
beginnin	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tours-de-force	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
preoccupation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dream-land	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
toujours	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
drawing-room	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
total	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
presentation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.003	0.0	300000001.0	0.003	1.3862943611198908	2703903650.600712
beige	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dramatist	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
draining	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bet	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dock	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
blackfeet	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
promptness	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
purview	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
directions	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
timber-yard	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.001	0.0	100000001.0	0.001	0.6931471805599454	2410887398.8104978
bird-stuffer	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
puzzler	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
quack	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
timber-toe	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
birlstone	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
quarter-past	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
digression	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tightness	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
diggings	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
digging	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bison	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tiger-skins	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
quicksilver	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
quinine-bottle	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
quountil	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
rabbit-skin	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
rabbit-warren	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
diamond-polishers	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
black-letter	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dialogue	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
radius	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dial	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tier	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
diagnosis	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dirt-heaps	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
timetable	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disapprobation	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dispose	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
proper	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
toff	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
prospector	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tofana	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
distribution	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
proverb	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
bier	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
provincial	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
big-horn	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disrepute	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disquisition	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tobacco-smoke	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
publication	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
purport	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
dispenser	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disparity	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disobedience	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tissue-change	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disk	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
puncture	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
tirade	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
puncture-marks	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
disfavour	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
punt	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
discoverer	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
pup	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
one-half	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
oldster	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
finger-nail	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
lark	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
hatchway	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
afterthought	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
wicker	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
lattice	0.01	0.0	0.01	0.2283698192707734	2.3978952727983707	1000000001.0000001	0.0005	0.0	50000001.0	0.0005	0.4054651081081646	2289274666.4194274
